Gene = IL17RC
index = 689
Annotated 5SS: [  536   637   978  1312  1512  3505  3872  6923  7194 11123 11389 11533
 12800 13052 13362 13846 15606 15761]
Annotated 3SS: [  614   824  1236  1401  3392  3826  6782  7133 11067 11206 11481 12753
 12929 13301 13796 15509 15721 15854]
SMsplice 5SS: [  323   757   978  1312  1512  3505  3716  3872  5584  6923  7194 11123
 11389 12800 13846 15606 15761]
SMsplice 3SS: [  614   824  1236  1401  3392  3583  3792  5446  6782  7133 11067 11206
 12724 13796 15509 15721 15854]
top_k =  1000
Partition function (log Z): 26.202260505120837

Sorted 5' Splice Sites (High to Low Probability):
Position 11389: 0.9575431992319825
Position 1312: 0.9295976282827453
Position 3505: 0.9082254879502015
Position 12800: 0.8756130372293897
Position 3872: 0.8585989385252142
Position 5584: 0.8514069062122258
Position 15606: 0.8444576610939136
Position 11123: 0.8189170244710218
Position 3716: 0.8136119683731292
Position 13846: 0.7696538069915766
Position 978: 0.7620202063105335
Position 323: 0.7480201181413169
Position 15761: 0.6225954164523285
Position 6923: 0.5929174711786137
Position 7194: 0.5645927331202706
Position 1512: 0.5214202058101219
Position 757: 0.5113587752595302
Position 536: 0.43114885851730905
Position 1501: 0.4219219589630697
Position 13362: 0.42028250381352755
Position 11533: 0.38712164153025247
Position 13052: 0.298601794031769
Position 14168: 0.24832519424226146
Position 2829: 0.2080010984958197
Position 1014: 0.19062151121843157
Position 13240: 0.16538781536237127
Position 637: 0.15752032440514335
Position 11811: 0.13905289696957157
Position 9802: 0.13608864105077936
Position 14175: 0.12809260335881062
Position 6884: 0.11437654482524995
Position 3899: 0.08048740893681387
Position 9842: 0.07720390467036961
Position 3467: 0.07453239418249796
Position 11711: 0.0689683947962704
Position 13855: 0.05813959071579999
Position 6482: 0.04828805990500472
Position 7587: 0.04458768862853135
Position 7297: 0.042975870683708464
Position 3709: 0.04049652523218663
Position 11330: 0.033114531744176424
Position 13554: 0.031975536079119106
Position 3687: 0.03179497949813616
Position 13271: 0.030131576541561934
Position 7847: 0.0294627753256647
Position 14687: 0.026914295704173745
Position 1651: 0.02234620051896058
Position 16083: 0.02170897158089069
Position 5541: 0.021298099537233623
Position 3024: 0.020301794448556818
Position 13617: 0.019906246209351837
