Gene = RP11-544M22.13
index = 1176
Annotated 5SS: [   65 16195 17557 17935 37660 37925 38314 38799 39069 39305 39549 39902]
Annotated 3SS: [16116 17456 17831 37590 37816 38166 38595 38965 39196 39535 39852 40037]
SMsplice 5SS: [   65   394  1032 17557 17935 25119 25446 29121 37660 37925 38314 38799
 39069 39305 39549 39902]
SMsplice 3SS: [  270   788 17456 17831 24993 25213 29009 37590 37816 38166 38595 38965
 39196 39535 39852 40037]
top_k =  1000
Partition function (log Z): -20.471724535127095

Sorted 5' Splice Sites (High to Low Probability):
Position 1032: 0.9498874323651946
Position 394: 0.9025142715755701
Position 65: 0.6920721428285161
Position 17935: 0.6144046159492667
Position 200: 0.2995026959409993
Position 18108: 0.29690576472607727
Position 420: 0.046369078175238054
Position 1527: 0.01951453855228473
Position 1339: 0.013948553042490834
Position 1248: 0.013375695324999316
Position 1042: 0.009447105005227326
Position 1229: 0.008931663125789462
Position 1637: 0.006276390396081307
Position 446: 0.0054771881657191945
Position 1165: 0.0022812384329461283
Position 1314: 0.001953834767297267
Position 1768: 0.0016038723375811545
Position 1151: 0.0014985043492894278
Position 401: 0.0014298957998485741
Position 1742: 0.0013363748894807442
Position 336: 0.0012636070867316413
Position 750: 0.0008933644505967615
Position 1659: 0.0008555610244683528
Position 437: 0.0008458084552824391
Position 870: 0.0007132713667293369
Position 102: 0.0006482819820228028
Position 5789: 0.000554823915093576
Position 93: 0.0004864762110952089
Position 1062: 0.00045362642720635666
Position 537: 0.00044870042498111227
Position 111: 0.00033053507261592794
Position 971: 0.0003214608622787672
Position 718: 0.0002895362435056608
Position 5095: 0.00015166260260041393
Position 715: 0.00010625347557322457
Position 1272: 7.494276144173345e-05
Position 722: 6.69193889433772e-05
Position 1471: 6.583890788114095e-05
Position 744: 5.5070595978757406e-05
Position 1531: 4.960824787547917e-05
Position 884: 3.8346163312521304e-05
Position 876: 3.8025452733420424e-05
Position 423: 3.519298428193413e-05
Position 503: 3.283250671198943e-05
Position 163: 2.1663859954334795e-05
Position 129: 1.752730944090405e-05
Position 40: 1.6090668780525666e-05
Position 1334: 1.4625298970388517e-05
Position 134: 1.2291276199311172e-05
Position 279: 1.170933979099269e-05
Position 868: 1.0028854766257272e-05
Position 1332: 8.059994099380698e-06
Position 1016: 7.413951981556307e-06
Position 1231: 6.113018290293523e-06
