Gene = SYNC
index = 1366
Annotated 5SS: [  512  8255 18862 19110]
Annotated 3SS: [ 7074 18736 19029 21258]
SMsplice 5SS: [170 512]
SMsplice 3SS: [  276 19029]
top_k =  1000
Partition function (log Z): -15.726584838024346

Sorted 5' Splice Sites (High to Low Probability):
Position 512: 0.9006044022115347
Position 170: 0.5431843413077655
Position 196: 0.40715804202986566
Position 19110: 0.3750327195414941
Position 7215: 0.2611015614472211
Position 18862: 0.13808336028420246
Position 94: 0.028541768961408608
Position 1392: 0.007319683526342261
Position 2340: 0.004390741642764825
Position 3392: 0.004114635309377366
Position 2855: 0.0030970742831090215
Position 1135: 0.0030937099720285857
Position 6040: 0.0030828289104169624
Position 5784: 0.0030535134284882994
Position 934: 0.0024420041266621085
Position 8255: 0.0022750415551782135
Position 2786: 0.001760118936972978
Position 277: 0.0013549616333725497
Position 359: 0.0010118973486489837
Position 376: 0.0008999129190211087
Position 3078: 0.0006711766982070327
Position 9806: 0.0006388336811743923
Position 245: 0.0004446815025293979
Position 1568: 0.00038701003863877916
Position 159: 0.00038483626980450236
Position 4726: 0.00025646198146765794
Position 5938: 0.0002426248026365556
Position 6834: 0.00022016686239140372
Position 2642: 0.0002185297168307111
Position 1974: 0.0001991271612442955
Position 6519: 0.00019413081082937634
Position 6919: 0.0001934427846674633
Position 30: 0.0001859766576086216
Position 6007: 0.0001741548997030944
Position 9457: 0.0001571787389435458
Position 1314: 0.00013722775023809695
Position 3040: 0.0001136768918901146
Position 3570: 0.00010283254913551264
Position 2921: 0.00010048335531378898
Position 2877: 9.049185619891549e-05
Position 1074: 7.143182959605933e-05
Position 322: 3.378411165319584e-05
Position 851: 2.797162196039473e-05
Position 652: 2.6978750614085358e-05
Position 614: 2.249935051051475e-05
Position 556: 2.0439015200946816e-05
Position 2283: 1.257837609644205e-05
Position 2006: 1.1091445674296636e-05
Position 941: 5.106389022515766e-06
Position 981: 3.703856837538118e-06
Position 905: 3.3341145891173457e-06
Position 357: 2.9379892268322914e-06
Position 570: 2.853951729207238e-06
Position 631: 1.574984544997737e-06
Position 448: 1.2172760011323079e-06
Position 945: 9.926248164095701e-07
Position 1079: 8.99292963245633e-07
Position 1096: 8.00831743352454e-07
Position 363: 3.721191655614721e-07
Position 686: 3.1460490553748124e-07
Position 770: 3.14047609277741e-07
Position 2200: 3.020822824793509e-07
Position 1067: 2.9037592212224275e-07
Position 1141: 2.1343116450078373e-07
Position 700: 1.880501194023988e-07
Position 520: 1.6145597848904804e-07
Position 704: 6.777137830746857e-08
Position 222: 4.171439621618914e-08
Position 992: 4.004327553140126e-08
Position 889: 1.9569687364720865e-08
Position 670: 1.7519565053545626e-08
Position 1484: 1.7435250835721938e-08
Position 1330: 1.2064599196897688e-08
Position 533: 1.063956650152828e-08
Position 620: 5.448191469777487e-09
Position 883: 3.320007789263275e-09
Position 708: 3.8591309795389826e-10
Position 855: 2.587086381077811e-10
Position 789: 1.9627889740666365e-10
Position 678: 4.740519918748565e-12
Position 617: 2.9946343066560863e-12
Position 606: 1.509228789714787e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 19029: 0.6166652555119319
Position 276: 0.6091588065020729
Position 308: 0.29320286819561264
Position 7074: 0.2495690684320016
Position 18736: 0.21823094981077776
Position 21258: 0.21207994517214834
Position 22362: 0.1953452530932405
Position 10123: 0.034647869019319356
Position 7111: 0.03110216221950623
Position 20963: 0.028602930767378302
Position 16115: 0.0236898552708557
Position 16648: 0.014979927873547183
Position 16511: 0.014446363805526989
Position 2428: 0.009176609483365534
Position 17805: 0.008781988685921938
Position 1244: 0.007907773782358499
Position 15451: 0.007404670985827171
Position 17738: 0.0063607898188854095
Position 8929: 0.004679047578455193
Position 2275: 0.004207309273556196
Position 16559: 0.004108458678576949
Position 15785: 0.004039607114928928
Position 5683: 0.003784774807036055
Position 240: 0.0036784109727654615
Position 3121: 0.0035900994100801237
Position 9626: 0.003528810488599654
Position 369: 0.00342079735080946
Position 1182: 0.00334601530295302
Position 5895: 0.0032286639551861885
Position 1095: 0.0032211742470687537
Position 5391: 0.0031890470614453948
Position 1713: 0.002960669647144556
Position 311: 0.002616149474751802
Position 8468: 0.0025629942990614764
Position 11569: 0.0024852754538696544
Position 11461: 0.0024527803726231987
Position 765: 0.0022597958457450935
Position 4607: 0.0019570316211195665
Position 12855: 0.0017444894635418834
Position 1025: 0.0017263605237452856
Position 1664: 0.0016320220778201335
Position 611: 0.00161227402379431
Position 2499: 0.0014113125749431795
Position 13917: 0.0014074879603109263
Position 14696: 0.0013873587500510614
Position 8002: 0.001257929607597391
Position 8021: 0.001257327790498487
Position 5551: 0.0012275434423136423
Position 10143: 0.0011773253988402125
Position 2753: 0.0011719777834822817
Position 5708: 0.0011656841291276705
Position 9504: 0.001150316874300227
Position 1594: 0.0011080678183068055
Position 3294: 0.0010962491577914228
Position 2449: 0.001064920054351336
Position 4627: 0.001045129843561209
Position 2903: 0.00102925837647856
Position 9384: 0.0009738066892108809
Position 2244: 0.0009678818615617798
Position 10894: 0.0008745321432076771
Position 7169: 0.0008687891852532578
Position 806: 0.0008584562215657739
Position 13205: 0.0008337487524480778
Position 8190: 0.000833579355237768
Position 3487: 0.0008320399656157755
Position 7640: 0.0008279804997922652
Position 13497: 0.0008263362822209401
Position 2424: 0.0008142634694696498
Position 8660: 0.0006870260317625341
Position 8075: 0.0006619189520875366
Position 1473: 0.0006576499619844264
Position 7017: 0.000609387067560507
Position 7978: 0.0005942198483593729
Position 2641: 0.0005924674557422656
Position 9184: 0.0005021571230479361
Position 3698: 0.0004398044948024129
Position 10119: 0.0004291353986551409
Position 8630: 0.0004284251155606828
Position 11643: 0.00042152250018656536
Position 8925: 0.00041799379067807463
Position 8412: 0.00038345573670130873
Position 8771: 0.0003678851419592103
Position 1938: 0.0003652869034032257
Position 11055: 0.0003383940477464112
Position 2587: 0.0003335271439254271
Position 1312: 0.00031985610867977924
Position 3670: 0.00031177687470818527
Position 6540: 0.00030168826457934497
Position 8492: 0.000282804482999017
Position 441: 0.00025395698264519504
Position 2325: 0.0002519135499621085
Position 7798: 0.00023122128124449887
Position 6833: 0.00023061698957402556
Position 8633: 0.00022944959897407661
Position 9647: 0.00022113682000393642
Position 7847: 0.00020515020194689267
Position 6366: 0.00019582361935955293
Position 10719: 0.00019132504576716634
Position 6405: 0.00019007925196544943
Position 4907: 0.00017836931928194317
Position 9608: 0.0001615350814775446
Position 809: 0.00016119318007753268
Position 5844: 0.00015665130253916302
Position 2785: 0.00015320586789049884
Position 5870: 0.0001517384403732616
Position 5215: 0.00014612588912045441
Position 9208: 0.0001455351389168814
Position 1789: 0.00014081033863614335
Position 5300: 0.0001360658749394435
Position 2112: 0.00013157815544858438
Position 7648: 0.0001314391543381067
Position 9049: 0.00012105757190452583
Position 2920: 0.00011661536356517987
Position 4973: 0.0001046665375425536
