Gene = SHISA4
index = 1253
Annotated 5SS: [ 360  909 1880 2861]
Annotated 3SS: [ 736 1745 2692 3091]
SMsplice 5SS: [ 360  909 2861]
SMsplice 3SS: [ 736 2692 3091]
top_k =  1000
Partition function (log Z): -2.6608152111780843

Sorted 5' Splice Sites (High to Low Probability):
Position 2861: 0.8818550007877345
Position 360: 0.866043645449749
Position 909: 0.5485232918377559
Position 843: 0.4378263986252481
Position 1880: 0.24571329857279903
Position 1719: 0.12230171870677099
Position 559: 0.05172873782155198
Position 2865: 0.040381620499669486
Position 46: 0.02984428258426308
Position 87: 0.02395907565778773
Position 74: 0.015531740187901795
Position 1280: 0.013454365092162274
Position 129: 0.012117148806574236
Position 1961: 0.005515044361539011
Position 1472: 0.0032707046918651395
Position 2184: 0.0032650383980216487
Position 341: 0.0028639690761119853
Position 1071: 0.00204385583252441
Position 337: 0.0019641773545447886
Position 1063: 0.0018369970638459582
Position 552: 0.001613060136609361
Position 1103: 0.0015485842468977887
Position 2423: 0.0014569947538759095
Position 2202: 0.0008621007740976668
Position 3008: 0.0007264548568404508
Position 1146: 0.0006102392330861022
Position 1976: 0.0005692334307374971
Position 1267: 0.00032958660153121024
Position 2608: 0.000317987637345055
Position 2556: 0.0003162514154955213
Position 762: 0.000300689347235033
Position 233: 0.0002590049437963561
Position 633: 0.0002513151194258571
Position 1889: 0.00022010710492963392
Position 1585: 0.00020506036704574093
Position 491: 0.00020288530500597076
Position 241: 0.00019119485214232572
Position 2147: 0.0001868889243755466
Position 2461: 0.0001740123978911545
Position 1535: 0.0001436034892576871
Position 1180: 0.000142501143484839
Position 3332: 0.00014231537978947324
Position 1419: 0.0001305625478388477
Position 1203: 0.00011529760083603407
Position 481: 9.103062481835636e-05
Position 1077: 8.884292766195183e-05
Position 3201: 7.921597330179741e-05
Position 1332: 7.155203331910072e-05
Position 1842: 6.549839636841815e-05
Position 3214: 6.416577678734279e-05
Position 2156: 6.393314585345919e-05
Position 644: 4.228553034898706e-05
Position 608: 3.15319555740687e-05
Position 795: 2.002323384068737e-05
Position 3013: 1.5998464254693948e-05
Position 3169: 1.266593397240448e-05
Position 91: 1.2050747887725553e-05
Position 1196: 8.001188417471385e-06
Position 389: 5.735523500186711e-06
Position 668: 5.412520170268881e-06
Position 2804: 5.065431387687531e-06
Position 3032: 2.7686871001893763e-06
Position 3223: 2.702917457789805e-06
Position 483: 1.6401937153378896e-06
Position 34: 1.2374634228501728e-06
Position 3468: 1.1314180713949254e-06
Position 3489: 8.690800355028813e-07
Position 913: 2.6849622247676256e-07
Position 631: 2.629003816791618e-07
Position 151: 1.2290615146150785e-07
Position 807: 8.393582702330205e-08
Position 80: 6.367014080963507e-08
Position 759: 4.662501808150324e-08
Position 1170: 3.453123939590298e-08
Position 703: 8.502320721867216e-09
Position 1138: 7.007693846515509e-09
Position 1107: 5.011549459619376e-09
Position 736: 2.9396533555859897e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 736: 0.9746339846882351
Position 3091: 0.7439266359793205
Position 2692: 0.6292726348450647
Position 1745: 0.2214736025120289
Position 2944: 0.15895445956280363
Position 2748: 0.14230751073552497
Position 2778: 0.12241492800951095
Position 1607: 0.0683236113492166
Position 1550: 0.05147257463604266
