Gene = RSG1
index = 1214
Annotated 5SS: [ 532 3551 4270 4653]
Annotated 3SS: [3397 4144 4515 4864]
SMsplice 5SS: [ 151  532 3551 4270 4613]
SMsplice 3SS: [ 381 3397 4144 4515 4864]
top_k =  1000
Partition function (log Z): 4.827370321085811

Sorted 5' Splice Sites (High to Low Probability):
Position 3551: 0.9939184610772454
Position 532: 0.8556052560232716
Position 4270: 0.8366905244001609
Position 4613: 0.833523361034138
Position 151: 0.6335623567483444
Position 3782: 0.25313662767066347
Position 919: 0.14782570114154503
Position 4653: 0.10210441646097383
Position 4947: 0.10101315768066518
Position 86: 0.09641883898744524
Position 5067: 0.07090263363965141
Position 185: 0.041552937309914655
Position 1093: 0.02938691377378528
Position 4116: 0.02753448488589758
Position 124: 0.027116708932326376
Position 1068: 0.01791580048188151
Position 4292: 0.01790186261544164
Position 2041: 0.013143021176735
Position 2089: 0.011638442965518052
Position 881: 0.009483808080032878
Position 4752: 0.008390000515327295
Position 4056: 0.007441818589247879
Position 2616: 0.007177418879524145
Position 90: 0.0067343266049055195
Position 55: 0.006502981367168719
Position 4693: 0.00607088725436158
Position 5296: 0.005284742324400627
Position 3523: 0.0049784504728395094
Position 5155: 0.0032131960202225183
Position 3751: 0.0025436193263285484
Position 4954: 0.002310735415400651
Position 347: 0.0021803421985392415
Position 320: 0.0021169758768145386
Position 817: 0.0015056903699164335
Position 1021: 0.0012906044890894479
Position 4282: 0.0010189660429035204
Position 4251: 0.0009824765548177457
Position 1251: 0.0009135546672804309
Position 227: 0.0008266077484932102
Position 2208: 0.0008062568413719795
Position 3739: 0.0007150660229719376
Position 4779: 0.0006942421824739673
Position 1233: 0.0006633968348751554
Position 3025: 0.0005632617572194643
Position 4639: 0.0005624816213898315
Position 4677: 0.0004671704858500424
Position 2981: 0.00043119559091999766
Position 974: 0.0004196598424120597
Position 2441: 0.0004083530285710741
Position 525: 0.0003018934188975995
Position 4005: 0.0002996921200996427
Position 4162: 0.00029450703143723026
Position 442: 0.00020600467820436807
Position 629: 0.00020342317567441972
Position 4317: 0.00020175208853838228
Position 21: 0.00018985905837960262
Position 797: 0.00015693901920928665
Position 2536: 0.00014952589022546034
Position 4218: 0.00014410888971731306
Position 1749: 0.00013484540191610527
Position 207: 0.0001216238255976454
Position 2081: 0.0001190160454786853
Position 3023: 0.00011648947172241477
Position 2359: 0.00011304731835233786
Position 4420: 0.0001098359240985855
Position 49: 7.166791801582749e-05
Position 4956: 7.157486178203853e-05
Position 4625: 6.405941433925142e-05
Position 1811: 5.431023829281494e-05
Position 831: 5.335259619751548e-05
Position 4296: 4.833843284405291e-05
Position 5380: 4.544112527191216e-05
Position 2114: 4.523628108575977e-05
Position 2104: 4.0879629954724526e-05
Position 4485: 3.573628601584161e-05
Position 309: 3.333280826061284e-05
Position 3884: 2.8492071798361907e-05
Position 4082: 2.4239120132280062e-05
Position 4015: 1.56917566635766e-05
Position 3688: 1.4142055759215126e-05
Position 136: 1.286055613253188e-05
Position 4236: 1.1220285116551802e-05
Position 4493: 1.1095948971867922e-05
Position 205: 1.0636410311495258e-05
Position 3532: 7.282310352870354e-06
Position 4206: 7.281029859965319e-06
Position 3555: 6.6595888190690475e-06
Position 3715: 6.13469961844314e-06
Position 3742: 4.502960569323559e-06
Position 3479: 4.499499020921964e-06
Position 170: 4.039190840694076e-06
Position 3748: 3.82480495641333e-06
Position 3499: 3.5737888633050533e-06
Position 3745: 3.2478049733850127e-06
Position 488: 2.753230099112718e-06
Position 447: 2.75301175046436e-06
Position 527: 2.0623296463677367e-06
Position 410: 9.720898310039794e-07
Position 536: 6.306313438142836e-07
Position 1117: 5.73802729881534e-07
Position 4630: 3.9048325951898995e-07
Position 1719: 3.8766048600614483e-07
Position 1325: 3.5906816706692446e-07
Position 1905: 3.4365203441060087e-07
Position 61: 2.1813171350355977e-07
Position 3850: 1.0424731872056308e-07
Position 472: 4.7756897633933664e-08
Position 5122: 4.496763084014223e-08
Position 352: 1.3231297074669844e-08
Position 450: 1.6042703730696713e-09
Position 734: 2.8164618458765043e-10
Position 3662: 2.0237615886063115e-10
Position 587: 9.591176798702653e-11
Position 453: 7.034111204677609e-13
Position 596: 7.750950638259496e-18
Position 567: 4.157533433693117e-18
Position 388: 6.205621606489649e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 3397: 0.9580434385037537
Position 4864: 0.9325538334747409
Position 4515: 0.8347682796839024
Position 4144: 0.7980742441153208
Position 381: 0.4983518675385865
Position 3642: 0.23733948870293517
Position 417: 0.15858125438412687
Position 720: 0.15577390254040674
Position 5154: 0.13897708025815902
Position 4582: 0.06642254219532083
Position 3987: 0.056022408865247515
Position 3449: 0.03932422862199977
Position 5279: 0.03709833182322093
Position 1967: 0.0233969740198341
Position 5097: 0.022182782953442184
Position 4174: 0.020345675307630266
Position 874: 0.01753609919058291
Position 4391: 0.01729918288581095
Position 5444: 0.016706408260425885
Position 4474: 0.016598764868164077
Position 248: 0.014958164008328247
Position 5351: 0.014237818324437986
Position 3736: 0.010975505836212093
Position 992: 0.010653547520491377
Position 3695: 0.006521488803505826
Position 4420: 0.006517641643162837
Position 4464: 0.006416516080645806
Position 3922: 0.0060195390955789544
Position 738: 0.005917857034171565
Position 4152: 0.00469293288600657
Position 2512: 0.004556406278709356
Position 4534: 0.004359372389256318
Position 996: 0.004142508004533615
Position 427: 0.003778950498852161
Position 227: 0.00303137273278375
Position 5166: 0.002881117351959002
Position 1944: 0.0026294503268127706
Position 4120: 0.002202898148581518
Position 4830: 0.0021545715451753112
Position 5048: 0.0020847445212817226
Position 4612: 0.002038203981829242
Position 4596: 0.0018407317281390278
Position 4035: 0.0018359546881663172
Position 4750: 0.0017777538210702684
Position 3950: 0.0017543173540444156
Position 4922: 0.0017466302189375804
Position 3738: 0.0014050470404539115
Position 650: 0.001133836025565064
Position 4874: 0.0010339346185154648
Position 823: 0.0010093073775969122
Position 1152: 0.00098002738916547
Position 789: 0.0009569142561962206
Position 848: 0.0008496114372092774
Position 916: 0.0007730742740671515
Position 2518: 0.0007501052325771854
Position 2929: 0.0007467533457945629
Position 4218: 0.0007389126867101498
Position 2535: 0.0007091897247551536
Position 3474: 0.0006603693180953088
Position 1998: 0.0006284367878635135
Position 4791: 0.0006126310806977663
Position 1018: 0.000562537672130609
Position 722: 0.0004923917277030311
Position 3415: 0.0004228036536423814
Position 744: 0.000410323706790735
Position 5205: 0.00040576726181365015
Position 1003: 0.00039829087495776437
Position 1185: 0.00038994428152922407
Position 4438: 0.0003820948768023141
Position 5060: 0.00037378834200839877
Position 4634: 0.00037006803408949423
Position 4716: 0.00033102687901845844
Position 4911: 0.00032017076152739496
Position 4609: 0.0002961882957363157
Position 3866: 0.00029088117195849757
Position 1780: 0.00028059954160533293
Position 761: 0.000259873902670615
Position 918: 0.0002508996290442202
Position 3763: 0.00024900671536781346
Position 4185: 0.000244040816501899
Position 955: 0.00023892660171448662
Position 3360: 0.00022481941410741724
Position 886: 0.00020236274559786495
Position 1869: 0.0001908585797615772
Position 3165: 0.00019079425252487
Position 4179: 0.00017751052700337827
Position 5265: 0.0001756417195281389
Position 2383: 0.00017402539328697857
Position 2835: 0.000173164147746494
Position 773: 0.0001660217138406665
Position 1010: 0.0001634190087814074
Position 2787: 0.00015328025873617235
Position 4046: 0.000152641946405401
Position 5229: 0.00014264201805784668
Position 3926: 0.00014262580561302086
Position 791: 0.00011954711493177582
Position 2172: 0.00011492392533536668
Position 758: 0.00011483426915925962
Position 5215: 0.00011286142473456173
Position 1670: 0.00011261758143806598
Position 3283: 0.00011036034229993953
Position 1034: 0.00010966430263477058
Position 556: 0.00010422094554055856
Position 3962: 0.00010294450129782244
Position 3952: 0.00010113646885537477
Position 1188: 9.199717659569543e-05
Position 4844: 9.086727489189944e-05
Position 2303: 8.851172457564701e-05
Position 616: 8.78899572876476e-05
Position 3713: 8.630745046659077e-05
Position 608: 8.629298559017393e-05
Position 4369: 8.410492453360208e-05
Position 797: 8.318612545167558e-05
Position 472: 7.746513404829737e-05
Position 5291: 7.185095109035706e-05
Position 5422: 6.943741070431941e-05
Position 262: 5.994850560179896e-05
Position 4010: 5.8259942797179186e-05
Position 4898: 5.794179027905572e-05
Position 4441: 5.7921511136250665e-05
Position 2612: 5.5248078515340866e-05
Position 3705: 5.521253936836992e-05
Position 5391: 5.500691347149248e-05
Position 307: 5.222878904281641e-05
Position 2113: 5.2075192230689854e-05
Position 4832: 5.099211549700447e-05
Position 184: 5.033303189735071e-05
Position 1020: 4.975405218830637e-05
Position 3652: 4.830492473168903e-05
Position 309: 4.390919538071189e-05
Position 3968: 4.368745381968966e-05
Position 689: 4.3661948475004375e-05
Position 4397: 4.342023992966209e-05
Position 252: 4.200114731871925e-05
Position 4952: 4.063791905053042e-05
Position 2763: 3.8892622385133095e-05
Position 5405: 3.871773161162241e-05
