Gene = TWISTNB
index = 1512
Annotated 5SS: [ 325 4309 9016]
Annotated 3SS: [ 4166  8806 10359]
SMsplice 5SS: [ 325 4309 9016]
SMsplice 3SS: [ 4166  8806 12621]
top_k =  1000
Partition function (log Z): -5.009745458380531

Sorted 5' Splice Sites (High to Low Probability):
Position 4309: 0.951439611205563
Position 9016: 0.9335577550588923
Position 325: 0.880854742403891
Position 2864: 0.42150029376060116
Position 7175: 0.3685646511460426
Position 12806: 0.32699531830714046
Position 7541: 0.314487897174087
Position 8649: 0.20352629153149418
Position 128: 0.14884235100823875
Position 7317: 0.107863389219205
Position 1271: 0.0477699896986825
Position 8521: 0.04423496275865348
Position 7857: 0.037461091877406365
Position 3912: 0.035941008129417674
Position 7387: 0.033439405239562556
Position 11345: 0.032677012703934985
Position 8264: 0.03055168983326743
Position 81: 0.02687957553907865
Position 494: 0.02678824068724238
Position 829: 0.025405177871125582
Position 7286: 0.024640068367252542
Position 604: 0.021639857079913328
Position 555: 0.020865224618326315
Position 4761: 0.02082815075645645
Position 8665: 0.01961040801841105
Position 12521: 0.018236571968569967
Position 1538: 0.01614228930873623
Position 10482: 0.015445692828731815
Position 4886: 0.014391489278821423
Position 1708: 0.01436083091957313
Position 9046: 0.012071668635944208
Position 9239: 0.009573286848842961
Position 4472: 0.00910112030750436
Position 3591: 0.00889292571589016
Position 12717: 0.00574944939366995
Position 6690: 0.005749103494280455
Position 7785: 0.00560754111582969
Position 973: 0.005443074325077105
Position 1028: 0.00536921940460562
Position 2139: 0.004885851055198332
Position 4048: 0.004693768692505576
Position 2896: 0.004434159955219475
Position 418: 0.004245204225081134
Position 991: 0.004071109522300736
Position 4898: 0.004031864443793508
Position 375: 0.0035726499382917306
Position 1713: 0.003547172460879452
Position 7836: 0.0025345357991181997
Position 10758: 0.0024181083527238965
Position 8073: 0.0022458411609629337
Position 1483: 0.0017673415266648885
Position 5962: 0.0017270104065806602
Position 3572: 0.0013282013775147007
Position 1885: 0.0012922590968016138
Position 7473: 0.0011511403402622458
Position 366: 0.0011483551065167516
Position 7401: 0.0011444220827673331
Position 1470: 0.0008893265042123188
Position 3585: 0.0004732367617413534
Position 9586: 0.00041335084963137935
Position 121: 0.00031973800299658976
Position 5063: 0.00026614151567328707
Position 634: 0.00022965819991025116
Position 191: 0.00012698260877895342
Position 183: 0.00010773052170330488
Position 2237: 8.665511494789954e-05
Position 936: 6.73035944490931e-05
Position 4468: 4.6521162414961665e-05
Position 4416: 3.72554624607323e-05
Position 8931: 2.9368221539227922e-05
Position 4138: 2.7180291505225968e-05
Position 9742: 2.490948943769195e-05
Position 4315: 2.481623014257819e-05
Position 9992: 1.9428584097432196e-05
Position 598: 1.4406222934418675e-05
Position 50: 1.426958630087703e-05
Position 2737: 1.205200031159355e-05
Position 483: 1.0050944465503256e-05
Position 715: 6.829564783309902e-06
Position 1380: 6.422388000093053e-06
Position 34: 6.170930052457525e-06
Position 8951: 5.841253674911217e-06
Position 549: 5.5166997946278e-06
Position 8808: 4.9922328429868634e-06
Position 1001: 4.397277039179537e-06
Position 1060: 3.547179479790493e-06
Position 381: 2.9915012072599945e-06
Position 1052: 2.6300550613861187e-06
Position 215: 2.5086629881379946e-06
Position 511: 1.3796045518420657e-06
Position 26: 8.969829695631506e-07
Position 596: 7.62419233785268e-07
Position 459: 3.5502882439540323e-07
Position 557: 1.7501888200352607e-07
Position 1559: 1.6256859941142005e-07
Position 160: 1.567673932427375e-07
Position 198: 1.2947946835377667e-07
Position 355: 1.0035800857723636e-07
Position 643: 9.525479702002563e-08
