Gene = BLVRA
index = 135
Annotated 5SS: [   55 12491 29346 32689 34133 41893 45168]
Annotated 3SS: [12457 29223 32568 34034 41784 44995 48296]
SMsplice 5SS: [   55 12491 34133 41893 45168]
SMsplice 3SS: [12457 33974 41784 44995 48296]
top_k =  1000
Partition function (log Z): -24.039620775952976

Sorted 5' Splice Sites (High to Low Probability):
Position 55: 0.9884459207183757
Position 12491: 0.9764844446435339
Position 19502: 0.26910621186376305
Position 11513: 0.13804299050362612
Position 5626: 0.11407110668158284
Position 3673: 0.10209306158991313
Position 13067: 0.08432280653886348
Position 5272: 0.06738326505014866
Position 3785: 0.05216416919407117
Position 3388: 0.051225347107379686
Position 9694: 0.05122398265039115
Position 11308: 0.04861481371189443
Position 1800: 0.04580713249258736
Position 9659: 0.04441572460052587
Position 9628: 0.043476287273970904
Position 8014: 0.034678912449048485
Position 6114: 0.03335013875060752
Position 6498: 0.032470521402305504
Position 4095: 0.03228122253031011
Position 11836: 0.03175797051662936
Position 1088: 0.021621470753347725
Position 1848: 0.016533304289339114
Position 11632: 0.013227352130387064
Position 19094: 0.012957096718848845
Position 4459: 0.012280701600336005
Position 1870: 0.01112992539756083
Position 13443: 0.0077872606670761416
Position 5003: 0.007652299014431513
Position 11693: 0.007128225823687903
Position 4291: 0.005594223905803989
Position 4815: 0.005571471510029655
Position 1431: 0.00536501533682501
Position 10218: 0.005352809974493426
Position 9688: 0.003657298061439974
Position 11846: 0.0025684431552949506
Position 677: 0.0009595931344460108
Position 15601: 0.0008173493495552935
Position 3456: 0.0007843820765920032
Position 13858: 0.0007418792160883539
Position 600: 0.0006014277676928263
Position 236: 0.0005222759435987428
Position 13557: 0.00039919191653065825
Position 2825: 0.0003483859763934562
Position 13845: 0.0003415999778119019
Position 3199: 0.0003085866007120311
Position 866: 0.0002892164759715288
Position 1551: 0.00028442218345561896
Position 247: 0.0002594737852024598
Position 1036: 0.00021048607421256786
Position 3831: 0.00013711034325942706
Position 3669: 0.0001244561757319472
Position 268: 0.00012206239504530201
Position 2551: 0.00011241257719317986
Position 3054: 0.00011169639890433823
Position 3272: 8.457784342127394e-05
Position 4983: 8.442873644977445e-05
Position 3545: 6.220207266859903e-05
Position 5506: 5.985534636115671e-05
Position 6109: 5.5594213768511244e-05
Position 1094: 5.3775679550949975e-05
Position 4654: 4.317165356585794e-05
Position 5843: 3.397216704949393e-05
Position 331: 3.252193810210561e-05
Position 494: 3.240846240145791e-05
Position 4075: 3.1388596893288267e-05
Position 602: 2.9957391472029734e-05
Position 1679: 2.7796456801305738e-05
Position 4957: 2.690545103237837e-05
Position 4515: 2.5750201434273947e-05
Position 5854: 2.3823482859682856e-05
Position 1194: 2.3294055878096235e-05
Position 1048: 2.2743634771839525e-05
Position 5035: 1.7549547799734265e-05
Position 1543: 1.7131055111975763e-05
Position 42: 1.6591453211642302e-05
Position 2467: 1.562583453094125e-05
Position 860: 1.4923428758221407e-05
Position 2454: 1.4695667623227253e-05
Position 13914: 6.850088544097903e-06
Position 626: 5.680815936039458e-06
Position 1525: 4.443919285280257e-06
Position 50: 4.4059495545570915e-06
Position 2300: 3.99161367204863e-06
Position 1242: 3.94759251449791e-06
Position 1838: 3.0712445980829717e-06
Position 1841: 3.0563503792998744e-06
Position 2834: 2.732202257692125e-06
Position 2409: 2.6666223740732693e-06
Position 3023: 2.5527294169117278e-06
Position 1458: 2.3082461511602396e-06
Position 1213: 2.29607672279183e-06
Position 1184: 2.2345312018675036e-06
Position 2190: 1.6195231361512506e-06
Position 79: 9.798466237481543e-07
Position 319: 6.255579613473781e-07
Position 797: 5.225491238691918e-07
Position 854: 5.054480307987596e-07
Position 964: 3.111029853049299e-07
Position 631: 2.2715762739322552e-07
Position 818: 1.6924658342065578e-07
Position 1406: 1.260882231314937e-07
Position 441: 1.2049747330817639e-07
Position 100: 1.1645844321853577e-07
Position 649: 1.0489860101817111e-07
Position 970: 1.0345733870604155e-07
Position 14: 8.751887593254079e-08
Position 608: 7.498436046701132e-08
Position 756: 3.0850852311660666e-08
Position 886: 1.9148762931957733e-08
Position 621: 1.7306160824622243e-08
Position 1123: 1.2462798033993823e-08
Position 1010: 1.1722805718344754e-08
Position 399: 1.033522439777485e-08
Position 353: 8.214765620959049e-09
Position 347: 9.953577292063049e-10
Position 593: 3.4658282207032927e-10
Position 344: 1.2706643605281452e-10
Position 1019: 1.1291780737275967e-10
Position 361: 4.654725990547198e-11
Position 402: 4.3767440815506163e-11
Position 386: 2.552274809863461e-11
Position 305: 8.685557260435002e-12
Position 392: 6.693820472237776e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12457: 0.9817005636786741
Position 29223: 0.3374481766948162
Position 19421: 0.30222069438706367
Position 11447: 0.1604096490686199
Position 9536: 0.14392270878398442
Position 20395: 0.10914775339626079
Position 3620: 0.08294271447098214
Position 5528: 0.07544536603170812
Position 12911: 0.06735953631586783
Position 18812: 0.05922029800434501
Position 5140: 0.059029815589790494
Position 19244: 0.05227198338452391
Position 20074: 0.05074029079301948
Position 3263: 0.04477611966545113
Position 11192: 0.03679110690718783
Position 3585: 0.03570524836681116
Position 11681: 0.035431478578303484
Position 1665: 0.03300973460934404
Position 21938: 0.03181556780595804
Position 12558: 0.029623189388545558
Position 21914: 0.029493088867528584
Position 3952: 0.024177592550903536
Position 7879: 0.023196550406256043
Position 5163: 0.022829567776168774
Position 15406: 0.02186516030268884
Position 12577: 0.020824355007113233
Position 5924: 0.02069372780026257
Position 20997: 0.02016327763093752
Position 3554: 0.019685948071008836
Position 19667: 0.017382822180066513
Position 1652: 0.016301048984269925
Position 1713: 0.015866931625386646
Position 6312: 0.015553691589040384
Position 12939: 0.014619555723186116
Position 19682: 0.01342576822182695
Position 13279: 0.013142384455842296
Position 5953: 0.012949271657483163
Position 3597: 0.012939467818153444
Position 13357: 0.012375906611744042
Position 10951: 0.012239644449126405
Position 15922: 0.011920258467728383
Position 14579: 0.011741286820720238
Position 7812: 0.0114365525546514
Position 4311: 0.010912065651414
Position 19961: 0.01067925347849867
Position 12845: 0.010386143085079673
Position 19093: 0.010261656743511881
Position 14627: 0.010124505390640984
Position 19753: 0.0089560255541361
Position 6291: 0.007882769804846647
Position 5510: 0.0074853148289111115
Position 3976: 0.007291498687771719
Position 18773: 0.007245593404330803
Position 1336: 0.006832930395775345
Position 13533: 0.006511768368331677
Position 5566: 0.005764961125959304
Position 10105: 0.005402422987932585
Position 13096: 0.005101612589545822
Position 19756: 0.005071062187947965
Position 6192: 0.004933188920699499
Position 4982: 0.004646173243756889
Position 13815: 0.0045099231500773385
Position 18318: 0.004185118299869153
Position 3319: 0.004116597009646083
Position 14732: 0.004106873384369332
Position 18623: 0.0039655241675355755
Position 17020: 0.003946905269154992
Position 17534: 0.003707645701406639
Position 5385: 0.00364912501591431
Position 6398: 0.0035600890394559747
Position 948: 0.0035362975740228495
Position 771: 0.0032959706355729524
Position 16800: 0.0032192727074478985
Position 12194: 0.0031627496615079078
Position 12971: 0.0031165057589948395
Position 13236: 0.0029174724794261008
Position 3289: 0.0028976825483247224
Position 17365: 0.0027893138708032774
Position 4026: 0.002703421227875845
Position 1622: 0.002593484579187423
Position 17063: 0.0025821851276609637
Position 4807: 0.0023934990632249395
Position 13162: 0.002339315230544105
Position 5537: 0.0023382399541228525
Position 4600: 0.0023113148817557132
Position 4845: 0.0020558169455507334
Position 5466: 0.0018609405599632849
Position 3242: 0.0018167215043311444
Position 17227: 0.00169488642513248
Position 5426: 0.0016609802952653311
Position 1332: 0.0016006350211649203
Position 16218: 0.0015926163072426298
Position 1048: 0.0015640683851613209
Position 939: 0.0015424739247324422
Position 16944: 0.0014877523700270144
Position 4377: 0.0013205229101973886
Position 4580: 0.0013007716869547605
Position 3225: 0.0012686412335986242
Position 1746: 0.0012480461300198881
Position 889: 0.0011205608470320565
Position 13629: 0.0010806080684871925
Position 4116: 0.0010524654438288184
Position 13717: 0.00101434483098459
Position 3734: 0.001003548999719517
Position 18534: 0.0009649363637589305
Position 998: 0.0009500725759129349
Position 5320: 0.000899664117988472
Position 4714: 0.000889218880820365
Position 4200: 0.0008809108600825242
Position 12614: 0.0008787572410413465
Position 17600: 0.000791405017926472
Position 6357: 0.0007800033178735888
Position 15517: 0.0007454756208384268
Position 14029: 0.0007441872569552044
Position 13132: 0.0007322797761638298
Position 1807: 0.0007293071064946406
Position 4898: 0.0006008349337393256
Position 13437: 0.0005972964472526622
Position 14940: 0.000582437365453777
Position 14178: 0.0005784192372856819
Position 13626: 0.0005582721431655136
Position 4173: 0.0005478169420621897
Position 4512: 0.0005377144749163339
Position 1730: 0.0005331985200253928
Position 14086: 0.0004689524023968625
Position 1715: 0.00046059632293155684
Position 3123: 0.00046013646332724125
Position 596: 0.00041468804330924126
Position 13551: 0.0004135307155793543
Position 16141: 0.0004045790040888217
Position 4113: 0.00037243871696999737
Position 12715: 0.00036791791341090143
Position 16690: 0.00036173463822011234
Position 929: 0.00032003613542236164
Position 4214: 0.0003076471819591244
Position 364: 0.0002964848616763418
Position 12648: 0.00024247380657618637
Position 15639: 0.00021963594768138414
Position 13658: 0.00021715862179454316
Position 14903: 0.0002092862590724952
Position 2771: 0.00017598164953428402
Position 1763: 0.00017191022587255232
Position 13219: 0.00017003332807083248
Position 14313: 0.00016696495910049357
Position 7881: 0.00016476670087828214
Position 14392: 0.00014387532297499477
Position 5807: 0.00013926074961661638
Position 2744: 0.00013682113514700011
Position 14511: 0.00012777543243771766
Position 13950: 0.0001266401908248763
Position 2957: 0.00012591564125623292
Position 886: 0.00010955100644407616
Position 2406: 9.177299630757876e-05
Position 3089: 9.149251335123458e-05
Position 13253: 9.099393946571567e-05
Position 2109: 8.623004847860632e-05
Position 8473: 7.2393413582894e-05
Position 3720: 5.9797110359336406e-05
Position 1119: 5.592647116953461e-05
Position 12560: 5.470932723125695e-05
Position 6498: 5.337795456802653e-05
