Gene = FANCD2OS
index = 539
Annotated 5SS: [ 217 4034]
Annotated 3SS: [ 3448 26699]
SMsplice 5SS: [217]
SMsplice 3SS: [3448]
top_k =  1000
Partition function (log Z): -14.935235233510479

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.970646629432596
Position 13979: 0.6451871656145577
Position 3658: 0.6356147622195758
Position 13366: 0.6066251777897396
Position 16686: 0.5701674585738252
Position 13669: 0.15789481142046166
Position 22434: 0.09020061890812175
Position 13773: 0.0838022291782251
Position 4782: 0.07976641915694883
Position 12022: 0.07285803507177399
Position 4197: 0.06234670841799005
Position 1791: 0.04889349335969627
Position 3619: 0.04533310665443465
Position 9988: 0.03873645088886612
Position 10808: 0.036008412610607624
Position 3718: 0.02654053531440237
Position 3585: 0.025157883955292518
Position 21100: 0.023750802438241854
Position 16621: 0.020583148640426926
Position 12394: 0.017043890228640498
Position 4034: 0.012532345611007923
Position 13013: 0.012243300468930749
Position 1578: 0.01175852948772514
Position 8951: 0.010952165678598509
Position 12975: 0.010901392799057122
Position 14638: 0.010595869867901805
Position 3209: 0.008815401089202056
Position 14619: 0.008740357626208088
Position 713: 0.007550717583986766
Position 9538: 0.007476753866112828
Position 8296: 0.006392287733234737
Position 4202: 0.006268835035344879
Position 18160: 0.005945970998646471
Position 3598: 0.005263923596239221
Position 18188: 0.0051228953487106235
Position 171: 0.0048057501836833065
Position 339: 0.003567794963173179
Position 16857: 0.003481455668443682
Position 9397: 0.003190108297971538
Position 745: 0.0030781837084086607
Position 1966: 0.002577628962400005
Position 9900: 0.002524256307102125
Position 10535: 0.0022985988284055805
Position 425: 0.0022462848677862702
Position 2112: 0.0019980800229982064
Position 1401: 0.0014717483842390175
Position 1651: 0.00140028574299188
Position 3987: 0.0013447158637742206
Position 3148: 0.0013012316120301246
Position 4575: 0.001291831501314153
Position 384: 0.001225522477751377
Position 24: 0.0011912214977636375
Position 296: 0.0009797699019314953
Position 8: 0.0008919509118641637
Position 1286: 0.0008232071908989157
Position 1088: 0.0008210027529389521
Position 1645: 0.0007916181713648162
Position 2109: 0.0007415632498516887
Position 3942: 0.0006678254744474112
Position 868: 0.0005848732185750646
Position 1580: 0.0005054360223752996
Position 260: 0.0004760667859058314
Position 343: 0.0004634308890947148
Position 1427: 0.000377125056326398
Position 3606: 0.0002449094809240971
Position 255: 0.00023136288859605265
Position 3825: 0.00017877862554193497
Position 395: 0.0001663064508757491
Position 62: 0.00013895437403393316
Position 208: 0.0001329306751957499
Position 2325: 0.00012511798383788936
Position 1122: 0.00012118604193035323
Position 4493: 0.00010379231440242847
Position 502: 9.511362199296563e-05
Position 4350: 9.327587607879658e-05
Position 164: 8.690882478304724e-05
Position 1952: 7.600594959153744e-05
Position 462: 7.078557349278998e-05
Position 2131: 6.199423026554925e-05
Position 2898: 6.17555469817157e-05
Position 1481: 5.942699979481866e-05
Position 1970: 5.8968660798518004e-05
Position 439: 5.4008338964625366e-05
Position 238: 4.572284466175645e-05
Position 3364: 3.770982063680048e-05
Position 415: 3.418491293503353e-05
Position 1294: 3.388507554617121e-05
Position 117: 3.242089040289598e-05
Position 2095: 3.203857230778889e-05
Position 1668: 3.0401274754797522e-05
Position 2194: 2.8163472031561517e-05
Position 3751: 2.7866509895338975e-05
Position 1536: 2.5877145353274498e-05
Position 3503: 2.3254521379469107e-05
Position 1563: 2.16029635929217e-05
Position 370: 2.1324410675709403e-05
Position 529: 2.109054971864817e-05
Position 3772: 2.0059174482979323e-05
Position 657: 1.8776538176081134e-05
Position 38: 1.8008080557510157e-05
Position 4242: 1.709344543421041e-05
Position 3669: 1.4616545979386348e-05
Position 534: 1.401901995263328e-05
Position 2818: 1.3952832176239908e-05
Position 1472: 9.777009799292487e-06
Position 466: 9.655243909586865e-06
Position 2093: 9.03020106831113e-06
Position 670: 8.412846426638894e-06
Position 262: 6.716816013029013e-06
Position 1590: 5.320881561452473e-06
Position 1275: 4.961260577012189e-06
Position 1492: 4.898487492177229e-06
Position 1124: 4.789117131969332e-06
Position 1150: 4.642137617864315e-06
Position 1360: 3.698260545646208e-06
Position 5284: 2.2231109658592715e-06
Position 1044: 2.6723957800887877e-07
Position 1057: 2.0082390593442676e-07
