Gene = ICMT
index = 674
Annotated 5SS: [ 224 1055 2467 4039]
Annotated 3SS: [  965  2296  3820 10677]
SMsplice 5SS: [ 224  441 1055 4039]
SMsplice 3SS: [  314   965  3820 14017]
top_k =  1000
Partition function (log Z): -8.797265068962888

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.8171918667791879
Position 4039: 0.8107610094716213
Position 1055: 0.7501059118442636
Position 441: 0.62302251145103
Position 3627: 0.40368468379001005
Position 1536: 0.21203857403956838
Position 2467: 0.12564765013558005
Position 1357: 0.11287393933193748
Position 3978: 0.07115621474725624
Position 901: 0.054594136244016475
Position 14152: 0.041342068875369335
Position 11087: 0.03471603507642988
Position 10534: 0.03046113149919788
Position 4295: 0.03010560359604681
Position 3931: 0.026574671195937823
Position 13228: 0.02601619745884471
Position 8560: 0.021690110905645536
Position 11179: 0.020053327995615017
Position 719: 0.01948927649933128
Position 11703: 0.017794838219509466
Position 10849: 0.014380350459723468
Position 493: 0.013607843004773005
Position 12399: 0.0112219480454686
Position 544: 0.00932155991666642
Position 405: 0.00863742873806412
Position 1109: 0.008180673717048892
Position 11259: 0.007970321543375314
Position 353: 0.0076089784694219915
Position 660: 0.007104587004322111
Position 2854: 0.007080559179746266
Position 10813: 0.006644904810338869
Position 13332: 0.006463220517783278
Position 10876: 0.0064400414201588995
Position 11521: 0.006325853521007489
Position 3392: 0.00532960826738375
Position 3964: 0.005271937789130762
Position 457: 0.004524254146586439
Position 14231: 0.004100442325000609
Position 1289: 0.004036349315304643
Position 2432: 0.0039992544077840095
Position 524: 0.0033567896900497376
Position 879: 0.0030918832607927187
Position 804: 0.0026578036899002878
Position 11993: 0.002590448208931674
Position 1323: 0.002319693220673588
Position 1351: 0.0020558859098657963
Position 723: 0.001863560957899034
Position 992: 0.0017869525678792769
Position 2774: 0.0017579933977015364
Position 1619: 0.0016857683838963908
Position 10496: 0.0016350120172941563
Position 2680: 0.001506339957013679
Position 2187: 0.0014284769843815235
Position 548: 0.0012776148779751748
Position 572: 0.0010999991559701191
Position 1310: 0.0009187154351494114
Position 3742: 0.0008456137652273973
Position 3607: 0.0008080182561641579
Position 670: 0.0006602971369545118
Position 269: 0.0006579631755739341
Position 664: 0.0005254201667424165
Position 3928: 0.0005079887805313687
Position 3617: 0.0004729902608619596
Position 694: 0.0004542971028025529
Position 347: 0.0004052410161458237
Position 1364: 0.0004050053981650918
Position 409: 0.00028174598258331806
Position 827: 0.0002278437913765445
Position 6079: 0.00022416944947347686
Position 107: 0.00022313596576209365
Position 690: 0.0002144423102896419
Position 2412: 0.0001980810883076802
Position 3194: 0.00019138147516405994
Position 2552: 0.0001850974189188272
Position 768: 0.00015719165901086012
Position 2365: 0.0001378654165570042
Position 2405: 0.00012982476074735992
Position 447: 0.00011690921560375837
Position 483: 0.00011142039800503713
Position 473: 0.00010540568561357181
Position 1833: 0.00010040260085774303
Position 624: 9.53424607530253e-05
Position 1184: 8.55743688628849e-05
Position 287: 8.292215881050178e-05
Position 539: 8.05656973757465e-05
Position 4291: 7.972928846853737e-05
Position 1941: 4.615307224068506e-05
Position 1161: 4.156464191051465e-05
Position 1113: 2.9873662875252447e-05
Position 1817: 2.6326882905612144e-05
Position 1458: 2.0047761447500186e-05
Position 452: 1.896804036470024e-05
Position 1429: 1.7598623882385772e-05
Position 1168: 1.751596370721047e-05
Position 808: 1.446699528333182e-05
Position 412: 1.3559202016831247e-05
Position 1093: 8.944487309878864e-06
Position 427: 4.076040133452129e-06
Position 12: 3.252387078957958e-06
Position 1079: 1.0113269718560111e-06
Position 72: 9.036585661505468e-07
Position 170: 1.0544359238370873e-07
Position 998: 1.7474450609669757e-08
Position 1224: 2.932492850816141e-09
Position 1144: 2.721078963312876e-09
Position 883: 7.84968561645151e-10
Position 314: 3.1423086332694665e-10
Position 517: 3.664816922916479e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3820: 0.9124290314783007
Position 965: 0.7149389929681366
Position 14017: 0.666988138142807
Position 314: 0.5360957846828268
Position 3500: 0.35370010552719905
Position 1288: 0.16760145215995487
Position 10677: 0.16136624183966888
Position 2296: 0.12860294853981738
Position 1428: 0.06999989160895231
Position 10460: 0.06437542083262893
Position 854: 0.05162331940280975
Position 3516: 0.050508172911728946
Position 13188: 0.03765372153491313
Position 14694: 0.03599398595364275
Position 10971: 0.03129486567666888
Position 11517: 0.026603798342019903
Position 14714: 0.025938810028565122
