Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [ 174  584 2796]
SMsplice 3SS: [ 432 2612 4347]
top_k =  1000
Partition function (log Z): -7.617296173854676

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.8292837160687418
Position 174: 0.6833354289882271
Position 584: 0.32447896275370236
Position 646: 0.24794261596098932
Position 963: 0.14646283411990407
Position 219: 0.11064749158841389
Position 1765: 0.09412886551877726
Position 159: 0.08583945760454531
Position 4432: 0.07458953297674377
Position 7892: 0.07068546579188048
Position 190: 0.06989308269051019
Position 558: 0.058091219149254386
Position 1657: 0.05638280730662685
Position 9479: 0.03549292841313727
Position 3320: 0.033650850987028844
Position 563: 0.03256019234494209
Position 541: 0.03162262128453679
Position 3329: 0.028083426422837874
Position 723: 0.02707142195970861
Position 170: 0.02606129433722826
Position 507: 0.0165618552408378
Position 1759: 0.014219230725280007
Position 590: 0.014003403887767187
Position 602: 0.012681046189019387
Position 9654: 0.012296538740695305
Position 1304: 0.010588301670892357
Position 216: 0.008577193035467005
Position 5537: 0.007192421875070282
Position 336: 0.00700298485468996
Position 8360: 0.006054821613704377
Position 178: 0.0055104027612002905
Position 692: 0.005164653734766673
Position 2235: 0.0044937684838913675
Position 5995: 0.004393541955101109
Position 1241: 0.004063158058304859
Position 2241: 0.0034786602252803063
Position 466: 0.0034708019516639407
Position 4978: 0.0031407393228607854
Position 464: 0.003118442619103549
Position 763: 0.002400895002761617
Position 3396: 0.0023152457368993463
Position 5552: 0.002289547466018206
Position 5599: 0.0019495878430062243
Position 7804: 0.0016618507552658074
Position 6603: 0.0013140057482462831
Position 3027: 0.001214221481721181
Position 1853: 0.0008090964309339235
Position 2778: 0.0007614428534744688
Position 4543: 0.0007416810177610576
Position 5294: 0.0005987154252139506
Position 2148: 0.0005310886471937381
Position 596: 0.0004793967793719744
Position 6883: 0.00042746290088709635
Position 571: 0.0004104226418912109
Position 5947: 0.00038221258520872674
Position 569: 0.00032471235872678624
Position 2220: 0.0003126453844133932
Position 1824: 0.00030074730542605736
Position 203: 0.00028957014852622957
Position 2523: 0.000186709317031315
Position 163: 0.00010378972571568899
Position 2880: 0.00010293642313992607
Position 277: 9.78269245135178e-05
Position 4260: 9.495866313517663e-05
Position 225: 9.000193368647855e-05
Position 3662: 7.560487836397762e-05
Position 1265: 7.323131117644047e-05
Position 107: 6.198876469272412e-05
Position 987: 6.16519939377401e-05
Position 712: 5.15827007470017e-05
Position 36: 5.103096217198097e-05
Position 470: 4.390523551054812e-05
Position 1185: 3.396324078959299e-05
Position 696: 3.23870516793613e-05
Position 839: 2.5932406141937845e-05
Position 451: 2.553903961632523e-05
Position 944: 1.8721490592378014e-05
Position 468: 1.797031088478791e-05
Position 206: 1.694275733023544e-05
Position 2855: 1.63112359974647e-05
Position 4070: 1.552889757180428e-05
Position 2926: 1.3981725384131255e-05
Position 282: 1.2791853538136227e-05
Position 343: 7.843737666969564e-06
