Gene = SAXO1
index = 1226
Annotated 5SS: [  318 82431 91552]
Annotated 3SS: [ 82250  91348 104132]
SMsplice 5SS: [  318  6081  7652 22962 82431 84538 91552 92501]
SMsplice 3SS: [  6008   7460  22813  82250  84326  91348  92398 104132]
top_k =  1000
Partition function (log Z): -51.582519648957906

Sorted 5' Splice Sites (High to Low Probability):
Position 318: 0.9855337520490828
Position 6081: 0.7357063178651629
Position 7652: 0.45096631019066497
Position 3809: 0.3916083780742228
Position 4610: 0.294611721571049
Position 7578: 0.15174238580115984
Position 1186: 0.0719960804996657
Position 4605: 0.046589093800467364
Position 2608: 0.04020692486366368
Position 10755: 0.034060083438742235
Position 5942: 0.02202888706852562
Position 11774: 0.021811556286577764
Position 1182: 0.01799769722501438
Position 7553: 0.017546540666260282
Position 8865: 0.014160884925348883
Position 1165: 0.013663795316315605
Position 4180: 0.013549432131919916
Position 3339: 0.013313635886833774
Position 8914: 0.013122713937564059
Position 12089: 0.010851901036622806
Position 2361: 0.010730879050599154
Position 6418: 0.008777883648838122
Position 12137: 0.007979468109231721
Position 2406: 0.006738250783361494
Position 7672: 0.006501480015134751
Position 1196: 0.006114551325727557
Position 8347: 0.004947233386015963
Position 417: 0.004478466031575627
Position 323: 0.0043472498997198
Position 11826: 0.004066228674737836
Position 38: 0.003909197470842419
Position 1101: 0.0030123449124755306
Position 884: 0.002941838357895496
Position 751: 0.002658173844131195
Position 5802: 0.0023435194755773497
Position 3185: 0.002285692103117813
Position 935: 0.0017650832988875247
Position 2744: 0.0017447101818921658
Position 4107: 0.0017123070686774408
Position 3058: 0.0015867020182431127
Position 1460: 0.0013694489060962084
Position 6662: 0.0011393865756420614
Position 208: 0.0008982819868482734
Position 7550: 0.0008298680344319767
Position 5220: 0.0008143853466432269
Position 5615: 0.0006693152450597013
Position 7025: 0.0006377124968786399
Position 6211: 0.0005638662561790524
Position 421: 0.000561897479814182
Position 5127: 0.0005480429780324659
Position 2379: 0.00048359100618786994
Position 157: 0.0003903720548131366
Position 2018: 0.0003687997501093481
Position 4053: 0.00032658678894318055
Position 1515: 0.00027707772428062775
Position 1171: 0.0002752303652768947
Position 1273: 0.00024444248167304654
Position 6289: 0.0002382539033403272
Position 4676: 0.00021699236908878492
Position 5356: 0.0001737234816498919
Position 3369: 0.0001695756425172757
Position 3330: 0.00015119461470304032
Position 1116: 0.0001395110241183042
Position 6420: 0.00013095108341682052
Position 1218: 0.00012975977775844883
Position 8260: 0.0001290667403850431
Position 5068: 0.00012078372031089063
Position 6240: 0.0001191777475292708
Position 5949: 0.00010283483108584477
Position 43: 4.874305015586735e-05
Position 878: 4.408737244763814e-05
Position 2045: 1.4580510255448697e-05
Position 669: 1.3076988514894377e-05
Position 7517: 1.1491824366568564e-05
Position 834: 1.0029922835078804e-05
Position 1846: 9.673418703273064e-06
Position 610: 6.5199916931335674e-06
Position 1058: 6.341584373287023e-06
Position 554: 4.660899977686956e-06
Position 640: 4.543557870683128e-06
Position 2307: 3.792852462884826e-06
Position 257: 3.052919392130599e-06
Position 291: 2.1557663131232254e-06
Position 492: 2.0506106997437757e-06
Position 211: 1.5370275234846306e-06
Position 694: 1.4460406762457325e-06
Position 2061: 1.4431813088825035e-06
Position 217: 1.3750339887095663e-06
Position 299: 1.3101671689271035e-06
Position 744: 1.2372769800257171e-06
Position 26: 1.0942158337556033e-06
Position 757: 7.400239816317986e-07
Position 306: 5.908318270329054e-07
Position 1710: 5.246214761562658e-07
Position 567: 5.069040109206111e-07
Position 887: 5.051735279382091e-07
Position 62: 2.768896654510308e-07
Position 504: 2.710016245156781e-07
Position 867: 2.486704453576744e-07
Position 996: 2.4495011472341317e-07
Position 697: 2.131457875114364e-07
Position 608: 1.6119761047054096e-07
Position 912: 9.939796635838766e-08
Position 358: 6.740983170921702e-08
Position 1020: 6.569325242476632e-08
Position 1050: 5.043597860492757e-08
Position 525: 2.214138348950614e-08
Position 735: 2.0479551801922085e-08
Position 778: 1.31433394545529e-08
Position 578: 1.166880521376792e-08
Position 225: 1.1315733116740482e-08
Position 31: 3.414542663584975e-09
Position 194: 3.296188621817376e-09
Position 471: 3.0366478497286496e-09
Position 783: 9.35096805505652e-10
Position 456: 5.801704885855711e-13
Position 458: 2.1395714459064994e-13
Position 425: 2.0910173745733917e-13
Position 510: 4.99017504014444e-16
Position 468: 1.2092648196326944e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 7460: 0.6605268851207037
Position 6008: 0.6124316565743707
Position 3705: 0.3803202953709904
Position 4502: 0.2792010986278457
Position 13467: 0.22976399709818424
Position 18072: 0.13381285374253632
Position 8949: 0.1016338416068037
Position 986: 0.06900957941301164
Position 16554: 0.06591795002615836
Position 11658: 0.06291840734700946
Position 11956: 0.06002138932072312
Position 15023: 0.04842100769837177
Position 5897: 0.04818568380989282
Position 7501: 0.04094915519288395
Position 10628: 0.03989950213248235
Position 8172: 0.0378428430285156
Position 8804: 0.03525753770804118
Position 2497: 0.034336716284625986
Position 4406: 0.03430120134314314
Position 11071: 0.02898349200585138
Position 5677: 0.02806356438033623
Position 854: 0.023900431905516027
Position 5941: 0.02310925369407052
Position 6003: 0.02196489793487515
Position 5965: 0.01797442394665595
Position 2277: 0.017885340148789328
Position 13463: 0.01699662664191682
Position 14081: 0.01652650262576684
Position 4066: 0.015530595228573257
Position 4456: 0.014809774778481428
Position 15810: 0.012761098760685787
Position 11355: 0.012695672366628361
Position 9420: 0.012650633959081344
Position 6170: 0.01182211574011946
Position 11996: 0.009177741868619178
Position 9242: 0.008649322806360257
Position 3260: 0.008343666800571772
Position 1096: 0.008109450907108903
Position 11331: 0.008077748921398925
Position 7908: 0.007969938490078566
Position 4535: 0.006568839185507191
Position 15831: 0.006477210134528918
Position 3676: 0.005650310552743933
Position 7482: 0.00563007642140073
Position 7787: 0.005346678628448239
Position 6203: 0.005009605526180222
Position 8208: 0.004983520932082145
Position 14652: 0.004036671283464291
Position 12977: 0.0037059212325853594
Position 10335: 0.0036682711528135035
Position 1115: 0.0036363265486508366
Position 1016: 0.003599282718708179
Position 7967: 0.0035867673778504365
Position 8346: 0.0034324083141240224
Position 5980: 0.0034260499839200084
Position 5638: 0.0032847678529426706
Position 1157: 0.003191670777989181
Position 3664: 0.003166872994862766
Position 6584: 0.0027482483388924484
Position 991: 0.002664035906292932
Position 2444: 0.0024208894205822707
Position 4568: 0.0023483177233568206
Position 6308: 0.002341074205929872
Position 6767: 0.002310027740709091
Position 11307: 0.0023029742538809997
Position 9216: 0.002204630843431699
Position 3309: 0.0021294061014460342
Position 5912: 0.0020897798800982204
Position 7772: 0.001975535523808647
Position 8954: 0.0019576170110622766
Position 2521: 0.001897453782390865
Position 2246: 0.0018694146162100429
Position 13116: 0.001819494807237182
Position 2902: 0.0017125021125834567
Position 2299: 0.001547903909931621
Position 817: 0.0015025673058134343
Position 7964: 0.0014560685384798775
Position 12378: 0.0014413329170292696
Position 3118: 0.0013269498375799332
Position 4599: 0.001304932155265752
Position 3081: 0.0013001248455327208
Position 7544: 0.0012498989102904883
Position 3236: 0.0011158376258684698
Position 3944: 0.0010989112179037776
Position 3631: 0.0010973198077116827
Position 781: 0.0010934421433802144
