Gene = FNDC7
index = 560
Annotated 5SS: [  340   873  5375  6393  9936 13348 15409 16230 18272 20876 24868 29185]
Annotated 3SS: [  853  5119  6131  9677 13092 15150 15974 18016 20614 24837 29115 29267]
SMsplice 5SS: [  340  6393 15409 29185]
SMsplice 3SS: [ 6300 15150 29115 29267]
top_k =  1000
Partition function (log Z): -14.885580475921964

Sorted 5' Splice Sites (High to Low Probability):
Position 6393: 0.8326193085707836
Position 15409: 0.8018062382448443
Position 340: 0.5624768607181407
Position 9936: 0.5473906040513912
Position 1047: 0.4798541802273625
Position 256: 0.3989261655391026
Position 9026: 0.19587502874586166
Position 9006: 0.1638712665362966
Position 9985: 0.16304237025268745
Position 20876: 0.1289381628574036
Position 3664: 0.12148543822651062
Position 873: 0.07490606961793995
Position 18272: 0.04640092389267953
Position 123: 0.036270160585072264
Position 7678: 0.028984192394785117
Position 1710: 0.025978818474120695
Position 12787: 0.02229023466974804
Position 1153: 0.022204129709232495
Position 10565: 0.01122399428876821
Position 13348: 0.008939307402318892
Position 5375: 0.008405917621893891
Position 3000: 0.008381492850046851
Position 6155: 0.007962229611236675
Position 4369: 0.006607925529685249
Position 7074: 0.003785531018697484
Position 2379: 0.0032261297215987754
Position 5301: 0.0031703849181329248
Position 7156: 0.0024666767306380706
Position 7424: 0.0024141386230341036
Position 3096: 0.0016942088167284765
Position 1128: 0.001230684465250147
Position 3542: 0.0010840748621624534
Position 4354: 0.0010352264495928473
Position 5078: 0.001011839622747522
Position 1116: 0.0008692350658183688
Position 260: 0.0007603971699644263
Position 1743: 0.0005823909391656315
Position 12858: 0.0005636292201602527
Position 15: 0.0005417339571735584
Position 2712: 0.00046273730217706376
Position 9209: 0.00043258425069616496
Position 3999: 0.0003767883142105164
Position 460: 0.00023471327950814352
Position 750: 0.00021797674099649898
Position 3160: 0.00020970328167365426
Position 2216: 0.00014592708680577398
Position 1192: 0.0001366449027817978
Position 9885: 0.0001360626593655442
Position 3178: 0.0001350964254675338
Position 9950: 0.00010556857973278928
Position 677: 9.163714992294128e-05
Position 472: 8.810655593007158e-05
Position 720: 7.982038100806253e-05
Position 743: 7.849143406475044e-05
Position 627: 7.809984863387225e-05
Position 299: 4.774761976366533e-05
Position 758: 4.7186863692986954e-05
Position 203: 4.669462748380227e-05
Position 161: 3.634304495240361e-05
Position 107: 3.3483251699626335e-05
Position 284: 3.070937940540798e-05
Position 1007: 2.4914570504962254e-05
Position 687: 2.1246439936136785e-05
Position 21: 1.755240165990431e-05
Position 4021: 1.4329020103069386e-05
Position 761: 1.180258153651952e-05
Position 116: 9.907826679341501e-06
Position 99: 9.903225880050726e-06
Position 3515: 8.501689194541694e-06
Position 3895: 7.870234444233796e-06
Position 267: 7.083014841141782e-06
Position 344: 5.646969631739018e-06
Position 929: 5.63687389550477e-06
Position 2722: 4.559014805405953e-06
Position 570: 4.523059458343842e-06
Position 464: 4.343710438130081e-06
Position 2295: 3.7074779653546164e-06
Position 7054: 3.053342734863418e-06
Position 589: 2.0126400753690842e-06
Position 1162: 1.8027281027350166e-06
Position 1026: 1.6711975933767402e-06
Position 475: 1.3169744453654219e-06
Position 1525: 1.2133407681933505e-06
Position 1203: 1.0944004707947611e-06
Position 3412: 1.0317833628805227e-06
Position 907: 9.94657366550054e-07
Position 854: 9.816888789191294e-07
Position 424: 9.451951519450577e-07
Position 249: 7.252091793029021e-07
Position 2483: 5.562888237638501e-07
Position 666: 5.372135987350264e-07
Position 3668: 4.7343808849272397e-07
Position 807: 3.1332625375730953e-07
Position 3670: 2.6131134290224197e-07
Position 3672: 2.3135240292910639e-07
Position 3666: 2.1930864709212758e-07
Position 3674: 2.1065166548399357e-07
Position 481: 1.9940212828834557e-07
Position 3676: 1.7819545535645555e-07
Position 205: 1.4846593235747646e-07
Position 3678: 1.4475661936007018e-07
Position 244: 1.286397550018792e-07
Position 704: 1.1063810112808663e-07
Position 3680: 1.1048280092396025e-07
Position 489: 8.829761523436611e-08
Position 706: 8.095372267508131e-08
Position 74: 7.535132603625434e-08
Position 674: 5.6620496790568486e-08
Position 1093: 3.9118790231481525e-08
Position 1646: 1.3409334176120227e-08
Position 329: 1.719422756367933e-09
Position 790: 1.2211296160387529e-09
Position 89: 8.672307606073641e-10
Position 43: 3.570158729590654e-10
Position 3682: 3.30502194988387e-11
Position 1632: 5.884303834171745e-12
Position 1513: 4.227303665152235e-12
Position 487: 1.575902153227937e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15150: 0.7238724169555459
Position 853: 0.5727472609140727
Position 6300: 0.42686743637672236
Position 9850: 0.37275425038906274
Position 6131: 0.3535167976357696
Position 22045: 0.2551671503601641
Position 9677: 0.24471528882662136
Position 8884: 0.23223488849419796
Position 20614: 0.2252266209263103
Position 22587: 0.1516209129138871
Position 18697: 0.12678843718574542
Position 15318: 0.1118468910707727
Position 3511: 0.10246384320041302
Position 9875: 0.06448302198501175
Position 18016: 0.06346048283112793
Position 8973: 0.06312034291995583
Position 21753: 0.0554168292002102
Position 24837: 0.05294954621978857
Position 8851: 0.0498786699125206
Position 12689: 0.039784205575552414
Position 15773: 0.036048303439088554
Position 20133: 0.03416260263813413
Position 6190: 0.02968211158857087
Position 9755: 0.024643021838373202
Position 13092: 0.018607602633187267
Position 22457: 0.01742610930485033
Position 6152: 0.01697940944915065
Position 8931: 0.016573677369711628
Position 1623: 0.01590872504747229
Position 10209: 0.014541288164169204
Position 15820: 0.013194558091479661
Position 6331: 0.012791147445675279
Position 17421: 0.009876079331539205
Position 9717: 0.009028222674686176
Position 7378: 0.008853455169630925
Position 3491: 0.008389668886757396
Position 7573: 0.007404540527364993
Position 20543: 0.007380294414549382
Position 7648: 0.007359882239490599
Position 4259: 0.006844281918912157
Position 7472: 0.005155763113692097
Position 6961: 0.0048557267017090575
Position 14023: 0.00471935966033362
Position 2899: 0.004705702099615953
Position 10396: 0.004470270160569777
Position 5119: 0.003959415229249193
Position 5269: 0.003842749324160523
Position 3536: 0.003424131842011086
Position 7012: 0.003399655441426678
Position 10303: 0.0033778618731802328
Position 13969: 0.003300111436282838
Position 1417: 0.002967807609277097
Position 2874: 0.0028903501032512442
Position 807: 0.0028174244416926415
Position 7597: 0.002759482430170987
Position 9704: 0.0026890175960808194
Position 9973: 0.0026733430402244808
Position 16321: 0.0026063527079034417
Position 2294: 0.0024500234418507794
Position 13347: 0.0023965237754081906
Position 1570: 0.0023460682042643444
Position 3575: 0.00232359993583343
Position 11704: 0.002320550521462853
Position 3348: 0.0020967433901006687
Position 1508: 0.0020278523670381678
Position 7154: 0.0020103716657346466
Position 1528: 0.0019364496981091061
Position 11781: 0.0019255725680213966
Position 4141: 0.0017573840693286425
Position 6026: 0.0017333987457736036
Position 3427: 0.0016114784421853092
Position 9389: 0.0015692689248275643
Position 10633: 0.001557317461403985
Position 13373: 0.0015542606492669187
Position 10440: 0.0013616444375539661
Position 5318: 0.001130454563736046
Position 3435: 0.001109065783005342
Position 10170: 0.0010016130753810343
Position 2846: 0.0009675929973692292
Position 11492: 0.0009530877205599349
Position 2915: 0.0009516365709314342
Position 5179: 0.0009083975683087845
Position 5207: 0.0009030570345689815
Position 10750: 0.0008829584221297549
Position 3758: 0.0008593711522906817
Position 15834: 0.0008126882171711714
Position 894: 0.0008086906695460327
Position 5227: 0.0008072163252311998
Position 3396: 0.0007742672625058021
Position 10833: 0.0007187761097850014
Position 1664: 0.0007175472471343846
Position 8205: 0.00067134660323824
Position 3951: 0.0006335263128590161
Position 680: 0.0006149737510617135
Position 8047: 0.0006035101848032166
Position 1393: 0.0005956202003905563
Position 11856: 0.0005497459266777451
Position 1976: 0.0005465794511812558
Position 8309: 0.0005178128597952322
Position 1742: 0.0005077254181218064
Position 10789: 0.0004728949669341212
Position 193: 0.00046688907028177417
Position 11276: 0.00046357725436331894
Position 275: 0.0004506000229626694
Position 664: 0.00043872515372617334
Position 2686: 0.0004302999969829559
Position 2354: 0.00041931476119563203
Position 4845: 0.0004118332581835443
Position 4883: 0.0003843592039414557
Position 6893: 0.0003836774015051874
Position 747: 0.0003708267389646284
Position 959: 0.00032714461504826755
Position 4809: 0.00030293828020984414
Position 2576: 0.0002937412741756422
Position 6563: 0.0002873126162715104
Position 122: 0.0002869213250928403
Position 2931: 0.0002808317607248577
Position 9155: 0.00024690295567451534
Position 12884: 0.00020904352300391598
Position 3515: 0.0002051240655547926
Position 547: 0.00020449451388946426
Position 10265: 0.00020382695153221502
Position 5145: 0.0001836516029427251
Position 3577: 0.0001769359568938456
Position 6728: 0.0001685168420511361
Position 2830: 0.00016317495582395875
Position 421: 0.00015775339963701663
Position 2760: 0.0001506724157019566
Position 8414: 0.0001418158295511306
Position 4594: 0.0001376305515900516
Position 5641: 0.00012397364848850472
Position 8121: 0.00012281416954247777
Position 4116: 0.00011904665428881738
Position 226: 0.00010574323243668586
Position 577: 0.0001040227715976041
Position 863: 0.0001013471902567805
Position 2131: 9.238140824991552e-05
Position 3550: 9.193393531566525e-05
Position 228: 9.030671352039717e-05
Position 1588: 8.869924857541664e-05
Position 10595: 8.190386856300542e-05
Position 6908: 7.380855798794827e-05
Position 8400: 7.003846916079661e-05
Position 7889: 6.858871810131314e-05
Position 8358: 6.634207765703985e-05
Position 3130: 5.433715659759058e-05
Position 1348: 5.4011479331914514e-05
Position 2661: 5.090907108214434e-05
Position 1014: 4.186975982979551e-05
Position 6460: 3.921158497422806e-05
Position 6649: 3.7674584326389865e-05
Position 6777: 3.446965326660961e-05
Position 2199: 2.6921569365069145e-05
Position 6528: 2.6907361684154535e-05
Position 3789: 2.6642702891367397e-05
Position 2268: 2.5885533093410927e-05
Position 3155: 2.5840581152635685e-05
Position 4004: 2.1904883069196945e-05
Position 1972: 2.117016370257928e-05
Position 5451: 1.7196894567080394e-05
Position 3095: 1.6287477060545688e-05
Position 7150: 1.422751065833983e-05
Position 2134: 1.3846807602360523e-05
Position 172: 1.2413652084400494e-05
Position 514: 1.056014540969434e-05
Position 471: 1.0415839816770807e-05
Position 6821: 1.0327208109386672e-05
Position 2777: 1.0243521680139737e-05
Position 5870: 9.799199883171816e-06
Position 2450: 9.429666775460844e-06
Position 1770: 8.270294383160175e-06
Position 733: 8.244184663288744e-06
Position 872: 7.96917159517146e-06
Position 1093: 6.832043299918844e-06
Position 2042: 6.737691378397362e-06
Position 646: 6.635637028883318e-06
Position 260: 6.602015896943165e-06
Position 2250: 5.898443894293418e-06
Position 574: 5.745967472616383e-06
Position 1414: 4.79917330134371e-06
Position 2691: 4.334044238252927e-06
Position 2640: 4.309989289258195e-06
Position 2857: 4.174818395881184e-06
Position 4160: 4.059798802352317e-06
Position 4035: 3.667607760399293e-06
Position 1077: 3.5802633295802376e-06
Position 107: 3.0122693974177446e-06
Position 1473: 2.960050362096708e-06
Position 1511: 2.592854502944174e-06
Position 375: 2.0942061841752276e-06
Position 180: 1.9478266344001575e-06
Position 159: 1.5884606273219063e-06
Position 1311: 1.4308251575063902e-06
Position 1253: 1.3452754463256633e-06
Position 1192: 1.2529448019064636e-06
Position 554: 7.027715016743598e-07
Position 127: 6.481398297774648e-07
Position 140: 5.259668766991937e-07
Position 994: 4.2228172213733093e-07
Position 597: 3.995475050133484e-07
Position 344: 3.969917326097573e-07
Position 424: 3.463570207178776e-07
Position 666: 3.408706617007215e-07
Position 1121: 3.15554116886564e-07
Position 1628: 2.930423650702731e-07
Position 2603: 2.903407178770888e-07
Position 3330: 2.620509336725616e-07
Position 1992: 2.1957407721787481e-07
Position 294: 2.193366682299577e-07
Position 589: 1.487766808598844e-07
Position 1036: 1.3396419810943554e-07
Position 2301: 1.214541098329739e-07
Position 7289: 1.1901886343640827e-07
Position 435: 7.904869623451381e-08
Position 2048: 5.9185251600502255e-08
Position 1051: 5.182131525605551e-08
Position 2066: 4.7221543620401865e-08
Position 516: 4.1732844013411976e-08
Position 711: 4.078164829940698e-08
Position 520: 3.890648772160124e-08
Position 1106: 3.7219567759498103e-08
Position 627: 2.5649213043767667e-08
Position 1157: 2.493348886373556e-08
