Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  1000
Partition function (log Z): 7.6867022669405305

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9977758061483535
Position 2192: 0.9030297210840054
Position 2342: 0.8559729894588433
Position 604: 0.825865042404968
Position 1785: 0.7793300813254447
Position 2055: 0.7450837964311102
Position 2580: 0.6154344772058403
Position 2562: 0.3431676161913964
Position 577: 0.16221770477823072
Position 1895: 0.06611616194582486
Position 1379: 0.0536920045166426
Position 2162: 0.04659841586063987
Position 1360: 0.024224589689348094
Position 1087: 0.019284375581433203
Position 959: 0.014212451364540189
Position 2338: 0.009460297856151392
Position 1459: 0.007340816578359065
Position 1864: 0.007339013362240769
Position 2206: 0.004376487709969743
Position 741: 0.004121563547423398
Position 1555: 0.0035201871087768275
Position 916: 0.003217428777430895
Position 1882: 0.002924506527260488
Position 1794: 0.0020656502627851877
Position 655: 0.0017001920917236132
Position 1401: 0.0014674935235003059
Position 734: 0.0013158102276217968
Position 1620: 0.0009890927444973086
Position 2566: 0.0009453528796481772
Position 2256: 0.0007652705938009047
Position 1824: 0.0005824637474424591
Position 572: 0.0005027683970820073
Position 1267: 0.0004944904677334002
Position 1828: 0.00041076758752820564
Position 709: 0.00037767301598773715
Position 1394: 0.0003491502090288592
Position 265: 0.00033520434457320913
Position 21: 0.0003337591470544038
Position 1430: 0.0003219193142921896
Position 728: 0.00031804947479654896
Position 87: 0.0003104212260167249
Position 2849: 0.0002813535446171985
Position 373: 0.0002706731153452617
Position 2029: 0.0002630981316587995
Position 2748: 0.00025623035606228505
Position 315: 0.00022877155938898238
Position 856: 0.0001861415247507996
Position 1169: 0.00012742120689987385
Position 1012: 0.00012252786284490383
Position 1600: 9.262329243301065e-05
Position 1692: 9.041711685637549e-05
Position 2253: 8.551038024346336e-05
Position 1183: 8.509293433701065e-05
Position 1440: 6.959322056100518e-05
Position 2860: 6.438146730943116e-05
Position 1318: 5.980265495866207e-05
Position 304: 5.1559268570643574e-05
Position 1260: 4.821071914699056e-05
Position 2652: 4.540079714784365e-05
Position 1091: 3.2292551737935445e-05
Position 1773: 2.8127883019866825e-05
Position 1299: 2.7081985681570348e-05
Position 695: 2.5065015022490154e-05
Position 2788: 2.3282584770675345e-05
Position 2456: 2.2122442666828255e-05
Position 1032: 2.0776940925095758e-05
Position 633: 1.9639464849220266e-05
Position 2465: 1.9418342336975546e-05
Position 1057: 1.9108458408224256e-05
Position 2243: 1.7363374771920254e-05
Position 2555: 1.466515477527089e-05
Position 755: 1.3091702846927413e-05
Position 2686: 1.196888927262235e-05
Position 1055: 8.748751108993217e-06
Position 46: 7.275027027326837e-06
Position 1830: 6.57948072025176e-06
Position 1844: 6.483513712886947e-06
Position 1098: 4.590352770562494e-06
Position 399: 4.209388551800815e-06
Position 2836: 1.9383125502590855e-06
Position 2857: 1.7483529621583913e-06
Position 1851: 1.6467296409327575e-06
Position 2196: 1.1218965578402807e-06
Position 1121: 8.599906667301074e-07
Position 1808: 6.372549583252866e-07
Position 1911: 5.536676856400887e-07
Position 2117: 3.5312298853040797e-07
Position 81: 3.2103829153171293e-07
Position 91: 2.5545756428557005e-07
Position 432: 1.948897516692404e-07
Position 2325: 1.502133970275311e-07
Position 869: 7.605189559101418e-08
Position 225: 5.4222457566421345e-08
Position 456: 3.837583869712011e-08
Position 34: 3.4860560469879036e-08
Position 664: 3.4218833906324486e-08
Position 781: 3.372590672958297e-08
Position 905: 1.29383259458381e-08
Position 987: 3.52229098927645e-09
Position 454: 2.4432695020647634e-09
Position 1139: 1.3214621828914757e-09
Position 834: 8.547128952606688e-10
Position 2450: 3.6252203179216647e-10
Position 298: 2.2553948267634338e-10
Position 597: 1.8056781079102028e-10
Position 527: 1.4766580302960216e-10
Position 479: 2.1432747578946686e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.9769104135782777
Position 491: 0.9716121957020324
Position 2444: 0.9462625329778952
Position 2677: 0.8865816332260625
Position 1669: 0.8673229257664331
Position 2271: 0.8485483516764966
Position 1975: 0.37698520642743344
Position 1957: 0.30656856704688357
Position 1213: 0.07290551041173882
Position 2780: 0.020804141032798207
Position 654: 0.020085846310252634
Position 494: 0.017936582635219425
Position 2455: 0.015005869077182567
Position 1881: 0.013800447067722914
