Gene = DRAXIN
index = 471
Annotated 5SS: [  125 14981 17737 20237 20701 23480]
Annotated 3SS: [14519 17545 20121 20610 23389 27854]
SMsplice 5SS: [  125 17737 20237 20701 21861 23480]
SMsplice 3SS: [17545 20121 20610 21707 23389 26759]
top_k =  1000
Partition function (log Z): -6.802530721704272

Sorted 5' Splice Sites (High to Low Probability):
Position 17737: 0.9883900619523734
Position 125: 0.9854343634174934
Position 23480: 0.9345234222724892
Position 20701: 0.9304223750396008
Position 20237: 0.87219366020771
Position 21861: 0.644632024155605
Position 28001: 0.07777127745420177
Position 26882: 0.07640282689644996
Position 20738: 0.05963998883525232
Position 20524: 0.05730471463233703
Position 6083: 0.05456306060572886
Position 25569: 0.04692152867429998
Position 22614: 0.02662773833380195
Position 9501: 0.026165817255198898
Position 20346: 0.024722447865550144
Position 20484: 0.021021794821886777
Position 22515: 0.01781404633770074
Position 23469: 0.01674920473505774
Position 24268: 0.016041753164114308
Position 195: 0.014441076737450894
Position 26884: 0.012407081252963872
Position 22995: 0.009689072971667623
Position 22453: 0.009363137958511864
Position 24621: 0.00863965515565485
Position 23648: 0.008045509177611897
Position 21828: 0.006444875042579411
Position 32853: 0.00621866735432283
Position 27541: 0.005235589374564599
Position 23902: 0.004838897757185777
Position 8949: 0.00435599621362289
Position 6782: 0.0030167512886560876
Position 20641: 0.002689816159503304
Position 31774: 0.0023134866305256825
Position 24321: 0.0022580640442444186
Position 21793: 0.0022449836011539516
Position 20957: 0.001956714481947406
Position 27693: 0.0019521260764301686
Position 1057: 0.0019174327055526865
Position 23616: 0.001850546674598154
Position 23620: 0.0016629017367136682
Position 27017: 0.0015153529173596505
Position 28517: 0.0014207485247998088
Position 26849: 0.0012952495246429754
Position 3030: 0.0012381382602658349
Position 22719: 0.0011773597161363598
Position 25245: 0.001142879859679205
Position 5926: 0.0011281128825395585
Position 2044: 0.0009332798117793373
Position 22553: 0.0007056385795959227
Position 22621: 0.0006720368883441595
Position 733: 0.0006626171259913501
Position 22175: 0.0006569242541009544
Position 4132: 0.000651014263492393
Position 22606: 0.0005888073999570734
Position 23484: 0.0005660385088125885
Position 22526: 0.0005335850070336915
Position 29820: 0.0004985175306814018
Position 22808: 0.0004651538842115348
Position 26070: 0.0004610915375807556
Position 27019: 0.0004198258732358829
Position 21942: 0.0004125831546423042
Position 6893: 0.00036506649718870133
Position 24146: 0.0003477501293515961
Position 1964: 0.00033552416302995
Position 21411: 0.00032318751253883105
Position 22439: 0.00031069578801262016
Position 2599: 0.0002926839602431695
Position 4676: 0.0002743799475628537
Position 24127: 0.00027234942174978697
Position 654: 0.0002695041448387718
Position 868: 0.0002395171695728218
Position 22097: 0.00022544431107289278
Position 2838: 0.00022342665610100551
Position 6087: 0.00021816336572923705
Position 20623: 0.0001999659136603314
Position 25343: 0.00018617393062257903
Position 3118: 0.00018348405101417247
Position 25539: 0.0001751684832781916
Position 24242: 0.00017227440276687195
Position 5705: 0.00015285756453478112
Position 20757: 0.00014795235781133633
Position 21517: 0.00013153428652980993
Position 21874: 0.00012625435078569036
Position 22002: 0.00011838323370231402
Position 22757: 0.00010719973566949546
Position 21116: 0.00010396332533637193
Position 224: 2.1289564687794374e-05
Position 23896: 1.3096337007866181e-05
Position 23471: 1.217631042512703e-05
Position 21742: 8.232903810433857e-06
Position 248: 7.316178129982198e-06
Position 25130: 3.801605860778708e-06
Position 24167: 3.3253838111377735e-06
Position 23563: 3.112541978269941e-06
Position 1554: 3.0326504420588757e-07
Position 1163: 2.420679067003953e-07
Position 441: 2.2485480557673133e-07
Position 675: 1.2972981722188127e-07
Position 1031: 1.1176069398654595e-07
Position 763: 8.435418255391587e-08
Position 1808: 5.8740006620700923e-08
Position 844: 4.681316575057981e-08
Position 1139: 3.482471937143618e-08
Position 829: 2.4822126557558378e-08
Position 324: 1.9308060191320833e-08
Position 233: 1.5933219821214147e-08
Position 1191: 1.4742991628498566e-08
Position 528: 1.4470049390929969e-08
Position 777: 1.2098819378282097e-08
Position 520: 1.0626822159767807e-08
Position 699: 1.032207455273191e-08
Position 531: 9.488472149606697e-09
Position 656: 4.1754679192583285e-09
Position 667: 3.649602290839142e-09
Position 366: 3.359256655158182e-09
Position 494: 3.1180179418835824e-09
Position 1036: 3.06572516781776e-09
Position 721: 2.1005521026685893e-09
Position 573: 1.6955238367840478e-09
Position 504: 1.4622945770573662e-09
Position 658: 1.2468061574847076e-09
Position 927: 7.020899004840067e-10
Position 295: 6.758376787260342e-10
Position 891: 5.389320673400332e-10
Position 553: 4.0791921985553954e-10
Position 903: 3.5879394951952514e-10
Position 614: 1.6609148044319538e-10
Position 774: 1.589001667418787e-10
Position 512: 4.030139799030594e-11
Position 283: 8.502710595317764e-12
Position 40: 6.140338725035572e-12
Position 563: 3.054617442007088e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17545: 0.9883900619523734
Position 23389: 0.9504940298227212
Position 20089: 0.87219366020771
Position 20610: 0.7998088644340713
Position 26759: 0.6123177845828341
Position 21707: 0.4675955700469749
Position 31887: 0.1791493838824896
Position 20581: 0.17310036433040438
Position 20335: 0.11038379482028353
Position 27854: 0.08742881239110181
Position 21665: 0.07270503282991596
Position 22362: 0.05432678818448682
Position 21750: 0.04924119949534682
Position 24166: 0.048604817987128165
Position 25440: 0.04357245075766455
Position 21768: 0.04232529292140229
Position 5959: 0.028527234747258014
Position 32947: 0.025352680744752706
Position 29701: 0.023345272513214364
