Gene = GLUL
index = 599
Annotated 5SS: [ 528 3635 5076 5951 6447 6850]
Annotated 3SS: [3455 4913 5803 6318 6649 7482]
SMsplice 5SS: [1032 3635 3851 4832 5076 5951 6447]
SMsplice 3SS: [3534 3743 4694 4913 5803 6318 7482]
top_k =  1000
Partition function (log Z): 3.3776424783528958

Sorted 5' Splice Sites (High to Low Probability):
Position 3635: 0.9447573187062824
Position 6447: 0.9058355625942351
Position 5076: 0.8906798618592855
Position 5951: 0.8332707220290883
Position 4832: 0.6142287852794714
Position 1032: 0.5072604337027887
Position 3851: 0.5005783580817581
Position 6850: 0.4623439979598815
Position 4465: 0.28853156437147975
Position 110: 0.2295409693230393
Position 528: 0.208965933499549
Position 392: 0.16774422620239648
Position 7358: 0.16176947206561051
Position 1710: 0.15860123963223027
Position 778: 0.13318832164609165
Position 6118: 0.0865060281583872
Position 5016: 0.05832026352099792
Position 1223: 0.05390650495229767
Position 6480: 0.053861249686384144
Position 446: 0.0530796255919549
Position 3301: 0.05173416572408104
Position 35: 0.04179335047266045
Position 6484: 0.032857751981868855
Position 4278: 0.02768364874800457
Position 5526: 0.02726148383964724
Position 4749: 0.026685895525894072
Position 3614: 0.025297147192336843
Position 3624: 0.023755960376481245
Position 8276: 0.021117858577072095
Position 5845: 0.01923813964998513
Position 8695: 0.014494041004206367
Position 73: 0.013011988017673493
Position 7730: 0.012765074337522964
Position 3861: 0.012657878161588407
Position 2220: 0.012213618901661186
Position 5679: 0.007432215733446556
Position 4436: 0.006993228668107747
Position 5056: 0.005592739097947096
Position 897: 0.005549808724238954
Position 1437: 0.005473694108145015
Position 740: 0.005233008320571893
Position 8156: 0.004823210535624961
Position 3145: 0.004760672544970638
Position 2583: 0.004747985334549901
Position 8193: 0.0047364664644556475
Position 1237: 0.004254540364324848
Position 2555: 0.004157132878324963
Position 4444: 0.0026754886224984943
Position 1599: 0.0026050875117865015
Position 8188: 0.00250688914241251
Position 4755: 0.0024040236077498135
Position 2563: 0.002314861281104724
Position 4619: 0.0023057178461199893
Position 7625: 0.002273506146008656
Position 6568: 0.002142791622587421
Position 4256: 0.0019876854127849
Position 5506: 0.001933105202825542
Position 2341: 0.0016972152623798333
Position 7909: 0.0016760230428404415
Position 3884: 0.0015667430619739037
Position 6123: 0.0014910651642964128
Position 5972: 0.001470296548076699
Position 869: 0.0013827761038922263
Position 9228: 0.0012271043397917387
Position 3914: 0.000981195414879864
Position 7403: 0.0009277621085832564
Position 3669: 0.0009268612575263831
Position 1138: 0.0009137409946877598
Position 4131: 0.0009043484713292219
Position 9547: 0.0008452334134239125
Position 2203: 0.0008177406587792956
Position 1663: 0.0008137714209322372
Position 1474: 0.000785813045675149
Position 1026: 0.0007286038489846005
Position 2265: 0.0006985576422921053
Position 1960: 0.0006344307009223793
Position 3536: 0.000582297201039228
Position 6728: 0.0005606557085092886
Position 9959: 0.0005387498343008196
Position 453: 0.000492596682610353
Position 1714: 0.00047702872534475594
Position 1532: 0.0004396452544115865
Position 4763: 0.0004142455279199834
Position 6221: 0.00037708085115988055
Position 8411: 0.0003696155490179537
Position 4361: 0.0003544562597988688
Position 3231: 0.0003071203858400275
Position 6843: 0.0003048665806719599
Position 5965: 0.0002622330136033057
Position 6432: 0.0002617202117686121
Position 6792: 0.00021719571002734779
Position 711: 0.00019309212897990763
Position 5476: 0.00019066254217372012
Position 3572: 0.0001768780644130125
Position 9887: 0.00015628396630046335
Position 7683: 0.00011362004119281851
Position 6509: 0.00011297481915568346
Position 1498: 0.00010571384739457866
Position 6395: 0.00010061738565981723
Position 3879: 8.935000570518752e-05
Position 5865: 8.798398704591187e-05
Position 5746: 8.586495291873097e-05
Position 3686: 7.43237618348401e-05
Position 3648: 6.943697905930901e-05
Position 6726: 6.654946896174055e-05
Position 3895: 6.329732705230176e-05
Position 3626: 5.24568085578643e-05
Position 83: 4.118786789826623e-05
Position 15: 3.6607762279912014e-05
Position 426: 3.2328884916072507e-05
Position 1422: 2.8475325957903895e-05
Position 6060: 2.4836773341941416e-05
Position 5918: 2.2342482624141783e-05
Position 444: 1.734833444610745e-05
Position 724: 1.3938530802878891e-05
Position 3514: 1.3812517038071954e-05
Position 964: 1.1812554339434842e-05
Position 6315: 1.037919476394017e-05
Position 6451: 9.470637525352597e-06
Position 683: 8.768895560341197e-06
Position 1002: 8.421184336984848e-06
Position 419: 7.68877447622989e-06
Position 1122: 5.710174308221991e-06
Position 548: 3.3480388842769505e-06
Position 7623: 2.519103109434204e-06
Position 5370: 2.281701087247408e-06
Position 7005: 2.1958687932529035e-06
Position 782: 1.6374500962694833e-06
Position 4232: 1.3171430250695975e-06
Position 6971: 9.515704995142978e-07
Position 932: 8.29022423169278e-07
Position 245: 6.912758108090946e-07
Position 6854: 2.3995620114135923e-07
Position 4049: 1.511850158650455e-07
Position 990: 1.2802259416723497e-07
Position 961: 1.2059702275388667e-07
Position 6732: 2.496228073182277e-08
Position 550: 1.4870782289235673e-09
Position 696: 1.4531628521995013e-10
Position 785: 3.219799812429743e-12
Position 631: 4.5158157503962195e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4913: 0.9259299436566422
Position 6318: 0.9100239412697755
Position 5803: 0.7914861650478997
Position 7482: 0.6197102488410534
Position 3534: 0.6022450864446567
Position 4694: 0.5856300509073515
Position 3743: 0.5159784849340968
Position 3455: 0.377338213059042
Position 6649: 0.2867020259451377
Position 245: 0.22874465188703041
Position 9706: 0.1697571325928993
Position 4330: 0.1606983012637814
Position 866: 0.11887057080852775
Position 4385: 0.10399138674835173
Position 1589: 0.09678584461499032
Position 7218: 0.07448391808102614
Position 7179: 0.06322220305995482
Position 6737: 0.059384975279453044
Position 6661: 0.056637723901197756
Position 9810: 0.05514814913183376
Position 8526: 0.05104186615501537
Position 4182: 0.047024264816193886
Position 1370: 0.04686992423992416
Position 8104: 0.042654948724173386
Position 6205: 0.041130844575548435
Position 6018: 0.039732597570674266
Position 4730: 0.03812968190055518
Position 6345: 0.03751246167449147
Position 6037: 0.03584353511883934
Position 5768: 0.02985096850026556
Position 6769: 0.028958602980816192
Position 3230: 0.02548611649829502
Position 265: 0.025241760185348135
Position 1122: 0.02389201057214839
Position 5405: 0.021790372657750065
Position 9381: 0.021398744765414965
Position 10445: 0.020080301809595243
Position 5805: 0.018165276527313763
Position 3205: 0.01659822580509733
Position 6635: 0.016292078650266523
Position 4142: 0.015418999959361164
Position 7308: 0.014619543998776975
Position 631: 0.012359229347591393
Position 4944: 0.012310995293508663
Position 3023: 0.011952587849827301
Position 6797: 0.009913011433750772
Position 8947: 0.009681261092275989
Position 1593: 0.00932507850598963
Position 6684: 0.009087842375998129
Position 3377: 0.008847661271162498
Position 5740: 0.008014433742667663
Position 1988: 0.007989578339886512
Position 7292: 0.007931352716295035
Position 5616: 0.007309048845492015
Position 2469: 0.006718308553593138
Position 9749: 0.006494626329144127
Position 4954: 0.0063985263467877225
Position 4656: 0.0063350666004334585
Position 6294: 0.006245855827918606
Position 7872: 0.006220905610342212
Position 10337: 0.005786407317269705
Position 3403: 0.005450260436863733
Position 5303: 0.005447224216181493
Position 4604: 0.005369137362147125
Position 4971: 0.00509352062577209
Position 7736: 0.005065213726450264
Position 818: 0.004975371242360236
Position 6677: 0.004890439764865425
Position 9178: 0.004507413271817008
Position 832: 0.004267120475915028
Position 6941: 0.004237311900545578
Position 5357: 0.004205438552463017
Position 8155: 0.003882754934730803
Position 1353: 0.0038333993545841155
Position 4915: 0.003671643651286248
Position 7628: 0.003487695933757338
Position 5941: 0.0032479488105986855
Position 3202: 0.0032037425617441793
Position 5902: 0.0031637035476526306
Position 8328: 0.003055429768079827
Position 527: 0.002925233669735202
Position 2401: 0.002808291545724053
Position 7117: 0.002562867804514656
Position 9111: 0.0024232752190910148
Position 498: 0.0022512749879706334
Position 2202: 0.0022006717910959916
Position 1126: 0.002198145638202917
Position 7672: 0.0020910034457519507
Position 6816: 0.0019308929514193314
Position 924: 0.0019151558359712356
Position 8025: 0.0017455702232935565
Position 6002: 0.0017203335926273835
Position 7552: 0.0017129860470001539
Position 9640: 0.0017058296639009798
Position 10469: 0.0017018342178288304
Position 4282: 0.0016644095891832507
Position 1615: 0.0016392601081363757
Position 2147: 0.0016062636787837978
Position 4509: 0.0016019101195283393
Position 4278: 0.0015685664181853555
Position 2423: 0.001565773062205231
Position 6892: 0.0015215899953330767
Position 1611: 0.001500735621312077
Position 4082: 0.0014245258468133632
Position 10181: 0.001409809583592644
Position 417: 0.0013625436411324433
Position 6349: 0.0013405742777112088
Position 5287: 0.0011797134044771093
Position 5880: 0.0011504457499809315
Position 9774: 0.001146724430981399
Position 1448: 0.0011136155121621875
Position 6752: 0.0010825382284297559
Position 914: 0.0009873617031576796
