Gene = MTURN
index = 895
Annotated 5SS: [  489 11490]
Annotated 3SS: [11366 22627]
SMsplice 5SS: [  541 11490 20067 22724]
SMsplice 3SS: [11408 19978 22627 26904]
top_k =  1000
Partition function (log Z): -4.356903132298943

Sorted 5' Splice Sites (High to Low Probability):
Position 11490: 0.8773158220225489
Position 541: 0.7852583510527427
Position 22724: 0.7494174862134683
Position 6856: 0.7449096167245617
Position 20067: 0.5541760791791858
Position 24629: 0.5329930059817612
Position 4872: 0.4576998886155165
Position 2550: 0.38683266021271534
Position 1790: 0.3824790736414262
Position 7105: 0.36305774028377097
Position 20072: 0.27247958779829407
Position 26002: 0.2576690185809183
Position 16352: 0.243223948362159
Position 20394: 0.22353296458934144
Position 2885: 0.20574357060851664
Position 26748: 0.18312455157494065
Position 2235: 0.17005547483947908
Position 489: 0.16985291090061977
Position 5136: 0.16295743435277074
Position 23181: 0.16268043562337012
Position 9382: 0.16182575910978958
Position 7515: 0.1464220594961098
Position 11917: 0.13377015566604578
Position 22735: 0.12864304388076858
Position 2619: 0.12190195588955781
Position 27034: 0.12189896469278712
Position 20151: 0.11335667256859268
Position 11494: 0.0989579490904006
Position 22765: 0.09379378046184916
Position 7099: 0.07703532892110884
Position 21111: 0.06510633039847362
Position 26651: 0.059088560595670185
Position 7368: 0.05412254182642389
Position 24286: 0.05337123839393787
Position 4724: 0.05043408993970394
Position 21287: 0.049914180021518685
Position 5504: 0.046831599163896356
Position 9876: 0.039236242867073286
Position 17776: 0.039084750430287994
Position 8470: 0.03295972120430361
Position 912: 0.029140908692937516
Position 1279: 0.028147986820224
Position 25535: 0.02805080946246624
Position 9324: 0.023999355955579938
Position 27137: 0.015834843707819804
Position 25462: 0.014532289514966072
Position 7574: 0.013627243839893574
Position 11532: 0.01316878729338128
Position 10543: 0.012979848641829776
Position 9865: 0.012373927847346141
Position 2209: 0.012032466143724692
Position 1032: 0.011983917239355098
Position 1463: 0.011603874654214563
Position 2230: 0.010460988799891883
Position 7346: 0.009773191976172345
Position 1802: 0.009752794645421023
Position 655: 0.008853087496948655
Position 1577: 0.008840310332021333
Position 3681: 0.008675956115838834
Position 22333: 0.008273248408406642
Position 1549: 0.008151018519643127
Position 580: 0.007585677417802136
Position 9262: 0.007447894767078595
Position 9624: 0.0074186044928545485
Position 20479: 0.007323545969625268
Position 2226: 0.007301703941546824
Position 5219: 0.006851541061634741
Position 9818: 0.006834405962513861
Position 9457: 0.006094281567496509
Position 570: 0.006008122279671985
Position 11568: 0.005780693071020318
Position 25269: 0.005011835335028264
Position 2027: 0.004747095467334476
Position 16457: 0.0046118408285786405
Position 7062: 0.004458942404878036
Position 14529: 0.004392738008937567
Position 685: 0.0036875041664293077
Position 16503: 0.003610683194177714
Position 11890: 0.003303735801168519
Position 27723: 0.003121663745173243
Position 21175: 0.0029087524596482367
Position 9204: 0.002863816090713869
Position 21055: 0.002825393353533341
Position 17699: 0.0022483221486912846
Position 1499: 0.002234583965937369
Position 5911: 0.002148836031676209
Position 25982: 0.002039362972389855
Position 5204: 0.0020160646402889904
Position 17289: 0.0017061312100262087
Position 4877: 0.001621328801995174
Position 22786: 0.0015916287984067711
Position 5164: 0.0015451752549820582
Position 2598: 0.001461809294233649
Position 14416: 0.0014145646594787259
Position 27718: 0.0013754365506955595
Position 17418: 0.0013266625845636075
Position 26369: 0.0012279664093836832
Position 1604: 0.0010399401247809512
Position 739: 0.0009668151426028509
Position 675: 0.0009436874681377842
Position 24065: 0.0009363672711731187
Position 23109: 0.0008007182969547628
Position 1677: 0.0007425570362473641
Position 1993: 0.0007119056930400665
Position 22777: 0.0006461687938862256
Position 601: 0.0005154132687706352
Position 1637: 0.0004959103152932008
Position 441: 0.0003208864430580881
Position 726: 0.0003133517847725405
Position 970: 0.0002913018818961763
Position 1527: 0.0002881210897693411
Position 1749: 0.0002780249940967428
Position 190: 0.00026645144261054545
Position 12361: 0.00025151894200585694
Position 846: 0.0002500394485195932
Position 877: 0.0002469543098467545
Position 460: 0.00024108070967208378
Position 11835: 0.00023814651788111848
Position 7578: 0.00021894474848970896
Position 848: 0.00020664375147664505
Position 8075: 0.00017387486552463053
Position 821: 0.000157387424465983
Position 1513: 0.0001275594794355557
Position 458: 0.00011860830033911721
Position 1779: 0.00010881213705056362
Position 814: 7.604448869602968e-05
Position 1408: 6.774564404143014e-05
Position 453: 6.0338547988350014e-05
Position 365: 5.5511430715503564e-05
Position 5088: 5.532565521088889e-05
Position 1281: 5.037429252138e-05
Position 5064: 4.7759559089982726e-05
Position 34: 4.634314558084153e-05
Position 1737: 4.4357181987415544e-05
Position 1645: 4.37324798298903e-05
Position 941: 4.315546935784941e-05
