Gene = SNRPE
index = 1292
Annotated 5SS: [  99  608 2111 3505]
Annotated 3SS: [ 580 2047 3425 8261]
SMsplice 5SS: [ 612 3505]
SMsplice 3SS: [3425 8261]
top_k =  1000
Partition function (log Z): -6.894703387485617

Sorted 5' Splice Sites (High to Low Probability):
Position 3505: 0.7504694051660996
Position 612: 0.5893187963198018
Position 341: 0.3559400141066454
Position 99: 0.11178205260174678
Position 608: 0.09845868608038914
Position 7651: 0.07146785377015144
Position 129: 0.06310734514925576
Position 2111: 0.05732833877314658
Position 2231: 0.05535420167077906
Position 1670: 0.0431813033245462
Position 244: 0.03393888519954444
Position 495: 0.03054137577018723
Position 6341: 0.027375486057618206
Position 261: 0.025250802640540106
Position 1681: 0.022176989370454498
Position 1345: 0.021365165285849117
Position 135: 0.01989966734116994
Position 1059: 0.019831848750537263
Position 7642: 0.016387215859195923
Position 650: 0.01157635893579626
Position 269: 0.011247662978412993
Position 5441: 0.010988707724821672
Position 7610: 0.01059105533540437
Position 8332: 0.009868017037174279
Position 1005: 0.009439202572204946
Position 462: 0.008350695795358241
Position 1161: 0.007258132666146695
Position 148: 0.00653968173073406
Position 817: 0.006394531470438873
Position 3247: 0.006039290210734387
Position 6980: 0.005783888024338959
Position 81: 0.005036841724334835
Position 4020: 0.004892305451940156
Position 64: 0.004202395133717416
Position 2115: 0.003949320432471678
Position 6169: 0.003751791686000075
Position 8633: 0.003304210839771136
Position 188: 0.0032799540056216467
Position 6175: 0.002878597459196419
Position 2688: 0.0028452745713244848
Position 4638: 0.0027871913284792135
Position 5380: 0.0023358190734527606
Position 2063: 0.002297563366327664
Position 1002: 0.002190437352668616
Position 6441: 0.0019340100687417763
Position 1213: 0.0018817656711392849
Position 5473: 0.001799528461493589
Position 733: 0.0017929856486967862
Position 3204: 0.0017027932252363686
Position 367: 0.0016882654066443477
Position 1984: 0.0016034291252372914
Position 4382: 0.0014957949739486205
Position 4034: 0.0013887244841778094
Position 115: 0.001298877762533651
Position 21: 0.001284121635789952
Position 1073: 0.0010066397068171533
Position 784: 0.0008665454341823936
Position 1434: 0.0008196754352626822
Position 428: 0.0007106037823261617
Position 87: 0.0007100870521732043
Position 3988: 0.0007072721730157715
Position 3983: 0.0005945062603504349
Position 3852: 0.0005055830048366701
Position 3729: 0.0004822250074828466
Position 6985: 0.00043054771977746895
Position 2147: 0.0004033681817584296
Position 3129: 0.00037497105233045457
Position 2276: 0.0003597240313735154
Position 2531: 0.0002576339973409419
Position 887: 0.0002537297798375935
Position 255: 0.00018632265389323402
Position 4225: 0.00014954636912654665
Position 360: 0.00012158727449896747
Position 780: 8.301933159549341e-05
Position 1447: 7.97224359079402e-05
Position 15: 7.51586683701939e-05
Position 628: 4.7397527170344555e-05
Position 72: 4.5299141130635615e-05
Position 1548: 2.4419523592383485e-05
Position 272: 2.0275771245284743e-05
Position 394: 1.9500517693682352e-05
Position 485: 1.880004063410205e-05
Position 863: 1.2422776784065314e-05
Position 50: 1.213689174467398e-05
Position 405: 9.425411553103202e-06
Position 348: 7.586631718791892e-06
Position 715: 6.723484937284265e-06
Position 519: 6.711265500770769e-06
Position 247: 5.772722278987697e-06
Position 1129: 5.557651170064447e-06
Position 1020: 4.945890227229229e-06
Position 413: 2.783085931191261e-06
Position 1274: 2.6892900235198323e-06
Position 183: 2.331590552911523e-06
Position 575: 2.1474320490633666e-06
Position 292: 2.0268463165404334e-06
Position 769: 1.4714092521462185e-06
Position 909: 1.461287848744093e-06
Position 1553: 1.2072124504574265e-06
Position 623: 5.290371544348497e-07
Position 32: 3.256320517081754e-07
Position 456: 3.1006053388417406e-07
Position 453: 3.094660027459045e-07
Position 750: 2.903299669786069e-07
Position 23: 2.1371233801685194e-07
Position 480: 2.1263138791658223e-07
Position 572: 1.403303974094558e-07
Position 2142: 6.896376692071672e-08
Position 552: 3.3173714714336936e-08
Position 55: 1.093301182290988e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8261: 0.9240817374817908
Position 3425: 0.7050027063071057
Position 528: 0.2878313031775226
Position 2047: 0.11242274749525252
Position 7496: 0.10223317352383444
Position 1615: 0.07706911528826993
Position 566: 0.04976242210713275
Position 953: 0.044134430501136517
Position 3401: 0.03984734915861332
Position 6921: 0.035795604012412156
Position 6330: 0.0298963734726031
Position 304: 0.018535396738684293
Position 5266: 0.010397705061556992
Position 442: 0.009969210382485095
Position 1205: 0.009879172640022296
Position 466: 0.008781922110866723
Position 3873: 0.006779134910206367
Position 3359: 0.005843691500448116
Position 5330: 0.005382056826916083
Position 5999: 0.004847889335263941
Position 8493: 0.004516019915228382
Position 8846: 0.0043360615121278
Position 699: 0.004084597033796871
Position 3048: 0.003947774513777873
Position 413: 0.0038964308138937746
Position 4515: 0.003752514598158377
Position 1160: 0.003674239604741859
Position 5896: 0.003403629432088032
Position 2384: 0.003358416265682351
Position 3013: 0.003278219535210771
Position 1259: 0.0031151053374755423
Position 7471: 0.003085407070313328
Position 3456: 0.0029034963784845824
Position 8540: 0.002720539356770775
Position 6312: 0.0026118523171103454
Position 485: 0.0023359486936123737
Position 5282: 0.0022954976379611224
Position 6469: 0.002206476293586101
Position 532: 0.0021846496204400425
Position 472: 0.0020517218980188735
Position 6929: 0.0017596761534206394
Position 1328: 0.0016794642511053046
Position 7736: 0.001651745989766698
Position 3939: 0.0014258715754649472
Position 5036: 0.0014004117581508408
Position 4237: 0.0013738965014010248
Position 8723: 0.0013114302222389886
Position 1212: 0.00121716125586574
Position 3780: 0.001027353897082008
Position 494: 0.0009270599932257906
Position 3408: 0.0008777532081632737
Position 6906: 0.0008726950264487156
Position 383: 0.0008718503828298162
Position 5058: 0.000792640907364313
Position 3141: 0.0007857886521733443
Position 580: 0.0007635759528043804
Position 423: 0.000755431652795572
Position 3813: 0.0007351847809999162
Position 6951: 0.0006926458004755014
Position 8584: 0.0006820010936983648
Position 712: 0.0006370059905429448
Position 4185: 0.0006368684050068867
Position 5143: 0.0005531350723077577
Position 4075: 0.0005467950553271537
Position 8496: 0.0005354794345762329
Position 7099: 0.0005338556633265877
Position 322: 0.0005332511637771279
Position 7665: 0.0005229466212271986
Position 6535: 0.0005052846116775681
Position 1981: 0.0004841227380254922
Position 3892: 0.00047814363938048496
Position 2139: 0.0004665584731950915
Position 3696: 0.00046225023505972016
Position 2142: 0.00046048749575654507
Position 7712: 0.0004347207978518451
Position 420: 0.00038786951245857525
Position 1726: 0.0003725398875950644
Position 8514: 0.000367717448982663
Position 209: 0.0003381849669418583
Position 2568: 0.00032476624795359357
Position 4717: 0.0003152098763146966
Position 8431: 0.00031051670673871924
Position 6465: 0.000253355484074686
Position 594: 0.000215040325995481
Position 535: 0.0002100879294749187
Position 1887: 0.0002100779212300446
Position 8237: 0.00019160793695668015
