Gene = C1orf64
index = 192
Annotated 5SS: [150]
Annotated 3SS: [1682]
SMsplice 5SS: [150]
SMsplice 3SS: [1682]
top_k =  1000
Partition function (log Z): -4.971470385128968

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.9612790473941544
Position 1213: 0.381831622284651
Position 1883: 0.2760206559671575
Position 1896: 0.08801805897664293
Position 853: 0.050970836261498356
Position 203: 0.022558321669722298
Position 1854: 0.020872954743143237
Position 2038: 0.005445584795940438
Position 696: 0.004721896688305869
Position 2538: 0.004272351062843433
Position 2033: 0.0039890817616604814
Position 2318: 0.003406410925207857
Position 787: 0.0028837430945666395
Position 1849: 0.0026674935366953656
Position 683: 0.002635832092956815
Position 264: 0.0025530651315218787
Position 463: 0.002061468885047708
Position 1235: 0.0016543486000379541
Position 123: 0.0014329821019569118
Position 2382: 0.0013991219343567538
Position 518: 0.0006873426496221682
Position 1945: 0.0006459858466282588
Position 3745: 0.0005767163283486878
Position 2090: 0.0005381949259309347
Position 2094: 0.00043097789986341434
Position 2851: 0.0004002441243640939
Position 1611: 0.000395405798539631
Position 1580: 0.0003078877760692378
Position 1847: 0.00029877928374735037
Position 3740: 0.00023913704889934516
Position 420: 0.00023731819136249143
Position 1820: 0.0001921459621879704
Position 337: 0.0001365166740250518
Position 1362: 8.016484253795085e-05
Position 2734: 7.236546325277315e-05
Position 349: 3.9215151757829003e-05
Position 1994: 3.5273313471909406e-05
Position 2088: 3.2596707540758287e-05
Position 208: 3.039379987670763e-05
Position 1285: 2.4627906754618178e-05
Position 1291: 2.4528289490001205e-05
Position 522: 2.3064093040774112e-05
Position 1157: 2.225139019249342e-05
Position 1252: 1.7259226198003127e-05
Position 60: 7.39735661640712e-06
Position 999: 4.944542050124159e-06
Position 2348: 3.7767131755135864e-06
Position 376: 3.7675402388622613e-06
Position 461: 3.146868110800304e-06
Position 1064: 3.0676196309648094e-06
Position 1423: 3.000269532036949e-06
Position 296: 2.8990967023255474e-06
Position 1026: 2.3038816872036786e-06
Position 1389: 2.2481487789989634e-06
Position 414: 2.076866960038286e-06
Position 76: 1.8962767634509536e-06
Position 271: 1.7050242652903316e-06
Position 708: 1.5942884619725155e-06
Position 957: 1.4001755909283457e-06
Position 221: 1.2521614162022213e-06
Position 1217: 1.2498238554303204e-06
Position 775: 9.571506132741704e-07
Position 1501: 9.113563666873842e-07
Position 528: 8.629506894713954e-07
Position 1289: 7.078389865832345e-07
Position 681: 6.22063782987237e-07
Position 808: 4.486313381785546e-07
Position 2422: 3.5203260296083714e-07
Position 1009: 2.137761248109163e-07
Position 342: 1.909383618078397e-07
Position 663: 1.636704880046416e-07
Position 1803: 1.0444541308919249e-07
Position 2057: 7.857721037632522e-08
Position 687: 1.772860938448896e-08
Position 1683: 1.6113163661241924e-08
Position 1736: 1.1647894099144886e-08
Position 339: 3.042074418258002e-09
Position 13: 1.1025329229049548e-09
Position 558: 4.754418979074061e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.8814619256119196
Position 1990: 0.4461288594960157
Position 1135: 0.10025021639000585
Position 1109: 0.08328119063733724
Position 1068: 0.05805130658974577
Position 1127: 0.033817550731943646
Position 1041: 0.028184301672184095
Position 945: 0.023860785324250577
Position 608: 0.017204636771756113
Position 1095: 0.016652272940168574
Position 2174: 0.015228242672664335
Position 775: 0.013107086437365337
Position 659: 0.012921008630461386
Position 3627: 0.012499152385744656
Position 741: 0.008325060910686851
Position 1197: 0.007305123771657589
Position 1038: 0.006296330074981332
Position 2473: 0.006040650018035916
Position 2645: 0.005102102267229553
Position 1775: 0.004976344906646063
Position 1139: 0.0040781366647372015
Position 3588: 0.003966222696260197
Position 1004: 0.0036100555693500697
Position 728: 0.0034273276635854786
Position 3224: 0.0033713547460562936
Position 1941: 0.003317895696715575
Position 2557: 0.0030773771747067595
Position 974: 0.003000850479138661
Position 3823: 0.002710099499870956
Position 721: 0.002455335279280751
Position 1201: 0.002409420327030884
Position 1152: 0.002385109582057647
