Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184]
SMsplice 3SS: [ 3495  4030  8019 12509]
top_k =  1000
Partition function (log Z): -8.417888769854862

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.9858891702612546
Position 978: 0.7917200754637052
Position 4114: 0.7708542026659503
Position 9555: 0.5704205639768998
Position 3576: 0.561615162409384
Position 1969: 0.5080736378246556
Position 360: 0.3255817784623837
Position 13031: 0.24005398137150472
Position 7890: 0.21362506698951866
Position 1252: 0.14251239894956363
Position 8879: 0.11727637872206852
Position 9888: 0.10152147006021664
Position 2765: 0.09683128789770065
Position 1537: 0.06634752020626168
Position 4589: 0.06509602495801574
Position 1076: 0.05824703281163892
Position 17071: 0.054759039456703434
Position 11982: 0.03514456382009527
Position 753: 0.03339430331622799
Position 11978: 0.0309213878006008
Position 13751: 0.03036078717693904
Position 12582: 0.026099398105904763
Position 9168: 0.021429685085776615
Position 3664: 0.01994547394608991
Position 8348: 0.012877674269143814
Position 349: 0.012308070147491686
Position 8452: 0.011763021490955122
Position 459: 0.010278542048643022
Position 3627: 0.0092653041253536
Position 13079: 0.008546795651965255
Position 3983: 0.007606294281684401
Position 8865: 0.007593763191030021
Position 10091: 0.006283634010588229
Position 265: 0.004154815219838156
Position 1361: 0.004019645168520041
Position 12807: 0.0040147476669832125
Position 6551: 0.003770063706658835
Position 1580: 0.0035501718340172923
Position 13852: 0.0033950154863964816
Position 5885: 0.002447794899113492
Position 14139: 0.0018196283070937421
Position 7270: 0.001517794720960388
Position 1010: 0.0015135136823822442
Position 9602: 0.0014634534142602695
Position 10524: 0.0010722340923009384
Position 12318: 0.0010636525615651566
Position 6541: 0.0010314554951261121
Position 13772: 0.0010283471141461697
Position 9182: 0.0009018287212729736
Position 694: 0.0007934914167152153
Position 251: 0.0007871518039295082
Position 5474: 0.0007128828233591033
Position 8188: 0.000687951623418692
Position 234: 0.0006261033438939042
Position 420: 0.0005860921279380131
Position 13358: 0.0005681124761600406
Position 10507: 0.0005662937533350154
Position 6986: 0.0005357451801707247
Position 4649: 0.0004980712539617315
Position 10281: 0.00045092560916916826
Position 10132: 0.00042260374006747374
Position 989: 0.0004165505097584617
Position 1180: 0.0003725980242168867
Position 1018: 0.0003707608679817351
Position 9959: 0.0002591347455293248
Position 1506: 0.0002530630775223901
Position 11197: 0.0002415738658371403
Position 13020: 0.00023920126164835045
