Gene = SMKR1
index = 1286
Annotated 5SS: [349]
Annotated 3SS: [9767]
SMsplice 5SS: [349]
SMsplice 3SS: [8952]
top_k =  1000
Partition function (log Z): -13.715294300198096

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.5130944844027673
Position 109: 0.26486209202421857
Position 5534: 0.0994132567641012
Position 5609: 0.07703915113240228
Position 2218: 0.07636757122012174
Position 1335: 0.07178277079979574
Position 1993: 0.07137012052648559
Position 2401: 0.05023987230529463
Position 557: 0.03849054021870929
Position 89: 0.03802896654197487
Position 190: 0.02831362685023063
Position 756: 0.019103026752536667
Position 193: 0.017389620114777442
Position 1627: 0.016060037863643687
Position 2350: 0.015562102601725135
Position 4483: 0.013571919723142315
Position 502: 0.012557258075614535
Position 676: 0.006110692085075232
Position 21: 0.0047513352557419005
Position 2727: 0.004741939998001982
Position 1488: 0.004403549836583666
Position 9473: 0.003752382845845407
Position 765: 0.003395982429972337
Position 2458: 0.0032498494536798857
Position 5208: 0.0025335892434119977
Position 600: 0.0022655224741970643
Position 1184: 0.002252876114347856
Position 564: 0.0018770337689772746
Position 8686: 0.0013689942259050238
Position 9010: 0.0012915447671351776
Position 9153: 0.0011960674026559371
Position 2703: 0.0009904536857847145
Position 369: 0.0009363097638856869
Position 281: 0.0008750571977778195
Position 3279: 0.0007480716041004961
Position 920: 0.0003548609808071412
Position 213: 0.0002939357087200482
Position 886: 0.0002852956498070414
Position 862: 0.00021016441297198329
Position 492: 0.0001841140130321221
Position 535: 0.00018022825326028836
Position 245: 0.0001660374003358135
Position 575: 0.00015177056588662634
Position 27: 0.00013327320863953883
Position 96: 0.00013057099397049772
Position 1476: 0.00010469553885390009
Position 433: 0.00010436037202514293
Position 1629: 9.45847957535505e-05
Position 644: 9.04172958658159e-05
Position 2425: 6.324113970695744e-05
Position 118: 3.658944092916012e-05
Position 2202: 3.099132193658419e-05
Position 635: 2.4866147788328916e-05
Position 708: 2.3555506826778958e-05
Position 1450: 2.2347489094745218e-05
Position 3385: 1.384970784369281e-05
Position 3323: 1.2688617039231172e-05
Position 669: 6.308162944687264e-06
Position 358: 5.4396883531299715e-06
Position 1719: 5.426495936253708e-06
Position 685: 4.926978333206136e-06
Position 1278: 4.778062042202116e-06
Position 452: 4.149715808146648e-06
Position 1291: 3.994786518253589e-06
Position 570: 3.0887119576983188e-06
Position 311: 2.376099824976237e-06
Position 567: 1.882250275299944e-06
Position 624: 1.6993024263005007e-06
Position 1235: 1.4715745073230279e-06
Position 1305: 6.134578665151556e-07
Position 1267: 4.812875924611872e-07
Position 906: 2.5306346853396507e-07
Position 814: 1.9468783249927018e-07
Position 606: 1.6223585147823333e-07
Position 632: 5.5505386663127186e-09
Position 695: 9.750024542010733e-10
Position 408: 5.625193272660135e-10
Position 177: 4.397473212590166e-10
Position 637: 9.750423399462607e-11
Position 466: 5.073358844808723e-11
Position 207: 3.39073073910402e-11
Position 393: 9.060927211675381e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8952: 0.4071778406584649
Position 9356: 0.23520765889879314
Position 5428: 0.16661735768335176
Position 2118: 0.08828018267419802
Position 4405: 0.04724339401017418
Position 1373: 0.04503283257859294
Position 5987: 0.03539585531921794
Position 1952: 0.033353911976265666
Position 3023: 0.03275909342536443
Position 2092: 0.024606991105510942
Position 2285: 0.02415553251094978
Position 2259: 0.023963309216594862
Position 1902: 0.02335376644926913
Position 1267: 0.022440997000465247
Position 1809: 0.021953869929014165
Position 8374: 0.021831624920776442
Position 9767: 0.01765383037314121
Position 7474: 0.015363848566968161
Position 6926: 0.013240795207684406
Position 5510: 0.012859040550363621
Position 6460: 0.012435122455147645
Position 5983: 0.010803550071229505
Position 9991: 0.010735975575986349
Position 5151: 0.009216576413638164
Position 9382: 0.008770142564573214
Position 1154: 0.008293252076746162
Position 5061: 0.007062383933831979
Position 739: 0.005354329474013217
Position 1106: 0.005261202115208216
Position 5640: 0.004571251637379676
Position 1393: 0.0043744432270593865
Position 7799: 0.004370479140398196
Position 4299: 0.004149525712698146
Position 1666: 0.0039094773578245345
Position 854: 0.003886848517276902
Position 2666: 0.0031573613810747074
Position 4425: 0.0030572922308001486
Position 2498: 0.0029917425950330514
Position 3019: 0.002804787426670872
Position 3684: 0.0027293375666047172
Position 4158: 0.002665247905697789
Position 6007: 0.002617924040838025
Position 3044: 0.0022558052752352543
Position 2333: 0.002212196298299707
Position 788: 0.0021610971293345676
Position 4557: 0.0020086077685266325
Position 5866: 0.0018681825154364
Position 6387: 0.001491459774480152
Position 2620: 0.0012361014277195907
Position 3381: 0.0012333301846620833
Position 5759: 0.0011968598918313594
Position 7404: 0.0011093843777523356
Position 7028: 0.00104881693354817
Position 8894: 0.0009196315079340465
Position 2094: 0.000827719183763701
Position 5815: 0.0007689774903803386
Position 6479: 0.0007371437607256088
Position 9087: 0.0007309831549026319
Position 2646: 0.0007297330209050805
Position 1226: 0.0005950989954288984
Position 2098: 0.0005903276370048475
Position 2392: 0.0005516543309050815
Position 2868: 0.0005507624865391252
Position 7912: 0.0005343077554669081
Position 1163: 0.0005178247423565196
Position 803: 0.0004896062661325545
Position 3384: 0.00042722172563776015
Position 2547: 0.00041725053346362324
Position 3625: 0.0004167643676660376
Position 7770: 0.0004004206496584449
Position 4131: 0.0003892272529093711
Position 1210: 0.00038424755000003314
Position 6967: 0.00035758501240882315
Position 3998: 0.0003374661387752073
Position 2643: 0.0003301899055117468
Position 3712: 0.00031778303689376287
Position 1067: 0.00031212626585936303
Position 4366: 0.00029514084796783543
Position 1559: 0.000268329858548506
Position 5111: 0.0002628375361327786
Position 3238: 0.0002485144512430576
Position 6587: 0.0002479666702266567
Position 1904: 0.00024720442064502104
Position 4282: 0.00024318993216114284
Position 4581: 0.00024122722671955817
Position 6281: 0.00023625161333753174
Position 4855: 0.00023163402938278796
Position 3213: 0.00022646447534256975
Position 2261: 0.00021979694762017332
Position 4482: 0.00021072063336756628
Position 3184: 0.0002025268810751696
Position 2145: 0.00020073685174053747
Position 2910: 0.00019548059306585992
Position 1284: 0.0001793531919665884
Position 2566: 0.00017805128183815823
Position 556: 0.00017074261800011393
