Gene = TIFAB
index = 1400
Annotated 5SS: [191]
Annotated 3SS: [2449]
SMsplice 5SS: [ 191 5954]
SMsplice 3SS: [5868 7887]
top_k =  1000
Partition function (log Z): -5.711312054774082

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9981686918360838
Position 5954: 0.8799142167808426
Position 6736: 0.18158449614115066
Position 4288: 0.16039177099687096
Position 436: 0.15181738980605494
Position 6277: 0.1026453965299891
Position 1782: 0.062189414135986235
Position 3645: 0.05993481109565725
Position 7514: 0.058166222852026196
Position 5687: 0.05041013581149008
Position 7742: 0.04089590830083846
Position 2487: 0.03068442414061026
Position 5382: 0.02865232129668513
Position 4872: 0.02536927102374706
Position 2735: 0.025056766864049444
Position 2047: 0.02254836268442139
Position 2367: 0.010485946618602273
Position 1436: 0.008530742404210003
Position 1441: 0.008150492117939338
Position 1978: 0.007656388201335418
Position 6995: 0.005379535132566162
Position 1534: 0.004634057943140341
Position 2242: 0.003221277689251627
Position 6052: 0.0026241141620142153
Position 3626: 0.002383079196190772
Position 3252: 0.002361219616023754
Position 4313: 0.0023328561347686744
Position 423: 0.0015855126397379918
Position 68: 0.001543746598034961
Position 1620: 0.0014907972126231013
Position 661: 0.0011983442504414203
Position 7494: 0.0011015630325484694
Position 3142: 0.0009871492170778077
Position 2711: 0.0009083455744571808
Position 8067: 0.0007621834955420591
Position 3948: 0.0006761888144885533
Position 6563: 0.0005855052478083156
Position 6504: 0.0005805364825835568
Position 1810: 0.0005683899138747417
Position 5407: 0.0005504669133147256
Position 4917: 0.00043335172446924843
Position 6032: 0.0003653662858205783
Position 7312: 0.00027690098764366136
Position 1450: 0.00011268646946291578
Position 883: 9.728655602869264e-05
Position 241: 8.955239762270916e-05
Position 1635: 7.539202108205628e-05
Position 6122: 7.195480833680326e-05
Position 2265: 5.758750167555925e-05
Position 2375: 4.7842693938626614e-05
Position 6329: 4.127264811217144e-05
Position 487: 3.620281166226799e-05
Position 1207: 3.195029843039515e-05
Position 1705: 3.1309303025703625e-05
Position 2341: 2.7428247189245342e-05
Position 455: 2.334585523638234e-05
Position 1951: 2.14552824528419e-05
Position 1099: 1.9225233732351405e-05
Position 413: 1.8956032896973268e-05
Position 2232: 1.5391255504952457e-05
Position 1498: 1.5284236829769993e-05
Position 1825: 1.4758289995800402e-05
Position 587: 1.4753412882195302e-05
Position 1801: 1.4235246512974696e-05
Position 2080: 1.1004123326586505e-05
Position 961: 9.713896798342623e-06
Position 1194: 7.1302086790803984e-06
Position 175: 6.9183118008301684e-06
Position 1052: 6.4624060361707276e-06
Position 2062: 4.992515964093438e-06
Position 1851: 4.421334238464325e-06
Position 498: 4.109855215459235e-06
Position 955: 3.896075197416845e-06
Position 957: 3.5830863774861847e-06
Position 2335: 3.525227243513254e-06
Position 1209: 2.764711879774547e-06
Position 875: 2.7363039599595016e-06
Position 2748: 2.408435054166689e-06
Position 1211: 2.196354250257443e-06
Position 2799: 2.0258176995891488e-06
Position 2707: 1.9497964939756945e-06
Position 195: 1.1673679818255304e-06
Position 685: 1.1614629797049953e-06
Position 1281: 1.0575138524495383e-06
Position 762: 1.0291856842030458e-06
Position 1871: 8.733885936128018e-07
Position 2715: 8.417833027772104e-07
Position 1740: 8.013086924793555e-07
Position 6955: 4.5845318522054905e-07
Position 7768: 4.279530263263493e-07
Position 973: 1.942448013838454e-07
Position 529: 1.4812935789577605e-07
Position 1648: 9.400079930458302e-08
Position 400: 8.950404974883023e-08
Position 517: 6.634261490511422e-08
Position 1123: 2.757620955126399e-08
Position 775: 2.5102995829046803e-08
Position 72: 1.1494494801581393e-08
Position 319: 6.221217077008776e-10
Position 881: 1.460617331349714e-10
Position 493: 1.3314358440939833e-10
Position 329: 1.0564383597299979e-10
Position 1560: 8.321285534234298e-11
Position 1184: 6.642747237848701e-11
Position 507: 5.6749167158733454e-11
Position 82: 4.0597358057718047e-11
Position 335: 3.106320761888998e-11
Position 640: 2.9218267184358104e-11
Position 283: 2.7943187411881442e-11
Position 692: 2.6161586098992233e-11
Position 727: 1.8951408601305784e-11
Position 378: 1.557414991008674e-11
Position 555: 1.4506157810811143e-11
Position 627: 5.108050652393278e-12
Position 285: 4.634419768428262e-13
Position 571: 4.8074946075303024e-14
Position 301: 1.144809286053786e-14
Position 381: 3.3743254923032895e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5868: 0.864939539434403
Position 7887: 0.36352003433957253
Position 6503: 0.23749883057539461
Position 4200: 0.11507871716479742
Position 6538: 0.1070100707839728
Position 344: 0.10214937911940346
Position 7664: 0.09671758555265948
Position 6173: 0.07736828669597738
Position 7247: 0.07198881843223237
Position 1694: 0.05809914889827193
Position 309: 0.05275829581142124
Position 5562: 0.04224560829163256
Position 7017: 0.04183903183870094
Position 7719: 0.041661858858740644
Position 2449: 0.03944515637606971
Position 7402: 0.039244412144956976
Position 5814: 0.03818110100333222
Position 6216: 0.03585804911235283
Position 3565: 0.03454452724335859
Position 4220: 0.033204211591470766
Position 1951: 0.02277724281050345
Position 7644: 0.022281316206980258
Position 7994: 0.021458063500460107
Position 6806: 0.021322283178872626
Position 7362: 0.02011988180797764
Position 8111: 0.018492896780963268
Position 7959: 0.0172074400725382
Position 5501: 0.013897819524178285
Position 4750: 0.01189301796831547
Position 1231: 0.011759853675081627
Position 4651: 0.011508014690740908
Position 4169: 0.010956499635739896
Position 6229: 0.010735174443215305
Position 7195: 0.010718244435095057
Position 7805: 0.010315017529706842
Position 5320: 0.010303342167690764
Position 5306: 0.010163699795962641
Position 7667: 0.009853178418616677
Position 3344: 0.009688656870739634
Position 2585: 0.009376105614347085
Position 5254: 0.008194154361452717
Position 3478: 0.008117808251973125
Position 2986: 0.006896773197785949
Position 1764: 0.006541413986357652
Position 7977: 0.005977198921143366
Position 3548: 0.00593233178743504
Position 2111: 0.005817037583600866
Position 7929: 0.005559076621641968
Position 4105: 0.00552273062559396
Position 3597: 0.005260556959322096
Position 7478: 0.0050063320216196675
Position 7416: 0.004823022682208288
Position 2114: 0.00464088775355623
Position 322: 0.0044929685722005334
Position 6614: 0.0042888642656544905
Position 1511: 0.004263079063133214
Position 1351: 0.003173949714153922
Position 8148: 0.0029101885601406172
Position 1291: 0.002799356481631848
Position 7103: 0.0027305110740717237
Position 2005: 0.0027022354659814785
Position 2549: 0.002630802010681366
Position 5834: 0.0025762868088625135
Position 1718: 0.002149936231313001
Position 2416: 0.00209507229320593
Position 4277: 0.002000766036962758
Position 2606: 0.001905165445052035
Position 8017: 0.0018736226056983584
Position 5251: 0.00185532846199788
Position 2307: 0.0017817531090140496
Position 1271: 0.0017652695975429412
Position 4721: 0.0017316608630892167
Position 4459: 0.001686958732379261
Position 6758: 0.0014862094698806416
Position 2194: 0.0014005141359679514
Position 4440: 0.0013726858109801069
Position 6143: 0.0013574225394827055
Position 1849: 0.001356930115225764
Position 5717: 0.0012926808225748087
Position 2687: 0.0012899551571928108
Position 6480: 0.001225978835705907
Position 2263: 0.0012037297854520126
Position 7604: 0.0011965165654111835
Position 1878: 0.0010919452205308765
Position 2008: 0.001088553106792009
Position 7555: 0.000982432429016667
Position 7946: 0.0008488465854816211
Position 2390: 0.0008373505575473705
Position 4254: 0.0008294449019173299
Position 6108: 0.0008026488134144305
Position 7209: 0.0007823441394209614
Position 6556: 0.0007749190066524135
Position 7862: 0.0007624025333968422
Position 2784: 0.0007162896951834338
Position 7908: 0.000699100712696722
Position 2600: 0.0006975382357989774
Position 2350: 0.0006720849862476208
Position 6913: 0.0006596703408905919
Position 5694: 0.0006368720908651694
Position 8037: 0.0006273856214319681
Position 6061: 0.0005979831753933952
Position 3382: 0.000594774392226918
Position 5473: 0.0005913722146561006
Position 6263: 0.0005843898994996213
Position 6639: 0.0005826271164533264
Position 2875: 0.0005489346212646167
Position 3532: 0.000517950627485318
Position 6112: 0.0005116844308371164
Position 989: 0.00048547045675018455
Position 6003: 0.0004362901413505421
Position 6898: 0.00040049419021741803
Position 6620: 0.0004003977479486591
Position 2940: 0.0003910361353776974
Position 3387: 0.0003895559554567211
Position 1334: 0.00037869928837101384
Position 4443: 0.00036607987260564784
Position 485: 0.0003631045242706996
Position 6400: 0.00033152478400699087
Position 7353: 0.0003166002195434347
Position 6591: 0.0003056734248306237
Position 6740: 0.00030399990432694926
Position 2333: 0.0002727512595175796
Position 2221: 0.000268748829362548
Position 6879: 0.00025840218906774445
Position 1657: 0.000255586127960594
Position 2145: 0.00025164655326939987
Position 2642: 0.00024815745210217985
Position 2066: 0.00024238926418443992
Position 3444: 0.00024012960756891828
Position 5700: 0.00023658185057062064
Position 1929: 0.00023400169625411335
Position 1158: 0.00022560010148857458
Position 6086: 0.0002249142452239625
Position 5936: 0.0002179485570843373
Position 5991: 0.00021156474507141537
Position 4675: 0.00020553297835541073
Position 6052: 0.0002045255360024676
Position 7249: 0.00019841777326178373
Position 1704: 0.00019506928860536714
Position 3883: 0.00018140844055457056
Position 4091: 0.0001631661341321523
Position 649: 0.0001411542542878323
Position 1397: 0.00012555451071062052
Position 400: 0.0001227249048420852
Position 583: 0.00011748900433343648
Position 1607: 0.00011552318954241793
Position 1858: 0.0001127024455080667
Position 1797: 0.00011133213694977446
Position 2770: 0.00010749011357339058
Position 1738: 9.722782912750821e-05
Position 2117: 7.672308702388071e-05
Position 4337: 6.955380753251295e-05
Position 2468: 6.777577876721802e-05
Position 4491: 6.638844527302569e-05
Position 1043: 5.9899148922053675e-05
Position 2997: 5.74239702737692e-05
Position 5093: 4.9703029455494686e-05
Position 1082: 4.5213146897689944e-05
Position 2854: 4.336795037702069e-05
Position 1567: 3.832966224310865e-05
Position 5163: 3.813824033002329e-05
Position 2169: 3.352473153598482e-05
Position 1548: 3.324117882546797e-05
Position 507: 3.285308760773068e-05
Position 827: 3.247363213386654e-05
Position 3520: 3.192430763258068e-05
Position 6689: 3.0313450068569794e-05
Position 1484: 2.7165411497389747e-05
Position 1965: 2.6769432903229323e-05
Position 536: 2.6448176991238375e-05
Position 3461: 2.626586633782775e-05
Position 5612: 2.313098625978789e-05
Position 145: 2.2554128705160978e-05
Position 2792: 2.2533254756106902e-05
Position 1357: 1.910465740840149e-05
Position 660: 1.840175707195492e-05
Position 3929: 1.7833661157534e-05
Position 2747: 1.7115394427159876e-05
Position 1642: 1.5587683691635775e-05
Position 3085: 1.3218045133736573e-05
Position 563: 9.789759847923057e-06
Position 2265: 9.35004408490017e-06
Position 784: 9.257371018772062e-06
Position 1884: 8.384244393954992e-06
Position 1306: 6.882907500110717e-06
Position 1419: 6.837100377239205e-06
Position 4060: 4.4993301154296765e-06
Position 3110: 4.4617522904251925e-06
Position 5594: 4.416014075508717e-06
Position 363: 3.616504820316345e-06
Position 1735: 3.2209631219172678e-06
Position 1323: 3.0696576823090366e-06
Position 1580: 2.9923001189784958e-06
Position 1487: 2.9582165213034966e-06
Position 2173: 2.9084269751382117e-06
Position 2465: 2.7392270711178774e-06
Position 1630: 2.6863266528754244e-06
Position 540: 2.5952283922220393e-06
Position 2400: 2.5052942484496477e-06
Position 1862: 2.329296841009762e-06
Position 1344: 2.306953619579079e-06
Position 869: 2.0318061734657428e-06
Position 154: 1.954976571500937e-06
Position 1516: 1.8891422484005758e-06
Position 432: 1.5111352592385473e-06
Position 1831: 1.4955213932644806e-06
Position 1086: 1.4391510609018525e-06
Position 1051: 1.4208388825906903e-06
Position 752: 1.144786014316833e-06
Position 473: 1.1157452487395057e-06
Position 1595: 1.1103207934527454e-06
Position 1440: 8.412500203014832e-07
Position 608: 8.280285570797781e-07
Position 1142: 7.991552817819383e-07
Position 1318: 7.748046620984659e-07
Position 2356: 7.747483715902696e-07
Position 374: 7.444524509676188e-07
Position 147: 6.644126236425536e-07
Position 1310: 5.436877845517233e-07
Position 1480: 5.424592990882281e-07
Position 1382: 4.95688704994245e-07
Position 1449: 4.6697830194519787e-07
Position 1528: 4.309627770705601e-07
Position 549: 4.0888948565177554e-07
Position 2658: 3.96237478195066e-07
Position 1644: 3.957534228181882e-07
Position 417: 3.3152741680254477e-07
Position 603: 2.7612258544305696e-07
Position 833: 2.6954316368107087e-07
Position 1098: 2.2535665843242356e-07
Position 805: 2.1593373270265305e-07
Position 2031: 1.8384260157260737e-07
Position 1520: 1.3204191661126733e-07
Position 160: 1.1939853401661646e-07
Position 529: 7.875561341819047e-08
Position 1020: 7.218732431950265e-08
Position 1967: 6.994256023570703e-08
Position 1971: 6.887469395082675e-08
Position 1388: 6.543696779520473e-08
Position 1361: 6.137095025536409e-08
Position 1491: 5.52313584264785e-08
Position 881: 5.296260472696618e-08
Position 283: 5.025512930532448e-08
Position 801: 4.1414956180732263e-08
Position 685: 3.133207901927299e-08
Position 1009: 2.3000325357030418e-08
Position 996: 1.754426941368676e-08
Position 1095: 1.1421679190526133e-08
Position 1026: 5.381897772231588e-09
Position 1058: 5.1188741518522086e-09
Position 1166: 5.0273106268294665e-09
Position 434: 3.3129508024938896e-09
Position 795: 3.249378299042183e-09
Position 1365: 3.1281110684469732e-09
Position 1089: 2.608123141835529e-09
Position 268: 2.25080128141362e-09
Position 1123: 1.9588479432432768e-09
Position 256: 1.885142188383396e-09
Position 166: 1.4751578955460318e-09
Position 899: 1.1545793522422792e-09
Position 689: 1.1464894319036995e-09
Position 190: 4.034109251054209e-11
Position 429: 3.433703904118409e-11
Position 253: 3.001503514304764e-11
Position 406: 2.937312151712553e-11
Position 230: 3.708895489542558e-12
Position 808: 1.9375401101118834e-12
Position 703: 1.4076170328368934e-12
Position 168: 5.867983531947111e-13
Position 517: 3.669707479833728e-13
Position 849: 3.6070732948195345e-13
Position 449: 3.480670526315452e-13
Position 436: 2.1257943537017698e-13
Position 234: 1.682118632981799e-13
Position 172: 1.248972436530129e-13
Position 195: 2.471032960357073e-14
Position 227: 1.656048535700423e-14
Position 440: 1.1914504402672438e-14
Position 201: 8.345219206046499e-15
Position 205: 8.061890768088456e-15
Position 207: 2.729332958272451e-16
