Gene = NUDCD2
index = 970
Annotated 5SS: [ 279 2579 3212]
Annotated 3SS: [2529 3059 6089]
SMsplice 5SS: [ 279 2579 2968 3212]
SMsplice 3SS: [2529 2668 3059 6089]
top_k =  1000
Partition function (log Z): -5.471198986369156

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9809182445897076
Position 279: 0.8569852471435833
Position 2579: 0.7790143517572884
Position 2968: 0.6390566781360747
Position 3922: 0.10344020563065995
Position 2453: 0.09654929769505052
Position 2445: 0.09627489784931288
Position 10468: 0.08337335452771119
Position 2585: 0.07990585348693281
Position 1387: 0.07445293260001104
Position 2457: 0.05575079898831092
Position 6371: 0.04340239597092657
Position 411: 0.0361081332159716
Position 189: 0.027346709150776076
Position 255: 0.02710166024874599
Position 61: 0.024388352100562467
Position 3426: 0.022706471511631725
Position 646: 0.01975326599288871
Position 6801: 0.01895365212967013
Position 449: 0.018875854785705016
Position 6142: 0.01767563448399557
Position 6288: 0.016588831764156018
Position 2709: 0.013520478918958434
Position 814: 0.013326678336417801
Position 3234: 0.012084951326837554
Position 1146: 0.010542390721239546
Position 2746: 0.008690533893944799
Position 2933: 0.00786799881096468
Position 635: 0.007092643187987764
Position 9230: 0.006978910785583358
Position 5234: 0.006244027869396593
Position 422: 0.005103209691375372
Position 1065: 0.004805144000498892
Position 123: 0.004327457326411511
Position 1689: 0.00398525297309389
Position 4139: 0.003680107067158232
Position 2841: 0.0032497834156176284
Position 3704: 0.0024763532237898436
Position 5723: 0.0013937353697566174
Position 742: 0.0012552084289859777
Position 3228: 0.0012449302593531713
Position 1927: 0.0012356807362276841
Position 6827: 0.0011564437559471764
Position 940: 0.0010905269434848958
Position 2927: 0.0009915556465522834
Position 6270: 0.0009055853471677758
Position 1750: 0.0009026378254634698
Position 2427: 0.0008988190344082736
Position 9178: 0.0007744329083471961
Position 2855: 0.0007304035042526727
Position 2416: 0.0006132793890990557
Position 171: 0.0004122184033530714
Position 417: 0.00040525837075432376
Position 128: 0.00038942228648335364
Position 803: 0.00038042733082037264
Position 1110: 0.0003643921321197105
Position 3029: 0.0003524943162162135
Position 251: 0.0002764726034037026
Position 152: 0.0002748460022672547
Position 4099: 0.00026900882371407747
Position 4060: 0.0002554064057512325
Position 2974: 0.00024681961943786744
Position 656: 0.0002455973968267588
Position 221: 0.00019400670203407113
Position 4036: 0.00018166760473713043
Position 42: 0.00017002752224587437
Position 4130: 0.00015533850965231263
Position 1441: 0.0001329606188437867
Position 2334: 0.00012978157989321947
Position 8888: 0.00012026640328873223
Position 5097: 0.00011198577130490626
Position 5418: 0.00011012462944839379
Position 2727: 9.618980016165846e-05
Position 301: 9.043127360977591e-05
Position 2650: 8.235275195366459e-05
Position 1331: 7.915380274638829e-05
Position 1866: 7.771605189329326e-05
Position 2260: 7.455673081039863e-05
Position 1120: 7.358048872040632e-05
Position 183: 7.30442427276957e-05
Position 1655: 7.009555573586805e-05
Position 1209: 6.971815198458461e-05
Position 3676: 5.4374504252363285e-05
Position 1784: 4.686389691484664e-05
Position 1391: 4.351485251616769e-05
Position 916: 4.294840126048621e-05
Position 4116: 3.7652470381095665e-05
Position 306: 3.5804928396447134e-05
Position 3240: 3.5760029707890624e-05
Position 2820: 3.353914259420571e-05
Position 1340: 3.169476484696958e-05
Position 1591: 2.8599895759946705e-05
Position 556: 2.7854344342496792e-05
Position 2750: 2.6141921751076114e-05
Position 1401: 2.4044186840870496e-05
Position 4548: 2.3612107212318583e-05
Position 3035: 2.0766567603504146e-05
Position 3632: 1.9461098194620667e-05
Position 3448: 1.751044449440571e-05
Position 3456: 1.1923322423451303e-05
Position 4498: 8.751824409178966e-06
Position 5424: 8.28448714195805e-06
Position 3161: 6.965122584096365e-06
Position 4197: 6.7046094601908155e-06
Position 120: 6.248346135903582e-06
Position 115: 4.318980025407999e-06
Position 3365: 4.148528494190692e-06
Position 92: 2.636129199341873e-06
Position 243: 2.5887547916946264e-06
Position 140: 1.9481829961271074e-06
Position 351: 1.8132145867055903e-06
Position 3216: 1.3707143666705997e-06
Position 28: 1.0928056226298279e-06
Position 456: 8.304518903186796e-07
Position 101: 6.552564632774154e-07
Position 3074: 6.16712731692219e-07
Position 356: 5.346558894764178e-07
Position 3419: 5.200923383674251e-07
Position 173: 3.0145353060402797e-07
Position 806: 2.4703942058565783e-07
Position 831: 1.6517389056510377e-07
Position 17: 1.310740592308512e-07
Position 3337: 1.0682963745281548e-07
Position 149: 7.941260562725537e-08
Position 3680: 5.8661743730265955e-08
Position 335: 4.6167662826455544e-08
Position 358: 2.9018045318175314e-08
Position 373: 2.4701742668690626e-08
Position 486: 1.8396312106531603e-08
Position 299: 9.894490660805084e-09
Position 3636: 5.925137717151837e-09
Position 2719: 1.838653877299252e-11
Position 618: 1.1074425397754364e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3059: 0.8819772643668232
Position 2529: 0.7841744619558875
Position 2649: 0.33087483084368663
Position 2668: 0.3109623719615193
Position 6089: 0.2744233974917692
Position 11959: 0.12753534881872397
Position 2334: 0.1150327251357996
Position 3986: 0.08222808559150584
Position 10362: 0.07809577810179194
Position 3794: 0.06372985074241146
Position 2310: 0.061083271900343114
Position 3134: 0.06071636186320561
Position 11060: 0.058698845749647295
Position 2506: 0.05693650895807937
Position 11033: 0.0561173316477132
Position 2350: 0.051284182753602865
Position 1313: 0.04932100527136941
Position 9750: 0.04912592276820321
Position 12423: 0.04007063422082075
Position 13202: 0.03877275907799456
Position 3094: 0.03690333143215017
Position 3821: 0.0337279037505467
Position 11987: 0.029867878909971734
Position 9051: 0.027895863267506274
Position 7152: 0.020534693878446243
Position 3611: 0.018988311085482774
Position 2290: 0.017876234999243974
Position 1199: 0.017135396533627754
Position 6692: 0.01662287370588087
Position 9335: 0.016603054564737357
Position 12501: 0.016472865814420992
Position 2877: 0.016268879219344005
Position 10707: 0.015337601568701772
Position 5130: 0.014976779685990522
Position 383: 0.014365202653219724
Position 8423: 0.014116223786305861
Position 3323: 0.013594901848788102
Position 11788: 0.011847781863996924
Position 2554: 0.011795524577807007
Position 6109: 0.011273466179951145
Position 8684: 0.011031460729705353
Position 10341: 0.010813770084184927
Position 3061: 0.010166757918896397
Position 10572: 0.009623878799044732
Position 7033: 0.00958987179583845
Position 536: 0.00949130519140615
Position 3734: 0.008971147436047438
Position 491: 0.008533740744351278
Position 3326: 0.008289055804474397
Position 9402: 0.008134905220322461
Position 2257: 0.00798505253399454
Position 2218: 0.007877882287383316
Position 2780: 0.007822759872426342
Position 11292: 0.007569871486163739
Position 7629: 0.00726018838044833
Position 6561: 0.007258043085982367
Position 13136: 0.006139301710869207
Position 4203: 0.0054548789268637045
Position 1560: 0.005385666072608959
Position 13161: 0.0051153029640496365
Position 10942: 0.005085915608345236
Position 3948: 0.0048234376326792335
Position 1002: 0.00468385592649001
Position 4409: 0.004548900945996071
Position 443: 0.004338895061916155
Position 8537: 0.0034996216029440207
Position 9430: 0.0034815233762473044
Position 2881: 0.003430355791679441
Position 320: 0.003277637725782314
Position 6054: 0.003213287963010454
Position 7444: 0.003173553915186419
Position 3703: 0.003026551974868703
Position 593: 0.0028150854882267903
Position 1059: 0.002764801696163552
Position 3066: 0.0026829414967388457
Position 12752: 0.0026114093212991065
Position 12369: 0.0026047380532498283
Position 4781: 0.0025937573082765427
Position 4838: 0.002385536133883261
Position 9405: 0.0023749019138574095
Position 3306: 0.0023585111542305595
Position 896: 0.002346500586377187
Position 4102: 0.0023390035837689608
Position 5082: 0.0022081635721241935
Position 5533: 0.0021446942749196694
Position 9498: 0.0021165980271065396
Position 915: 0.002090335889788995
Position 448: 0.002010196395532386
Position 8384: 0.0019613387980808713
Position 4891: 0.0018583911013766853
Position 8089: 0.0018144882026395405
Position 9433: 0.0017779670931127077
Position 6987: 0.0017054921039693885
Position 6208: 0.0016360572324627713
Position 1292: 0.00161826191964255
Position 149: 0.0015006826546158712
Position 8972: 0.001475028796368114
Position 4239: 0.001458855826514361
Position 3387: 0.0014574639294006003
Position 6205: 0.001417477108407036
Position 11991: 0.0014106323417934833
Position 2391: 0.001383465270128335
Position 1357: 0.0013607024016525713
Position 7626: 0.0013196038012176473
Position 5333: 0.0011798017970431347
Position 158: 0.0011610453621746539
Position 7473: 0.001077834000297332
Position 11270: 0.0010549132176878022
Position 7401: 0.001040870447877752
Position 8114: 0.0010314313012532849
Position 5252: 0.0009448726006136785
Position 7768: 0.0009285965860067998
Position 2234: 0.0008318927981331724
Position 188: 0.0007955360804292894
Position 183: 0.0007736335582140684
Position 212: 0.0007551656502669733
Position 7828: 0.0007373064223511897
Position 967: 0.0006942961323511918
Position 2360: 0.0006804652577212452
Position 9906: 0.0006465365170014203
Position 330: 0.0006265632824507681
Position 6335: 0.000587981332183519
Position 4743: 0.0005570991147104209
Position 939: 0.000551767903820876
Position 4358: 0.0005465091727640765
Position 3149: 0.0005451824971164322
Position 5336: 0.0005006019666448899
Position 3483: 0.0004646049788013945
Position 10053: 0.00044464209934661766
Position 3825: 0.0004268587431590756
Position 9833: 0.0004203912189525892
Position 6401: 0.00039939922337108545
Position 8662: 0.0003844887926723038
Position 8253: 0.00034984153531450284
Position 7202: 0.00034387071110601026
Position 1227: 0.0003258196848534047
Position 1838: 0.00031308095275895905
Position 3100: 0.0002998776201182542
Position 1588: 0.00029982475065516804
Position 8033: 0.0002942268029353919
Position 765: 0.00028796183589962696
Position 306: 0.0002819793603678611
Position 8446: 0.0002727182600125767
Position 8657: 0.00027165314805163465
Position 2719: 0.00027047938173004364
Position 1174: 0.000269067395451724
Position 8887: 0.00026752968357160754
Position 198: 0.0002671733885334152
Position 4622: 0.0002528799677157582
Position 4542: 0.0002503140281550484
Position 3348: 0.00024189931778306094
Position 2791: 0.0002375626335721979
Position 5028: 0.0002150542516733864
Position 565: 0.00020986660081621895
Position 233: 0.0002091021965286444
Position 504: 0.00020068926580688268
Position 7238: 0.00018936327578275743
Position 3962: 0.0001882058713356577
Position 1331: 0.00018290982906808277
