Gene = ATOX1
index = 110
Annotated 5SS: [  130 13987 20829 26254]
Annotated 3SS: [13752 20752 26082 29572]
SMsplice 5SS: [  130 13578 13987 20829 26254]
SMsplice 3SS: [13472 13752 20752 26082 29572]
top_k =  1000
Partition function (log Z): -8.716150408645834

Sorted 5' Splice Sites (High to Low Probability):
Position 13987: 0.8887352544877242
Position 130: 0.8553505695929092
Position 20829: 0.841427341040848
Position 13578: 0.8165502042114702
Position 26254: 0.46828370972782885
Position 26258: 0.3651295208855651
Position 16941: 0.32576607037784056
Position 6843: 0.22228345213164644
Position 20833: 0.15253886595341157
Position 27773: 0.14805840052272312
Position 834: 0.14328751907022153
Position 27201: 0.1105459322124165
Position 24268: 0.09171515734508655
Position 18992: 0.07434459961611586
Position 6353: 0.07078154070883286
Position 4335: 0.059765612344555186
Position 22377: 0.055212913452561206
Position 12142: 0.05359719763748831
Position 14607: 0.045060299622259596
Position 18718: 0.04350414240834987
Position 10716: 0.03815428169061637
Position 25992: 0.030443022312682103
Position 1589: 0.03042849438486683
Position 15005: 0.030335681662640872
Position 1743: 0.025193195291207705
Position 19806: 0.023875363134970393
Position 956: 0.01532093009304626
Position 24599: 0.013537751221319148
Position 15164: 0.013349573070036628
Position 91: 0.011658614178282047
Position 21683: 0.010603649691423576
Position 20452: 0.01041932871684462
Position 26118: 0.010155681827794624
Position 21111: 0.009997125110984051
Position 26458: 0.00794561811064093
Position 335: 0.006842776121734884
Position 27600: 0.0061282453988037375
Position 2147: 0.005836104894057614
Position 6368: 0.005154835201865142
Position 639: 0.004157996362613813
Position 27838: 0.004075352075174748
Position 29323: 0.003762993739079804
Position 28784: 0.003601439487796158
Position 21918: 0.002990587008253909
Position 29027: 0.002804510419969911
Position 5459: 0.002364334857667227
Position 759: 0.0020314971961253197
Position 21494: 0.002026996330487736
Position 21354: 0.0019171833269051016
Position 26834: 0.0018983413052411314
Position 1219: 0.0018974637530758242
Position 4515: 0.0018809738522013843
Position 5056: 0.0017814088204223806
Position 27327: 0.001609146895991051
Position 26184: 0.0015096211102964326
Position 2323: 0.001397347410663651
Position 22120: 0.001387242673730855
Position 28630: 0.0011238482225968086
Position 5439: 0.0010421944585620503
Position 21567: 0.0009962785790416358
Position 22193: 0.0008711624302324195
Position 10869: 0.0008022474139222989
Position 28183: 0.0007489769307117798
Position 3178: 0.0007167048454132254
Position 28348: 0.0006840304174476589
Position 2224: 0.0006607539573549336
Position 1414: 0.000607088870575043
Position 6224: 0.0005623654711990336
Position 691: 0.0003357754651960809
Position 22654: 0.00029301082131839455
Position 6906: 0.0002835611453252524
Position 368: 0.00016462415658867162
Position 862: 0.00014952225686246952
Position 6863: 0.00013804788983633504
Position 1392: 0.0001357088602054988
Position 1503: 0.00012092521671590337
Position 817: 0.00011606240114262998
Position 1506: 9.639857853729718e-05
Position 155: 9.327113818871384e-05
Position 1071: 4.73198483447454e-05
Position 1126: 4.5958583586837834e-05
Position 339: 2.7829228165871397e-05
Position 1242: 2.4509686776570213e-05
Position 779: 2.3441013817086287e-05
Position 980: 1.9422225276639338e-05
Position 548: 1.8831474594457192e-05
Position 1123: 1.7501585436387818e-05
Position 374: 1.5889260393071854e-05
Position 380: 1.559651590175527e-05
Position 1179: 1.432876764858804e-05
Position 56: 1.1529574716727331e-05
Position 1197: 1.1394070663918264e-05
Position 875: 5.809453765764942e-06
Position 1289: 4.719687710922106e-06
Position 1174: 4.364697753056299e-06
Position 571: 4.008459329684022e-06
Position 439: 3.138523210081809e-06
Position 1247: 2.448787358439898e-06
Position 967: 1.5556749480358134e-06
Position 1567: 1.4769702691249296e-06
Position 599: 1.4486655111486834e-06
Position 1256: 1.4064548381261184e-06
Position 943: 1.3113699828795378e-06
Position 877: 8.113265754357964e-07
Position 628: 3.776379714324449e-07
Position 841: 3.6575149785151977e-07
Position 1223: 3.569625864656233e-07
Position 492: 2.360241028020678e-07
Position 457: 1.8264372387187916e-07
Position 143: 1.3313005598747897e-07
Position 1134: 1.2903037349640534e-07
