Gene = COX7C
index = 402
Annotated 5SS: [ 227 1593]
Annotated 3SS: [1448 2763]
SMsplice 5SS: [ 227  569 1593]
SMsplice 3SS: [ 484 1448 2763]
top_k =  1000
Partition function (log Z): -3.648800200546048

Sorted 5' Splice Sites (High to Low Probability):
Position 569: 0.6503163140902083
Position 1593: 0.5638551002511988
Position 227: 0.5471530398998081
Position 150: 0.3660679511457708
Position 1975: 0.2433986793049494
Position 1539: 0.2242245516176962
Position 2449: 0.12383583358474806
Position 522: 0.05548683744802601
Position 1802: 0.03316565026805044
Position 191: 0.031419510641517906
Position 518: 0.028589059490931608
Position 604: 0.019011028622017048
Position 1596: 0.014776064824896316
Position 195: 0.012247454486819851
Position 235: 0.01012859403764789
Position 2929: 0.008930418313351162
Position 548: 0.008132488851728873
Position 88: 0.008021658230019001
Position 809: 0.005253797582788196
Position 2384: 0.004582970527292103
Position 2894: 0.004544422642967326
Position 175: 0.004079432254920549
Position 763: 0.0036465782916510203
Position 67: 0.003564201571869117
Position 1177: 0.00276482615768386
Position 1139: 0.0025631380017938177
Position 427: 0.002482401679206983
Position 93: 0.0023712783861738313
Position 770: 0.0023437145146634007
Position 862: 0.0021863588722510975
Position 379: 0.002137147992553865
Position 1282: 0.0019051807186286891
Position 638: 0.0018686036538127007
Position 664: 0.0016333774895094383
Position 82: 0.0014953927891488477
Position 2330: 0.0014795724865675078
Position 1536: 0.001213870218832157
Position 645: 0.0011775472082515032
Position 2207: 0.001167877125840988
Position 945: 0.0010460418527542341
Position 1705: 0.0010180450918409471
Position 1842: 0.0007879129844953839
Position 1350: 0.000563968015295986
Position 687: 0.0003824775888242438
Position 1475: 0.000340178191359972
Position 2596: 0.00031494508595632454
Position 2662: 0.00030491610326238954
Position 2785: 0.0002856026839450207
Position 1478: 0.0002855814151105628
Position 2624: 0.00027707138712103384
Position 2464: 0.0002490454511622778
Position 1857: 0.00022612951748991424
Position 1020: 0.00022059500364505238
Position 526: 0.00021750523562952937
Position 2376: 0.00019800146218020207
Position 1687: 0.00019450261308824962
Position 675: 0.0001637926322545082
Position 918: 0.0001403722612894932
Position 1263: 0.00012290607295661803
Position 2858: 0.00010222745064825752
Position 530: 9.759063595417672e-05
Position 1238: 9.505475933233745e-05
Position 2646: 9.384710274923058e-05
Position 2837: 8.261654968423695e-05
Position 1127: 7.430051882530003e-05
Position 1498: 6.628160965108822e-05
Position 231: 6.383957744410117e-05
Position 1496: 5.5697639796674846e-05
Position 689: 5.064035424714312e-05
Position 1008: 4.8971756605770294e-05
Position 1502: 4.5990274205275136e-05
Position 1639: 4.587866786353361e-05
Position 2511: 4.271561567299301e-05
Position 2236: 3.247002526154701e-05
Position 1917: 2.704915515755532e-05
Position 939: 2.3807295557491974e-05
Position 2602: 2.259319176797736e-05
Position 1616: 1.776402612876816e-05
Position 1105: 1.5903577125934397e-05
Position 1740: 1.504899941904605e-05
Position 1882: 1.3779000193311235e-05
Position 1570: 1.3776633129066743e-05
Position 713: 1.3466741500633572e-05
Position 404: 1.3110723973716499e-05
Position 1682: 1.1984413329299283e-05
Position 2134: 1.0553789412585875e-05
Position 1600: 9.553964578812011e-06
Position 1887: 8.505897802833024e-06
Position 1014: 6.4449387025834845e-06
Position 154: 6.279823640123686e-06
Position 2841: 5.51087303522146e-06
Position 1373: 5.096717975462283e-06
Position 44: 4.297692206619879e-06
Position 188: 3.160979106324649e-06
Position 314: 2.669041642311321e-06
Position 800: 2.398368413329466e-06
Position 524: 1.4399890746326868e-06
Position 275: 1.3629831232315697e-06
Position 3: 8.913379327391508e-07
Position 233: 2.781284291178903e-07
Position 309: 5.167815681107252e-08
Position 110: 5.1026417516695146e-09
Position 252: 4.949856400255685e-09
Position 70: 1.4220602143945772e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.8761734528575849
Position 2763: 0.8745872701671044
Position 484: 0.7661758757870185
Position 1834: 0.1442546718788064
Position 2276: 0.12164638665171504
Position 1801: 0.0688288029748659
Position 2081: 0.0342135397962351
Position 3009: 0.024211885038768123
Position 1661: 0.016931284308887556
Position 1690: 0.00992392325547285
Position 1400: 0.008017501204015834
Position 1464: 0.0057277624364494555
Position 1397: 0.005667379796733737
Position 2280: 0.004505274914492324
Position 1877: 0.003931895931649129
Position 1955: 0.003698219960345409
Position 1138: 0.0030222028614411076
Position 686: 0.0029747025890441516
Position 1774: 0.0027171425377456697
Position 1909: 0.0024936239402244594
Position 135: 0.0024614408140718486
Position 1838: 0.0023951107283922113
Position 964: 0.0021306941758358604
Position 2888: 0.001973438034079354
Position 2960: 0.0017317208695156324
Position 1592: 0.0015008307923141063
Position 294: 0.0014242708648055358
Position 1715: 0.0013754819747808754
Position 488: 0.0013318687887956633
Position 1938: 0.001202248352030529
Position 2168: 0.0011396111612912425
Position 2231: 0.000990534571771855
Position 808: 0.0009550697548346117
Position 2153: 0.0009529341634359562
Position 2085: 0.0008931446445343729
Position 1013: 0.0007121353503453067
Position 1266: 0.0005846513660322279
Position 713: 0.0005438234740309176
Position 2103: 0.0005241118323221973
Position 1737: 0.0004927512519654276
Position 2429: 0.0003798323703535491
Position 1625: 0.0003230191196307148
Position 710: 0.0003020676019473691
Position 1871: 0.0002964109887413542
Position 1177: 0.00027725133043270876
Position 426: 0.00027668481868133575
Position 664: 0.0002679796988471217
Position 521: 0.0002668380162310291
Position 2134: 0.00025504271667799167
Position 3043: 0.000248275260792782
Position 1974: 0.00024525594165644287
Position 2186: 0.0002247491122281112
Position 837: 0.0002137364865848031
Position 198: 0.00019581448748068756
Position 1622: 0.00019343031991664046
Position 1642: 0.00018178859110219755
Position 1942: 0.0001810657525841451
Position 1539: 0.0001804913558942996
Position 2616: 0.00016679028814879188
Position 2373: 0.00016564260254930808
Position 3014: 0.0001494478448382648
Position 454: 0.00014055661707600942
Position 2295: 0.0001264090397930268
Position 1049: 0.00010439870809047972
Position 568: 9.75351004065761e-05
Position 2595: 9.733570347746793e-05
Position 1231: 9.40345584321713e-05
Position 1007: 8.666880188778083e-05
Position 1488: 7.858914695186316e-05
Position 367: 7.501160771375287e-05
Position 2025: 6.644096616858299e-05
Position 1150: 6.415690281156987e-05
Position 2832: 5.714498954455977e-05
Position 2940: 5.6637320542412613e-05
Position 1925: 5.414578544322694e-05
Position 1639: 4.7056337019138906e-05
Position 2334: 4.3895415024327594e-05
Position 615: 4.334707679462596e-05
Position 1364: 4.2952577214272274e-05
Position 1281: 4.1167462032773864e-05
Position 843: 3.132233856571538e-05
Position 2499: 3.0303416328767574e-05
Position 2680: 2.7017468484105055e-05
Position 2484: 2.4829932314759617e-05
Position 541: 1.9585699618004015e-05
Position 669: 1.9022233620478975e-05
Position 373: 1.761718280710042e-05
Position 1207: 1.7144469851036608e-05
Position 875: 1.644995520898807e-05
Position 866: 1.5803339437822154e-05
Position 918: 1.577422269982596e-05
Position 327: 1.530604385879132e-05
Position 547: 1.4995558955408354e-05
Position 2771: 1.4525012014592736e-05
Position 400: 1.4377998348608403e-05
Position 416: 9.96172793544036e-06
Position 407: 9.610170267771185e-06
Position 985: 9.079303960320735e-06
Position 1181: 8.917477981109021e-06
Position 320: 8.055352698120684e-06
Position 738: 7.574714799275594e-06
Position 163: 6.77004902816135e-06
Position 861: 5.909955609710264e-06
Position 338: 5.456547807234082e-06
Position 1704: 3.4200248735255634e-06
Position 137: 3.3935029719924495e-06
Position 1020: 2.9789327470150093e-06
Position 981: 2.8071194732938277e-06
Position 430: 2.000877195837691e-06
Position 727: 1.6767856221202665e-06
Position 147: 1.0198174635628363e-06
Position 1475: 9.637443709477574e-07
Position 226: 7.964953641706159e-07
Position 165: 6.603610010479105e-07
Position 144: 5.700786968523091e-07
Position 1543: 5.673552060553161e-07
Position 1732: 5.396582135716608e-07
Position 201: 4.0248127329206347e-07
Position 231: 3.1971627476063494e-07
Position 1576: 2.516105354840284e-07
Position 1566: 2.1407179645149618e-07
Position 261: 1.924674253423614e-07
Position 350: 9.5072852379647e-08
Position 1410: 8.728660108073491e-08
Position 508: 3.940640477449643e-08
Position 744: 3.534020635252171e-08
Position 331: 3.316181356132964e-08
Position 379: 2.9368065217834943e-08
Position 344: 2.9265268704497304e-08
Position 629: 2.8921938745908687e-08
Position 214: 2.8131929497180938e-08
Position 239: 1.5455857683895345e-08
Position 495: 1.1033498415808864e-08
Position 174: 8.75484154585729e-09
Position 355: 7.33723819261175e-09
Position 66: 7.140382131737699e-09
Position 387: 4.585713692872163e-09
Position 383: 3.9352387610858474e-09
Position 752: 3.5344959589787574e-09
Position 439: 2.865080869926221e-09
Position 81: 2.1546179683036275e-09
Position 638: 8.932107716230063e-10
Position 211: 2.420216673269095e-10
Position 92: 4.6058133926619175e-11
Position 595: 1.6900449953506465e-11
