Gene = ZBED8
index = 1588
Annotated 5SS: [459]
Annotated 3SS: [4557]
SMsplice 5SS: [459]
SMsplice 3SS: [1566]
top_k =  1000
Partition function (log Z): -12.033673134312906

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.47371499756045354
Position 1353: 0.3475419776388916
Position 1118: 0.3030210717371371
Position 789: 0.15849556988457184
Position 512: 0.10874247866420461
Position 1104: 0.10849555295113443
Position 388: 0.05182021897636725
Position 2656: 0.030220392995426146
Position 82: 0.027337456336565626
Position 463: 0.02700971816929296
Position 397: 0.02137379766897236
Position 454: 0.013884537411333019
Position 2982: 0.006108562458872941
Position 133: 0.005483802915522548
Position 1766: 0.005183969385462527
Position 615: 0.0036970633660790564
Position 163: 0.0021182022784814697
Position 1158: 0.0017520885490225437
Position 6018: 0.0017276782631863
Position 1722: 0.0015764051735795718
Position 375: 0.0013188922270283227
Position 502: 0.001297642849505358
Position 3335: 0.0012394202639340723
Position 4695: 0.001230407530092804
Position 203: 0.001065666922202555
Position 1327: 0.0008516136561567317
Position 3253: 0.0008363963664948912
Position 4693: 0.000779964275559379
Position 353: 0.0007495691358975473
Position 704: 0.0006746890147178939
Position 3151: 0.0006185758077381247
Position 621: 0.0005948953102109366
Position 608: 0.0005121486477884584
Position 718: 0.0004735277028420141
Position 1322: 0.0004445029937723094
Position 6388: 0.000285896105658718
Position 1100: 0.00028555819670890426
Position 1172: 0.0002826043258048091
Position 3213: 0.0002717101420380709
Position 1410: 0.00020672576637037376
Position 1015: 0.00020163873785528335
Position 1502: 0.00016676854453356963
Position 1023: 0.00015419418602457337
Position 1108: 0.00011773361635341134
Position 1450: 9.70318799518259e-05
Position 2469: 9.423060854957408e-05
Position 242: 6.699322235407869e-05
Position 939: 4.82053751372303e-05
Position 2118: 4.632344037876936e-05
Position 736: 4.172440010935829e-05
Position 554: 4.1470881881018055e-05
Position 153: 3.9416041152220144e-05
Position 795: 3.7262943062536364e-05
Position 85: 3.3097078676618895e-05
Position 1122: 3.289641506251301e-05
Position 300: 3.283027430358687e-05
Position 1168: 3.027373167421054e-05
Position 986: 2.990127892314434e-05
Position 697: 2.8852540173384373e-05
Position 1110: 2.276686791568921e-05
Position 1013: 1.4606793295334955e-05
Position 689: 1.0790816514254269e-05
Position 1094: 7.564652622190963e-06
Position 539: 7.4566185923869064e-06
Position 571: 5.79078249454598e-06
Position 823: 4.971827956440294e-06
Position 21: 4.4066340921413045e-06
Position 411: 3.161786588974298e-06
Position 1048: 2.1099583107782817e-06
Position 793: 1.5286795417519498e-06
Position 516: 9.154195022470647e-07
Position 711: 4.979794877255619e-07
Position 1285: 2.951910240315625e-07
Position 1313: 6.804215056362846e-08
Position 1357: 5.149382417422697e-08
Position 2252: 2.9723512551384324e-08
Position 468: 2.7053841779504328e-08
Position 1670: 2.465441161307971e-08
Position 1066: 2.6649629697999497e-09
Position 738: 2.790634580230202e-10
Position 784: 2.0327149582064555e-10
Position 675: 4.526134299410314e-11
Position 330: 6.9133877322803415e-12
Position 365: 5.159012404822612e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.61211839292807
Position 1278: 0.34576268684125766
Position 884: 0.2553597406299897
Position 642: 0.07512104490859031
Position 4557: 0.05173720183777813
Position 2737: 0.03921874565963619
Position 3404: 0.03909244635034348
Position 2581: 0.03806277569899749
Position 5354: 0.020766913263515426
Position 3250: 0.016840473206225105
Position 5900: 0.01629432995692639
Position 1039: 0.01520344468879357
Position 1008: 0.015139501595105097
Position 2382: 0.012931968175755993
Position 2401: 0.011228206452137325
Position 3052: 0.010960808988064296
Position 2599: 0.010081842660494509
Position 5915: 0.009173521427005997
Position 986: 0.008752670491330402
Position 1562: 0.008673040418021177
Position 5542: 0.008097461315663128
Position 6903: 0.005897233970147457
Position 5939: 0.005829533795092059
Position 4615: 0.005811998289730735
Position 675: 0.005121585059149104
Position 5835: 0.004706593447006288
Position 2642: 0.004402777029511598
Position 2883: 0.003461940940626007
Position 6069: 0.003224086376536935
Position 5239: 0.003190775305127684
Position 2361: 0.003092029171822301
Position 2539: 0.003028815632504768
Position 4132: 0.0027058590815704454
Position 4383: 0.0025540554649074254
Position 897: 0.002511171644695893
Position 955: 0.0024115807337081294
Position 321: 0.002404878131152828
Position 2912: 0.0023259362555021245
Position 1526: 0.0021693859449012348
Position 4512: 0.0021406560379800695
Position 5052: 0.0021209188081538414
Position 1545: 0.001755525177692823
Position 2753: 0.0015613806009143786
Position 1843: 0.001409079848443898
Position 1638: 0.0014077924083770405
Position 717: 0.0014042179320367721
Position 2702: 0.0011924541753782615
Position 324: 0.0011018707751223695
Position 1187: 0.0008697514616626724
Position 6108: 0.0008666323416416071
Position 5741: 0.000855571804267738
Position 4152: 0.0008339508118942515
Position 2227: 0.0008271244153297062
Position 3127: 0.000764325207362567
Position 6173: 0.0007525222704544529
Position 2282: 0.0006611759965701369
Position 5513: 0.0006355302440230227
Position 3105: 0.0005644771624092773
Position 4764: 0.0005515882817184463
Position 1307: 0.00052818034712006
Position 458: 0.00048056193157242647
Position 1460: 0.00046578356705358973
Position 1765: 0.0004158938838184259
Position 921: 0.0004023917279178599
Position 483: 0.0004013121657616542
Position 1711: 0.00034552940533911293
Position 2019: 0.00033164995703785505
