Gene = EPDR1
index = 499
Annotated 5SS: [  648 28488]
Annotated 3SS: [28278 29638]
SMsplice 5SS: [  648   891  2701 28488 29542 29832]
SMsplice 3SS: [  751  2608 28278 29436 29638 30797]
top_k =  1000
Partition function (log Z): -16.098326023999835

Sorted 5' Splice Sites (High to Low Probability):
Position 648: 0.8418955056828767
Position 891: 0.7461419348192148
Position 2701: 0.6877792885054193
Position 5580: 0.6236019929032661
Position 3885: 0.5957129264664625
Position 4336: 0.5442781366831813
Position 3105: 0.28383940329782503
Position 3195: 0.2206531765981994
Position 5112: 0.1253177686012465
Position 2441: 0.08545936378944977
Position 4324: 0.07213992718799622
Position 654: 0.06725582380340005
Position 1380: 0.06231477373718905
Position 946: 0.053415586544462955
Position 1635: 0.0348117187757678
Position 2356: 0.031158681185634703
Position 1129: 0.027130630117810115
Position 3495: 0.021321717661692132
Position 3755: 0.009687904410718375
Position 3396: 0.004871599674234693
Position 4776: 0.004716980349785984
Position 284: 0.003955319038735144
Position 5221: 0.003844766651596877
Position 4813: 0.0033881359483315396
Position 2428: 0.0031631841833219057
Position 676: 0.002203843020434675
Position 4250: 0.00213134552505008
Position 73: 0.0016601399261227526
Position 2821: 0.0014474728578540573
Position 2380: 0.001392158258977154
Position 484: 0.0013624665108452649
Position 2426: 0.0010655005326668616
Position 610: 0.0008776963593353532
Position 3958: 0.0007931812009887166
Position 459: 0.0006583901066975622
Position 11090: 0.0005759391304840462
Position 2221: 0.0005257589406458115
Position 1878: 0.0005030225753761284
Position 2663: 0.0004524185881650641
Position 3900: 0.00042713677148488737
Position 2730: 0.0004247820023642833
Position 2235: 0.0003661128569490086
Position 604: 0.0003253129672788083
Position 6246: 0.0003046395579463468
Position 2281: 0.0002979125341583184
Position 1742: 0.0002917058986502992
Position 535: 0.0002817723337797045
Position 2712: 0.00026671793641444726
Position 261: 0.00026249108441155224
Position 5729: 0.0002475453377351614
Position 2128: 0.0002463702063129849
Position 2476: 0.00019326833060604657
Position 422: 0.0001729367625904074
Position 3768: 0.0001201554618498254
Position 210: 7.856259890489025e-05
Position 6256: 6.915313402475475e-05
Position 2137: 2.458114835845419e-05
Position 808: 2.0993263436840993e-05
Position 789: 2.0176045097901577e-05
Position 551: 1.861274379213091e-05
Position 1898: 8.43867599360369e-06
Position 187: 7.848360692939976e-06
Position 4528: 7.420627385042899e-06
Position 708: 7.39950578415367e-06
Position 1357: 7.358320351368717e-06
Position 728: 6.232453029998827e-06
Position 1139: 6.051985964063571e-06
Position 468: 4.739125476245641e-06
Position 866: 3.921690542991251e-06
Position 1198: 2.3264975980848406e-06
Position 406: 2.0151365757198626e-06
Position 3889: 1.463980969529932e-06
Position 519: 1.017062864764939e-06
Position 1395: 9.059363089178857e-07
Position 1073: 6.902225266057358e-07
Position 972: 5.87055996687186e-07
Position 884: 5.364698418385379e-07
Position 540: 5.327368134857254e-07
Position 80: 4.57730123016166e-07
Position 1401: 3.710938392899266e-07
Position 63: 2.583722655029511e-07
Position 931: 2.260547902905952e-07
Position 131: 1.7387945512979396e-07
Position 1012: 5.4149193577161013e-08
Position 37: 1.8795797138870466e-08
Position 105: 1.582715028091452e-08
Position 118: 1.4839500615040389e-08
Position 1213: 7.720127105708178e-09
Position 501: 6.147306621203764e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 23368: 0.914489744425747
Position 2608: 0.5970363181034364
Position 751: 0.5961092244190004
Position 3810: 0.3835558486503562
Position 5398: 0.32436971348056853
Position 4060: 0.24751034923457582
Position 5351: 0.19801751316614885
Position 2948: 0.18386720690896144
Position 2982: 0.16269371173330197
Position 4249: 0.15846136957036053
Position 3696: 0.14597978887480942
Position 768: 0.1290192084927132
Position 4115: 0.102701577319087
Position 5014: 0.07189611243455876
Position 2920: 0.06316795553566118
Position 4963: 0.06022534602566342
Position 2269: 0.058382894713421195
Position 3013: 0.05524757234048537
Position 2379: 0.052518967276371877
Position 5415: 0.052502938085617595
Position 1232: 0.049502045410896645
Position 3976: 0.04476013326594855
Position 5220: 0.041072558581697165
Position 3872: 0.040295167341108426
Position 4217: 0.02914778883973773
Position 1525: 0.02771502780942352
Position 3104: 0.023742813079250868
Position 2510: 0.02253249642195685
Position 3359: 0.022356289525670377
Position 2576: 0.021420362315969367
Position 3599: 0.02012927352401953
Position 1042: 0.017959911890991755
Position 2330: 0.014912935982275985
Position 11162: 0.012999233811047615
Position 5277: 0.012004296600370178
Position 12143: 0.01190010543974592
Position 4259: 0.011758468528803925
Position 2560: 0.01105957966963493
Position 2622: 0.010555881793643897
Position 12269: 0.010140041095119337
Position 4203: 0.00961144402156313
Position 3812: 0.009562236584890672
Position 4644: 0.008006152062280702
Position 2995: 0.007303175025293624
Position 4075: 0.007274024282340266
Position 2216: 0.006874298496833428
Position 1328: 0.006697402491631528
Position 3775: 0.00624968271701247
Position 2034: 0.005448427132498431
Position 12116: 0.004413070945746792
Position 4237: 0.0042945513317782505
Position 8789: 0.00415505803037194
Position 7900: 0.004024128011524345
Position 12579: 0.0036497865193201085
Position 2388: 0.0033776573270304076
Position 3314: 0.0033689867368065867
Position 6400: 0.0032292604700174554
Position 3138: 0.0030071167273568425
Position 6480: 0.0026284819180771076
Position 1107: 0.0025109982031222824
Position 2495: 0.002308343571196696
Position 10651: 0.0022705875878994575
Position 3024: 0.002098307607818036
Position 1483: 0.0020689509852809228
Position 10029: 0.0018757899626514996
Position 7267: 0.0017889229712305323
Position 1591: 0.0016697818185775635
Position 2587: 0.0015989300349729182
Position 11050: 0.001582860784496885
Position 2890: 0.0015549762108567357
Position 5675: 0.0015084053509950208
Position 976: 0.00130875159471497
Position 2306: 0.001300610679341712
Position 6103: 0.0012916941509421582
Position 2180: 0.001266607178324862
Position 1213: 0.0012167481194085366
Position 507: 0.0010501765399457956
Position 6127: 0.0010476967555180193
Position 10507: 0.0010327317452635098
Position 1546: 0.0010053022954156585
Position 2992: 0.0009938475014855386
Position 4289: 0.0009707093115181863
Position 1357: 0.0009277354290826134
Position 803: 0.0009016436249029141
Position 6519: 0.0008993780242535426
