Gene = NAA35
index = 905
Annotated 5SS: [  128  1138 15248 17441 18722 21035 33888 34012 35590 36301 37236 55432
 62499 66319 68786 71999 72752 75530 76420 77250 77676 79824]
Annotated 3SS: [ 1008 15213 17325 18646 20866 33820 33967 35538 36216 37120 55252 62438
 66211 68718 71899 72572 75392 76351 77108 77552 79742 80754]
SMsplice 5SS: [  128  1138 17441 18722 21035 33888 34012 35690 36301 37236 37664 49271
 55041 55432 60981 66319 68278 68786 71999 72752 75530 75790 76420 77250
 77676 79824 80593]
SMsplice 3SS: [ 1008 17325 18646 20866 33820 33967 35538 36216 37078 37520 49158 54967
 55252 60879 66211 68085 68718 71899 72572 75392 75646 76351 77108 77552
 79742 80516 80754]
top_k =  1000
Partition function (log Z): 17.041147965834217

Sorted 5' Splice Sites (High to Low Probability):
Position 55432: 1.0000000000000004
Position 60981: 0.9999999999999991
Position 17441: 0.9978558172331201
Position 21035: 0.9941715518510741
Position 66319: 0.9717081768408056
Position 76420: 0.9713987010749161
Position 68786: 0.958539912424791
Position 36301: 0.9573566348704292
Position 37236: 0.9534157741611388
Position 33888: 0.9336993555661612
Position 71999: 0.9267418620513584
Position 1138: 0.9175783091550341
Position 77676: 0.8466176444395596
Position 34012: 0.8319705609529525
Position 35690: 0.8223888893867118
Position 72752: 0.8223048720508267
Position 18722: 0.8031616126369765
Position 75790: 0.7788503186137625
Position 37664: 0.7526800056874748
Position 79824: 0.6947798083502592
Position 77250: 0.658973249818578
Position 68278: 0.6492459497005532
Position 75530: 0.640383155418728
Position 80593: 0.587036204504418
Position 36091: 0.49310403693522814
Position 39009: 0.39407676845766465
Position 128: 0.2878348504934056
Position 36115: 0.22868125593995625
Position 729: 0.2255296785158059
Position 260: 0.2249664366495934
Position 124: 0.21343570413496496
Position 73724: 0.20671179642581325
Position 68301: 0.1934229570138872
Position 77192: 0.17074680657615765
Position 79269: 0.1683233996980375
Position 1515: 0.16740549495164322
Position 36935: 0.14867684708601436
Position 76801: 0.1447600072797799
Position 35965: 0.14205521115929648
Position 8794: 0.13075627273493798
Position 75605: 0.12783818911906708
Position 75657: 0.11112526230222423
Position 2972: 0.10518395308593691
Position 34723: 0.10490714831234543
Position 34651: 0.10294897018411293
Position 1232: 0.0941092884281989
Position 77986: 0.08602730718908787
Position 35610: 0.08548670660750597
Position 71427: 0.08515624853632402
Position 77180: 0.08423379644255075
Position 34059: 0.07372347082747127
Position 20133: 0.06430585413471777
Position 66547: 0.05723575001736126
Position 6375: 0.05298407718574995
Position 36101: 0.051909465454948914
Position 71242: 0.049253094638812646
Position 35590: 0.046576621967253026
Position 75497: 0.045732946432075254
Position 76703: 0.04413054659872564
Position 93: 0.04100606405064037
Position 41858: 0.0394173440561994
Position 6533: 0.03911980140225613
Position 40833: 0.03892917399250622
Position 34714: 0.036650599590099205
Position 34329: 0.03402858426461769
Position 72649: 0.03289535359208959
Position 19674: 0.031994161645363416
Position 38749: 0.030490890399098546
Position 73267: 0.030176893817559638
Position 34045: 0.03004473455914032
Position 3768: 0.028947252681914944
Position 77817: 0.028792005626127392
Position 74573: 0.028021047817420392
Position 790: 0.027487208726878196
Position 10326: 0.027231275371385418
Position 36427: 0.024593350653847736
Position 3523: 0.023856134598212293
Position 72782: 0.0220297111678707
Position 75503: 0.020891813750176978
Position 72382: 0.020203677489371033
Position 74764: 0.01964400725562002
Position 73650: 0.01887961092530758
Position 25529: 0.018639525999836332
Position 34108: 0.018572116949675907
Position 74498: 0.018531950492287896
Position 80317: 0.01835047779708373
Position 77011: 0.017052684866461196
Position 80319: 0.016900320939561397
Position 74652: 0.016081572453647733
Position 737: 0.014898090443256271
Position 616: 0.014304715583796023
Position 35858: 0.01423875129709594
Position 73139: 0.012799219936068999
Position 19713: 0.012026830443593478
Position 74774: 0.011069177194282862
Position 38638: 0.010033806000556006
Position 73880: 0.009990445310814399
Position 80923: 0.00998894388463093
