Gene = HNRNPCL2
index = 660
Annotated 5SS: [62]
Annotated 3SS: [272]
SMsplice 5SS: [62]
SMsplice 3SS: [272]
top_k =  1000
Partition function (log Z): -6.55669195602587

Sorted 5' Splice Sites (High to Low Probability):
Position 62: 0.9704802722160218
Position 570: 0.0188990677582009
Position 79: 0.014456454465865987
Position 123: 0.011675402622687618
Position 503: 0.004634807518946682
Position 375: 0.0038899421613872213
Position 29: 0.002623287992508984
Position 765: 0.0017390688298351588
Position 740: 0.0005287695833750998
Position 493: 0.0002409344673516841
Position 362: 0.0002312606548708569
Position 95: 0.00012253718644343045
Position 348: 9.857327223591332e-05
Position 105: 7.06043871086041e-05
Position 129: 2.9272595774004058e-05
Position 1090: 1.8791405793064902e-05
Position 822: 1.783504515313898e-05
Position 550: 1.2882795896447958e-05
Position 113: 1.1470877324400863e-05
Position 507: 1.1008436553426828e-05
Position 1096: 1.0552873665140692e-05
Position 66: 8.961054608392648e-06
Position 688: 6.380044080011706e-06
Position 161: 3.968559105503593e-06
Position 595: 2.5096202004964164e-06
Position 505: 2.128802641997977e-06
Position 1159: 9.447329161919518e-07
Position 721: 6.396310486720267e-07
Position 535: 4.706687038210803e-07
Position 317: 1.818289567625596e-08
Position 295: 1.4633279683586137e-08
Position 229: 1.3565889303607843e-08
Position 466: 1.0366295503126417e-08
Position 532: 6.68398155051349e-09
Position 243: 4.387074865981301e-09
Position 827: 3.069550252080067e-09
Position 616: 1.4762112106673772e-09
Position 841: 1.3782343350830006e-09
Position 6: 9.57128460771133e-10
Position 280: 6.60324657362766e-10
Position 652: 5.590080343885442e-10
Position 249: 4.790920315844263e-10
Position 246: 3.836812048429684e-10
Position 417: 2.2054503992206065e-10
Position 226: 2.0506826128594162e-10
Position 694: 1.3231123980522858e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9739668165283304
Position 712: 0.02082461693474267
Position 874: 0.011731591465933998
Position 287: 0.006164061632555104
Position 658: 0.004551531505379721
Position 739: 0.0023643270712769486
Position 655: 0.0016352005450977478
Position 757: 0.0012722830579237532
Position 365: 0.0009754525970049005
Position 603: 0.000845396086344681
Position 433: 0.0007967083561115504
Position 891: 0.0007066869836477493
Position 1266: 0.00047861992572254127
Position 540: 0.000332483869257972
Position 1008: 0.0003126771114268574
Position 1234: 0.0003092596569697674
Position 477: 0.0002446226333149559
Position 901: 0.00020833500096055198
Position 942: 0.00019937563641253257
Position 461: 0.0001955638835003095
Position 996: 0.0001711012870785632
Position 687: 0.00014855282770256814
Position 630: 0.00010997271525316488
Position 1239: 0.00010940325752598985
Position 1071: 9.547836033110746e-05
Position 342: 8.665321910376447e-05
Position 694: 8.510725510573002e-05
Position 683: 8.014561594632255e-05
Position 966: 7.040835213949247e-05
Position 196: 6.885407701996411e-05
Position 827: 6.354316266906666e-05
Position 1029: 6.220523653678222e-05
Position 714: 5.619358164107033e-05
Position 1077: 4.818175867115161e-05
Position 633: 4.318804713497868e-05
Position 1186: 4.046198258026064e-05
Position 300: 3.6666385878892205e-05
Position 570: 3.231021199168783e-05
Position 1189: 3.1533201407050046e-05
Position 917: 3.066996535781417e-05
Position 1005: 2.5064915775888938e-05
Position 348: 2.3283641490301017e-05
Position 149: 1.808677877647462e-05
Position 1251: 1.7073882840807174e-05
Position 926: 1.636707321531912e-05
Position 762: 1.5298869502206697e-05
Position 730: 1.5240999641053746e-05
Position 1020: 1.488373982366293e-05
Position 975: 1.0137118834515302e-05
Position 835: 8.668209776985097e-06
Position 951: 7.486835711502006e-06
Position 302: 5.384491176453418e-06
Position 1170: 5.366826070065941e-06
Position 1164: 5.299763299455285e-06
Position 555: 4.98125284608713e-06
Position 105: 4.689662711901341e-06
Position 1147: 4.508199831416745e-06
Position 378: 4.370768440879832e-06
Position 375: 4.305095424801718e-06
Position 1343: 4.264407461357429e-06
Position 1143: 4.125421741823433e-06
Position 721: 3.877727761291062e-06
Position 308: 3.2704488498744736e-06
Position 1203: 2.842021720561411e-06
Position 129: 1.9240310157955673e-06
Position 1279: 1.6828397050633718e-06
Position 982: 1.5218024361545311e-06
Position 134: 1.4887704799640675e-06
Position 1336: 1.2666442487773656e-06
Position 1323: 1.0688786094803258e-06
Position 1095: 1.0515673243342691e-06
Position 1291: 6.901699583752419e-07
Position 944: 6.077620983026182e-07
Position 671: 5.714247597842302e-07
Position 352: 5.413861389559267e-07
Position 661: 4.775815089619404e-07
Position 1033: 4.668247273011712e-07
Position 1200: 3.4882014875935543e-07
Position 663: 3.488295596659946e-08
Position 387: 8.929821680718124e-09
Position 109: 2.4276600561871003e-09
Position 118: 1.4728505453250174e-09
Position 381: 1.4555597044529219e-09
Position 314: 6.721429521399897e-10
Position 83: 1.9303448060151128e-12
