Gene = SPDYE5
index = 1309
Annotated 5SS: [ 583 1749 3283 4375 5696 8135 8362]
Annotated 3SS: [1529 3051 4315 5609 7740 8256 9211]
SMsplice 5SS: [ 583 7839 8135 8362]
SMsplice 3SS: [7740 7993 8256 9211]
top_k =  1000
Partition function (log Z): -4.424697800979082

Sorted 5' Splice Sites (High to Low Probability):
Position 583: 0.8990917274431329
Position 7839: 0.8418475642745901
Position 8135: 0.7404824071614955
Position 8362: 0.5162494348069296
Position 4375: 0.4065796912639582
Position 5696: 0.40373561978254535
Position 240: 0.19960585618451582
Position 144: 0.1422810612951517
Position 3283: 0.11421143240874754
Position 327: 0.09826516507249725
Position 8382: 0.08230735901310648
Position 7625: 0.08089642872183826
Position 1749: 0.058023930571439314
Position 7914: 0.03515721708523168
Position 8627: 0.02345868200758083
Position 3156: 0.022371123726279335
Position 448: 0.02196155874287316
Position 9039: 0.02001077480537176
Position 3384: 0.01745908540477725
Position 536: 0.015849848452037248
Position 8759: 0.012704155454083904
Position 8139: 0.012536392515792989
Position 5501: 0.01147990572391456
Position 8793: 0.010508697954145744
Position 3471: 0.009089489828363878
Position 1851: 0.008708832509606882
Position 137: 0.008029764896349371
Position 607: 0.007853125739404101
Position 645: 0.007678972940754061
Position 8572: 0.007342714531934863
Position 1652: 0.006791450511641478
Position 552: 0.006052775428471708
Position 9013: 0.005246937550863203
Position 6391: 0.004839408998339678
Position 302: 0.004504439062592476
Position 8343: 0.004158396465521587
Position 7989: 0.003752807251107008
Position 6088: 0.003567779101787524
Position 9077: 0.002889678795318989
Position 708: 0.0025583444991275814
Position 23: 0.0025238352838162052
Position 6972: 0.0025156296025701675
Position 5479: 0.002340709263268218
Position 7804: 0.0017712999506885529
Position 4380: 0.0014025089168029214
Position 953: 0.001386342271969679
Position 2473: 0.0013708068419205934
Position 8825: 0.0013136591258866709
Position 8163: 0.001099962029048462
Position 4714: 0.0008441752295192049
Position 9064: 0.0007571776922117872
Position 5933: 0.000686711447659853
Position 8070: 0.0005554324167512635
Position 6385: 0.00046099732530583
Position 8935: 0.00038391101999745667
Position 214: 0.0003180902650141694
Position 1939: 0.00031741165462557323
Position 316: 0.00031280487078345795
Position 5703: 0.00017462718320723392
Position 7855: 0.0001717830412145653
Position 922: 8.754760894257712e-05
Position 2201: 8.046517166954747e-05
Position 929: 7.57121086453788e-05
Position 299: 7.54066922838135e-05
Position 207: 7.33918865284639e-05
Position 2628: 7.28638250491846e-05
Position 106: 7.271598799194001e-05
Position 2454: 7.174558550018066e-05
Position 8154: 7.119876887342504e-05
Position 2445: 6.96533351545117e-05
Position 7920: 6.364612598407507e-05
Position 1482: 6.126662597002364e-05
Position 1203: 6.016432749443992e-05
Position 1847: 5.4588441743850476e-05
Position 7930: 4.86822486784634e-05
Position 8178: 4.74617086555154e-05
Position 232: 4.686743001938611e-05
Position 740: 4.4543265094373425e-05
Position 8284: 4.301263346638518e-05
Position 1977: 4.013284831302002e-05
Position 8401: 3.91164674998943e-05
Position 1740: 3.6002189459872506e-05
Position 1668: 2.8954571712037982e-05
Position 443: 2.6546902245243066e-05
Position 8673: 2.4429290171229353e-05
Position 7845: 1.7467792987926545e-05
Position 1080: 1.1626954644058745e-05
Position 569: 1.1197240559046608e-05
Position 555: 1.0235047016123948e-05
Position 63: 1.0101058306854076e-05
Position 111: 8.922761453260488e-06
Position 985: 6.570356395007893e-06
Position 864: 4.43305980811258e-06
Position 1469: 4.239999210249289e-06
Position 763: 3.808588065909819e-06
Position 1103: 3.2733681112144072e-06
Position 1238: 2.7619578602587173e-06
Position 663: 2.182913441372071e-06
Position 1003: 1.8027658457530536e-06
Position 343: 1.6704905433580377e-06
Position 783: 1.6165070702713628e-06
Position 1455: 1.383105739904204e-06
Position 595: 1.1727031378227348e-06
Position 153: 6.270594252773016e-07
Position 408: 3.214126930338402e-07
Position 216: 3.1688912837222406e-07
Position 406: 2.41090238777482e-07
Position 1327: 5.991435939703589e-08
Position 514: 2.1319278090843272e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7740: 0.9573861967619595
Position 8256: 0.8563885580829093
Position 9211: 0.4728662660123961
Position 5609: 0.35307965599786134
Position 7993: 0.23279290551375043
Position 4315: 0.20631466844815455
Position 8749: 0.15805136471073733
Position 403: 0.15786638861938604
Position 367: 0.12171398662828567
Position 3082: 0.11825838795244434
Position 7918: 0.10410092189996616
Position 406: 0.09131247922967706
Position 8005: 0.08984736876877046
Position 4129: 0.08471125050582005
Position 4166: 0.06925492745155039
Position 1560: 0.06332247270874732
Position 8009: 0.05674641128485446
Position 7953: 0.04515108838528014
Position 8316: 0.04497256319710972
Position 8536: 0.03954419331730751
Position 5569: 0.03368719315961997
Position 7930: 0.03152999058608927
Position 7485: 0.02961439318375684
Position 7719: 0.029436102814763023
Position 7528: 0.027884865829045126
Position 7934: 0.02641182123078965
Position 8239: 0.026066656377517275
Position 8954: 0.025092342445311656
Position 8065: 0.021000137170955682
Position 239: 0.019993363117471123
Position 8846: 0.018258497229378962
Position 3051: 0.017485487262559073
Position 7959: 0.017056666159732215
Position 5292: 0.01675096289688388
Position 4033: 0.016477326698553292
Position 3333: 0.016101250170893325
