Gene = PUSL1
index = 1101
Annotated 5SS: [ 154  406  707 1037 1285 2122 2505]
Annotated 3SS: [ 347  518  886 1113 2066 2341 2762]
SMsplice 5SS: [ 133  434  707 1037 1285 2122 2342]
SMsplice 3SS: [ 347  518  886 1138 2000 2220 2762]
top_k =  1000
Partition function (log Z): 9.632732413015443

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9867330118897221
Position 1285: 0.9692600209490272
Position 2122: 0.9518977014114922
Position 707: 0.8922666272798714
Position 434: 0.6201873574255938
Position 133: 0.6083332390457249
Position 2505: 0.531838082327972
Position 2273: 0.34210060304659373
Position 154: 0.33286677325863584
Position 1724: 0.3110327488703245
Position 441: 0.3065485462678966
Position 2342: 0.2833727287305188
Position 2297: 0.20235984529191306
Position 1790: 0.11466317181207727
Position 1556: 0.05381540413487526
Position 406: 0.05085169480273951
Position 1664: 0.03447646566696982
Position 1580: 0.016202722294547382
Position 2402: 0.014736851065188052
Position 1370: 0.014257750425714456
Position 2051: 0.011191257959942231
Position 2833: 0.010219688386581636
Position 186: 0.009806069466812388
Position 2325: 0.009402342414275854
Position 660: 0.007344740005129775
Position 1630: 0.004397642861995519
Position 2482: 0.0040260490887460325
Position 104: 0.004001290934460981
Position 2245: 0.003182070146139368
Position 864: 0.0027601172528989282
Position 158: 0.0027162563177980247
Position 321: 0.0026759002880411315
Position 137: 0.002174622980810421
Position 2491: 0.002095885016887981
Position 257: 0.001957946485547319
Position 248: 0.0018679466407333328
Position 1202: 0.0012715044432578134
Position 552: 0.001110882283506387
Position 999: 0.001077885337374094
Position 1565: 0.0009428609577688783
Position 2864: 0.0008568319893533634
Position 2570: 0.0008088657233656147
Position 124: 0.0007537556226023256
Position 1232: 0.0005040431975000238
Position 81: 0.00045856568252180743
Position 801: 0.0003676396501589671
Position 557: 0.0003428015224510314
Position 1214: 0.0003061953846777313
Position 2607: 0.00028940584751719966
Position 985: 0.00027907156216329615
Position 419: 0.0002220562220172184
Position 1585: 0.000159857011257016
Position 2221: 0.00015669168874985195
Position 2453: 0.0001414969068747858
Position 2301: 0.00013154167363850651
Position 2112: 0.00010725037416788518
Position 1041: 8.776176853526107e-05
Position 2538: 8.211811092731465e-05
Position 2703: 7.615549855409625e-05
Position 2763: 6.186221102177166e-05
Position 2858: 5.8574453822639426e-05
Position 956: 5.153765717247728e-05
Position 475: 4.827261872513655e-05
Position 588: 3.89159247314705e-05
Position 1043: 3.812780440262558e-05
Position 2076: 3.286833961029851e-05
Position 1537: 2.8913544292599936e-05
Position 2545: 2.4505858998092146e-05
Position 2751: 1.6809929372187015e-05
Position 2153: 1.4827586693014148e-05
Position 234: 1.398151150520304e-05
Position 2009: 1.3947273879176122e-05
Position 2923: 1.3585815381243125e-05
Position 13: 8.397796050002046e-06
Position 1265: 6.544979096171141e-06
Position 388: 5.787036395864442e-06
Position 1454: 5.4658114055993825e-06
Position 2794: 5.401983378010725e-06
Position 1322: 5.345030122346057e-06
Position 1001: 5.173920135314288e-06
Position 1186: 4.900073616046814e-06
Position 738: 4.416460289289198e-06
Position 852: 2.6743534893483473e-06
Position 758: 2.5996795758451652e-06
Position 621: 2.1074190851550558e-06
Position 796: 1.9901675374040384e-06
Position 1588: 1.4921342998697888e-06
Position 831: 1.4686155257150734e-06
Position 352: 1.4226697856892607e-06
Position 510: 1.1444776818086812e-06
Position 122: 9.517573544007671e-07
Position 361: 6.779113164212076e-07
Position 1238: 6.746316237700655e-07
Position 1327: 4.892865467468989e-07
Position 1738: 3.640932037953109e-07
Position 2366: 2.4251063760246674e-07
Position 1127: 1.950913088246855e-07
Position 2318: 1.4047375706115637e-07
Position 543: 1.2509660793723558e-07
Position 976: 7.366593057399331e-08
Position 382: 6.461417576655014e-08
Position 1095: 5.071276686700502e-08
Position 1500: 4.132481632202733e-08
Position 1104: 1.4590200149153388e-08
Position 1306: 1.15978387061736e-08
Position 941: 9.49958049018929e-09
Position 888: 2.2487986761629447e-09
Position 466: 1.4888514051499187e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9598098168192131
Position 2220: 0.9362726359472548
Position 518: 0.8573527983057719
Position 1138: 0.7613081035311775
Position 886: 0.709729417119163
Position 2000: 0.6085762011487198
Position 2762: 0.578042315577786
Position 2401: 0.39144755026749206
Position 2785: 0.28709272538072644
Position 936: 0.27035763098182725
Position 1604: 0.22085711537658048
Position 1468: 0.19556102552849902
Position 1113: 0.18740791470705825
Position 1890: 0.14991972554901228
Position 2040: 0.1425757821893983
Position 1629: 0.08849973572941992
Position 2734: 0.0724928038001684
Position 2973: 0.03558070203489076
Position 2341: 0.03425741374744288
Position 2066: 0.03405275319932984
Position 1247: 0.01652348346609751
Position 2482: 0.014687489512191631
Position 1142: 0.012947937830014147
Position 571: 0.012925884484711074
Position 2050: 0.00964476158432219
Position 2946: 0.008663073843618639
Position 2324: 0.00800061628739373
Position 659: 0.007669887640389249
Position 2272: 0.007464004211264706
Position 1702: 0.005913492848482519
Position 1918: 0.0053742307420980495
Position 1715: 0.005267415554210811
Position 913: 0.004901447504937197
Position 2407: 0.004773555134654386
Position 1357: 0.004760689547989465
Position 521: 0.004377394226218616
Position 1616: 0.004359930865380588
Position 2149: 0.003686049042398413
Position 2012: 0.0036038070499952563
Position 1444: 0.0035361876020614342
Position 2923: 0.0035176134501688563
Position 1869: 0.002990405189833996
Position 556: 0.0028157473909411635
Position 1364: 0.0026921955086442336
Position 2744: 0.00263848249154422
Position 1973: 0.002171475034057991
Position 906: 0.0020576880661861796
Position 1176: 0.002042350722139383
Position 2901: 0.0018494536894836091
Position 2446: 0.001804698905992983
Position 2184: 0.001757675171907173
Position 626: 0.001726358264822216
Position 1403: 0.0015479147604831101
Position 1571: 0.0014570160565689756
Position 548: 0.0013438795878779799
Position 1186: 0.0012846894763787185
Position 2426: 0.0012369221365215821
Position 1647: 0.001194979399083101
Position 1757: 0.001163684617477407
Position 2456: 0.001153694194509056
Position 3087: 0.001132819713240931
Position 2486: 0.0010933941219522553
Position 2794: 0.00101859941643476
Position 3068: 0.0009373635776352962
Position 2627: 0.0009091087048704297
Position 1533: 0.0008549090774166958
Position 2545: 0.0008335110356085402
Position 2009: 0.0007821503632253842
Position 1035: 0.0007455488546586227
Position 770: 0.000729535445307351
Position 1720: 0.0006591009175010628
Position 1197: 0.0006274355292084256
Position 2926: 0.0005329238493258347
Position 1544: 0.0005265084475667097
Position 1789: 0.0005211281386105834
Position 2462: 0.0004936911430747261
Position 706: 0.0004674757538551323
Position 1150: 0.000444148490481128
Position 2070: 0.00038798308801121887
Position 1676: 0.0003563818543988356
Position 1825: 0.0003388448456155127
Position 1947: 0.00032150369789702316
Position 1769: 0.0003169205496534591
Position 636: 0.0003146448228874504
Position 1555: 0.00026132849457339967
Position 1451: 0.0002474285856115741
Position 1781: 0.00022753633875959232
Position 286: 0.00018383945360237798
Position 1696: 0.00017619413934204288
Position 868: 0.00017523679502602055
Position 1636: 0.00016549924454396263
Position 2228: 0.00015818231230992153
Position 2635: 0.00015220468804742518
Position 1414: 0.0001474494908852076
Position 813: 0.00013534017008586885
Position 1921: 0.0001305548553372445
Position 393: 0.00012625569932656316
Position 2117: 0.00012260310883762724
Position 305: 0.00012233695387573734
Position 271: 0.00012137827929390879
Position 1951: 0.00011318712230348144
Position 2440: 0.00010760226876916147
Position 1369: 0.00010705987482644506
Position 1845: 0.00010598923814163122
Position 2700: 9.913463098383825e-05
Position 1339: 9.577258819962532e-05
Position 1487: 9.342037211005555e-05
Position 2349: 8.545721523669809e-05
Position 1723: 8.511361605643278e-05
Position 3044: 7.998374163865417e-05
Position 601: 7.801972879320967e-05
