Gene = MEGF9
index = 833
Annotated 5SS: [   713  55097  91855 102075 106730]
Annotated 3SS: [ 54894  91714 101930 106459 108828]
SMsplice 5SS: [   713   1112  10077  16172  17584  36396  55097  69746  91855  97704
 102075 106631]
SMsplice 3SS: [   969  10003  16024  17486  36228  54894  69622  91714  97665 101930
 106459 108828]
top_k =  1000
Partition function (log Z): -55.04177049290667

Sorted 5' Splice Sites (High to Low Probability):
Position 713: 0.9907370756656841
Position 1112: 0.8787989471888227
Position 17584: 0.7835758000675876
Position 10077: 0.7602458072097565
Position 16172: 0.3236794242191253
Position 11503: 0.2229830910943118
Position 7049: 0.13688517619709872
Position 3782: 0.13615004150871526
Position 8810: 0.12100726869428911
Position 15561: 0.08967068965686657
Position 8755: 0.07854851360947945
Position 10097: 0.0765021680481329
Position 16792: 0.06139115067974876
Position 18338: 0.06091708972290064
Position 8802: 0.04841291978308884
Position 262: 0.044552398087697384
Position 15542: 0.02810474754144373
Position 7761: 0.026905500910805756
Position 7896: 0.01994067885193118
Position 8447: 0.018088359004501328
Position 4911: 0.01803362791899441
Position 8773: 0.01492088562834543
Position 17: 0.014694000937467755
Position 8767: 0.012493135226427048
Position 7486: 0.012101791874623633
Position 3035: 0.011233234493200179
Position 4547: 0.009251856440443611
Position 4374: 0.00924701431720457
Position 8690: 0.008748232843485245
Position 10053: 0.008580417860188684
Position 5582: 0.007257167035703713
Position 1699: 0.006144278038824532
Position 3189: 0.006082970494569779
Position 3621: 0.0058685316518607275
Position 7090: 0.005745744286670982
Position 9722: 0.0056053828171407066
Position 2962: 0.0051493504312182725
Position 4400: 0.0049885160188290175
Position 10043: 0.004652982288519514
Position 8417: 0.004322543686641166
Position 4017: 0.002939751851320218
Position 2948: 0.0028132297968830725
Position 4328: 0.002240625280562042
Position 4640: 0.0022227191007752178
Position 1771: 0.0021485222429835733
Position 239: 0.001618061254141344
Position 7168: 0.0015702035528846756
Position 1331: 0.0013897012114277942
Position 10109: 0.0011761001461359315
Position 1204: 0.0010695492827659018
Position 5469: 0.0010564611672991635
Position 8880: 0.001033499404229241
Position 850: 0.0009792320660764243
Position 285: 0.0009365847876006206
Position 7426: 0.0009185914829479986
Position 8: 0.0008455876915210723
Position 4260: 0.0008424630138014521
Position 6215: 0.0008410394397301397
Position 2340: 0.0008090705494432135
Position 823: 0.0007118077069757959
Position 62: 0.00041801180007094
Position 44: 0.0003149395862587532
Position 589: 0.00030001273403123483
Position 601: 0.0002017522824694553
Position 773: 0.00017953142642281692
Position 1021: 0.00016512071374672656
Position 717: 8.604308641476758e-05
Position 26: 6.202401048655622e-05
Position 904: 6.189574628316027e-05
Position 2779: 5.8265071930356106e-05
Position 2598: 5.650233494703919e-05
Position 859: 5.567263540737323e-05
Position 171: 5.088838944368674e-05
Position 3143: 4.9021383002425745e-05
Position 3535: 3.612206268390491e-05
Position 1313: 3.135390598578787e-05
Position 1165: 2.993134726974364e-05
Position 32: 2.9125797897577738e-05
Position 2971: 2.066710971150498e-05
Position 890: 2.0529756872690142e-05
Position 798: 1.6215749416724708e-05
Position 1193: 1.405887163632948e-05
Position 174: 1.3639255443226712e-05
Position 2083: 1.2154441333452486e-05
Position 1178: 1.0448589795330424e-05
Position 4304: 7.284388692238056e-06
Position 3099: 7.254449883370564e-06
Position 1562: 7.049875964939786e-06
Position 2050: 6.960544478737426e-06
Position 2173: 6.685991052380029e-06
Position 232: 5.656332790507262e-06
Position 1098: 4.96626386114789e-06
Position 4387: 4.796193114949033e-06
Position 1184: 3.5782180021971014e-06
Position 2563: 3.448434618757886e-06
Position 370: 2.9446518346553857e-06
Position 2594: 2.833219060474095e-06
Position 2624: 2.5304178015096195e-06
Position 2565: 2.4649477787420735e-06
Position 1016: 2.15235047656978e-06
Position 270: 1.9646209843817756e-06
Position 1180: 1.8795913500360914e-06
Position 405: 1.873213286539319e-06
Position 1207: 1.6768325154929868e-06
Position 2628: 9.995559617618754e-07
Position 3708: 8.723569635370527e-07
Position 2632: 8.427919434252496e-07
Position 897: 5.347070494114524e-07
Position 1410: 3.5422699085158453e-07
Position 2602: 3.188112259472384e-07
Position 2604: 3.109412675325952e-07
Position 1525: 3.0135696353069e-07
Position 2606: 2.692902826434172e-07
Position 2024: 2.66749442292415e-07
Position 4682: 2.5930673675219064e-07
Position 2608: 2.4916065221955753e-07
Position 205: 2.0873928039934214e-07
Position 1602: 2.0434495446576723e-07
Position 1137: 1.97737577425368e-07
Position 1317: 1.728561133284076e-07
Position 2610: 1.406312676831668e-07
Position 2612: 1.2471330937135348e-07
Position 2614: 1.22393210681435e-07
Position 1048: 7.378246546647503e-08
Position 1145: 4.178717662417252e-08
Position 911: 4.1335061281882283e-08
Position 1234: 3.0011623131287685e-08
Position 1078: 1.4374603752207446e-08
Position 1061: 1.4245356693795739e-08
Position 1278: 9.842290964240919e-09
Position 929: 2.3552618043620192e-09
Position 1231: 2.1058691594067257e-11
Position 802: 5.002772529938765e-13
Position 664: 4.114321354973982e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10003: 0.8756219422569916
Position 17486: 0.8557080795107568
Position 969: 0.8230028984775177
