Gene = TRNT1
index = 1490
Annotated 5SS: [   75  2273 10538 13733 17795 19708 20788]
Annotated 3SS: [ 2097 10343 13593 17667 19513 20533 20989]
SMsplice 5SS: [   75  2273 10538 13733 17795]
SMsplice 3SS: [ 2097 10343 13593 17667 20533]
top_k =  1000
Partition function (log Z): 0.3095616643727821

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.989659484074201
Position 2273: 0.9891404409720415
Position 17795: 0.8399923515729955
Position 10538: 0.7273009007256884
Position 12795: 0.4573592225721393
Position 20788: 0.3900449521200557
Position 21095: 0.36261361490628463
Position 13733: 0.316372225093503
Position 13663: 0.30316863022960344
Position 1900: 0.2678547467091685
Position 7041: 0.25173197343496817
Position 13759: 0.24604402683664395
Position 10558: 0.24247761539753057
Position 7915: 0.2300711886681529
Position 1103: 0.2135321710340038
Position 21272: 0.20621757911044092
Position 19648: 0.17517891489700965
Position 19708: 0.16585758024510028
Position 19854: 0.13371131335411812
Position 8277: 0.1217155751498464
Position 1927: 0.11089326787076194
Position 632: 0.10071172427520533
Position 18213: 0.0870941918049385
Position 15995: 0.07737182195199953
Position 4452: 0.06694478138553266
Position 2575: 0.06366764162179302
Position 21707: 0.06335931701621814
Position 762: 0.05838746981095776
Position 7994: 0.05138746714859209
Position 1122: 0.04945116939887439
Position 12771: 0.037697532196267466
Position 12938: 0.033473498386185976
Position 11948: 0.03194130942908864
Position 19656: 0.03085764562126443
Position 8009: 0.027069023409022976
Position 374: 0.023175643070845464
Position 16143: 0.023104828968949907
Position 8784: 0.021548363737944547
Position 12136: 0.020873955430060348
Position 13334: 0.02029388252709349
Position 17539: 0.020222880984635393
Position 18197: 0.0199909967775726
Position 6886: 0.01977933748771174
Position 6074: 0.016083300190009628
Position 20822: 0.01600984824931069
Position 3520: 0.015293823457344088
Position 20164: 0.013371492959996352
Position 18240: 0.011087911408322939
Position 4478: 0.010423973246775629
Position 822: 0.00831658026430376
Position 919: 0.008186184207631049
Position 18374: 0.008018157049370384
Position 1030: 0.007647030170255246
Position 10748: 0.007438840686069544
Position 13896: 0.0072561188890785805
Position 5551: 0.007224332784617143
Position 20667: 0.006871009235507219
Position 19866: 0.006706023698005146
Position 17876: 0.005644540582225817
Position 1236: 0.004943333502604255
Position 1110: 0.004387276290593518
Position 19484: 0.004251490876882908
Position 116: 0.0034221938443954204
Position 19376: 0.0032068810443090455
Position 607: 0.002984919374352695
Position 11438: 0.00254335261859198
Position 434: 0.002537257305162828
Position 243: 0.0024366495409722582
Position 20572: 0.002413247578205497
Position 20710: 0.002261968227543183
Position 588: 0.002136114008692604
Position 2395: 0.0020418574642627556
Position 4277: 0.0017299942330419394
Position 20266: 0.0016614807333178027
Position 12985: 0.001487729397303718
Position 770: 0.0011817954352626588
Position 1947: 0.0011213371787443555
Position 19247: 0.0009999814880999579
Position 1282: 0.0009867665163237813
Position 2168: 0.0009513681851927957
Position 1880: 0.0008652242464437682
Position 7074: 0.0008357354509011001
Position 7933: 0.0007863854084639617
Position 8027: 0.0006655120071582666
Position 1500: 0.0006583692525813671
Position 7024: 0.0006477707455506855
Position 15024: 0.0006417013284516033
Position 4107: 0.0005282664726751537
Position 1207: 0.0004598997406211394
Position 19644: 0.0004580072073818706
Position 20351: 0.0003854222842833949
Position 21987: 0.00034943847080312705
Position 13141: 0.00032436851600464955
Position 15198: 0.00030079315324353726
Position 11409: 0.00029542146089444005
Position 14964: 0.0002839415878623044
Position 614: 0.00023794191520610687
Position 533: 0.00021436719416589956
Position 14701: 0.0001677323533490276
Position 1550: 0.00016377942907708015
Position 952: 0.00013868729149257126
Position 2651: 0.00013294277035046155
Position 2025: 0.0001283914275501132
Position 775: 0.00011258598272202323
Position 2482: 0.00010975378007448961
Position 14946: 0.00010452066964763336
Position 449: 9.469183212076217e-05
Position 1244: 9.267821248857159e-05
Position 1150: 9.16163353523877e-05
Position 1468: 8.862486450629738e-05
Position 1316: 5.849604946906257e-05
Position 33: 5.2236662311919385e-05
Position 3003: 4.957566014097858e-05
Position 2838: 4.825237567176969e-05
Position 1904: 4.6808981637349846e-05
Position 1552: 4.525303125038914e-05
Position 2073: 4.1084906411660675e-05
Position 6081: 3.958004848265783e-05
Position 741: 3.204151964142868e-05
Position 3985: 2.237044490427606e-05
Position 3935: 2.1278629356090146e-05
Position 217: 1.3614057380566932e-05
Position 2199: 1.3477826257306167e-05
Position 2331: 1.1700105176321167e-05
Position 2324: 1.1231547247721044e-05
Position 107: 8.064929061310836e-06
Position 2177: 7.162596428857642e-06
Position 2133: 5.667072988081982e-06
Position 545: 5.317852688099836e-06
Position 246: 5.249766847767633e-06
Position 634: 4.753775850787468e-06
Position 2172: 4.455793944726533e-06
Position 913: 2.8338408193444013e-06
Position 801: 2.4712341742050703e-06
Position 259: 2.22412026403433e-06
Position 756: 2.034855446802723e-06
Position 911: 1.8814262233944777e-06
Position 722: 1.8534906709922643e-06
Position 916: 1.8006485271550629e-06
Position 400: 1.5212387028002313e-06
Position 788: 1.4142012688215827e-06
Position 422: 1.1258346972890435e-06
Position 367: 1.0011635490787142e-06
Position 453: 9.207850794162732e-07
Position 2613: 9.000879499822348e-07
Position 48: 7.731786070278666e-07
Position 351: 7.336358920711021e-07
Position 2913: 7.086591152328231e-07
Position 2889: 6.053748190635556e-07
Position 2880: 6.039583511956866e-07
Position 169: 5.102713641358128e-07
Position 2494: 3.758506271724714e-07
Position 248: 3.3976374030349564e-07
Position 2781: 2.5916298508259797e-07
Position 111: 2.557445177551257e-07
Position 2542: 2.3965996998557255e-07
Position 4: 2.3443961622877964e-07
Position 1107: 2.1306945235574567e-07
Position 2894: 1.6900904947217091e-07
Position 2936: 1.5929706620334085e-07
Position 2484: 1.3690274635674685e-07
Position 519: 8.41000950802265e-08
Position 2553: 8.011059734251383e-08
Position 2820: 7.971966515154651e-08
Position 2795: 6.964369293702316e-08
Position 17: 6.716404377820611e-08
Position 143: 3.104071281033963e-08
Position 1625: 2.2773248030211347e-08
Position 1126: 1.5014126313152248e-08
Position 1230: 1.4578507027272197e-08
Position 2861: 1.3196108716025438e-08
Position 195: 6.7797424776531665e-09
Position 506: 3.9276069817505404e-09
Position 468: 3.5327775029683524e-09
Position 120: 2.5632448974964372e-09
Position 9: 1.3116378687011058e-09
Position 39: 5.621799645666814e-10
Position 1846: 7.388564733877061e-11
Position 1352: 7.280300608931352e-11
Position 412: 1.738114281726623e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10343: 0.9311531314720114
Position 17667: 0.8448948230263599
Position 13593: 0.8295878334390839
Position 2097: 0.7823654847517298
Position 20533: 0.6277735714500862
Position 20989: 0.5418310233316039
Position 19513: 0.4410326005811699
Position 12672: 0.41922133562206826
Position 7734: 0.2710877445592126
Position 1029: 0.21902873092463182
Position 532: 0.18924114891280108
Position 6932: 0.1885420766411651
Position 1819: 0.18269627697979732
Position 1787: 0.17126374680091205
Position 21163: 0.14407358752921956
Position 2124: 0.11848595561371154
Position 8192: 0.11495067316620065
Position 15829: 0.10391479754143819
Position 20926: 0.09342548981925569
Position 19744: 0.09254879447214366
Position 21746: 0.08953206585033367
Position 18096: 0.0767442408121619
Position 2153: 0.07640310805510918
Position 12717: 0.07410557713744424
Position 4373: 0.07151372007889215
Position 22084: 0.06912452585694885
Position 21617: 0.06315089485414876
Position 18117: 0.06154032444491778
Position 2424: 0.06120096145711724
Position 21652: 0.05003498792642565
Position 6775: 0.04873196638581633
Position 21971: 0.04513149247181918
Position 21780: 0.04307254210033085
Position 12836: 0.03495748243086833
Position 11864: 0.034879201495302006
Position 7812: 0.031394249622438176
Position 6963: 0.029419036284928334
Position 21539: 0.02854028618390545
Position 13449: 0.024423639967445995
Position 22007: 0.02286717782453828
Position 21768: 0.02284271834221719
Position 19707: 0.021189128445562772
Position 17434: 0.020277768278101876
Position 21842: 0.020270019019620344
Position 10465: 0.018214461628643173
Position 1798: 0.017296163672631284
Position 13185: 0.015254256626062309
Position 761: 0.014950859326817657
Position 20129: 0.014068139061486148
Position 20604: 0.013310567775531761
Position 13539: 0.012923208365659892
Position 8525: 0.011813257327162279
Position 22058: 0.01169114190666667
Position 10256: 0.011651583694319618
Position 21061: 0.01088112047139618
Position 18134: 0.010484752926865659
Position 21134: 0.00992603250165612
Position 865: 0.009802173770702586
Position 8686: 0.009735106410782263
Position 11947: 0.009692616816029788
Position 2171: 0.00916649008230352
Position 10156: 0.00875933932824465
Position 21099: 0.00866155407311856
Position 21511: 0.008080933555012926
Position 21394: 0.007992567053143712
Position 5994: 0.007917336590025043
Position 991: 0.007502192296408567
Position 19420: 0.007301671646306899
Position 7993: 0.007173115319007528
Position 5466: 0.0071455477570511695
Position 5946: 0.007063366297205537
Position 13732: 0.006961953196658434
Position 1842: 0.006621122313854457
Position 19180: 0.006117609880930777
Position 21306: 0.0059735995548070835
Position 151: 0.0059676243421944485
Position 21313: 0.005898541580041416
Position 177: 0.005644057273814523
Position 181: 0.005488754739531569
Position 275: 0.005362457726897799
Position 20508: 0.005151128930793229
Position 1172: 0.005045412971187384
Position 3344: 0.004975088495496926
Position 11806: 0.00477461437222871
Position 3397: 0.004325538254332935
Position 7686: 0.004231923436464345
Position 10606: 0.004068265049711555
Position 2199: 0.0039579115414825825
Position 13268: 0.003881225549728302
