Gene = DAP
index = 427
Annotated 5SS: [  259 13098 77744]
Annotated 3SS: [13000 77700 80102]
SMsplice 5SS: [  259  4998 10986 13098 15518 28727 80213]
SMsplice 3SS: [ 4870 10879 13000 15441 28587 80102 81111]
top_k =  1000
Partition function (log Z): -30.095886875075337

Sorted 5' Splice Sites (High to Low Probability):
Position 13098: 0.9837429469546944
Position 4998: 0.948437132645468
Position 259: 0.9450520508664124
Position 13571: 0.6652361901568153
Position 10986: 0.6398394904824471
Position 15518: 0.6290038600140374
Position 10104: 0.3581158654905487
Position 16674: 0.2620831803524655
Position 16376: 0.257955145159516
Position 1030: 0.2527059372999754
Position 8933: 0.22008259420781007
Position 9645: 0.19846093993723027
Position 7141: 0.1844371639729675
Position 15538: 0.17619626590831
Position 7765: 0.1716141074087362
Position 9250: 0.16909918170861502
Position 16034: 0.15683016286835935
Position 27307: 0.1444616353349263
Position 6964: 0.1362297862264665
Position 7769: 0.13413449765632562
Position 1087: 0.10330571661520692
Position 8776: 0.09916705892769714
Position 1077: 0.09465270357295252
Position 11807: 0.09287795226560916
Position 14300: 0.08738982744097971
Position 1092: 0.07361969813717871
Position 16003: 0.06554662023941915
Position 11997: 0.06418912352922072
Position 9206: 0.058141283004775
Position 4506: 0.05680717291079706
Position 23175: 0.05225397086602153
Position 8221: 0.050952447657416744
Position 7517: 0.05025980431800788
Position 2354: 0.04820028948545438
Position 8577: 0.04624586729805918
Position 16372: 0.04465838639802509
Position 2460: 0.04080063025368766
Position 9741: 0.040705607206155466
Position 20286: 0.03682658958276945
Position 11167: 0.035685288502353925
Position 2697: 0.03242621593355189
Position 6343: 0.0318864347473962
Position 11578: 0.03014255177617996
Position 21482: 0.025465586559863265
Position 10135: 0.023412393664253198
Position 21576: 0.02140672481440613
Position 4351: 0.0211271661761107
Position 8169: 0.021046511428659882
Position 4204: 0.01944166012044037
Position 2361: 0.01907470395114505
Position 6187: 0.016752493598336582
Position 536: 0.01580610035089909
Position 1287: 0.015236880130037983
Position 13148: 0.015066679303320393
Position 8659: 0.014649429084147993
