Gene = CLCC1
index = 374
Annotated 5SS: [   97 13149 13638 15847 19622 19983 22053 23413 23822 26381 28833]
Annotated 3SS: [13008 13535 15738 19399 19841 21958 23314 23674 26038 28514 30955]
SMsplice 5SS: [   97   712 13149 13638 15847 16120 19983 22053 23413 23822 26178 26381]
SMsplice 3SS: [  589 13008 13535 15738 15948 19841 21958 23314 23674 26038 26296 30955]
top_k =  1000
Partition function (log Z): 9.478889534884706

Sorted 5' Splice Sites (High to Low Probability):
Position 13638: 0.9801745911114743
Position 23822: 0.9655801649764157
Position 23413: 0.9635870645357794
Position 26178: 0.963460574081141
Position 26381: 0.9536592094901662
Position 97: 0.936991121374031
Position 13149: 0.8672406064246236
Position 15847: 0.853496341910365
Position 22053: 0.8206332716289517
Position 16120: 0.7761150704793578
Position 712: 0.6979906556213453
Position 19983: 0.5800960205381811
Position 8467: 0.42887853190126923
Position 16554: 0.3620599178458552
Position 19622: 0.33431901726474705
Position 25934: 0.2944207367695777
Position 19899: 0.2587722466859214
Position 26727: 0.2514417319227842
Position 28767: 0.12853412462177635
Position 19506: 0.11858448160685647
Position 1149: 0.11216705728461897
Position 28354: 0.0776153399860728
Position 20999: 0.07619650944091266
Position 20925: 0.06769455038287797
Position 14224: 0.06633548025350833
Position 18292: 0.06365611433402782
Position 16234: 0.06144596245404711
Position 26852: 0.059696077451348625
Position 23214: 0.04417842791282325
Position 18259: 0.040084920746301926
Position 15505: 0.03934224783785891
Position 29291: 0.03806909171842697
Position 28738: 0.036239298865073745
Position 20777: 0.03586825852321461
Position 25292: 0.03498030988738854
Position 28349: 0.034251414013101125
Position 16128: 0.03268147316452299
Position 13867: 0.032541474894026826
Position 24768: 0.031121275020758232
Position 14304: 0.02741485019611278
Position 61: 0.02719118574769206
Position 14232: 0.023739179224962326
Position 8382: 0.023307324860047423
Position 31073: 0.01998923351519508
Position 33387: 0.019109937142251215
Position 27214: 0.018359226213346527
Position 115: 0.015479610289198652
Position 19916: 0.015471039941296512
Position 31148: 0.01546875098100442
Position 19907: 0.01505403196822288
Position 28435: 0.014739110500172653
Position 16512: 0.014443021900327828
Position 28891: 0.013820027641075927
Position 25513: 0.013745598271349843
Position 28654: 0.013248852475310241
Position 22381: 0.012101127921456878
Position 17955: 0.01113659362490424
Position 22058: 0.010748099494419568
Position 15077: 0.010450486962498829
Position 20172: 0.009927063122169047
Position 18079: 0.009914603429136717
Position 13317: 0.009752387514267331
Position 23394: 0.008839244908695995
Position 16930: 0.008810930260055645
Position 1108: 0.008798426602507195
Position 29019: 0.00831903818544239
Position 15861: 0.007529431691127312
Position 5316: 0.007244842566563081
Position 16556: 0.006728815695744784
Position 23445: 0.0067050398785528965
Position 22846: 0.006272456549662869
Position 14362: 0.005775253423859547
Position 25542: 0.005518086416118656
Position 332: 0.005405508547012144
Position 30485: 0.005118452157920484
Position 18287: 0.004725865553256572
Position 7541: 0.004426027817273852
Position 237: 0.0041509590094515126
Position 7056: 0.003848868290689202
Position 22044: 0.0035503452220708386
Position 22750: 0.003506911939568175
Position 24884: 0.0034061892154706413
Position 23026: 0.0033902363432861526
Position 28838: 0.00329102919570757
Position 101: 0.002985650131159853
Position 16404: 0.002924772060160629
Position 23916: 0.0027420051873695483
Position 14559: 0.0026884272488026106
Position 5356: 0.0022885922478750494
Position 29811: 0.0022548909719591775
Position 25041: 0.0021040419944136812
Position 26169: 0.0020955710945346935
Position 30021: 0.002017673882794344
Position 22346: 0.0017185112229249936
Position 30167: 0.0016593444680090305
Position 22391: 0.0016575876278042414
Position 914: 0.0016359089438968675
Position 1860: 0.001529810015555752
Position 3452: 0.0015163146751399448
Position 26445: 0.0015159653744932146
Position 26372: 0.001480609743654404
Position 15148: 0.001379346311847457
Position 255: 0.0013475688923959002
Position 8291: 0.0013366191569874758
Position 1843: 0.001315808544748454
Position 16070: 0.00128899212423326
Position 22549: 0.0011993943075522527
Position 15851: 0.0011085257091741991
Position 13171: 0.0010907112684582962
Position 19112: 0.0010384694435471454
Position 3590: 0.0009630357261759043
Position 22865: 0.0009157850202500146
Position 1816: 0.0008895802147915324
Position 25604: 0.0008808530005870123
Position 6022: 0.0008460797196239999
Position 24839: 0.0008365144968510494
Position 18432: 0.0008274510832344802
Position 7877: 0.0008215669941512413
Position 3664: 0.0007531728747147095
Position 19970: 0.00072654150373716
Position 16110: 0.000691938012495977
Position 131: 0.0006863561376590547
Position 2878: 0.0006759796091025042
Position 851: 0.0006412536997392939
Position 13962: 0.0006287282786625459
Position 15595: 0.0005288328989522818
Position 21759: 0.0005029503036459116
Position 13741: 0.0004972019246458505
Position 25576: 0.0004455805587997627
Position 16925: 0.0004213415904780347
Position 25056: 0.00038325129511281123
Position 5867: 0.0003790719890313913
Position 739: 0.000322891136177105
Position 26369: 0.00029108822887753845
Position 1949: 0.0002789866380685683
Position 1417: 0.00027760204999147776
Position 24075: 0.0002398658274287641
Position 28162: 0.00022929028757433215
Position 417: 0.00022745097997362013
Position 7403: 0.00021296163555081904
Position 6431: 0.00018999177696709906
Position 397: 0.0001881878855723518
Position 27951: 0.00018807430532514853
Position 26242: 0.00018401501192099638
Position 6874: 0.0001838036681476819
Position 25881: 0.00018293725800360507
Position 2190: 0.00018278785733770559
Position 4229: 0.00016034101346905144
Position 7331: 0.00014354111633049275
Position 16133: 0.00013390451537913817
Position 2995: 0.00013306528739530406
Position 6448: 0.00012811326610155056
Position 16066: 0.00011714033990831607
Position 23792: 8.644937942809864e-05
Position 23826: 8.278673548749723e-05
Position 27130: 7.84786651074326e-05
Position 27332: 7.364435019785646e-05
Position 312: 6.926706607239769e-05
Position 259: 5.175245062361601e-05
Position 895: 4.7115000719589324e-05
Position 30: 4.6953049542177173e-05
Position 165: 4.1925422259734403e-05
Position 23429: 3.974445772582368e-05
Position 24549: 3.632880139891348e-05
Position 122: 3.182935902211972e-05
Position 26250: 3.071375913484375e-05
Position 888: 2.9206123520077126e-05
Position 24625: 2.8940496502771914e-05
Position 110: 2.5942621017253406e-05
Position 457: 2.551977667078252e-05
Position 23398: 1.700046560296923e-05
Position 105: 1.658041258906767e-05
Position 486: 1.1330740509473295e-05
Position 140: 1.129647238239149e-05
Position 302: 9.978607963809186e-06
Position 407: 9.292135061717988e-06
Position 696: 7.081107527549284e-06
Position 20098: 6.34640150292225e-06
Position 19946: 6.02135997654478e-06
Position 20074: 6.005142278035251e-06
Position 119: 5.4175855848770245e-06
Position 14287: 4.96635163636639e-06
Position 241: 4.6919951630475495e-06
Position 483: 3.5650456454199336e-06
Position 20164: 2.709582602068406e-06
Position 524: 2.2894450203110325e-06
Position 26732: 2.050301721810699e-06
Position 918: 1.9348527806957653e-06
Position 664: 1.3612980299187848e-06
Position 480: 1.3008144981027734e-06
Position 63: 1.1593665691033395e-06
Position 1262: 1.1410426967141473e-06
Position 1336: 1.1401852023219263e-06
Position 511: 1.0951735171197451e-06
Position 949: 6.989010593001237e-07
Position 117: 6.423165749631575e-07
Position 620: 5.763990689555877e-07
Position 763: 4.4967981926902187e-07
Position 834: 4.160690585399416e-07
Position 752: 4.013654162289885e-07
Position 625: 2.67174027547888e-07
Position 150: 2.6350387862354196e-07
Position 1531: 2.3366432095413477e-07
Position 1389: 7.793847567991178e-08
Position 226: 6.704136845388752e-08
Position 2219: 6.585915043323437e-08
Position 321: 2.8244952222817043e-08
Position 1411: 2.6157285722804364e-08
Position 628: 1.2244292858756063e-08
Position 595: 9.71812057866037e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 26038: 0.9875042551331269
Position 23314: 0.9775208858062397
Position 23674: 0.9667772840551461
Position 13535: 0.9475849912625538
Position 26296: 0.9184280850214694
Position 19841: 0.8707910672477918
Position 15738: 0.8490493876157983
Position 21958: 0.7766688081300979
Position 30955: 0.6590987375028281
Position 589: 0.6519155792226381
Position 13008: 0.45650295160359045
Position 15948: 0.43662844763544784
Position 8246: 0.42748091310893965
Position 13062: 0.3887510819100609
Position 16300: 0.36595560496707585
Position 15975: 0.29173069745667707
Position 19399: 0.2652219838894825
Position 28514: 0.2327684748864285
Position 19549: 0.18768151498212113
Position 33252: 0.1769403636064536
Position 25766: 0.1435446720213401
Position 987: 0.09131911517809112
Position 26613: 0.08026231344954275
Position 20820: 0.07788157852199237
Position 16066: 0.06915124017168112
Position 28228: 0.0641918819172977
Position 20654: 0.06375384949321898
Position 14108: 0.05971408320982017
Position 25789: 0.057954965998644296
Position 26597: 0.05508306328596703
Position 25688: 0.052936479524811814
Position 28178: 0.04909426923112558
Position 22916: 0.04905475950495702
Position 26643: 0.04346309719783996
Position 29605: 0.043244235579408215
Position 26647: 0.03725452170157007
Position 14196: 0.036911722503586174
Position 18033: 0.03306321292805152
Position 13726: 0.03281594726513545
Position 29208: 0.03207513229113047
Position 15978: 0.03177303767915029
Position 26681: 0.030298517235959423
Position 28541: 0.028042708705369915
Position 15415: 0.02643759513577021
Position 24669: 0.026132078138172123
Position 18138: 0.02531484451189785
Position 16020: 0.02491470320649308
Position 20790: 0.023903437723951586
Position 13101: 0.02307728417943025
Position 26810: 0.021482378444775258
Position 17981: 0.02107597784899722
Position 13949: 0.020859966772259254
Position 13409: 0.020341936143677707
Position 25809: 0.019709985876170108
Position 613: 0.019457358537170844
Position 28278: 0.01921225402566271
Position 33454: 0.01855609954407937
Position 964: 0.01844006147328734
Position 21888: 0.017928344290390516
