Gene = AGTRAP
index = 40
Annotated 5SS: [   81  9683 11391 12456]
Annotated 3SS: [ 9647 11284 12259 13921]
SMsplice 5SS: [  417 11391]
SMsplice 3SS: [11304 13921]
top_k =  1000
Partition function (log Z): -4.614903049561508

Sorted 5' Splice Sites (High to Low Probability):
Position 11391: 0.8770291400317135
Position 8414: 0.8585674922706873
Position 417: 0.818570445043639
Position 5308: 0.5768630516548592
Position 2942: 0.5532948341657986
Position 9683: 0.4129186658077352
Position 1846: 0.37483405491808663
Position 13462: 0.2891160785441156
Position 12456: 0.2888344274097226
Position 12435: 0.27016453136068985
Position 1451: 0.2403734661659027
Position 81: 0.21345669926714536
Position 12193: 0.1993974636859404
Position 2141: 0.19488004572138581
Position 2962: 0.15390651114625584
Position 10671: 0.14904849972299675
Position 203: 0.1285029911030097
Position 1292: 0.11729931983187117
Position 186: 0.09540222164711508
Position 5011: 0.090111593824809
Position 8616: 0.08299579586141431
Position 10069: 0.07760479466184235
Position 2955: 0.0740324444620566
Position 33: 0.07113136993133126
Position 1801: 0.069616978838167
Position 13275: 0.05707800917773602
Position 148: 0.048462380553730186
Position 2727: 0.038362506796288186
Position 2525: 0.03746452426885051
Position 4354: 0.03735696649733087
Position 5238: 0.030219637939112066
Position 14031: 0.03010138246263996
Position 5127: 0.02659090431786588
Position 12326: 0.024078900868102902
Position 11975: 0.023204936010115265
Position 2329: 0.022971613624356256
Position 1193: 0.020960595155120408
Position 2274: 0.02070760627265171
Position 1503: 0.01959345443560856
Position 5293: 0.018078649504049298
Position 2520: 0.014008160234591832
Position 3913: 0.013535267480618519
Position 7890: 0.008546325462467919
Position 4390: 0.008484187014618378
Position 1426: 0.00840697870349631
Position 14090: 0.005380658015472152
Position 13504: 0.005350776615109676
Position 1631: 0.004876487620961661
Position 1515: 0.004819219613224309
Position 5866: 0.004564954272411686
Position 2221: 0.004496532031167494
Position 1439: 0.003152907086788317
Position 7827: 0.0020594368772794583
Position 6503: 0.001879543304437644
Position 11857: 0.0018337374007072961
Position 2022: 0.0017663981518961202
Position 1767: 0.0017220829943858421
Position 1222: 0.001686980803682691
Position 2282: 0.0014031948759605688
Position 1781: 0.0013177202998454838
Position 1189: 0.001158154255527091
Position 707: 0.001105662463081104
Position 13769: 0.0009066449234445919
Position 13702: 0.000722570944355829
Position 1840: 0.0006991396620904652
Position 11790: 0.0005994570269374088
Position 461: 0.000512602729490867
Position 2539: 0.00047940776303283445
Position 103: 0.0004212757557661148
Position 3791: 0.00040784846043599065
Position 122: 0.000379333517247942
Position 2984: 0.00032269896722333057
Position 434: 0.00023141939102253137
Position 1227: 0.00015681459675521829
Position 1148: 0.00014717051511662046
Position 1101: 0.00012493672506826844
Position 1653: 0.00010553023186386607
Position 830: 8.79638198812088e-05
Position 301: 8.3288146879635e-05
Position 722: 7.616195205230787e-05
Position 69: 4.438857671094105e-05
Position 528: 3.000159175391269e-05
Position 254: 2.841971962324049e-05
Position 1786: 2.1715260110892326e-05
Position 12418: 1.4300678082098718e-05
Position 3642: 1.4248916235328715e-05
Position 48: 9.194973784728546e-06
Position 1104: 4.570465629857794e-06
Position 166: 2.625321816790512e-06
Position 728: 2.520978757564945e-07
Position 1347: 7.006658126082207e-08
