Gene = SIT1
index = 1259
Annotated 5SS: [187 439 584 757]
Annotated 3SS: [302 524 694 858]
SMsplice 5SS: [187 439 584 757]
SMsplice 3SS: [302 524 694 858]
top_k =  1000
Partition function (log Z): 2.7911003600231936

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9865597223567277
Position 584: 0.9389162141430744
Position 439: 0.9336046815352366
Position 757: 0.9335254587900217
Position 1015: 0.043310282241077
Position 952: 0.011666656729223656
Position 211: 0.010645589591221588
Position 942: 0.008569692527192226
Position 34: 0.006804325118430972
Position 621: 0.006279877403330618
Position 443: 0.00403606848136667
Position 911: 0.002681061375911216
Position 871: 0.002340110407722949
Position 955: 0.0012642204330475697
Position 58: 0.0010008316240531906
Position 1457: 0.0007868472317904774
Position 555: 0.0006175939997285447
Position 547: 0.0006036018709286293
Position 237: 0.00047819950037827214
Position 1342: 0.00016684235755716343
Position 923: 0.00016304559713792622
Position 334: 9.997848353883981e-05
Position 1264: 9.021072639039216e-05
Position 1285: 8.589517714040947e-05
Position 797: 5.3633183732318835e-05
Position 1446: 2.77155390065372e-05
Position 1019: 2.4332680740946706e-05
Position 1479: 1.701858983728451e-05
Position 1475: 1.543993784867771e-05
Position 876: 1.033674855463277e-05
Position 222: 9.80146992624197e-06
Position 628: 9.78211333877777e-06
Position 79: 9.147426501822482e-06
Position 975: 7.287151028825875e-06
Position 227: 6.2627306457886625e-06
Position 534: 5.728804933938853e-06
Position 1439: 5.628156514123089e-06
Position 761: 5.367237321621239e-06
Position 10: 4.565245812806067e-06
Position 1204: 3.922958434991639e-06
Position 65: 3.2051294087223653e-06
Position 1471: 3.114755079626529e-06
Position 260: 2.442497954201159e-06
Position 463: 1.8728599942821247e-06
Position 119: 1.8060732003849315e-06
Position 338: 1.3330900876775994e-06
Position 353: 1.3048877501262105e-06
Position 117: 1.1496998437125346e-06
Position 492: 9.31156109540698e-07
Position 397: 4.3834688046621113e-07
Position 768: 3.536101170058107e-07
Position 474: 1.5213263555825345e-07
Position 825: 1.0789602167928151e-07
Position 391: 1.0611527592877773e-07
Position 538: 1.8530394462003544e-08
Position 830: 1.2511237942212504e-08
Position 125: 1.199316114078818e-08
Position 70: 2.2987923552308433e-09
Position 663: 1.7503486400277843e-10
Position 273: 8.514490645953629e-11
Position 1155: 5.795829671251266e-11
Position 702: 3.996293977455727e-11
Position 681: 2.4520378240979104e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 694: 0.9745360862837382
Position 302: 0.9230027287625437
Position 524: 0.9132930805751446
Position 858: 0.4300779476321417
Position 1167: 0.30056202918119157
Position 823: 0.06914172516157234
Position 347: 0.05145425094370122
Position 844: 0.038047992740054104
Position 1326: 0.0331332718427307
Position 909: 0.02786565841113608
Position 1059: 0.023482841557775757
Position 1495: 0.015273193814197908
Position 1176: 0.009833856684219346
Position 865: 0.00959245450442107
Position 1034: 0.007981382122608016
Position 1618: 0.007875763616206573
Position 1141: 0.007692719628868801
Position 322: 0.005663540265906965
Position 894: 0.004927651734245785
Position 1341: 0.004879793940788315
Position 830: 0.0038419098817299596
Position 1015: 0.002903170146659294
Position 1505: 0.0025599928387515986
Position 1400: 0.002441849860153724
Position 1144: 0.0022591218686161584
Position 887: 0.002163145553150277
Position 144: 0.002131772099751999
Position 492: 0.002110911051737654
Position 112: 0.0020364421354489848
Position 117: 0.0019708766374743353
Position 1429: 0.001573192022363105
Position 650: 0.0010003770655795552
Position 674: 0.0008642541840314982
Position 1073: 0.0008551677331413772
Position 397: 0.0007643952524510611
Position 1200: 0.0005513891785828546
Position 996: 0.0005161507083469437
Position 1026: 0.0005120899723801597
Position 1364: 0.0004772684681649933
Position 1131: 0.0004694774039340577
Position 942: 0.0004111733296491996
Position 1194: 0.0004070070795221665
Position 1564: 0.0003506828624585082
Position 1373: 0.0003252075130656273
Position 579: 0.00027531848405703744
Position 1418: 0.00026768948792406854
Position 1572: 0.0002632306593515099
Position 1528: 0.00018759907639984122
Position 870: 0.00018478448411184462
Position 715: 0.00017216439018884284
Position 1435: 0.0001622080343068673
Position 663: 0.0001606668678813548
Position 1002: 0.0001260532438463262
Position 1498: 8.951852022209333e-05
Position 1238: 7.911503360442785e-05
Position 709: 7.645355044833956e-05
Position 653: 7.599148568808373e-05
Position 975: 5.589135723464886e-05
Position 1251: 5.293542220510372e-05
Position 657: 4.933507339003672e-05
Position 951: 4.6465019812177265e-05
Position 1575: 4.282841102926892e-05
Position 489: 3.900902677101255e-05
Position 405: 3.221733920795769e-05
Position 755: 3.0447613939992152e-05
Position 114: 2.7861017945915736e-05
Position 583: 2.5991550978901215e-05
Position 1111: 2.5262712953299814e-05
Position 417: 2.39217199609545e-05
Position 1471: 2.3870579665289872e-05
Position 867: 1.6979267371530733e-05
Position 1231: 1.5147846127630267e-05
Position 1530: 1.2407694586235779e-05
Position 1077: 1.0888796000764517e-05
Position 981: 1.0134510866928833e-05
Position 1461: 6.56464605481574e-06
Position 456: 6.150464861899147e-06
Position 1084: 6.073590716158668e-06
Position 433: 5.353821760097321e-06
Position 1272: 4.746584840264297e-06
Position 154: 3.288378462870522e-06
Position 532: 2.621978053679891e-06
Position 534: 2.3944801777199764e-06
Position 1546: 2.3468275335650895e-06
Position 546: 2.1490855581759324e-06
Position 721: 1.935598347067111e-06
Position 420: 1.841538072762386e-06
Position 414: 1.8154313982726563e-06
Position 544: 1.5654007763256413e-06
