Gene = HLTF
index = 653
Annotated 5SS: [  214  1849 10650 12316 13306 14948 15279 18291 21740 23100 25752 25888
 26813 31228 36299 37668 38503 40451 44365 45041 46500 46950 47482 51613]
Annotated 3SS: [ 1640 10482 12181 13207 14872 15086 18194 21663 23005 25671 25842 26722
 31129 36154 37528 38366 40270 44239 44861 46373 46836 47300 51531 54157]
SMsplice 5SS: [  214 12316 13306 14380 14948 15279 18291 21740 23100 25752 26813 31228
 36299 37668 38503 44365 46500 46950 47482 51613]
SMsplice 3SS: [12181 13207 14229 14872 15086 18194 21663 23005 25671 26725 31129 36154
 37528 38366 44239 46373 46836 47300 51531 54157]
top_k =  1000
Partition function (log Z): 18.468945793207933

Sorted 5' Splice Sites (High to Low Probability):
Position 25752: 0.9715603076854021
Position 51613: 0.9691039475049986
Position 37668: 0.9611833667422269
Position 14948: 0.9519849056880277
Position 46500: 0.9457853532962334
Position 46950: 0.9452041476574831
Position 12316: 0.9406562297041963
Position 47482: 0.9051601035454541
Position 21740: 0.8975456024906767
Position 31228: 0.8665273463791164
Position 214: 0.8227390530178984
Position 23100: 0.805988575514056
Position 44365: 0.7939928188291733
Position 26813: 0.7894313472787797
Position 14380: 0.7814152636314591
Position 15279: 0.7558708193943707
Position 36299: 0.706683701622434
Position 54330: 0.6640278792773749
Position 13306: 0.6592192184912014
Position 38503: 0.6034973127164087
Position 40451: 0.5668618179459269
Position 31430: 0.5576864767699165
Position 18291: 0.5242720888343669
Position 10650: 0.4611416035041882
Position 53025: 0.44221580412877803
Position 18302: 0.4406379026441992
Position 32689: 0.4070459760315077
Position 25888: 0.4056636984542037
Position 22818: 0.36087657518662536
Position 18664: 0.3089941030111403
Position 46255: 0.23983145309789003
Position 45041: 0.20698388662215864
Position 13357: 0.202990080332472
Position 7582: 0.16972852473919817
Position 38017: 0.16632287944739557
Position 26567: 0.13135003113153892
Position 33464: 0.12946702119767764
Position 18995: 0.12081910032495329
Position 23057: 0.12078251972598045
Position 1849: 0.1203197016086653
Position 24271: 0.11769626439396885
Position 33391: 0.11627892771956426
Position 16282: 0.11074601242957051
Position 822: 0.11061155078699363
Position 10604: 0.10736933357898037
Position 44369: 0.0906342643743209
Position 11706: 0.08730706579539008
Position 31611: 0.08604777306805264
Position 44627: 0.08374461565044401
Position 2194: 0.08337898620899388
Position 40634: 0.08295544645170948
Position 40052: 0.08281727444477847
Position 3121: 0.07176020122979379
Position 40801: 0.0697848313079957
Position 3990: 0.061528019660848414
Position 55771: 0.061211386292588404
Position 44666: 0.0511412631392094
Position 43925: 0.04901892063428284
Position 31634: 0.047549647488752296
Position 45542: 0.04748168163036903
Position 40930: 0.046786246114741976
Position 33024: 0.038740469313260854
Position 53047: 0.03775392360123485
Position 15274: 0.03710716559521528
Position 549: 0.036913247476555514
