Gene = EIF2A
index = 489
Annotated 5SS: [  137  5732 11769 15967 16921 17688 21073 21353 21599 25836 29069 35053
 36572]
Annotated 3SS: [ 5661 11693 15847 16820 17604 20998 21207 21481 25263 28954 34923 36505
 37151]
SMsplice 5SS: [  137  5732 15967 16921 17688 21353 21599 29069 35053 36572]
SMsplice 3SS: [ 5661 15847 16820 17604 21207 21502 28905 34923 36505 37151]
top_k =  1000
Partition function (log Z): 2.966574545992043

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9964745739507491
Position 21353: 0.9788966174592988
Position 21599: 0.9491543898752662
Position 5732: 0.9353652648229719
Position 29069: 0.8461261368859788
Position 35053: 0.7838240689179037
Position 16921: 0.7360394774439707
Position 36572: 0.7189565894809221
Position 20889: 0.5744764812090742
Position 17688: 0.5339336877814432
Position 15967: 0.5318138386389052
Position 21073: 0.5265509304643309
Position 5499: 0.46803968520712363
Position 21842: 0.44371099475748477
Position 14075: 0.42715085435384637
Position 11769: 0.425375466551461
Position 25836: 0.38904644143984984
Position 28207: 0.2898337069407093
Position 25558: 0.2414843870483042
Position 5942: 0.23843889279492922
Position 9578: 0.18433792727692458
Position 28153: 0.1837660609262275
Position 35088: 0.14358452695254778
Position 36650: 0.13951430864779674
Position 24898: 0.13706892453886083
Position 4649: 0.12242915004920892
Position 17899: 0.11716860561009408
Position 4586: 0.10451432150230332
Position 18293: 0.0843858458391805
Position 36213: 0.06425557543362756
Position 7879: 0.06024323439358912
Position 4528: 0.05754164428846464
Position 9296: 0.052941964511334025
Position 7359: 0.04398490921273248
Position 28129: 0.037334026347561895
Position 17868: 0.03563151077231435
Position 17725: 0.03479020518232498
Position 17403: 0.02634643857543173
Position 19439: 0.026320189202170326
Position 33478: 0.02620320808933995
Position 16167: 0.02330344427151286
Position 26494: 0.022915481881022024
Position 10343: 0.021066761555076724
Position 35109: 0.02043476898841989
Position 18533: 0.020235059713669686
Position 31937: 0.01975129480121173
Position 18543: 0.019466159624851202
Position 33457: 0.016365654926248276
Position 35139: 0.01605908135270823
Position 1215: 0.014765144157159705
Position 5458: 0.014741264903589183
Position 25402: 0.014483136284055585
Position 26550: 0.013188045713728518
Position 5339: 0.012543157959481396
Position 36957: 0.011918309640940788
Position 1225: 0.011156067718684203
Position 33526: 0.010239533958692818
Position 26480: 0.010164882785928307
Position 27335: 0.009762265114695577
Position 35543: 0.009305486469201736
Position 5437: 0.008291761514615512
Position 35898: 0.007039135767954966
Position 593: 0.00647010621062645
Position 33653: 0.006170495810933794
Position 30395: 0.006000685653509116
Position 23105: 0.005888017927062233
Position 21837: 0.005542923931999107
Position 9493: 0.005077962591272307
Position 28254: 0.004654821502249178
Position 5429: 0.0045219137172053895
Position 5334: 0.004438303500199826
Position 1734: 0.0036864544629124823
Position 37283: 0.0036306927019260278
Position 5373: 0.0035504691289049675
Position 8964: 0.003378810647121955
Position 10116: 0.003331094007556011
Position 2802: 0.0032313750658977407
Position 11123: 0.0031635987890285275
Position 27120: 0.00295426877224744
Position 7353: 0.0027195673467560132
Position 2760: 0.002673816315683112
Position 2418: 0.0023685898075315667
Position 1854: 0.002348337102085371
Position 7331: 0.0022597502200994647
Position 35450: 0.002259298690497115
Position 3368: 0.0021617390301535183
Position 15384: 0.0018018652048745693
Position 5463: 0.0015765828746128975
Position 23133: 0.0015195739830597102
Position 10983: 0.0014215044608245921
Position 24855: 0.0013077220951358186
Position 28170: 0.0012800106969483181
Position 1331: 0.001264411764305757
Position 649: 0.001246162304197228
Position 3229: 0.0012072078861472006
Position 2735: 0.001157443962197099
Position 5348: 0.0010524171873095899
Position 1802: 0.0009903980892483457
Position 6997: 0.0009355783145381367
Position 9449: 0.0008863722672904446
Position 4025: 0.0008716328107282367
Position 4656: 0.0008205035254911496
Position 36756: 0.0008120062977626955
Position 6286: 0.0007813903661062418
Position 4763: 0.0006875492733246504
Position 6842: 0.0006607791135787804
Position 25179: 0.0006592491280029942
Position 36603: 0.0006454458295221911
Position 2846: 0.0006340273044641843
Position 13890: 0.0006260087629796438
Position 8536: 0.0005411952165524333
Position 4242: 0.0005023828721897852
Position 869: 0.00048180878232067294
Position 5491: 0.00046942055541736717
Position 25196: 0.00046827291435029474
Position 511: 0.0004652780325256593
Position 438: 0.00045692692263188243
Position 1626: 0.00045247417624523636
Position 11264: 0.0004408557472645289
Position 11729: 0.0004061887717985057
Position 7551: 0.00040034814936700647
Position 59: 0.0003547300481680862
Position 10398: 0.0003532867952928683
Position 4540: 0.00034139488651835896
Position 412: 0.00033877786596609734
Position 9465: 0.0003009950438862245
Position 9395: 0.00023199410065157265
Position 21603: 0.000227998477925219
Position 2075: 0.0002126901888039034
Position 3128: 0.00021039675807000869
Position 5331: 0.00020069699646038354
Position 4628: 0.00020025431506463952
Position 4074: 0.00019493020321405721
Position 48: 0.00017560366161264686
Position 482: 0.0001408322594622969
Position 1335: 0.0001406162027671466
Position 558: 0.00012861246481412164
Position 13494: 0.0001273940483236155
Position 2022: 0.00011313692175419334
Position 37210: 0.00010841068722865404
Position 21641: 0.00010340111849095572
Position 4856: 4.8953856455360825e-05
Position 3974: 4.448666791171568e-05
Position 7502: 4.358465392201049e-05
Position 4576: 4.064538367895772e-05
Position 2804: 4.0072583883865856e-05
Position 4652: 3.337936601899814e-05
Position 5751: 2.7991189273942633e-05
Position 141: 2.6758214191489645e-05
Position 6858: 2.576540715246694e-05
Position 6571: 2.200242935247142e-05
Position 6953: 2.1017535304067924e-05
Position 6411: 1.9001972234295383e-05
Position 7347: 1.36109347838854e-05
Position 5920: 1.1780757820791971e-05
Position 2368: 1.0894670630968214e-05
Position 1357: 1.0705075767749046e-05
Position 3882: 8.229890627720938e-06
Position 633: 7.6174209561367606e-06
Position 954: 3.938672193324082e-06
Position 901: 3.928854854897386e-06
Position 70: 3.6593587589158753e-06
Position 673: 2.781113833303784e-06
Position 838: 1.151860108016831e-06
Position 307: 1.1186308137585619e-06
Position 5688: 8.591413732418199e-07
Position 4492: 7.790802467640835e-07
Position 89: 5.753775171484486e-07
Position 327: 5.472219729507089e-07
Position 624: 5.19135309034611e-07
Position 2466: 4.0196011084112257e-07
Position 418: 3.185698384130944e-07
Position 302: 2.259364127453109e-07
Position 1513: 2.144713360212384e-07
Position 1784: 1.3397082902941202e-07
Position 1690: 1.2562387582241082e-07
Position 1219: 1.159597436045878e-07
Position 777: 9.250998714205253e-08
Position 473: 7.71947665490128e-08
Position 597: 6.156409024540742e-08
Position 451: 4.785915979551218e-08
Position 1453: 4.261054866608978e-08
Position 907: 3.0259929433881465e-08
Position 468: 2.8617492782067878e-08
Position 178: 1.94566252561149e-08
Position 1651: 1.491046502639473e-08
Position 1386: 3.925372687694273e-09
Position 269: 3.1937049928731005e-09
Position 26: 2.8008884087611882e-09
Position 1191: 1.8093317477319178e-09
Position 1142: 1.4615897349092164e-09
Position 227: 1.4030288337624728e-10
Position 246: 8.555834839981651e-11
Position 191: 4.7955453585933795e-11
Position 515: 2.3095071716732637e-11
Position 46: 1.802894170656853e-11
Position 117: 1.0456034985350698e-11
Position 427: 6.76947360192775e-12
Position 289: 9.255496135058957e-13
Position 654: 1.9840849923599296e-13
Position 717: 2.1446785918789964e-14
Position 453: 4.402484642828232e-15
Position 912: 5.541487176455322e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5661: 0.9672068352946347
Position 36505: 0.883281229060266
Position 34923: 0.8748373672333358
Position 37151: 0.804070523457758
Position 21207: 0.7594172649921312
Position 16820: 0.7360394774439705
Position 17604: 0.7190964990792543
Position 28905: 0.6345070222715534
Position 20645: 0.5876700064162489
Position 15847: 0.5328584936133568
Position 28069: 0.5160388322266509
Position 21502: 0.4912338220360026
Position 5310: 0.47155902783171955
Position 11693: 0.4257816553232598
Position 13934: 0.4228628980254341
Position 21481: 0.36612964196625974
Position 20998: 0.3332777759747313
Position 21784: 0.2782330258278494
Position 28954: 0.21185208729435898
Position 4463: 0.2108289554038012
Position 21226: 0.20351638217223508
Position 20958: 0.1820773048584162
Position 25263: 0.17440232777943562
Position 25719: 0.14288687866826075
Position 21744: 0.12626644787159896
Position 25671: 0.11705974534479059
Position 24770: 0.09844047087079688
Position 25694: 0.09715030680384212
Position 9371: 0.09430623348061556
Position 34974: 0.09283770715082305
Position 5815: 0.08551342895966228
Position 36729: 0.07604936706436756
Position 21466: 0.07519277355276252
Position 9415: 0.0725666562107032
Position 33347: 0.05903934065375802
Position 36143: 0.055829536587125396
Position 7658: 0.05384522646667212
Position 25290: 0.05024800763388141
Position 4515: 0.046433753077621674
Position 5819: 0.04631489850371413
Position 7263: 0.043420594001104866
Position 18429: 0.03970121933852089
Position 9242: 0.0379049373051054
Position 18197: 0.03514529453393371
Position 26400: 0.034973807386352966
Position 18154: 0.0332868333149315
Position 5865: 0.03256433440471211
Position 21723: 0.031113532709521902
Position 25591: 0.029975346264907343
Position 5426: 0.027845557655973442
Position 19121: 0.02632018920217032
Position 4489: 0.02615203575687324
Position 17218: 0.025509162249447652
Position 16111: 0.02225878929706132
Position 10215: 0.02142004835036959
Position 24799: 0.020950860826296946
Position 36745: 0.017805312612871906
Position 9294: 0.017171317162590936
Position 31790: 0.017020544262463164
Position 25410: 0.01680558399942675
Position 36445: 0.015530579194160047
Position 9246: 0.015221186480425168
Position 37187: 0.014543951950041899
Position 24681: 0.014362768703430262
Position 35327: 0.014068688698751303
Position 21427: 0.013855915174654839
Position 21254: 0.013447509064758965
Position 25303: 0.011603684706136052
Position 36167: 0.011554404862723406
Position 5825: 0.011521235607616353
Position 1115: 0.011513802129289425
Position 35645: 0.011323598776814471
Position 26330: 0.01129561263348514
Position 17991: 0.009790189834482122
Position 27267: 0.009762265114695579
Position 37502: 0.008885394948516406
Position 37110: 0.008552959849923512
Position 5315: 0.008147074897631798
Position 1079: 0.007361294477967941
Position 5407: 0.0068345992143859615
Position 5271: 0.006357880110771345
Position 5893: 0.0061010980031941334
Position 18006: 0.006024465223361621
Position 2569: 0.005778642042996368
Position 7197: 0.005550254846329669
Position 287: 0.00517007166388859
Position 21692: 0.005014982750528379
Position 25347: 0.004890708313880266
Position 36843: 0.004682177896625628
Position 5614: 0.004529077196498695
Position 36045: 0.004309627442136763
Position 13956: 0.004287956328412364
Position 23007: 0.004263647802580746
Position 1101: 0.00402897140970324
Position 30283: 0.00373736607774991
Position 36462: 0.0036893418594054817
Position 1730: 0.003668536852034473
Position 5128: 0.0034760253660461185
Position 7762: 0.0032591468048000895
Position 9089: 0.0029527558875852853
Position 9465: 0.0028930040646938868
Position 31867: 0.0028321693799135414
Position 21506: 0.0027783517359197757
Position 10046: 0.0026994961914951045
Position 21821: 0.002641255005950259
Position 17765: 0.002566618820335065
Position 36913: 0.002502875885205097
Position 27001: 0.0024713101502319293
Position 5830: 0.002418828254491948
Position 21158: 0.002411274439336993
Position 5629: 0.002385123085253344
Position 37219: 0.002301845056309778
Position 11072: 0.002222692383652469
Position 5579: 0.002203921410898704
Position 1120: 0.0022034392661822028
Position 5188: 0.0022027955389953987
