Gene = ALAD
index = 69
Annotated 5SS: [  122  7887  9215  9807 10536 10741 10929 11561 11735 11896 12357]
Annotated 3SS: [ 7698  9163  9709 10399 10656 10839 11504 11646 11808 12226 12971]
SMsplice 5SS: [  122  7887 10536 10741 10929 11561 11735 11896 12357]
SMsplice 3SS: [ 7698 10399 10599 10839 11504 11646 11808 12226 12971]
top_k =  1000
Partition function (log Z): 25.059761860227972

Sorted 5' Splice Sites (High to Low Probability):
Position 11735: 0.9970682975503053
Position 10929: 0.9949295798358924
Position 10536: 0.9837440896403205
Position 10741: 0.9780203736036641
Position 7887: 0.9762635916246407
Position 12357: 0.9537183064326546
Position 122: 0.947479244258581
Position 11561: 0.8779051544009338
Position 9215: 0.707271147066514
Position 400: 0.48507338339473394
Position 11906: 0.45122904440917055
Position 11896: 0.4435473772174829
Position 9807: 0.36165965656476784
Position 13105: 0.35001805613679937
Position 5927: 0.24982656828206523
Position 9710: 0.16926484376672948
Position 14064: 0.11539457817620867
Position 11884: 0.10452930476838303
Position 12113: 0.09088172818208583
Position 6057: 0.056229358426322734
Position 424: 0.052914049404572235
Position 2989: 0.05016233429787005
Position 8853: 0.048051524916922314
Position 7581: 0.043315663795719724
Position 9978: 0.03604520465857794
Position 1947: 0.035786162530563784
Position 12639: 0.03235328426270338
Position 4288: 0.030092774692868397
Position 12972: 0.028723306283757237
Position 4687: 0.028198620415745678
Position 432: 0.025290602127963187
Position 2596: 0.023062980632793193
Position 412: 0.022364846461681978
Position 1539: 0.02172336692878726
Position 5071: 0.017481598863488445
Position 3415: 0.015889665777434295
Position 307: 0.0154964232182095
Position 10258: 0.013215146871960149
Position 30: 0.013179045539699091
Position 2328: 0.011152882895848966
Position 2288: 0.010145257565698866
Position 9839: 0.009819245114047135
Position 4147: 0.009012488619297068
Position 3256: 0.008522970308891287
Position 6157: 0.008075241011791752
Position 3377: 0.007834760559420135
Position 12091: 0.0064923075592972675
Position 6021: 0.006326168248325499
Position 12914: 0.006269656972178149
Position 320: 0.005797030073305926
Position 8143: 0.0040782578811841
Position 416: 0.003987032658723962
Position 13093: 0.0036551441322772607
Position 9881: 0.0031995117371266396
Position 11571: 0.0023072135342758573
Position 12140: 0.0021948416070125083
Position 8163: 0.0020869939004124856
Position 9269: 0.0019759124486562274
Position 826: 0.001876444527581103
Position 14406: 0.0018166953739610031
Position 1603: 0.0013837953108204238
Position 11505: 0.0013625536699326053
Position 12531: 0.0013151824957061378
Position 10727: 0.0013054956014413239
Position 6070: 0.001264217738885925
Position 11511: 0.0012179652290201187
Position 12083: 0.0011882431953946825
Position 13267: 0.0010324664155820565
Position 9961: 0.0009701274468834762
Position 11067: 0.0009413044356620412
Position 12876: 0.0009296770251496486
Position 13486: 0.0007710655062247171
Position 13305: 0.0007055690479423864
Position 8195: 0.0006523165932644768
Position 13453: 0.0006344408662345021
Position 9715: 0.0005846268816953866
Position 84: 0.0005843030192690222
Position 13260: 0.0005656433923149479
Position 12371: 0.0005558023633198484
Position 10214: 0.000554382670117002
Position 13973: 0.0005527847076285442
Position 12570: 0.00048494345394864186
Position 9970: 0.00045810892036145327
Position 10716: 0.0004068488619342113
Position 10139: 0.00035242512207852027
Position 10253: 0.0003180194613815893
Position 10362: 0.00026124156864219957
Position 10017: 0.0002238089649462106
Position 54: 0.00022064311864515454
Position 1552: 0.00021567183869438037
Position 11081: 0.0002087071632000704
Position 1639: 0.000202658381353723
Position 1952: 0.00019972460856316812
Position 11581: 0.00019483222148689136
Position 11425: 0.00015671112436855297
Position 10527: 0.0001503029458045314
Position 2612: 0.00014945238225587884
Position 10055: 0.00014043290558395528
Position 10776: 0.00013945321258709693
Position 1054: 0.00011586066136680247
Position 406: 9.612810026354562e-05
Position 12562: 9.390054363087157e-05
Position 11875: 7.80573712143295e-05
Position 10150: 7.613533807886731e-05
Position 2679: 6.38377333314051e-05
Position 1038: 6.225945134619236e-05
Position 409: 6.144941225041314e-05
Position 12668: 5.641462078309958e-05
Position 10494: 5.623725276620077e-05
Position 10487: 4.895360919549748e-05
Position 12772: 4.734644985621961e-05
Position 11739: 4.6295969883113366e-05
Position 2559: 4.5348735238068636e-05
Position 2149: 4.126435168204248e-05
Position 10499: 3.4150380160897076e-05
Position 10745: 3.251870615804838e-05
Position 223: 2.2430846223016638e-05
Position 10848: 2.2011776485697954e-05
Position 12043: 2.1162521875390042e-05
Position 11845: 1.922210915684501e-05
Position 3226: 1.8303103186131566e-05
Position 3281: 1.7939901283963462e-05
Position 10624: 1.3117727544900839e-05
Position 11227: 1.3102265569436929e-05
Position 11113: 1.2533359102975295e-05
Position 243: 8.78088714764433e-06
Position 729: 6.219611697508863e-06
Position 272: 5.917757906300378e-06
Position 11732: 4.910791398347793e-06
Position 13674: 4.239568928024489e-06
Position 10601: 3.597130325489864e-06
Position 11818: 3.284409207542108e-06
Position 2555: 3.2449479032971034e-06
Position 11493: 3.0218501937448853e-06
Position 1046: 2.95391920948289e-06
Position 348: 2.9147883245959635e-06
Position 58: 2.37769832388378e-06
Position 1370: 2.1407242832592524e-06
Position 773: 1.441240669852975e-06
Position 13126: 1.224225076173036e-06
Position 218: 7.641032869668522e-07
Position 1303: 7.103947119017408e-07
Position 1244: 5.618732469001133e-07
Position 11542: 4.813484056303075e-07
Position 11: 4.5894468886393736e-07
Position 589: 4.37559181593778e-07
Position 10784: 3.692431346971158e-07
Position 865: 3.0732249455216e-07
Position 12250: 2.589058262796948e-07
Position 260: 2.5882009051499295e-07
Position 200: 2.579841614123529e-07
Position 11659: 2.456797152233021e-07
Position 830: 2.3016343249745162e-07
Position 10507: 1.2360947411161057e-07
Position 12323: 6.406721185129257e-08
Position 11588: 6.047497500733626e-08
Position 455: 2.2590683657084272e-08
Position 11942: 1.384004726631584e-08
Position 276: 1.3401801973338021e-08
Position 469: 7.363230681523373e-09
Position 207: 6.88539960565288e-09
Position 1588: 4.040318535887779e-09
Position 188: 2.9923662191795938e-09
Position 10851: 8.427274997614068e-10
Position 265: 8.259878712090654e-10
Position 10459: 5.052802715331121e-12
Position 251: 1.6096808413427937e-12
Position 11969: 1.7005475261335938e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11808: 0.9980616098126246
Position 11646: 0.9851928438347134
Position 10839: 0.9813072730157392
Position 10399: 0.945511663945628
Position 12226: 0.8780040297132701
Position 7698: 0.8774235737434883
Position 11504: 0.8298456145777942
Position 12971: 0.6428800425315127
Position 10599: 0.5078478445503988
Position 214: 0.48049918310852147
Position 9709: 0.39088819213297865
Position 10656: 0.3816270057329838
Position 8997: 0.29234486097240325
Position 5904: 0.26935544975707115
Position 13738: 0.261886379574917
Position 9163: 0.17994551134587122
Position 9130: 0.1762207542656568
Position 12022: 0.16579654845023778
Position 12859: 0.10820134948215493
Position 14146: 0.10258064511722179
Position 9629: 0.09375906444457578
Position 9614: 0.08326038510513288
Position 10641: 0.07859367883214892
Position 301: 0.0737741020199375
Position 13972: 0.06535523293487852
Position 13215: 0.060734914994122376
Position 9100: 0.05858610309695294
Position 5839: 0.049095736374071317
Position 7779: 0.047335635611356536
Position 13929: 0.04495991534435646
Position 7495: 0.04393550639486568
Position 10284: 0.042301756724281527
Position 14306: 0.040177637956355594
Position 7799: 0.03951650141342973
Position 11364: 0.03898282514467169
Position 12910: 0.038704430705603525
Position 8719: 0.03570402778224442
Position 3208: 0.032272618352714555
Position 1826: 0.030774312434114257
Position 12199: 0.02620758571545781
Position 4051: 0.025926011924295972
Position 4612: 0.02386375334921896
Position 13292: 0.02351567160038979
Position 1405: 0.02121664487383272
Position 2497: 0.02043359152441099
Position 2844: 0.020174242998126923
Position 13932: 0.01659121937400355
Position 12470: 0.015920459803065896
Position 10847: 0.014376157602184624
Position 2126: 0.01421678724908661
Position 10213: 0.013884679204211372
Position 13795: 0.011760983211772722
Position 234: 0.011055936978837697
Position 2727: 0.009966280850974453
Position 7702: 0.009705150634168894
Position 12879: 0.008939015629917113
Position 4849: 0.0087392246661196
Position 11424: 0.008474197324581564
Position 8798: 0.007966257815278585
Position 14590: 0.007710199630531346
Position 13316: 0.007628482731193237
Position 4877: 0.007249508603221085
Position 2784: 0.006989454793221617
Position 4124: 0.006710893306633431
Position 14012: 0.006140289124755534
Position 8015: 0.006095367966468326
Position 11419: 0.005418275531090184
Position 248: 0.00536948371839131
Position 11614: 0.004903715855148809
Position 10610: 0.004792815190958746
Position 14263: 0.004777031723962329
Position 13191: 0.004775385455933217
Position 9555: 0.00463826164143806
Position 11654: 0.004561552791053283
Position 12597: 0.004546825747976457
Position 4525: 0.004413603387510195
Position 14613: 0.004202804576219671
Position 13264: 0.003648984077294032
Position 14888: 0.003612805775851688
Position 12913: 0.0034577298067565653
Position 2883: 0.003436880719880383
Position 2179: 0.0034206873696019215
Position 2902: 0.0033002536255615994
Position 12482: 0.0032815439786117837
Position 5659: 0.00327036757624827
Position 1778: 0.0032370588549080707
Position 14285: 0.003152733148325729
Position 9433: 0.0031278754738716438
Position 9793: 0.002960345688144496
Position 14918: 0.002919281937401109
Position 13006: 0.002721861227613694
Position 8580: 0.0026439789426989887
Position 4048: 0.0023516844315883303
Position 2913: 0.0023162626724142514
Position 11390: 0.0022793542370361693
Position 14405: 0.0021671945252300416
Position 12519: 0.002022454457873999
