Gene = GTF2B
index = 627
Annotated 5SS: [  136  4358 27638 31479 31737 34413]
Annotated 3SS: [ 4250 27503 31331 31606 34130 38271]
SMsplice 5SS: [  136  4358 27638 31479 31737 34413]
SMsplice 3SS: [ 4250 27503 31331 31606 34130 38271]
top_k =  1000
Partition function (log Z): -7.071441464057359

Sorted 5' Splice Sites (High to Low Probability):
Position 4358: 0.9999999918761371
Position 27638: 0.9999998040350088
Position 31479: 0.9999389120771529
Position 31737: 0.8112238360489672
Position 34413: 0.6218011277604883
Position 136: 0.5243398427635264
Position 12: 0.25562400391650736
Position 35163: 0.25430303413332817
Position 30611: 0.2136560930030226
Position 35229: 0.15347668262650627
Position 38512: 0.13949102872851318
Position 34418: 0.10665636938019525
Position 32938: 0.05414159141782536
Position 627: 0.052242374451241816
Position 74: 0.04827115160004372
Position 32459: 0.04123063316155506
Position 34246: 0.034889783946454776
Position 36790: 0.03106202291598444
Position 1371: 0.02866887340303467
Position 237: 0.01973411726513061
Position 140: 0.018287242873545908
Position 384: 0.012452235220860133
Position 34277: 0.011651526280037095
Position 535: 0.008863970526208641
Position 34587: 0.0070300447981215455
Position 940: 0.0067645017558653
Position 374: 0.006034583552776011
Position 37680: 0.005808840976401141
Position 571: 0.005008391763714286
Position 37292: 0.004847173622610818
Position 34494: 0.004836290683185692
Position 1201: 0.004200862205661973
Position 32981: 0.0034862844762796395
Position 36190: 0.0031980341338898443
Position 34619: 0.0031489951349915313
Position 646: 0.0031251023373045986
Position 32355: 0.0024246324432223294
Position 37677: 0.002148226191860309
Position 415: 0.0019040441514105687
Position 36892: 0.0018681729152788176
Position 1388: 0.0015734133805324674
Position 935: 0.0010674990097646012
Position 303: 0.0009463822604841028
Position 8: 0.0008914707863090072
Position 37323: 0.0005476398469920516
Position 32268: 0.00043932598937648353
Position 36017: 0.0004035005870844311
Position 33375: 0.00039326051951746533
Position 35384: 0.00038746090631474505
Position 32718: 0.0003648904501855405
Position 33387: 0.0003139949701035706
Position 33200: 0.0002773711811265357
Position 32001: 0.0002553031452092479
Position 38228: 0.00014843626644963333
Position 11288: 2.6556621160625117e-08
Position 3927: 9.537815616167495e-09
Position 1996: 7.913490251180844e-09
Position 2664: 2.9042445456359805e-09
Position 7214: 2.852590576822351e-09
Position 10923: 2.761057946019454e-09
Position 1704: 2.4611868222053286e-09
Position 3900: 2.3969632807258184e-09
Position 4586: 2.0402381211478176e-09
Position 12879: 1.5740371137146847e-09
Position 3234: 1.3584181667140489e-09
Position 4322: 1.164849187833175e-09
Position 11088: 8.358775628120877e-10
Position 5584: 6.900227192382528e-10
Position 4354: 6.824590599146531e-10
Position 2305: 6.019984128228043e-10
Position 1613: 5.489494723849297e-10
Position 3918: 5.083586068935806e-10
Position 10416: 4.682660608731597e-10
Position 3503: 4.5686346747829184e-10
Position 9216: 3.5380843391882613e-10
Position 7392: 3.246850916155082e-10
Position 4549: 2.878274450254331e-10
Position 3508: 2.646945821423298e-10
Position 7799: 2.6453921271795977e-10
Position 799: 2.3454445728214984e-10
Position 1853: 1.8748128635068158e-10
Position 9056: 1.7998743027142075e-10
Position 1384: 1.7951584347466498e-10
Position 5634: 1.7604378472934847e-10
Position 4140: 1.751324254140261e-10
Position 3668: 9.534253085624367e-11
Position 3561: 9.276721104262422e-11
Position 217: 5.944425751763333e-11
Position 582: 5.863446324408004e-11
Position 4469: 5.53161917878638e-11
Position 309: 5.3602731216531645e-11
Position 4543: 3.3359435345850126e-11
Position 699: 3.109981672222332e-11
Position 358: 2.9604129703531657e-11
Position 748: 1.8529566393306055e-11
Position 394: 1.7439259747731067e-11
Position 1156: 1.620292970065563e-11
Position 378: 9.93992042186244e-12
Position 810: 7.353304766222654e-12
Position 320: 6.052624564186803e-12
Position 78: 3.63953497955e-12
