Gene = TMEM167A
index = 1417
Annotated 5SS: [  176 12489 15620]
Annotated 3SS: [12378 15584 20341]
SMsplice 5SS: [  176 12489]
SMsplice 3SS: [12399 20341]
top_k =  1000
Partition function (log Z): -11.137286080667684

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9867044724089854
Position 12489: 0.5785880314892897
Position 15620: 0.5126633427067274
Position 12542: 0.39692424883858957
Position 11484: 0.2525411007041525
Position 8266: 0.18543524150371538
Position 2478: 0.14805741819920842
Position 8026: 0.13480736157752224
Position 15481: 0.11694267965241194
Position 17439: 0.1044483588317723
Position 6134: 0.09835159849120927
Position 16460: 0.09815175427717217
Position 22281: 0.09157876282173055
Position 4132: 0.057895672471657965
Position 14278: 0.05271496473575277
Position 19921: 0.03772136128943098
Position 896: 0.03364557534576066
Position 11573: 0.03255407590743585
Position 987: 0.024869381024786006
Position 19251: 0.011620315813385323
Position 3145: 0.01097976124573073
Position 196: 0.010151437364761194
Position 3556: 0.0069393273942554845
Position 14226: 0.0036073277383861743
Position 16454: 0.002674021697447648
Position 360: 0.0014156903267389584
Position 14128: 0.0008489708979671326
Position 15871: 0.0007663663351755147
Position 1688: 0.0007625509986464824
Position 3202: 0.0005593852538340648
Position 5524: 0.00043979586713233874
Position 264: 0.00036819768106508607
Position 425: 0.00030570133888444337
Position 385: 0.00030151402423858533
Position 1001: 0.0002826911810077408
Position 49: 0.00027262848601282934
Position 1403: 0.00026410061611072794
Position 142: 0.0001966925159250026
Position 3454: 0.00018854743239452577
Position 1595: 0.000143702098046332
Position 1699: 0.0001229213319048552
Position 183: 0.00012086577220827641
Position 1074: 0.00011707498756866158
Position 887: 9.507745673418236e-05
Position 2258: 9.398515108214486e-05
Position 2012: 9.111738856944964e-05
Position 718: 8.965608221741896e-05
Position 1368: 6.9816751878311e-05
Position 202: 6.393043774563041e-05
Position 341: 3.260788296148048e-05
Position 1535: 2.2829762314239864e-05
Position 1600: 2.1355212591491772e-05
Position 1361: 2.0055298310825718e-05
Position 620: 1.7028385557913494e-05
Position 1551: 1.654388925778978e-05
Position 698: 1.542973255410835e-05
Position 2298: 1.2184256127448005e-05
Position 2107: 9.689752778439223e-06
Position 220: 8.313409215647453e-06
Position 1113: 7.1478328670291425e-06
Position 926: 6.625180352466825e-06
