Gene = DISC1
index = 447
Annotated 5SS: [   120  67991  75210 123262 140455 144256 168482 173396 191703]
Annotated 3SS: [ 67010  75139 123110 140324 144019 168426 173292 191513 227923]
SMsplice 5SS: [   120  14556  34488  44646  50888  61103  75210  94258  94609 103029
 105092 112689 123262 125217 130241 140197 140455 144256 148003 155040
 173396 179772 198714 198879 214344]
SMsplice 3SS: [ 14507  34326  44556  50795  61006  75139  94131  94475 102892 105011
 112617 123110 125161 130120 140033 140324 144019 147823 154946 173292
 179615 198579 198808 214201 224798]
top_k =  1000
Partition function (log Z): -108.51502653878093

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8874711366107566
Position 4115: 0.7098150248497754
Position 2759: 0.6359736075656193
Position 4358: 0.5294713204938069
Position 14713: 0.5111051072235807
Position 5677: 0.45911790115728707
Position 13606: 0.4232362509148771
Position 6980: 0.41487096392835676
Position 9646: 0.3219268703089417
Position 14556: 0.3097177626463683
Position 4745: 0.2984613788634889
Position 4702: 0.20859274594181473
Position 5781: 0.179220009486106
Position 5735: 0.15381023401573238
Position 3670: 0.1302166692081066
Position 9936: 0.11250355499069575
Position 2625: 0.06091351692626038
Position 6957: 0.057790847021496526
Position 5297: 0.05554446805539243
Position 2796: 0.04772655629158425
Position 509: 0.045061710743195905
Position 3466: 0.04367602668188163
Position 423: 0.04115074812029194
Position 13493: 0.02395892969014008
Position 10988: 0.02279167202637347
Position 6025: 0.021563872336868697
Position 240: 0.020597442051265548
Position 843: 0.01914189020937524
Position 10998: 0.016808440499996195
Position 201: 0.01616914156572238
Position 104: 0.010932293049955343
Position 862: 0.009441993483662585
Position 5337: 0.0085371316691411
Position 761: 0.007665571937719024
Position 387: 0.007306104158356938
Position 905: 0.007256183274199692
Position 2251: 0.0069664967302277515
Position 6916: 0.006305748487480052
Position 2862: 0.0059900727453151646
Position 6949: 0.00540710677852401
Position 334: 0.005133365344692381
Position 4710: 0.004853520007518782
Position 1003: 0.004780157136390774
Position 848: 0.004709906367877989
Position 3859: 0.0040990138280728936
Position 4478: 0.004042080919415771
Position 5790: 0.003730409143367094
Position 4761: 0.0033664692449924065
Position 5368: 0.0031827329454905914
Position 921: 0.002516583075882335
Position 706: 0.0020984614996712083
Position 2432: 0.002027535763297933
Position 1632: 0.001930667263280803
Position 3790: 0.0018548515266572012
Position 796: 0.0017336858319878775
Position 1926: 0.001731770551579954
Position 9290: 0.0016209794830896053
Position 205: 0.001484161465321616
Position 1288: 0.0013386050486578179
Position 6043: 0.001115059605921917
Position 7532: 0.001100112129152978
Position 436: 0.0010403070942586572
Position 2642: 0.0010298718196952242
Position 640: 0.0008253401180567902
Position 4972: 0.0008030144037627911
Position 4763: 0.0007385430018377832
Position 4050: 0.0007345371647103527
Position 1505: 0.0006092942350539291
Position 10165: 0.0005967556553770952
Position 1090: 0.0005541757023227559
Position 4759: 0.0004499039759381144
Position 5504: 0.00038048254358343436
Position 3887: 0.000287205377700424
Position 1191: 0.00023622503311064702
Position 739: 0.00020463798137861617
Position 585: 0.0001969373855399048
Position 2663: 0.00018664456817573484
Position 3478: 0.00017389017770871277
Position 2826: 0.0001615422384609658
Position 2401: 0.00014738837196341724
Position 1645: 0.00013589649730856815
Position 276: 0.00012806590178515131
Position 1369: 0.00010842397828143278
Position 1144: 0.00010686617004532164
Position 780: 0.00010326038733244639
Position 1760: 9.625817476372855e-05
Position 1179: 9.445558045731389e-05
Position 456: 6.287464349060003e-05
Position 5165: 6.206354917049831e-05
Position 1583: 4.2814753696563826e-05
Position 874: 3.7354726827977485e-05
Position 5663: 3.648438851563914e-05
Position 1160: 2.8481604895221037e-05
Position 961: 2.794542179275662e-05
Position 160: 8.541480873704068e-06
Position 4134: 4.746012560083702e-06
Position 1283: 2.7578362405477485e-06
