Gene = S100PBP
index = 1222
Annotated 5SS: [  158  7988  9489 10640 12626 35725]
Annotated 3SS: [ 7870  8655 10550 12521 35636 38481]
SMsplice 5SS: [   41  9489 10640 10916 12626 35725 37967]
SMsplice 3SS: [ 9384 10553 10709 12521 35636 37829 39889]
top_k =  1000
Partition function (log Z): -19.705590183624473

Sorted 5' Splice Sites (High to Low Probability):
Position 10916: 0.9236224311414888
Position 10640: 0.8702954201675339
Position 9489: 0.7294148684070001
Position 12626: 0.6481030994716266
Position 4804: 0.4026700186385855
Position 41: 0.33677936244496026
Position 34: 0.2912741842410173
Position 16714: 0.28954976246728525
Position 8803: 0.1639621530710469
Position 8890: 0.1627224721021307
Position 8808: 0.15979715974563558
Position 15200: 0.14419799077474293
Position 248: 0.12568957178184018
Position 158: 0.08456473980227842
Position 13261: 0.05654825541406114
Position 405: 0.050034595429729205
Position 14938: 0.04053771139824943
Position 8507: 0.03600574676840495
Position 16: 0.03534327491372176
Position 14945: 0.03432036623935574
Position 7988: 0.032488125197598174
Position 13269: 0.03168512204096893
Position 10969: 0.0287530275055789
Position 1729: 0.023645397251147997
Position 167: 0.015183780750962335
Position 272: 0.012663152201544955
Position 4744: 0.011776484572513238
Position 12634: 0.0111952806279268
Position 8044: 0.010765516984212105
Position 728: 0.01031050890036206
Position 11685: 0.009872415896107082
Position 11419: 0.009809697683724727
Position 4738: 0.00869114501141344
Position 1014: 0.008154760376787463
Position 10749: 0.008071560871304359
Position 904: 0.007191617185179362
Position 15509: 0.0071395026077947215
Position 3158: 0.006884115901243198
Position 8237: 0.006240541986673972
Position 3783: 0.005891608862473772
Position 1431: 0.005050262174196049
Position 7875: 0.004533578759427084
Position 5420: 0.004437525416480262
Position 6004: 0.004254809491858778
Position 120: 0.003548194836946146
Position 12295: 0.003235771242804483
Position 99: 0.0027747152765526906
Position 633: 0.002351549527438454
Position 1626: 0.002077188854747969
Position 4477: 0.0018568872888899738
Position 14675: 0.0018169338557092337
Position 10645: 0.0017189760889457222
Position 11464: 0.0015490742323340373
Position 13079: 0.0015016199180410065
Position 14128: 0.0011736756178850406
Position 891: 0.001080071338434816
Position 9509: 0.0010678993897680863
Position 18138: 0.001062358539521424
Position 1589: 0.0009790111410488574
Position 12896: 0.0009120904356067962
Position 1512: 0.0008803072971763897
Position 10798: 0.0006755242161863354
Position 681: 0.0006444884463058858
Position 12951: 0.0005108121620621578
Position 13929: 0.0003841041060591156
Position 1386: 0.00021446431802272728
Position 12859: 0.00013398756445441565
Position 3162: 9.783080559862901e-05
Position 7585: 8.765455846241967e-05
Position 6423: 8.466676808078045e-05
Position 3849: 6.974189646900327e-05
Position 1612: 6.076188141531933e-05
Position 6542: 3.6384056523894814e-05
Position 4958: 2.9729184100929013e-05
Position 546: 1.3947521460805208e-05
Position 872: 1.2966745578090336e-05
Position 204: 1.2839849913665386e-05
Position 25: 6.517329837768333e-06
Position 136: 3.291774722156398e-06
Position 496: 3.155880420474097e-06
Position 443: 1.5887234521823155e-06
Position 1187: 1.4679765768614136e-06
Position 13756: 1.4147766674587623e-06
Position 999: 1.3073567839822023e-06
Position 1063: 1.300226622951314e-06
Position 540: 1.0680475666664294e-06
Position 1023: 4.053663974463426e-07
Position 326: 2.969395875351346e-07
Position 1179: 2.8021832534883635e-07
Position 1072: 2.5569017299368556e-07
Position 4510: 2.209481160005424e-07
Position 508: 2.0482493648600574e-07
Position 138: 1.7135678657613803e-07
Position 960: 1.2109691637455787e-07
Position 521: 1.1843002776448458e-07
Position 684: 1.1371787729425769e-07
Position 217: 1.1257483524945459e-07
Position 987: 9.668329661346251e-08
Position 1675: 1.8437794101411397e-08
Position 4023: 1.445976396440415e-08
Position 1697: 1.4002888902974597e-08
Position 2254: 1.2604626498123868e-08
Position 5371: 9.562504943775477e-09
Position 2492: 9.213243991964471e-09
Position 214: 5.737338517674806e-09
Position 804: 2.5363450762575527e-09
Position 338: 2.3793661633393853e-09
Position 624: 2.0026666309622474e-09
