Gene = PEA15
index = 1010
Annotated 5SS: [ 186 6380 7929]
Annotated 3SS: [6205 7772 8084]
SMsplice 5SS: [ 186 2898 7929]
SMsplice 3SS: [2800 7772 8084]
top_k =  1000
Partition function (log Z): -2.5088163405566286

Sorted 5' Splice Sites (High to Low Probability):
Position 7929: 0.9713442708747192
Position 186: 0.970704131540657
Position 2898: 0.7921947112095166
Position 1901: 0.6136944162168533
Position 8174: 0.5722548267486051
Position 6380: 0.4860380800530056
Position 3329: 0.3048832881384777
Position 6314: 0.12220536466917105
Position 8545: 0.1113454551553459
Position 624: 0.07241056630821809
Position 1732: 0.06735975758457025
Position 8540: 0.06649599778903545
Position 8556: 0.06460514064515466
Position 9192: 0.06224722731765049
Position 3032: 0.05143537803193874
Position 3254: 0.04348399141729372
Position 5864: 0.028656679380934594
Position 2220: 0.027723859758674068
Position 4757: 0.02323766134244014
Position 8289: 0.019264796115737535
Position 347: 0.018273656656230416
Position 4085: 0.013890017905554261
Position 5243: 0.01262145575152765
Position 6108: 0.010567828309606907
Position 5284: 0.010306883961881227
Position 6724: 0.010038898162834896
Position 117: 0.00993907988369054
Position 5465: 0.008224620990712708
Position 4486: 0.007346423572173382
Position 1116: 0.0054852486612245056
Position 580: 0.004989255453742022
Position 5892: 0.004978745308139256
Position 1249: 0.004625196368071179
Position 6142: 0.004502853972039179
Position 5527: 0.00383411471960264
Position 7902: 0.003652068932291226
Position 2801: 0.0035061223356116504
Position 5978: 0.003162289329331479
Position 1188: 0.0027294591264196565
Position 8295: 0.002516818103044217
Position 343: 0.0020406975811410127
Position 2336: 0.00195528502818086
Position 4941: 0.001849705104240176
Position 1300: 0.0018384144605517107
Position 3019: 0.0015739285974393452
Position 5824: 0.001550302235575857
Position 1993: 0.0015202026515328307
Position 1304: 0.0014446920728007748
Position 2725: 0.0013914639028358834
Position 8285: 0.0013807961903742174
Position 1476: 0.0012281808056839006
Position 8283: 0.0012140658410947107
Position 1905: 0.0011325263272251255
Position 8721: 0.0011021996062689412
Position 1333: 0.0009088696045155324
Position 8277: 0.0007793862902026668
Position 564: 0.0006633765510957816
Position 331: 0.0006530586200769306
Position 2594: 0.0006496658802590361
Position 695: 0.0006360679123704376
Position 9894: 0.00047000402697102025
Position 1872: 0.0004417942913986928
Position 1277: 0.00039088693526151603
Position 684: 0.00026254540347635003
Position 1370: 0.00024509878869150524
Position 679: 0.00018041404308686098
Position 587: 0.00017261288837379564
Position 8689: 0.00017101565423209832
Position 1443: 0.00014591141265898148
Position 8362: 0.00012079772167141593
Position 1386: 0.00010374704824512966
Position 6556: 0.00010104996765442469
Position 9489: 9.37284370981487e-05
Position 2780: 9.069689298023609e-05
Position 7450: 5.975003859124838e-05
Position 1924: 5.4894683476704086e-05
Position 883: 5.35296864301571e-05
Position 3345: 5.2154717501452894e-05
Position 418: 5.04964520183034e-05
Position 1845: 4.480770058417363e-05
Position 6910: 4.035076666328762e-05
Position 669: 3.9393414486640973e-05
Position 2164: 3.835080400954955e-05
Position 1151: 2.9131745780228777e-05
Position 22: 2.861731860060028e-05
Position 236: 2.5496749820532553e-05
Position 671: 2.4570245186606055e-05
Position 7439: 2.396896391651483e-05
Position 6505: 2.2095366710863015e-05
Position 1146: 1.5165206128040978e-05
Position 1625: 1.5122845892347824e-05
Position 3742: 1.4537030393942435e-05
Position 152: 1.438710095172901e-05
Position 1633: 1.1958326454440073e-05
Position 367: 4.5376322704050155e-06
Position 210: 4.2490800730505735e-06
Position 540: 3.997962544782262e-06
Position 1302: 3.3101214948245473e-06
Position 441: 3.2913040551738956e-06
Position 426: 3.290751155641988e-06
Position 369: 2.3119080663517792e-06
Position 1129: 1.9682332687949566e-06
Position 3629: 1.1035859526385006e-06
Position 3112: 8.847728009517235e-07
Position 288: 2.6037175719603616e-07
Position 1480: 2.4405184494275893e-07
Position 1068: 1.89839555612135e-07
Position 644: 1.8570201490078262e-07
Position 316: 1.3422291902851065e-07
Position 1255: 1.1296346292764523e-07
Position 925: 1.1044274135749946e-07
Position 305: 8.436714381015057e-08
Position 1042: 8.140592240655483e-08
Position 1016: 6.014411498723186e-08
Position 17: 5.557142269925665e-08
Position 878: 5.4509583938562235e-08
Position 286: 4.014710213500731e-08
Position 932: 2.0211768292597703e-08
Position 1789: 1.8031940080653706e-08
Position 794: 1.2779536989196327e-08
Position 2247: 5.817897070018663e-09
Position 351: 2.229452231089881e-09
Position 314: 1.84482912953183e-09
Position 383: 7.604170542075377e-10
Position 335: 4.653914726052912e-10
Position 400: 1.047271594482365e-10
Position 558: 2.7879819004388402e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8084: 0.8725035502045104
Position 7772: 0.6831774487291867
Position 2800: 0.6637824145456157
Position 6205: 0.5896549924497079
Position 9984: 0.33313116702000467
Position 1792: 0.2502204118867957
Position 7848: 0.24778058667219968
Position 1690: 0.21981689026913573
Position 1821: 0.1788192911172319
Position 8401: 0.14316711488929718
Position 3183: 0.13470086210274895
Position 2707: 0.12494114181269604
Position 8487: 0.10108018741745847
Position 9004: 0.07466512612297427
Position 9346: 0.07426535047426298
Position 3126: 0.06968507720953075
Position 8753: 0.0649391238648603
Position 3203: 0.06450196287398063
Position 515: 0.05604083077753239
Position 8982: 0.04670266401715311
Position 9328: 0.04165112588282639
Position 5695: 0.03843299951421156
Position 8432: 0.029254704484141462
Position 1795: 0.025936748138484695
Position 9031: 0.023507289311063276
Position 5152: 0.02327229138114618
Position 7698: 0.022682165420420813
Position 3081: 0.020326034660060572
Position 3237: 0.020292596696287024
Position 3165: 0.018101151105456254
Position 2939: 0.01685876232119211
Position 9662: 0.01639677844538082
Position 320: 0.015952144204375573
Position 2133: 0.015855716431392473
Position 6262: 0.014834264366369407
Position 2686: 0.01462390605423725
Position 8214: 0.014089450688839078
Position 2967: 0.013325306723660365
Position 7650: 0.011679706525107206
Position 4381: 0.010783622332325968
Position 8923: 0.01061422642537592
Position 9137: 0.009720455025971285
Position 6045: 0.009642484816144997
Position 1151: 0.008939858891473687
Position 9634: 0.008748266786389758
Position 2104: 0.008694378713872951
Position 5351: 0.0071907121951444
Position 9594: 0.0070034320679265485
Position 4526: 0.006288296403240193
Position 8888: 0.0061085511317001346
Position 7864: 0.0060494145790495075
Position 5996: 0.006038279640018575
Position 2583: 0.005727718924105698
Position 2629: 0.005704623644115589
Position 2862: 0.005153061830795319
Position 4481: 0.005024226534097936
Position 4021: 0.004977922941061093
Position 6489: 0.004922948229203342
Position 1022: 0.004736183939838401
Position 8439: 0.004657538057901131
Position 3190: 0.0043584202104869525
Position 6066: 0.004132267864461327
Position 3720: 0.003895738738213331
Position 3142: 0.0038565450490643007
Position 8715: 0.0038479707914799177
Position 4232: 0.0037879626739223964
Position 1576: 0.003757390748971358
Position 3230: 0.0037412432397566004
Position 602: 0.003537953029914452
Position 2897: 0.0032246658313007867
Position 6605: 0.0030440875892443426
Position 10016: 0.002990641156127957
