Gene = VOPP1
index = 1549
Annotated 5SS: [  255 51454 74913 80244]
Annotated 3SS: [51394 74834 80106 99479]
SMsplice 5SS: [  255  9025 15547 31446 46532 48155 51454 60821 74521 74913 80244 94500
 94916]
SMsplice 3SS: [ 8922 15264 31327 46446 48036 51394 60723 74442 74834 80106 94386 94829
 99479]
top_k =  1000
Partition function (log Z): -44.34404181552546

Sorted 5' Splice Sites (High to Low Probability):
Position 9025: 0.9123794912372585
Position 15547: 0.6742645674337364
Position 16579: 0.5935787974571199
Position 17621: 0.5282412874895125
Position 7524: 0.5214978937507909
Position 18484: 0.44130720064954065
Position 9973: 0.3392019085979929
Position 501: 0.3267823579760663
Position 255: 0.3125436857781531
Position 764: 0.3042148226915486
Position 15420: 0.2824032943587949
Position 13124: 0.2508008341811597
Position 5357: 0.2501404631169558
Position 8390: 0.23530450944900452
Position 412: 0.23484154903307744
Position 10672: 0.22867536715968984
Position 18506: 0.22699108589406364
Position 15186: 0.19151686923582156
Position 18874: 0.17771882307796885
Position 22572: 0.1379653820386751
Position 13762: 0.13055241477196672
Position 23008: 0.12299290115402102
Position 702: 0.09375931391982524
Position 817: 0.09234085466631439
Position 222: 0.09196243085342526
Position 16413: 0.09170650974535667
Position 16172: 0.08268709694064338
Position 14045: 0.07542643666034689
Position 18715: 0.07335305662195107
Position 16846: 0.07228033455458449
Position 9901: 0.06714298187727712
Position 21399: 0.06704286340753512
Position 3295: 0.0643634889205015
Position 10635: 0.06095932836650129
Position 10415: 0.057622232068235454
Position 10546: 0.052434851443622386
Position 15157: 0.042970134833530266
Position 4157: 0.0343528078371519
Position 13189: 0.026723810903731025
Position 10150: 0.024591923933637978
Position 23027: 0.022367011706293054
Position 11539: 0.01926452659367616
Position 17184: 0.017311975310783302
Position 4246: 0.016632771160082688
Position 19873: 0.011285325594984491
Position 18905: 0.010232573740953743
Position 13839: 0.008719894020940385
Position 25451: 0.007851204573640719
Position 11075: 0.006664593205106577
Position 10307: 0.006624383828135828
Position 18526: 0.005569171281500423
Position 21411: 0.004135131179695785
Position 22212: 0.003975684184313099
Position 14037: 0.003788393160714021
Position 448: 0.003719634875298109
Position 674: 0.003619492805960761
Position 13723: 0.003603716367627592
Position 16716: 0.0027213895235433023
Position 15555: 0.0025655247664960585
Position 11407: 0.0025058295289117458
Position 1845: 0.0024611326309168617
Position 1524: 0.0024010181948870184
Position 425: 0.002309503178041531
Position 4413: 0.0014651039993117871
Position 15374: 0.0013283875171520786
Position 10173: 0.001232101870839885
Position 9527: 0.0007858155166291673
Position 902: 0.000705179690088431
Position 20943: 0.0006723964801467162
Position 17412: 0.0005953184727658621
Position 10109: 0.0005566937111166918
Position 15551: 0.0005327174995088271
Position 9673: 0.0004722064117760156
Position 1128: 0.00039465808773664167
Position 273: 0.0003796348173481512
Position 13060: 0.0003765572287824674
Position 1363: 0.0003609774144557634
Position 364: 0.00034296001265754554
Position 5744: 0.0003039960440822029
Position 16986: 0.00027762745021349817
Position 5813: 0.0001881041398564561
Position 5860: 0.0001402238137418577
Position 473: 0.00013664089277967806
Position 3703: 0.00013601124082522883
Position 2856: 0.0001252293625063632
Position 3430: 9.580631525785806e-05
Position 1001: 8.259002960571827e-05
Position 3736: 6.963382130863588e-05
Position 3609: 6.564724429168771e-05
Position 1234: 6.149594826337473e-05
Position 88: 5.116981877268371e-05
Position 1182: 4.9132855797505815e-05
Position 3647: 3.627470637745237e-05
Position 1339: 3.3313356409651796e-05
Position 3863: 3.071730860838791e-05
Position 858: 2.9640314540392688e-05
Position 2257: 2.8802703748221017e-05
Position 3927: 2.6302758713922292e-05
Position 7533: 2.4534289491870538e-05
Position 3665: 2.40729729510892e-05
Position 3614: 2.2011948719279874e-05
Position 3773: 1.8525495602706138e-05
Position 18880: 1.7224317506738054e-05
Position 169: 1.7102161107331597e-05
Position 2707: 1.511108654891793e-05
Position 3577: 1.3813065180721207e-05
Position 322: 7.971054228918184e-06
Position 143: 3.4982987251398324e-06
Position 4798: 2.928389384153396e-06
Position 4370: 1.3287430520251884e-06
Position 542: 1.07832485861617e-06
Position 852: 8.750297797323831e-07
Position 608: 6.752320034208439e-07
Position 5350: 6.462702565210849e-07
Position 509: 4.837948744109707e-07
Position 1508: 4.79504918814744e-07
Position 1158: 2.3352671723959852e-07
Position 667: 2.3214179256657933e-07
Position 1193: 2.0643862125452135e-07
Position 689: 1.961983694370199e-07
Position 1514: 1.719811018302343e-07
Position 804: 1.5483420596659787e-07
Position 1488: 1.478625567808009e-07
Position 113: 8.499148064951741e-08
Position 791: 6.587701883513568e-08
Position 793: 3.8666539998592294e-08
Position 531: 3.689319727854134e-08
Position 727: 3.621451605582908e-08
Position 558: 2.9889092268261164e-08
Position 622: 7.336107449566135e-09
Position 1034: 7.122547892789768e-09
Position 619: 4.940341336120474e-09
Position 954: 4.791100283876504e-09
Position 914: 4.6141191565102554e-09
Position 464: 4.106947191596068e-09
Position 461: 7.709576342318519e-10
Position 551: 2.9588308504744853e-10
Position 735: 2.587039696025327e-10
