Gene = GBE1
index = 578
Annotated 5SS: [   787  56718  91324 112366 113306 115770 119381 168254 171125 176070
 180997 184237 225251 226967 263052]
Annotated 3SS: [ 56547  91207 112239 113169 115678 119170 168137 170996 175970 180885
 184064 225065 226835 262933 271697]
SMsplice 5SS: [   787   4522   8963  22478  25252  56718  65919  91324 103408 107241
 112366 113306 115770 118031 145473 168254 171125 176070 180997 184237
 200977 201163 225251 241104 253541 253808 259839]
SMsplice 3SS: [  4283   8742  22387  25133  56547  65807  91207 103288 107159 112239
 113169 115678 117900 145344 168137 170996 175970 180885 184152 200832
 201085 225065 240977 253468 253710 259752 271697]
top_k =  1000
Partition function (log Z): -126.29094143335205

Sorted 5' Splice Sites (High to Low Probability):
Position 4522: 0.9941477370172016
Position 8963: 0.890216204926614
Position 787: 0.8751568139014083
Position 4025: 0.5523204511716394
Position 1435: 0.5360241858297559
Position 1061: 0.4641910686183296
Position 1842: 0.4485331313155559
Position 8796: 0.3055537457778664
Position 4218: 0.2939513148716993
Position 9611: 0.2759066686668444
Position 1773: 0.20232743769569453
Position 4749: 0.1963920276614955
Position 3100: 0.17643262686696237
Position 15229: 0.15326408208442002
Position 10471: 0.09737641751383273
Position 4981: 0.09001589171731235
Position 28: 0.06704763076967685
Position 8638: 0.05310052662268122
Position 1549: 0.04419294240556387
Position 362: 0.04064168135414481
Position 8813: 0.03351627534810858
Position 3755: 0.0332957785153129
Position 5604: 0.027271285693565482
Position 10870: 0.027108488318536753
Position 237: 0.027094996432825286
Position 262: 0.02663159831889821
Position 5889: 0.02621014281917527
Position 406: 0.02413091472181993
Position 3808: 0.022792828928870298
Position 210: 0.019947258178613987
Position 8112: 0.013511216945839809
Position 8266: 0.012372470661477541
Position 13280: 0.010693865160161417
Position 15390: 0.010569960332608761
Position 2176: 0.009699375539776326
Position 3354: 0.008875988904478811
Position 10780: 0.008753300927846121
Position 21: 0.008307151487116072
Position 3178: 0.007614093833495863
Position 1913: 0.0074631123707361025
Position 1194: 0.007435663440521552
Position 4234: 0.006732818741092214
Position 2118: 0.00593247692579546
Position 1766: 0.005728969489282564
Position 7306: 0.005568930911878936
Position 1400: 0.005407134932849133
Position 194: 0.004825910394055252
Position 1172: 0.0042372328273297686
Position 206: 0.003624517041583156
Position 1167: 0.0034425699406043387
Position 1128: 0.003279088832238891
Position 3255: 0.0031159822707371118
Position 1746: 0.002714854682215553
Position 351: 0.002033956778356907
Position 5786: 0.001917944534331669
Position 190: 0.0018559896895720465
Position 3915: 0.0017956747355615719
Position 3812: 0.001686028067572368
Position 3183: 0.001478135894687008
Position 1725: 0.0014365975339607508
Position 145: 0.0011207273505857676
Position 8318: 0.0010129960431388388
Position 1555: 0.0009486179798141256
Position 1382: 0.0009221010628913518
Position 1786: 0.0008738429198604212
Position 10730: 0.0008569392257372883
Position 10230: 0.000737094746603916
Position 967: 0.0007245533935188244
Position 935: 0.0005913444234128388
Position 8948: 0.0005890982626984117
Position 1820: 0.0005771469406716228
Position 1396: 0.0005630997098129412
Position 198: 0.0004993837493012827
Position 1154: 0.0004492410204213197
Position 5578: 0.00039314465913210496
Position 2837: 0.00036736291439297343
Position 4789: 0.00030225378992931244
Position 334: 0.00026973026602935873
Position 3044: 0.0002494045348790577
Position 3960: 0.00021766994769738317
Position 3949: 0.00021581507200151554
Position 1402: 0.0002075940623783538
Position 2812: 0.00016379402222554886
Position 313: 0.000150067394262407
Position 1237: 0.00011475090295138278
Position 2551: 0.00011404298271494405
Position 1584: 0.00010748537927128398
Position 384: 0.00010153091042744673
Position 1375: 7.444436488758536e-05
Position 184: 7.024632008994113e-05
Position 18: 6.691801116205385e-05
Position 82: 6.484868020999441e-05
Position 1463: 5.0782457554295534e-05
Position 5197: 4.688219008307821e-05
Position 1404: 3.742550389262535e-05
Position 2480: 3.398210262253215e-05
Position 4914: 3.3292013040419295e-05
Position 1491: 2.2889143057651185e-05
Position 981: 2.107673701790924e-05
Position 1240: 1.8884494502555038e-05
Position 366: 1.589178481090646e-05
Position 169: 1.3450490072581115e-05
Position 5191: 1.3391579147301152e-05
Position 122: 1.3237647933701123e-05
Position 46: 1.0333295337960126e-05
Position 926: 9.412089291411663e-06
Position 231: 5.12761720488995e-06
Position 1219: 4.7059988732604575e-06
Position 1108: 3.98230868829135e-06
Position 12: 3.763726213978834e-06
Position 1192: 3.3821593800523327e-06
Position 70: 3.091482714517381e-06
Position 49: 3.02166611161395e-06
Position 4995: 2.772068322425534e-06
Position 843: 8.053080072654234e-07
Position 716: 6.218264696296067e-07
Position 410: 4.5262875248929157e-07
Position 910: 2.3381542647410556e-07
