Gene = TERT
index = 1389
Annotated 5SS: [  277  1735 12619 14890 15757 16407 22863 23929 26528 28584 30644 34574
 36450 39761 40680]
Annotated 3SS: [  380 12422 14708 15576 16250 22766 23842 26413 28511 30454 34446 36387
 39635 40541 41215]
SMsplice 5SS: [  277  1735  8883 12619 15757 16407 17529 22863 23929 26528 28584 30644
 30958 33891 34574 36450 39761 40680]
SMsplice 3SS: [ 1627  8703 12446 15576 16250 17456 22766 23842 26413 28511 30454 30871
 33798 34446 36387 39635 40541 41215]
top_k =  1000
Partition function (log Z): 24.863010150110927

Sorted 5' Splice Sites (High to Low Probability):
Position 26528: 0.9999824511723443
Position 1735: 0.9947887619639845
Position 36450: 0.9867713675482102
Position 30644: 0.9689706149559326
Position 22863: 0.935959535708848
Position 15757: 0.9195458021655809
Position 23929: 0.9031366135168101
Position 28584: 0.8874367268952313
Position 16407: 0.8461897531245739
Position 39761: 0.7490433383402836
Position 30958: 0.7084670821176834
Position 12619: 0.6743798942023694
Position 17529: 0.6461025077665723
Position 277: 0.5625943626350352
Position 33891: 0.5367427660050084
Position 24140: 0.5224041161915349
Position 34574: 0.516374262158138
Position 8883: 0.4966862041366761
Position 25333: 0.4120226748895402
Position 23585: 0.3880608685392005
Position 8924: 0.3736954113989305
Position 32746: 0.33167915062303677
Position 28833: 0.32443406713864514
Position 669: 0.2648652707739272
Position 18369: 0.234309251018128
Position 540: 0.2288708554056922
Position 13717: 0.21568275832180187
Position 31393: 0.17351867023886758
Position 118: 0.17083213721487073
Position 21255: 0.15386275023840731
Position 31967: 0.13522576714073786
Position 18444: 0.13085319973343923
Position 14137: 0.1282362923723389
Position 135: 0.11565352853013255
Position 26226: 0.11368591305833231
Position 34684: 0.09716515325621558
Position 28295: 0.09351056761228427
Position 16349: 0.08724023596514406
Position 33901: 0.08574183591720762
Position 32928: 0.08496137774628966
Position 12502: 0.08439043238809535
Position 14755: 0.08263884177395332
Position 24226: 0.08193909400919207
Position 6978: 0.07354068918741684
Position 14928: 0.0718329286122376
Position 24211: 0.07117667440268113
Position 23946: 0.07091246622992255
Position 18482: 0.06865853449601092
Position 31353: 0.06784143889089497
Position 36863: 0.06613680886445768
Position 40686: 0.0631764625533882
Position 22678: 0.0626990327682637
Position 18260: 0.06066607083489365
Position 3102: 0.06015220692515312
Position 17550: 0.05999207659276868
Position 17153: 0.05962805780770264
