Gene = PTAR1
index = 1095
Annotated 5SS: [   90  9162 18151 25793 27804 36617 41293]
Annotated 3SS: [ 8991 18083 25687 27589 36311 41257 41373]
SMsplice 5SS: [   90 18151 21820 25793]
SMsplice 3SS: [18083 21730 25687 41257]
top_k =  1000
Partition function (log Z): -24.244546568170126

Sorted 5' Splice Sites (High to Low Probability):
Position 90: 0.9571280248384242
Position 9162: 0.6663384901896935
Position 8861: 0.5536109570639096
Position 6173: 0.24012536773885987
Position 505: 0.1398274929781579
Position 445: 0.13467988192821592
Position 4444: 0.11805148429137664
Position 15699: 0.11182857197497797
Position 419: 0.0647295541556638
Position 391: 0.028884061434513802
Position 451: 0.023264757031441367
Position 4223: 0.019481494665578542
Position 1539: 0.018822472933010377
Position 441: 0.017034088388449917
Position 1238: 0.012980012984158192
Position 11402: 0.01273212336972018
Position 13088: 0.01124974041153592
Position 561: 0.008460087179211987
Position 4800: 0.007664749387753843
Position 3583: 0.007455070393819775
Position 2385: 0.007385023276326233
Position 5869: 0.006918321074411663
Position 6340: 0.005914617363788363
Position 10456: 0.004627941060151979
Position 4616: 0.004608084303897926
Position 643: 0.0036503970489309115
Position 1441: 0.0025449806233189204
Position 6415: 0.0017426087470121235
Position 2081: 0.0017063369111082211
Position 1255: 0.0014530206775173098
Position 304: 0.0013694071035984918
Position 2422: 0.0013268946812110699
Position 4549: 0.0013220736736720895
Position 4723: 0.0012628081208115132
Position 6898: 0.0010937955693571856
Position 4711: 0.0010252443693081655
Position 6125: 0.0007542780126110018
Position 25: 0.0006651173615291013
Position 5326: 0.0006096390323915697
Position 7727: 0.0004448149234143625
Position 7228: 0.00038244878542204237
Position 460: 0.00036505669949649295
Position 4667: 0.00032437403990513697
Position 31: 0.00028941584263191076
Position 1207: 0.00015831622488849035
Position 395: 0.0001478907131766852
Position 3592: 0.00013506321480029159
Position 186: 0.00010721523920051094
Position 120: 0.0001066296624949324
Position 1951: 0.00010335220897380948
Position 2496: 9.975807195694157e-05
Position 37: 9.850085255334819e-05
Position 289: 5.171206247043822e-05
Position 227: 4.980104723779364e-05
Position 46: 4.681615182834299e-05
Position 94: 4.2892073826061504e-05
Position 1602: 3.321933784567347e-05
Position 294: 2.488282245156916e-05
Position 4655: 1.130888418400499e-05
Position 152: 7.820706079278644e-06
Position 952: 5.311998241893051e-06
Position 843: 5.305983455675328e-06
Position 564: 3.765737921590078e-06
Position 820: 3.1249719306834008e-06
Position 49: 2.7139660535580594e-06
Position 243: 2.2763169521984333e-06
Position 607: 1.7855448537292666e-06
Position 546: 1.7808548142575492e-06
Position 449: 8.316907504040922e-07
Position 673: 7.453946549285354e-07
Position 123: 7.367103853861064e-07
Position 612: 4.676773208464483e-07
Position 1172: 4.602219810267468e-07
Position 848: 4.099617609550354e-07
Position 973: 3.167662905164773e-07
Position 491: 3.156268184186438e-07
Position 878: 1.1797268395780099e-07
Position 903: 1.0233476581822682e-07
Position 225: 9.794563140239102e-08
Position 340: 9.557665496269846e-08
Position 954: 6.406654975291884e-08
Position 1052: 2.915794450945296e-09
Position 1026: 2.4532773765525924e-09
Position 1247: 2.080840000775797e-09
Position 364: 1.536621335571876e-09
Position 240: 5.461657987178038e-10
Position 689: 2.3915953175765045e-10
Position 384: 1.730453621001055e-10
Position 410: 1.0483830541968771e-10
Position 412: 2.83721077960601e-12
Position 682: 1.8276361180771716e-13
Position 757: 1.4275049792088415e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9023: 0.41989829467156153
Position 19304: 0.3414857886482392
Position 8686: 0.3194040688921056
Position 361: 0.30777878022117755
Position 6080: 0.26128722873918553
Position 8656: 0.1838886555594732
Position 13030: 0.15632702661808967
Position 8991: 0.1386002754418626
Position 15629: 0.13076356447183088
Position 4400: 0.11622224063517982
Position 9132: 0.11271439119827836
Position 6051: 0.09168005977572925
Position 13473: 0.08949349508181452
Position 418: 0.06102312166588651
Position 8802: 0.053385839917403824
Position 7195: 0.04485811810678139
Position 11268: 0.033878057188939804
Position 11733: 0.027914192461757203
Position 13784: 0.019081218105325048
Position 1132: 0.018597053070219926
Position 10289: 0.01703476988542227
Position 1237: 0.015104555090772773
Position 12939: 0.01408025093610243
Position 9930: 0.014049442544803763
Position 209: 0.01403397750046605
Position 14296: 0.01403124783097787
Position 6454: 0.010700780775533741
Position 4123: 0.010157126308516683
Position 7322: 0.008711540961899638
Position 11827: 0.007248606816545097
Position 4440: 0.007213768561961819
Position 11868: 0.007061944594442862
Position 12003: 0.00669942381858109
Position 11111: 0.006170313162258334
Position 11541: 0.0061336711842585896
Position 4104: 0.0059813730929321575
Position 4698: 0.00593771793624619
Position 4333: 0.005794740144592105
Position 10731: 0.004744307378379881
Position 8185: 0.004732245364889521
Position 3482: 0.004642145026707135
Position 13055: 0.004564611058668169
Position 1686: 0.003963239811901222
Position 8076: 0.003851512782780283
Position 2288: 0.0035605622297068523
Position 1441: 0.0033579787094297933
Position 12463: 0.0032028404659058176
Position 3455: 0.0031362948795343472
Position 9872: 0.0030970679041196743
Position 2350: 0.0029676756785287405
Position 4162: 0.0028498096157702456
Position 5022: 0.0028445044625963764
Position 7618: 0.0026406686560236903
Position 2189: 0.0025878038227092033
Position 6222: 0.0024008570609690954
Position 6883: 0.002277862960182029
Position 11771: 0.0022747016231364795
Position 5750: 0.0022512531562123217
Position 5698: 0.0020683646991370066
Position 5586: 0.0020415170760829738
Position 1160: 0.0020280229502952773
Position 394: 0.001953875833393755
Position 9198: 0.0019394180547335155
Position 4443: 0.0018114993776252874
Position 1370: 0.0017577215125478291
Position 4195: 0.0017009859850940395
Position 1682: 0.0015810827374950931
Position 2139: 0.0014434115779359742
Position 642: 0.0012669280529260247
Position 5686: 0.0012278228294395875
Position 1499: 0.0011930305308661927
Position 10017: 0.0011682453943628627
Position 5913: 0.0010696155168479185
Position 10130: 0.0010217041898293493
Position 9350: 0.000997132606465112
Position 9259: 0.000954160337974826
Position 2246: 0.0007122683127722356
Position 4937: 0.0007018024187852925
Position 1969: 0.0006681661441898053
Position 587: 0.0006581389809184716
Position 1177: 0.0006075844920301032
Position 364: 0.0004992472765597556
Position 7256: 0.0004459343697483202
Position 1519: 0.0003969121185696314
Position 5773: 0.00037907121116915077
Position 2045: 0.00035942981657737227
Position 4512: 0.00033965044707522037
Position 200: 0.00032909651540046826
Position 220: 0.0003087438284836097
Position 4236: 0.00029804033582870026
Position 2006: 0.0002823111766219037
Position 1745: 0.0002776242087452689
Position 3958: 0.00023976004285781292
Position 1450: 0.00022951941026480333
Position 1988: 0.00022087344245740192
Position 6788: 0.00019738600594704884
Position 1418: 0.00018880286551174117
Position 4250: 0.00018348253345386997
Position 216: 0.00016767764273275355
Position 726: 0.00013804806416777758
Position 843: 0.00012543814287116156
Position 6129: 0.00011178725835182766
Position 182: 0.0001109576371475359
Position 2859: 8.709979080209385e-05
Position 808: 4.8770606938748645e-05
Position 6862: 4.516624607302719e-05
Position 3894: 4.4412599869697577e-05
Position 5069: 4.439709119202573e-05
Position 546: 3.7577952686605314e-05
Position 2779: 3.625490116262214e-05
Position 2421: 3.440962531859199e-05
Position 1195: 3.061702235966111e-05
Position 1255: 2.8268167280358566e-05
Position 1084: 2.6636209923265173e-05
Position 3047: 1.8957878066377195e-05
Position 2888: 1.8285874649690706e-05
Position 2524: 1.3654000631969601e-05
Position 1471: 1.24568978788766e-05
Position 1713: 1.1246347873729967e-05
Position 1006: 1.0944128061642945e-05
Position 1757: 1.0392835028599551e-05
Position 903: 9.09654605900497e-06
Position 951: 8.713005253216024e-06
Position 1048: 8.698758278673523e-06
Position 682: 7.966391647069354e-06
Position 612: 5.754196269904049e-06
Position 1220: 3.967750110623628e-06
Position 213: 2.8967642800433062e-06
Position 301: 1.5954595540214859e-06
Position 379: 1.3787461762340706e-06
Position 477: 1.0608086351783106e-06
Position 560: 9.678559434316624e-07
Position 222: 4.6539528910687966e-07
Position 1888: 4.6096001582144643e-07
Position 381: 4.5688439675723804e-07
Position 1416: 3.5870267377706534e-07
Position 1302: 3.1464960458585756e-07
Position 304: 1.8052925298284672e-07
Position 2011: 1.6653270394307834e-07
Position 531: 7.31469600137907e-08
Position 499: 5.0961341851105755e-08
Position 957: 2.7871536409005698e-08
Position 294: 2.720931832979001e-08
Position 650: 1.2540086849486821e-08
Position 118: 1.1565905240967607e-09
Position 150: 3.4740880753130556e-11
Position 501: 2.081001738484193e-11
Position 94: 4.6123181585712855e-12
Position 130: 1.8967793958780277e-12
Position 570: 6.967160913329385e-14
