Gene = IKBKAP
index = 684
Annotated 5SS: [  253  3120  4348  6745  7594 11275 14864 15306 16570 17913 21853 23107
 25812 27814 30554 31278 32489 32692 33857 34295 35446 35615 36969 37164
 37621 40174 41131 42914 44785 51992 52412 54065 54671 55494 56122 59222]
Annotated 3SS: [ 2914  4194  6662  7512 11188 14766 15214 16445 17818 21621 22935 25711
 27630 30446 31173 32434 32585 33740 34220 35366 35534 36830 37077 37471
 40049 41032 42711 44722 51928 52350 53950 54558 55365 55966 59145 64933]
SMsplice 5SS: [  253  2796  3120  4348  6745  7594 11275 14864 15306 17913 21853 23107
 23663 25812 30554 31278 32692 34295 35446 35615 37621 40174 41131 42914
 44785 51992 52454 54065 54671 55494 56122]
SMsplice 3SS: [ 2626  2914  4194  6662  7512 11188 14766 15214 17818 21621 22935 23493
 25711 30446 31173 32585 34220 35366 35534 37471 40049 41032 42711 44722
 51928 52350 53950 54558 55365 55966 64933]
top_k =  1000
Partition function (log Z): 47.098649004123104

Sorted 5' Splice Sites (High to Low Probability):
Position 7594: 0.9997000341576671
Position 56122: 0.9989653030545711
Position 35615: 0.9854527661424631
Position 42914: 0.9840241049612354
Position 44785: 0.9800157191380642
Position 32692: 0.9739632423410184
Position 55494: 0.972013339320732
Position 35446: 0.9622973737316283
Position 25812: 0.946108603475235
Position 30554: 0.931373381325427
Position 34295: 0.9221638926275515
Position 14864: 0.9217227473226035
Position 37621: 0.8787749387102807
Position 31278: 0.8731517318177783
Position 3120: 0.8679467128333245
Position 21853: 0.8545776436428998
Position 4348: 0.7914456175734266
Position 15306: 0.7805522621107258
Position 40174: 0.7654604835970097
Position 23107: 0.7529569596208767
Position 2796: 0.7027445503448829
Position 41131: 0.665805080525661
Position 17913: 0.6506573372359706
Position 253: 0.6336419226390568
Position 6745: 0.6315748877607922
Position 52454: 0.6284083925552165
Position 23663: 0.6238367230915864
Position 51992: 0.6103961725810135
Position 54065: 0.5904182362640833
Position 18975: 0.5810512735994069
Position 54671: 0.49338396704515525
Position 11275: 0.4904024871871624
Position 5901: 0.4767134153799792
Position 16570: 0.43333695141970746
Position 11318: 0.41646997812871867
Position 43361: 0.4126432502888167
Position 27814: 0.39720163102765244
Position 1033: 0.39338556733922936
Position 52057: 0.35024968885599755
Position 17972: 0.34041324145324764
Position 27729: 0.3391215105840503
Position 48349: 0.32151714996544356
Position 26307: 0.30321937933618226
Position 33857: 0.3026005977406376
