Gene = GGPS1
index = 589
Annotated 5SS: [  149  7985 14429]
Annotated 3SS: [ 7891 14357 14660]
SMsplice 5SS: [  149  7985 14429]
SMsplice 3SS: [ 7891 14357 14660]
top_k =  1000
Partition function (log Z): -10.06199412303634

Sorted 5' Splice Sites (High to Low Probability):
Position 7985: 0.9195255611589387
Position 149: 0.7881222860813812
Position 14429: 0.6751491709796806
Position 1149: 0.4129664919136913
Position 10204: 0.1379526407154747
Position 2024: 0.10685393583213618
Position 2636: 0.09600764000537297
Position 4173: 0.0708716057951255
Position 2097: 0.055683650446162164
Position 582: 0.034649914554206046
Position 8061: 0.03456952181388435
Position 14226: 0.030211645055264427
Position 1168: 0.02818236990099174
Position 10193: 0.02770950093891353
Position 8712: 0.02640674011736362
Position 227: 0.024468085320318737
Position 2530: 0.022196778751118206
Position 4222: 0.0211384557675475
Position 731: 0.02027522895068799
Position 1429: 0.02008506177962545
Position 2790: 0.01755321714912515
Position 1834: 0.016895540227313436
Position 2610: 0.013765149731844263
Position 10213: 0.01335472355366356
Position 3704: 0.012843551441839018
Position 658: 0.01158108878528957
Position 1817: 0.010809267297255183
Position 13613: 0.010545188871517095
Position 108: 0.009513880412653315
Position 8154: 0.009050812096623837
Position 2158: 0.007323910694926771
Position 2796: 0.007321091932137116
Position 10077: 0.007097926225864502
Position 8097: 0.007022103247851243
Position 14612: 0.006288282926233722
Position 8677: 0.006031273682475553
Position 9319: 0.00578018042705179
Position 14997: 0.005616796283262896
Position 2814: 0.00506429269377745
Position 275: 0.0049615840448233835
Position 5458: 0.004816505871495053
Position 855: 0.003932109995970181
Position 14543: 0.003398841770733082
Position 225: 0.003332505448849828
Position 3253: 0.002993335459909028
Position 5008: 0.002923826565294807
Position 2515: 0.002840864419047293
Position 3216: 0.002708740709317139
Position 13036: 0.0026713453725773096
Position 2920: 0.0022861509879260225
Position 4137: 0.00227974027575591
Position 13600: 0.0022146900459064627
Position 4402: 0.0017108431689572081
Position 3481: 0.001353459350968361
Position 3120: 0.0010337168739697263
Position 1798: 0.0006598247021139005
Position 2952: 0.0005899577399973524
Position 4404: 0.0005876039801609935
Position 1299: 0.0005805667625804893
Position 13024: 0.000568763895163883
Position 10974: 0.0005679922112004753
Position 10338: 0.0005208218714983141
Position 3724: 0.000506952869886327
Position 2999: 0.00048266520086388365
Position 4653: 0.0004652935440800901
Position 1914: 0.00046179610214892993
Position 615: 0.0004091334508746759
Position 14977: 0.00036033773295017144
Position 1322: 0.0002958397345147185
Position 1521: 0.00026810773752398883
Position 450: 0.00024511067993835686
Position 8860: 0.00021517113906474692
Position 8305: 0.0001764599226598977
Position 773: 0.00014036326741368425
Position 1550: 0.00011619716152846271
Position 1736: 9.719557226301354e-05
Position 525: 6.842284389769607e-05
Position 37: 6.038738112058333e-05
Position 1039: 5.430630793856438e-05
Position 740: 5.154216196940169e-05
Position 1606: 2.6578398028002873e-05
Position 2054: 2.5352482877826443e-05
Position 10452: 2.166022026813581e-05
Position 1597: 2.146531903514105e-05
Position 1376: 1.8863577506251773e-05
Position 281: 1.7115194025191683e-05
Position 943: 1.4803254199282058e-05
Position 1262: 1.1108586365434283e-05
Position 81: 7.232235774423888e-06
Position 1141: 6.366905464999829e-06
Position 457: 5.424441045144631e-06
Position 590: 5.314088044833738e-06
Position 949: 3.812853540724206e-06
Position 1193: 2.6325813907928076e-06
Position 1686: 1.8798565382479552e-06
Position 1291: 7.799925289263074e-07
Position 1101: 7.162577407228669e-07
