Gene = FIS1
index = 556
Annotated 5SS: [ 126 1079 4256 4944]
Annotated 3SS: [ 945 4178 4837 5181]
SMsplice 5SS: [ 126 1079 4256 4430 4944]
SMsplice 3SS: [ 945 4178 4323 4837 5181]
top_k =  1000
Partition function (log Z): 2.8454877994693843

Sorted 5' Splice Sites (High to Low Probability):
Position 4256: 0.9671430223397675
Position 1079: 0.7660046492325192
Position 4430: 0.6463164124056876
Position 4944: 0.5363152194154363
Position 126: 0.48856028376442856
Position 159: 0.2219411970489288
Position 5083: 0.1946521262081369
Position 529: 0.111013771113597
Position 188: 0.11001529889766111
Position 722: 0.10753631491926723
Position 1635: 0.0461936874937789
Position 4261: 0.030694113605919927
Position 4418: 0.02712406516504633
Position 1449: 0.022668284073415333
Position 4365: 0.018455364701681968
Position 1027: 0.017311905855426326
Position 1837: 0.017151962920609127
Position 4858: 0.01696196379114969
Position 4448: 0.01666816197389743
Position 3496: 0.010795664388525198
Position 2228: 0.010777840705933035
Position 403: 0.009555897610705686
Position 455: 0.008269721796169428
Position 4517: 0.007204268583314723
Position 1770: 0.006507296963809937
Position 1474: 0.00517933992436176
Position 706: 0.004683236683519972
Position 2366: 0.004364482079417157
Position 2164: 0.0034398617143819444
Position 3467: 0.0031001516638597465
Position 1011: 0.0029799193135014047
Position 482: 0.0028185721554079145
Position 2564: 0.0026185732376700632
Position 1055: 0.002469152296181269
Position 1168: 0.002420554225692338
Position 368: 0.0018946682685597094
Position 4536: 0.0016278612123573665
Position 2856: 0.0015766595636492445
Position 1038: 0.00118953601549501
Position 5089: 0.0011602339564469513
Position 667: 0.0011590482431563702
Position 2029: 0.0010979770260519605
Position 1268: 0.0010824339680130047
Position 57: 0.0010676092074690027
Position 562: 0.0008723917703621251
Position 5008: 0.0006447610155105142
Position 2398: 0.0006272840142970749
Position 4619: 0.0005968113108096704
Position 4546: 0.0005903910310785228
Position 1728: 0.0005514653066878842
Position 4485: 0.0005288566720488696
Position 4491: 0.0004878046819510346
Position 686: 0.00047404295549728273
Position 2373: 0.0004666416084517772
Position 2106: 0.00040677911603480407
Position 4512: 0.00030103508754992673
Position 4357: 0.0002819734428299279
Position 4803: 0.00026759941919536964
Position 4494: 0.00023510009205137775
Position 171: 0.00023335513590073552
Position 1020: 0.0002151788215150021
Position 4377: 0.00021112798596383087
Position 1130: 0.00020996247611486992
Position 830: 0.0002044877509038349
Position 1312: 0.00020328838755878293
Position 4964: 0.00019007908586193714
Position 5000: 0.00018770036835918951
Position 1772: 0.0001866588107931683
Position 4407: 0.00018508112057471018
Position 2521: 0.00017970961704652147
Position 2039: 0.00017778016474471496
Position 3944: 0.00015330821512442902
Position 107: 0.00014267177055274306
Position 578: 0.00013595247627375164
Position 105: 0.000132210305741293
Position 4591: 0.00013036935040312692
Position 4375: 0.00012951493588605768
Position 1587: 8.967845387562104e-05
Position 800: 8.63266392690094e-05
Position 1302: 7.954089594733406e-05
Position 52: 7.733560194819529e-05
Position 428: 5.915851351863344e-05
Position 1089: 5.890791427136049e-05
Position 653: 5.3197406044434755e-05
Position 472: 5.179114438210449e-05
Position 315: 5.0661607784525984e-05
Position 1328: 5.049630467771287e-05
Position 441: 4.962099767882616e-05
Position 45: 4.731496634455078e-05
Position 4742: 4.4352577242755804e-05
Position 1364: 4.3050654583504516e-05
Position 4621: 3.974646484688722e-05
Position 5259: 3.4902779342285265e-05
Position 1261: 3.236600677195948e-05
Position 516: 3.112367699471912e-05
Position 4705: 2.5346347668946574e-05
Position 618: 2.1904083906167142e-05
Position 5224: 1.8036713919851182e-05
Position 312: 1.801627895964253e-05
Position 5267: 1.5731679494595236e-05
Position 5261: 1.183670337916952e-05
Position 4540: 1.0646941834625607e-05
Position 183: 1.0631709607057924e-05
Position 883: 9.34312085989452e-06
Position 4870: 8.138538547462396e-06
Position 625: 5.7990560626023905e-06
Position 320: 5.309512247739287e-06
Position 318: 4.782584391872264e-06
Position 365: 3.4747604119069476e-06
Position 111: 2.2420291622802053e-06
Position 4470: 1.9353793346113464e-06
Position 4235: 1.4510526562418393e-06
Position 1066: 1.1685466998567563e-06
Position 5129: 6.571229500913353e-07
Position 510: 1.2396454513749476e-07
Position 4646: 1.1640724581474247e-07
Position 4: 5.3062604177959276e-08
Position 55: 8.636240585806647e-09
Position 37: 4.616917817681282e-09
Position 90: 4.04776079627217e-09
Position 75: 2.8969685995083538e-09
Position 457: 2.7657761487028078e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4178: 0.9964039864746375
Position 5181: 0.9921881856970003
Position 4323: 0.7249306778312534
Position 945: 0.7135607488386144
Position 4837: 0.5925178701959323
Position 4879: 0.10191617666987311
Position 1537: 0.056329871429961764
Position 948: 0.048284305757070725
Position 633: 0.04402543887383552
Position 5052: 0.02179257547603695
Position 4832: 0.01719910254426765
Position 2184: 0.014785507075080395
Position 342: 0.01136423020757365
Position 1374: 0.011338293217589722
Position 425: 0.010870645393437248
Position 3343: 0.009762422486569118
Position 966: 0.007955454599932424
Position 1171: 0.007213139425224055
Position 397: 0.006023477630593848
Position 5025: 0.005711455182366634
Position 671: 0.005309834409966299
Position 4883: 0.004685937100473775
Position 1513: 0.0045450417397071745
Position 1257: 0.003895908350630426
Position 1727: 0.003706432254753882
Position 4969: 0.003330959957751565
Position 1253: 0.00318087292849974
Position 1988: 0.0024817468470986355
Position 1755: 0.0024131712862298814
Position 3318: 0.002189166456500616
Position 1676: 0.002159810507184503
Position 642: 0.0019200765447651862
Position 1971: 0.0018815550709276017
Position 763: 0.0017492459768387737
Position 1005: 0.001712313432917977
Position 996: 0.00169044388280778
Position 2081: 0.0015281167956495434
Position 2141: 0.0013710580704894234
Position 299: 0.0013703199928881242
Position 1415: 0.00126759532460191
Position 372: 0.0012673006178874026
Position 2669: 0.0011107332707768539
Position 4663: 0.0011027379505216674
Position 776: 0.0010675115774321459
Position 4483: 0.0010499828010746613
Position 253: 0.001045578178207631
Position 4740: 0.0010197049976747243
Position 4598: 0.00081972852070941
Position 3292: 0.0007878486872723306
Position 4193: 0.0007523643864470687
Position 1418: 0.0007426319300432507
Position 4180: 0.0007397298034355869
Position 561: 0.0007229355989228285
Position 1281: 0.0006820660604646177
Position 232: 0.0006714215146350633
Position 282: 0.0006284709547168391
Position 1368: 0.0005716035178421989
Position 705: 0.0005557366423532958
Position 4752: 0.00046308899793133675
Position 5082: 0.00045677806609245445
Position 454: 0.00045573016013035055
Position 2465: 0.0004501239948057412
Position 1836: 0.00040082768478394366
Position 3152: 0.000382691388160737
Position 5386: 0.0003770084855145721
Position 1769: 0.0003721930926623137
Position 3289: 0.00037189717377377927
Position 262: 0.00033649565281903594
Position 998: 0.00033579684949796337
Position 2250: 0.0003253653584374002
Position 2212: 0.00028765945526887425
Position 2124: 0.0002858842591674661
Position 3210: 0.00028435544166940696
Position 3924: 0.0002556455463992963
Position 318: 0.00024036342946478606
Position 1213: 0.00023768262390763963
Position 576: 0.00020101608882772785
Position 975: 0.00019879731212456945
Position 4900: 0.00019690801051042625
Position 525: 0.0001945417982319885
Position 2332: 0.00018358614882201267
Position 2690: 0.0001636879933883442
Position 5059: 0.00016132245112254507
Position 3818: 0.00016032857300673513
Position 4330: 0.000158955379685487
Position 1519: 0.00015861821949152488
Position 5029: 0.00014947005662105208
Position 4565: 0.00014306599474002776
Position 412: 0.00013833140050835361
Position 2677: 0.00013096304071462525
Position 630: 0.00012134522336931683
Position 3227: 0.00011743441843895439
Position 5144: 0.00011683194274794016
Position 4010: 0.0001152419845428808
Position 979: 0.00011230908628863814
Position 1951: 9.62279830922705e-05
Position 519: 9.61712844928184e-05
Position 2693: 9.464197680584841e-05
Position 982: 9.314873683504457e-05
Position 1328: 9.312247815840617e-05
Position 600: 8.997543755154032e-05
Position 3989: 8.475443162574937e-05
Position 4076: 8.20053405841733e-05
Position 4300: 8.153641532936084e-05
Position 1593: 7.998633904341353e-05
Position 1302: 7.752012724002386e-05
Position 2782: 7.663328196357171e-05
Position 5267: 7.385254892549163e-05
Position 3902: 7.225974938149218e-05
Position 4121: 6.64692124089463e-05
Position 1563: 5.3352215709621206e-05
Position 586: 4.778133859532156e-05
Position 1060: 4.6735676200641764e-05
Position 765: 4.618847091171272e-05
Position 301: 4.563973918032948e-05
Position 227: 4.513392347303551e-05
Position 4347: 4.4968521262456796e-05
Position 611: 4.304813144949103e-05
Position 1682: 4.2547367640201456e-05
Position 1350: 3.777585851502985e-05
Position 4711: 3.714654004601153e-05
Position 1259: 3.678707342981639e-05
Position 4849: 3.619028321255564e-05
Position 1890: 3.5918040824266484e-05
Position 957: 3.527123284969429e-05
Position 1702: 3.341624171814887e-05
Position 1038: 3.274880135579047e-05
Position 4340: 3.268813157797044e-05
Position 441: 2.9808592315724812e-05
Position 433: 2.5672181002582294e-05
Position 489: 2.4535776609308828e-05
Position 567: 2.449116978909036e-05
Position 4930: 2.065402135326236e-05
Position 5037: 1.9507339027601265e-05
Position 4400: 1.619161800248605e-05
Position 4624: 1.5505876493589542e-05
Position 597: 1.5288388217863415e-05
Position 503: 1.4285620762425868e-05
Position 357: 1.3109942390097822e-05
Position 4858: 1.1192774502006007e-05
Position 400: 1.0198509749553518e-05
Position 4666: 1.004848755392953e-05
Position 5419: 9.649743572254745e-06
Position 407: 7.679553373510172e-06
Position 5110: 7.6150500841971155e-06
Position 1142: 6.960622159989097e-06
Position 5281: 5.465691444129623e-06
Position 1186: 5.023927357372374e-06
Position 1198: 4.115002582642505e-06
Position 5406: 2.755536043420717e-06
Position 836: 2.180395611801172e-06
Position 4381: 2.168803705879e-06
Position 4362: 2.1616668852741503e-06
Position 814: 2.0793277891042084e-06
Position 888: 2.041525044039412e-06
Position 695: 1.9451672732622844e-06
Position 972: 1.543692943323983e-06
Position 784: 1.540998589156888e-06
Position 4354: 1.4974089689181485e-06
Position 1034: 1.369135955707315e-06
Position 892: 1.3500890388507335e-06
Position 5312: 1.2010051870944962e-06
Position 3733: 1.1780116902570064e-06
Position 510: 1.05329436091696e-06
Position 5284: 9.309573277524166e-07
Position 1353: 8.63820191070473e-07
Position 794: 8.085098012191796e-07
Position 742: 7.852293084525366e-07
Position 818: 7.631713509737164e-07
Position 787: 6.465726147833359e-07
Position 821: 6.448073726012846e-07
Position 1678: 5.931446778179169e-07
Position 5086: 3.125917836368649e-07
Position 312: 2.3786750945710383e-07
Position 1481: 2.0246519230962515e-07
Position 2348: 1.6057778512502816e-07
Position 4485: 1.442037803577469e-07
Position 528: 1.432978072179906e-07
Position 4618: 1.4107394146233574e-07
Position 683: 1.1592208622915147e-07
Position 4576: 6.776897383147769e-08
Position 4573: 5.488859790640859e-08
Position 4704: 5.1432535038257145e-08
Position 737: 2.708045129520566e-08
Position 1147: 1.9716237086781532e-08
Position 145: 1.1399356320557631e-08
Position 859: 9.77724131611515e-09
Position 865: 9.05435296171991e-09
Position 1077: 8.525963308020483e-09
Position 327: 4.321136312966614e-09
Position 4395: 2.165097106098091e-09
Position 4370: 2.1372933835273404e-09
Position 4364: 2.0931579700208136e-09
Position 187: 9.56441595075736e-10
Position 191: 8.481097189989349e-10
Position 178: 5.802144551312414e-10
Position 147: 5.074444847427021e-10
Position 183: 2.971590038677663e-10
Position 116: 8.595873573824543e-11
Position 532: 9.975654238470202e-13
Position 153: 7.168102497527706e-13
Position 181: 4.1117373499751e-13
Position 130: 1.4009790184592304e-13
Position 75: 1.3631677256981228e-13
Position 158: 1.34360436434536e-13
Position 165: 8.494369186986205e-15
