Gene = PLPP1
index = 1038
Annotated 5SS: [   479  59752  67182  93200 109188]
Annotated 3SS: [ 59599  66900  93141 109010 109715]
SMsplice 5SS: [   479   6868  44091  56333  59752  65267  67182  93200 109188]
SMsplice 3SS: [  6772  43935  56138  59599  65140  66900  93141 109010 109715]
top_k =  1000
Partition function (log Z): -53.58188284103445

Sorted 5' Splice Sites (High to Low Probability):
Position 6868: 0.8099247557629957
Position 7202: 0.7539001465302282
Position 479: 0.6207224227446643
Position 14953: 0.41166536391464403
Position 14880: 0.4053141791489062
Position 3858: 0.39688797171523277
Position 20081: 0.3899270566347907
Position 3452: 0.33972664930522223
Position 16401: 0.3243032722103735
Position 444: 0.21225132486430812
Position 146: 0.1837792439865499
Position 217: 0.15762305861424958
Position 16301: 0.1564395556210111
Position 6116: 0.107847591271381
Position 16323: 0.09481335442068074
Position 13129: 0.0883684708745668
Position 13823: 0.05417559147678479
Position 15226: 0.04621916863757593
Position 15426: 0.03729181358764752
Position 15562: 0.037145705693521824
Position 685: 0.035541722320648936
Position 250: 0.028841400272387012
Position 483: 0.026138610211781935
Position 16034: 0.025513045483112617
Position 3644: 0.02464896945393053
Position 1376: 0.016382329543159553
Position 957: 0.014657544052689396
Position 497: 0.012207292985249507
Position 204: 0.011917401560650335
Position 5035: 0.009555848715102002
Position 6571: 0.008579251268734288
Position 561: 0.004931251241048714
Position 2763: 0.004648649317260462
Position 782: 0.003704162335250113
Position 3653: 0.0034063969376287168
Position 1194: 0.0032596366736082362
Position 5064: 0.002345571190732044
Position 11583: 0.001995346995659447
Position 16304: 0.0019180652061839823
Position 804: 0.0018477893892721335
Position 3648: 0.0018466700537569105
Position 6785: 0.001620723640695759
Position 1189: 0.0012407883680106949
Position 4883: 0.0007851787133593163
Position 2025: 0.0007257811459242645
Position 3712: 0.0007086839317184779
Position 4228: 0.0005933201502722841
Position 899: 0.0004574576972849523
Position 3690: 0.0003962819767615763
Position 1281: 0.0003896175043778318
Position 266: 0.00032579279069883257
Position 46: 0.0003205350751326966
Position 6314: 0.00026983885415982826
Position 84: 0.0002529535389930901
Position 966: 0.00013871131966382242
Position 510: 0.0001149248996626504
Position 849: 5.6818070809944744e-05
Position 988: 5.476601690114222e-05
Position 202: 4.794686740428766e-05
Position 799: 3.228434889200887e-05
Position 7500: 1.812355653083971e-05
Position 11356: 1.7729531368579e-05
Position 7078: 1.7135249435915287e-05
Position 67: 1.4844670516399838e-05
Position 577: 7.4011146497533e-06
Position 981: 6.889981267543663e-06
Position 969: 6.273364722360909e-06
Position 1402: 5.323233098415489e-06
Position 1055: 5.2496551916803865e-06
Position 1927: 3.385911830220835e-06
Position 1021: 3.16705831510179e-06
Position 508: 2.6642318779958674e-06
Position 460: 2.118880562667642e-06
Position 131: 1.9130103233341024e-06
Position 313: 1.7937459939244405e-06
Position 1040: 1.6936751726798061e-06
Position 1216: 1.3666595470263407e-06
Position 1439: 9.926321315776509e-07
Position 4042: 9.834797438267288e-07
Position 817: 9.041251788487379e-07
Position 834: 7.449888219386316e-07
Position 670: 7.34741204216951e-07
Position 3836: 4.806582007574523e-07
Position 1299: 4.1092259873055044e-07
Position 1015: 3.5721140947740025e-07
Position 1209: 3.1785910696074707e-07
Position 976: 2.75417059863665e-07
Position 1031: 1.4385539081443245e-07
Position 587: 5.053225257143146e-08
Position 423: 3.385966789409576e-08
Position 674: 2.8527522662319413e-08
Position 385: 1.5765862953740784e-08
Position 518: 1.4744397616944642e-08
Position 7385: 1.117609812058854e-08
Position 715: 1.0590386919075607e-08
Position 471: 1.051924912575884e-08
Position 754: 9.12821280719652e-09
Position 29: 4.282519407560056e-09
Position 563: 3.423499499288124e-09
Position 469: 2.0235817665645878e-09
Position 448: 1.7027494085762567e-09
Position 326: 1.2508535834421216e-09
Position 658: 7.271308441166394e-10
Position 565: 7.125373763775244e-10
Position 372: 5.301955265950467e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6772: 0.7056526389432796
Position 16229: 0.6036385875126402
Position 19957: 0.44244956608478636
Position 7111: 0.38386559287980965
Position 7029: 0.37376566193798083
Position 14751: 0.36133364602849977
Position 23714: 0.35736316070068636
Position 14848: 0.33567229275376864
Position 3732: 0.32008005602685546
Position 380: 0.2865574370702332
Position 22948: 0.16591169675153342
Position 3229: 0.13641023579890502
Position 14705: 0.1300911008670785
Position 29000: 0.12819106378578343
Position 15309: 0.11755488220059691
Position 6041: 0.10304326803894079
Position 17240: 0.10174930438181592
Position 6745: 0.09001076040188287
Position 3187: 0.0678090392224852
Position 3774: 0.05964006143438165
Position 12857: 0.05771959706178119
Position 13705: 0.05457761008105977
Position 15139: 0.04769590499128495
Position 3548: 0.04592036808040293
Position 23843: 0.04470848281432849
Position 3368: 0.039183128945970556
Position 3232: 0.038617870579219456
Position 15901: 0.03846352233690596
Position 3365: 0.038358889477000266
Position 12977: 0.03301704254713013
Position 15305: 0.030119862571643116
Position 3151: 0.01922451832536304
Position 6851: 0.015954659364034347
Position 1122: 0.014324200964462751
Position 406: 0.010666013515076211
Position 4834: 0.009755479130578757
Position 6464: 0.008579251268734295
Position 1085: 0.005866001039271555
Position 761: 0.00544154402706498
Position 5980: 0.005136198825172739
Position 584: 0.004831368405103034
Position 15327: 0.004667156330443487
Position 2550: 0.0043961947184671425
Position 638: 0.003076231924097916
Position 7456: 0.002939566511047991
Position 4522: 0.002128187685587981
Position 11496: 0.0015176481153941976
Position 8498: 0.0014442771550882564
Position 385: 0.001361039309390162
Position 3663: 0.000979590274180253
Position 10267: 0.0008514552137558335
Position 7293: 0.000838312421682895
Position 3812: 0.0007575161452916185
Position 807: 0.000718601042047241
Position 333: 0.0007025569655854729
Position 617: 0.0006897468379380231
Position 6988: 0.0006840349386668311
Position 11446: 0.0006641581927512091
Position 861: 0.0006329348773776994
Position 13540: 0.0006321695431467235
Position 16007: 0.0006281555870928585
Position 4838: 0.0006232530657430583
Position 4067: 0.0005173378178081484
Position 11456: 0.0004996767734514458
Position 316: 0.0004979408350114573
Position 9089: 0.00045012951582682105
Position 8746: 0.0004500488973723939
Position 8121: 0.00044796285379527454
Position 9625: 0.0004349211430373535
Position 7492: 0.0004168720774854032
Position 5034: 0.00037910928514990383
Position 1157: 0.00036268586159080826
Position 1235: 0.00034699223440367357
Position 11004: 0.000341716713913742
Position 3580: 0.00033234308482154136
Position 11007: 0.00032665720657658705
Position 2641: 0.0003145817507216317
Position 8848: 0.0003030478732610097
Position 358: 0.0002720327967102806
Position 3809: 0.0002664034117695168
Position 8001: 0.00026010992548590234
Position 10317: 0.00024038942555425536
Position 834: 0.00021423748900802108
Position 1102: 0.00020975262000650797
Position 1310: 0.0001923319432952223
Position 10834: 0.0001888285940822742
Position 3979: 0.00018629930477304162
Position 1160: 0.00017429538646817415
Position 1884: 0.00015108630473480915
Position 1694: 0.00014815994427260128
Position 14141: 0.000128164172977024
Position 837: 0.00012410287764767888
Position 7811: 0.0001231398148461321
Position 307: 0.00011152526793914326
Position 9665: 0.00011043975258167785
Position 10610: 9.920692825420135e-05
Position 2002: 9.023000599840947e-05
Position 7302: 8.791624580227574e-05
Position 1216: 8.65546951448247e-05
Position 7868: 8.072822730897354e-05
Position 1926: 7.2017272870737e-05
Position 2930: 7.011305073927401e-05
Position 10048: 6.84310320030148e-05
Position 9349: 6.56299658589275e-05
Position 3101: 6.555120011933734e-05
Position 535: 6.232515924001387e-05
Position 1859: 5.543253521079157e-05
Position 1830: 5.452900953689817e-05
Position 9724: 5.027017689941635e-05
Position 9041: 4.5271890823845795e-05
Position 1833: 4.4506202503841736e-05
Position 2017: 4.336694878941639e-05
Position 1676: 4.145345116800409e-05
Position 11521: 3.1466969957654065e-05
Position 415: 2.9360402082772347e-05
Position 8145: 2.7824967849301283e-05
Position 1777: 2.684535198333077e-05
Position 7746: 2.5434815282959728e-05
Position 8980: 2.4310668029252432e-05
Position 809: 2.266955592991569e-05
Position 7183: 1.928740057340429e-05
Position 555: 1.907763682530543e-05
Position 272: 1.3782509196396456e-05
Position 5507: 1.2557876532556724e-05
Position 3040: 1.1477277562187939e-05
Position 875: 7.032725377768671e-06
Position 772: 2.901153515733411e-06
Position 2121: 4.761810137223515e-07
Position 432: 4.758009668803492e-07
Position 1631: 4.517005616077937e-07
