Gene = MTHFR
index = 891
Annotated 5SS: [  365  2085  3034  7040  8148  8517  8888  9339 10968 12039]
Annotated 3SS: [ 1845  2922  6845  7896  8381  8706  9155 10865 11918 12346]
SMsplice 5SS: [  365  3034  7040  8148  8517  8888  9339 10968 12039]
SMsplice 3SS: [ 2922  6845  7917  8381  8767  9155 10865 11918 14078]
top_k =  1000
Partition function (log Z): 8.60473124507184

Sorted 5' Splice Sites (High to Low Probability):
Position 12039: 0.9603639745225112
Position 10968: 0.9600207690579396
Position 365: 0.9077344718721628
Position 8517: 0.9040650606319045
Position 8888: 0.8516035211969706
Position 3034: 0.8188290533786532
Position 8148: 0.8172330731158555
Position 7040: 0.7905192291934044
Position 9339: 0.6522794847236718
Position 14993: 0.496330116038652
Position 557: 0.4711314960960557
Position 5382: 0.4536562144274577
Position 11609: 0.3304030169954491
Position 15406: 0.28908325270622903
Position 2085: 0.2461338618602438
Position 4040: 0.2412914891492747
Position 14230: 0.19941048071572778
Position 9344: 0.19719270131525912
Position 2998: 0.14948975909970885
Position 9025: 0.14227947187621653
Position 11640: 0.11210288350458598
Position 14153: 0.10584058704334019
Position 8023: 0.09809512129722674
Position 12497: 0.09424361905182851
Position 13515: 0.09125871077641401
Position 13393: 0.0822870521669377
Position 982: 0.0479844884581808
Position 5639: 0.03780211258525907
Position 14418: 0.037134965774453965
Position 1905: 0.029798029454622878
Position 3170: 0.027953017558780827
Position 386: 0.022875379807694506
Position 9228: 0.022628067955552212
Position 1446: 0.021134030949171996
Position 5534: 0.021106198739282905
Position 52: 0.020475723313990335
Position 295: 0.01860820005183013
Position 5684: 0.01539445914363942
Position 2442: 0.015305437414823906
Position 8110: 0.014980050912917396
Position 9300: 0.014951374985248267
Position 9654: 0.014362924768924005
Position 14283: 0.013842444858050822
Position 11148: 0.013535718343867718
Position 941: 0.013256239428786901
Position 8434: 0.011445867293981811
Position 14579: 0.010287854095470094
Position 7755: 0.008238169441258492
Position 380: 0.007670748367170136
Position 5428: 0.006571526298796903
Position 11820: 0.006462254305027699
Position 2735: 0.0046346778311357395
Position 12333: 0.004564221235666902
Position 5876: 0.004045336333518984
Position 9385: 0.004016062830715216
Position 2665: 0.003923638141936711
Position 1582: 0.003636990869592876
Position 6091: 0.003393817073281059
Position 2419: 0.003051402963828896
Position 2852: 0.0028943591773743617
Position 10941: 0.00274928987807635
Position 13040: 0.0026609717453721185
Position 498: 0.002281560138017039
Position 6806: 0.002140759663104869
Position 302: 0.0021232392894583764
Position 15400: 0.0020782563928070977
Position 4210: 0.002002107461949852
Position 1624: 0.0016870591621779008
Position 1866: 0.0015744316557553414
Position 10928: 0.0014991281876852497
Position 1620: 0.0014800946460623789
Position 2429: 0.001364948459298646
Position 6911: 0.001256119822260618
Position 2709: 0.0011173005381282834
Position 71: 0.0010709653870647816
Position 2249: 0.0009383864071461476
Position 1210: 0.0009354589052562284
Position 10225: 0.0009170272837898724
Position 13446: 0.0008609176483184136
Position 15742: 0.0008602593772513028
Position 196: 0.0008219007809844447
Position 1846: 0.0008204902263776584
Position 7337: 0.0008013391995121234
Position 132: 0.0006987069783831688
Position 666: 0.0006274457731210765
Position 532: 0.0005665621953603364
Position 11692: 0.0005521281188480461
Position 2627: 0.0004810146292578976
Position 10431: 0.00047966132073801063
Position 2141: 0.0004717715880348731
Position 9586: 0.00046888480194078605
Position 685: 0.0004627585951688508
Position 3383: 0.000452862281179336
Position 4815: 0.0004217796424274677
Position 12317: 0.0004163227016762765
Position 10962: 0.0003929208417262431
Position 11651: 0.0003557094557883654
Position 3455: 0.00028902997949379667
Position 7942: 0.00023448986577300534
Position 9359: 0.00020666276435305506
Position 8892: 0.00018899391350391906
Position 11328: 0.00018668397155696578
Position 3007: 0.00015868440255405612
Position 2982: 0.00012226619510516046
Position 8800: 9.025859302477095e-05
Position 11581: 8.428108404311957e-05
Position 9938: 8.17692106427231e-05
Position 8915: 6.318272925201639e-05
Position 3854: 6.257622357159923e-05
Position 3966: 6.199377385415914e-05
Position 115: 5.937645824655188e-05
Position 1737: 5.787498341777948e-05
Position 8480: 5.7412175392552666e-05
Position 8820: 5.626246335494083e-05
Position 5407: 5.3844733390398915e-05
Position 11292: 5.086513253883096e-05
Position 4768: 5.0594261836059525e-05
Position 4740: 5.014035334679123e-05
Position 12712: 4.8784006612952074e-05
Position 64: 4.8100098716773075e-05
Position 787: 4.780245658926201e-05
Position 4811: 4.731530199976171e-05
Position 4931: 4.708341899475625e-05
Position 62: 4.024968389818674e-05
Position 12006: 3.844294366904771e-05
Position 13535: 3.683909942804943e-05
Position 8880: 2.8385169971871684e-05
Position 2004: 2.5804828353823196e-05
Position 11111: 2.4585919380497937e-05
Position 8829: 2.4342564752657496e-05
Position 3199: 2.1268507931380296e-05
Position 12303: 2.0466494430960926e-05
Position 3538: 2.037232031172646e-05
Position 12305: 1.9900472559747185e-05
Position 8840: 1.9233639723079066e-05
Position 12018: 1.8785768991677106e-05
Position 12321: 1.7997938615855426e-05
Position 305: 1.39863170497229e-05
Position 12325: 1.0238601881823435e-05
Position 582: 9.480744517414068e-06
Position 2885: 9.35471031813922e-06
Position 1803: 8.979658667751532e-06
Position 12301: 8.961041216327117e-06
Position 9156: 7.85835469582144e-06
Position 11187: 7.277257426636292e-06
Position 12315: 6.938351947813463e-06
Position 8903: 5.16204983419415e-06
Position 929: 5.1351572175875144e-06
Position 11165: 4.961733863087002e-06
Position 1430: 3.2719049949169014e-06
Position 1038: 3.2638174441646392e-06
Position 646: 2.7304532312522255e-06
Position 11: 2.5564339216361238e-06
Position 3947: 2.231153243520048e-06
Position 4700: 2.120147344105935e-06
Position 538: 2.0036932771320055e-06
Position 875: 1.7204177342425934e-06
Position 591: 1.7131666431927563e-06
Position 54: 1.6627474102256415e-06
Position 73: 1.2441407714431863e-06
Position 110: 1.1988909729153895e-06
Position 214: 1.1484128695534658e-06
Position 1167: 1.0743550312917765e-06
Position 1203: 8.282207164805132e-07
Position 606: 5.144782802988981e-07
Position 405: 4.569663099560009e-07
Position 905: 4.0512899172848827e-07
Position 502: 3.322873894551011e-07
Position 1119: 3.273952396002237e-07
Position 1173: 2.903408119043148e-07
Position 12449: 2.4509629960653347e-07
Position 1235: 1.931165247685849e-07
Position 423: 1.8270506681232066e-07
Position 551: 1.7171286238265e-07
Position 13: 9.755155992054261e-08
Position 348: 8.63694263579554e-08
Position 8773: 5.126445139836926e-08
Position 223: 2.996325598240651e-08
Position 181: 1.4378862553903714e-08
Position 402: 2.802966889009076e-09
Position 190: 1.1593871923908745e-09
Position 399: 5.371701110387117e-11
Position 549: 7.2521302025993475e-12
Position 641: 5.253438348432441e-12
Position 866: 2.7522191005392754e-12
Position 855: 2.153481784605833e-12
Position 771: 1.1645540944474123e-13
Position 525: 4.9680780450029976e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10865: 0.9642783865152064
Position 11918: 0.9268929392325914
Position 2922: 0.9166992661484539
Position 9155: 0.866648680501014
Position 6845: 0.6512622385845316
Position 7917: 0.5777314136208161
Position 8381: 0.46794111440483593
Position 459: 0.4568592945963031
Position 11499: 0.45156504177504847
Position 8767: 0.4386313252435544
Position 8405: 0.3493798661291834
Position 8706: 0.34599372200525935
Position 7896: 0.33930060362578673
Position 14078: 0.33159876558506307
Position 15289: 0.29509427605370153
Position 15515: 0.2636345487219683
Position 5234: 0.2185825628641567
