Gene = PRUNE
index = 1083
Annotated 5SS: [  195  9428 10193 16319 17197 18851 20468]
Annotated 3SS: [ 9334  9989 16133 17037 18755 20308 25328]
SMsplice 5SS: [  195  9428 10193 16319 17197 18851 20468]
SMsplice 3SS: [ 9334 10079 16133 17037 18755 20308 27003]
top_k =  1000
Partition function (log Z): 5.488002920253303

Sorted 5' Splice Sites (High to Low Probability):
Position 18851: 0.9917631634540869
Position 17197: 0.9761720389016558
Position 20468: 0.9350427402815135
Position 16319: 0.9344693994323128
Position 195: 0.8797508420924363
Position 10193: 0.8720611531015392
Position 9428: 0.661584141055778
Position 5139: 0.357721986794553
Position 9526: 0.26289165665061004
Position 1596: 0.22878251375787503
Position 19657: 0.20812356105374705
Position 13469: 0.16250998708276443
Position 280: 0.10038923651192473
Position 23194: 0.09668102841316627
Position 5038: 0.08289835359009115
Position 2054: 0.0721622017158519
Position 25567: 0.06768851297113773
Position 26552: 0.046232601182500575
Position 2639: 0.0408841605157027
Position 18545: 0.03397151638614893
Position 22494: 0.03154789309535457
Position 25431: 0.027990642433645865
Position 5111: 0.025635859682347845
Position 2750: 0.025088688802187026
Position 16805: 0.022877493783172068
Position 25783: 0.021874604837542177
Position 9432: 0.020244346871460216
Position 5143: 0.02019867454563869
Position 19248: 0.0185862969222122
Position 14644: 0.01838265329206276
Position 22988: 0.015398866382033121
Position 7647: 0.015106122603435787
Position 218: 0.014774589537436418
Position 9724: 0.014703680010284399
Position 20226: 0.013940342309536108
Position 25776: 0.013837952613125213
Position 9890: 0.013302994764613925
Position 719: 0.012848523633502414
Position 22333: 0.011562362179380586
Position 19752: 0.010733971606283583
Position 17500: 0.010618664259690424
Position 5416: 0.010000653501401372
Position 9903: 0.009588230507558654
Position 6534: 0.008648467058835348
Position 19756: 0.008640529184081973
Position 7779: 0.008488000760260371
Position 18308: 0.007516943410633454
Position 19689: 0.007250047134605107
Position 628: 0.005740850400701774
Position 552: 0.0057092494008883195
Position 14785: 0.005583487291320885
Position 4643: 0.005313026636667032
Position 21652: 0.005203326758394262
Position 7745: 0.005014719695152747
Position 9615: 0.004975218218244179
Position 3082: 0.004663610720044091
Position 2884: 0.004373204135405183
Position 26297: 0.004284338844001494
Position 17767: 0.004187006976655383
Position 17749: 0.0041711294354974315
Position 5706: 0.003908487795157612
Position 18818: 0.0036860334458633914
Position 4056: 0.00366341821899273
Position 9887: 0.0034266268261383894
Position 11498: 0.003380403744983169
Position 19906: 0.0033403064618171
Position 17190: 0.003010695584112213
Position 14510: 0.0027333024010118088
Position 5093: 0.002686682627412043
Position 16231: 0.002578080341220398
Position 25387: 0.002515837247021631
Position 16877: 0.0023550876358305593
Position 16252: 0.0021677086865305945
Position 9442: 0.002103170476944866
Position 3878: 0.002031382283840425
Position 17436: 0.0020294658792649953
Position 10057: 0.002013829604413579
Position 25527: 0.0019148008402069486
Position 5450: 0.0018960304688500108
Position 4234: 0.0018108845857715968
Position 9866: 0.001761261497285829
Position 16631: 0.001681567071555307
Position 1271: 0.0016016862362402894
Position 24: 0.0015769763856595276
Position 5368: 0.001539016587968314
Position 26270: 0.0015281215793120182
Position 5423: 0.00150568873909784
Position 15695: 0.0013708118215568917
Position 7771: 0.001254994297733944
Position 5782: 0.0011762920319159755
Position 18861: 0.0010839143495100874
Position 22459: 0.0009855183230866346
Position 21805: 0.0009377186007164134
Position 16222: 0.0009353781697095117
Position 23639: 0.0008776295184302616
Position 16967: 0.00087218150253549
Position 895: 0.0008440022354972645
Position 18870: 0.0007686121335305831
Position 19273: 0.0006679357509395444
Position 19714: 0.0005460559819693516
Position 17206: 0.0005345676152442124
Position 1885: 0.0005216328056744527
Position 19315: 0.0004998952328954205
Position 7529: 0.000468443088768279
Position 9778: 0.00044942781471741627
Position 23204: 0.00042440365679412317
Position 18874: 0.0004059295103596735
Position 19419: 0.00038909821263181466
Position 7547: 0.00037611331866461577
Position 20516: 0.00037278874240981975
Position 17183: 0.0003678806534796684
Position 9690: 0.00035123185926388213
Position 19864: 0.0003356843364443982
Position 2763: 0.0003333868220963849
Position 16768: 0.00033072246282262277
Position 17445: 0.000327490009134376
Position 18403: 0.00032531491822142516
Position 21980: 0.00028555062685863344
Position 2625: 0.0002782362351966181
Position 19275: 0.0002687766819345099
Position 18572: 0.0002675598017005878
Position 16701: 0.00023403697254520606
Position 5361: 0.00022033966064033758
Position 19277: 0.00020715708384006553
Position 4522: 0.00020664240829234513
Position 17799: 0.00020495973971458445
Position 4221: 0.0001924678879156805
Position 22534: 0.00019088056643781195
Position 5390: 0.0001774803996287425
Position 3580: 0.00017139528952687103
Position 18253: 0.00016871918840509543
Position 17848: 0.00016166548118794872
Position 23745: 0.00016103126341990016
Position 21904: 0.00015713947118629345
Position 498: 0.00012992832916101243
Position 2611: 0.00012662944478372616
Position 19271: 0.00012176721056584264
Position 10083: 0.00012073480862569123
Position 18008: 0.00011264162546063875
Position 5265: 0.00011103952736439847
Position 19629: 0.00011032108248606685
Position 827: 0.00010884437960400433
Position 12409: 0.00010756447207165798
Position 749: 9.859645394814489e-05
Position 19319: 9.025741433591847e-05
Position 19240: 8.533263199229761e-05
Position 19279: 8.501860163063598e-05
Position 17391: 8.304490160697391e-05
Position 377: 7.711186844393813e-05
Position 19281: 7.300124112851516e-05
Position 17661: 7.298710525118869e-05
Position 428: 7.21747247988458e-05
Position 17109: 6.814071627357079e-05
Position 256: 6.597838344071165e-05
Position 726: 5.8237262843643665e-05
Position 18490: 5.25188605050603e-05
Position 302: 4.503569729112215e-05
Position 14368: 4.481850301656065e-05
Position 953: 4.168679870327952e-05
Position 656: 3.925044244468076e-05
Position 14437: 3.7135448623104305e-05
Position 1062: 3.484636271197633e-05
Position 22109: 3.366677850389414e-05
Position 10099: 3.297666241860832e-05
Position 641: 3.0877877672824476e-05
Position 1499: 3.0012717066611357e-05
Position 19283: 2.602707084151258e-05
Position 21604: 2.334497853220061e-05
Position 10249: 2.158589122051747e-05
Position 1870: 2.0924898698218113e-05
Position 17527: 2.0712871840647715e-05
Position 237: 2.0325327549899482e-05
Position 735: 2.010439868674147e-05
Position 2134: 1.9768031492294776e-05
Position 19285: 1.819095134158867e-05
Position 17597: 1.7323968949034245e-05
Position 2324: 1.7265108308855562e-05
Position 19232: 1.6525964095550133e-05
Position 11302: 1.6422778094680365e-05
Position 21975: 1.6384732701184347e-05
Position 19287: 1.362857147615508e-05
Position 1412: 1.2870104790259725e-05
Position 2322: 1.054141785682749e-05
Position 19289: 9.284846238718872e-06
Position 2166: 7.246018848672942e-06
Position 1897: 4.814539569360322e-06
Position 2504: 4.4945264343666245e-06
Position 19291: 3.7177424198170122e-06
Position 18221: 2.8355075748908618e-06
Position 3605: 2.7491095257869243e-06
Position 317: 2.237453400611949e-06
Position 30: 2.174664725501726e-06
Position 19032: 1.2378976274452196e-06
Position 2415: 9.914009255022482e-07
Position 17923: 9.438056218155465e-07
Position 1603: 9.314822428969795e-07
Position 2501: 9.297526619465404e-07
Position 2442: 8.257421389418383e-07
Position 1913: 8.153579310092959e-07
Position 405: 7.447275052448017e-07
Position 19858: 5.578324053104081e-07
Position 2664: 4.397099153836884e-07
Position 175: 3.990541643638286e-07
Position 17: 2.8081559111206626e-07
Position 212: 2.3987147959066525e-07
Position 64: 2.0352093987274805e-07
Position 457: 1.8760611477037875e-07
Position 208: 1.6151041184797133e-07
Position 286: 9.844606177837115e-08
Position 397: 9.035150820554108e-08
Position 284: 7.01994475222822e-08
Position 305: 6.377559961362437e-08
Position 392: 5.4955341044410266e-08
Position 56: 4.938774754509469e-08
Position 1466: 4.4218068136948076e-08
Position 178: 3.3146353907387004e-08
Position 15: 3.11413521090722e-08
Position 367: 3.0889364828607006e-08
Position 1023: 1.821717014575393e-08
Position 139: 1.6087343405655765e-08
Position 332: 6.965890054779831e-09
Position 450: 5.752778980910083e-09
Position 84: 5.293381476745019e-09
Position 525: 4.921908708067883e-09
Position 687: 3.6620468216053856e-09
Position 693: 1.266191175120171e-09
Position 19303: 1.1239851127795644e-09
Position 19293: 1.0458962329265808e-09
Position 554: 7.200181425974555e-10
Position 586: 2.5804969459616473e-10
Position 556: 1.2349732383665587e-11
Position 502: 3.8985210389859424e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 17037: 0.9750344403959222
Position 9334: 0.9510060929828016
Position 18755: 0.8637009161525712
Position 20308: 0.7557474181480895
Position 16133: 0.6372092365866562
Position 10079: 0.39515044467758365
Position 9989: 0.3507342899645434
Position 5024: 0.33466608841700957
Position 16222: 0.2951052569494997
Position 27003: 0.2922434603153579
Position 26406: 0.21870988090596724
Position 25328: 0.20487648621723561
Position 19591: 0.16716993184479834
Position 1504: 0.137333154210671
Position 18736: 0.1325673988826822
Position 10082: 0.11190792687297368
Position 25463: 0.11148920417262458
Position 20359: 0.10250392030702182
Position 13372: 0.09079960873793348
Position 4914: 0.08447662730280445
Position 26013: 0.07872733782759113
Position 20339: 0.07766607031509623
Position 1466: 0.06703190310367707
Position 2594: 0.05826851832984702
Position 19536: 0.050909939603694644
Position 22355: 0.044859785128671795
Position 23064: 0.042221112640904376
Position 26358: 0.041811787152383074
Position 25859: 0.04090643122336729
Position 23108: 0.03872900904860104
Position 4958: 0.03728034598445629
Position 13375: 0.03554586111993251
Position 18395: 0.03277813842124446
Position 7449: 0.030708393764015744
Position 1869: 0.029012340362355952
Position 25636: 0.02756489877155204
Position 26442: 0.026196488008639374
Position 1927: 0.026176813524940817
Position 16733: 0.02363368213141123
Position 22894: 0.02003310028639525
Position 21950: 0.01809780246621811
Position 19128: 0.017901424330757178
Position 14543: 0.015062697183677863
Position 13265: 0.014810989730556248
Position 13426: 0.014725441141991539
Position 5325: 0.01413066168730318
Position 17288: 0.01405976565433539
Position 9723: 0.014053248337734458
Position 19555: 0.012005442267825918
Position 23088: 0.011975315937999652
Position 9759: 0.011926830537610593
Position 5042: 0.011042749909676117
Position 1438: 0.010600280627608068
Position 627: 0.010201058298574397
Position 9595: 0.009631112209093046
Position 4978: 0.009626601762434185
Position 2735: 0.009616395737139384
Position 19966: 0.009021014208466361
Position 22734: 0.008527307141862223
Position 23519: 0.008251791023782575
Position 502: 0.008165081702940911
Position 23272: 0.008123926452856079
Position 25419: 0.008085149823221238
Position 19991: 0.00799021512929759
Position 5064: 0.007945474460752118
Position 21538: 0.00791744957826531
Position 26711: 0.007903665541754935
Position 16136: 0.007705525071282702
Position 6341: 0.007200887211054019
Position 17665: 0.007051293430305755
Position 18172: 0.00702412181076618
Position 26854: 0.006933290734148459
Position 24481: 0.006900373058218047
Position 1884: 0.00660132357786655
Position 22034: 0.006269388915239403
Position 23986: 0.0061818433454288
Position 14351: 0.006090393958019808
Position 10145: 0.005181852097946214
Position 9337: 0.005099209266566332
Position 5527: 0.005084779827073587
Position 22614: 0.004906075148075015
Position 19484: 0.004634289725165962
Position 9860: 0.004436613762402421
Position 20320: 0.004180928571825582
Position 14663: 0.0040283005063541
Position 13285: 0.003991451843141249
Position 10056: 0.0036843167303627147
Position 26296: 0.0036194219956673856
Position 1791: 0.0033604582873084346
Position 26240: 0.00322748233095799
