Gene = NAT16
index = 913
Annotated 5SS: [ 235 5781 6981]
Annotated 3SS: [5464 6755 7624]
SMsplice 5SS: [ 235 5591 6981]
SMsplice 3SS: [5464 6755 7624]
top_k =  1000
Partition function (log Z): -4.039870674291279

Sorted 5' Splice Sites (High to Low Probability):
Position 6981: 0.974778652775317
Position 235: 0.9110778478961168
Position 5591: 0.4706218901211321
Position 1180: 0.39243571394926247
Position 5781: 0.38187246044673556
Position 1848: 0.17346354222603916
Position 3348: 0.1380942479669845
Position 5804: 0.13066943010495302
Position 5830: 0.09795997950712786
Position 882: 0.08348462759580168
Position 6798: 0.06898017875222853
Position 839: 0.06465807472367806
Position 408: 0.03610617827729973
Position 7516: 0.02563904076044374
Position 5574: 0.020618269089095018
Position 6003: 0.018493059418765532
Position 1211: 0.018086404472923524
Position 6048: 0.016355509376019192
Position 8132: 0.014467344375977038
Position 746: 0.011088902063664544
Position 4215: 0.010928450421415119
Position 3477: 0.010308513982533333
Position 552: 0.007849687375496966
Position 4000: 0.007773596789972162
Position 8339: 0.0064522885096483665
Position 1803: 0.006280456838057653
Position 2676: 0.006131863337515561
Position 468: 0.00602836691039825
Position 3168: 0.005899478929032454
Position 4209: 0.005875010539053937
Position 6084: 0.005200542973564296
Position 6771: 0.00472245485493685
Position 6063: 0.004604742730663103
Position 4087: 0.004027305072605263
Position 4105: 0.003907995934417295
Position 2775: 0.003701721217345736
Position 8012: 0.0030872683808782714
Position 1205: 0.0028111552980695756
Position 1948: 0.0026317984062851595
Position 7440: 0.00249999001256987
Position 2202: 0.002130233565406555
Position 65: 0.0020322271684233575
Position 3907: 0.0020067752129238384
Position 8434: 0.0019891352756979267
Position 6909: 0.001959486915119488
Position 4922: 0.0019165134683085125
Position 2403: 0.0018745388693528482
Position 3463: 0.0018577848573763799
Position 2156: 0.001825955244757045
Position 1215: 0.0016635662975266062
Position 4191: 0.0015340256725762782
Position 3246: 0.0012097019454825422
Position 6804: 0.0011176120806636195
Position 1833: 0.0010718914232434457
Position 5814: 0.0008550721380462672
Position 1997: 0.0008417205853459951
Position 7735: 0.0008245933281196634
Position 3859: 0.0007431181502167376
Position 4362: 0.0007283721997373446
Position 9093: 0.000718727288683085
Position 2003: 0.0006779332607990898
Position 1189: 0.000576679587680872
Position 5751: 0.0004951662483098089
Position 4311: 0.00047037709344215485
Position 1194: 0.0003379547164259141
Position 9547: 0.000329509168456169
Position 1866: 0.0003094535353838948
Position 8153: 0.0003047252613642676
Position 6777: 0.00029992357897963453
Position 7995: 0.00029570668220277427
Position 5073: 0.00026025351496314505
Position 5508: 0.0002444378801219969
Position 9223: 0.00020616980646611332
Position 95: 0.0001904636148622516
Position 6399: 0.00018579067716414894
Position 2820: 0.00017362775071910289
Position 4099: 0.0001639424372160966
Position 2592: 0.00016100958339291966
Position 71: 0.00011931761724561407
Position 932: 0.00011476712597420688
Position 5664: 0.0001073710092798266
Position 1003: 9.49516498468616e-05
Position 161: 6.351142582669638e-05
Position 9128: 5.953818489290387e-05
Position 618: 5.2127431386974954e-05
Position 410: 3.520449879894505e-05
Position 5754: 3.4497772584585945e-05
Position 7240: 2.8044703100596978e-05
Position 7538: 2.5212290026930645e-05
Position 389: 1.498887999832645e-05
Position 865: 1.4087251373358243e-05
Position 163: 8.01398978461929e-06
Position 1330: 7.789746818968391e-06
Position 737: 7.509760628286778e-06
Position 446: 6.753417085172728e-06
Position 1184: 6.002800830955153e-06
Position 367: 5.863257949599582e-06
Position 1588: 5.419310302930329e-06
Position 1592: 5.0756884778948505e-06
Position 951: 5.032607159271364e-06
Position 1013: 4.894236939453486e-06
Position 841: 4.610454737448704e-06
Position 943: 4.044659744065384e-06
Position 939: 3.890102350457909e-06
Position 731: 1.88465706942986e-06
Position 7407: 7.493639546573411e-07
Position 1066: 7.406281948142005e-07
Position 438: 7.334136559466564e-07
Position 6903: 6.162564341381533e-07
Position 6882: 5.64378836102715e-07
Position 7493: 5.228631712253837e-07
Position 7189: 2.7190616753297184e-07
Position 867: 1.6253344316213572e-07
Position 459: 1.4341829246481554e-07
Position 8592: 1.289551774785218e-07
Position 8612: 1.0906470661786012e-07
Position 981: 1.0435946750949154e-07
Position 1182: 6.730289327673094e-08
Position 1200: 5.479227400562735e-08
Position 843: 3.7307391766609287e-08
Position 24: 6.776839650192115e-09
Position 277: 4.935403731130134e-09
Position 105: 2.4652907311329475e-09
Position 1083: 1.529506718697996e-09
Position 749: 4.5344809921442273e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5464: 0.9421609186473738
Position 6755: 0.8872074411099681
Position 7624: 0.38948631690563346
Position 1708: 0.1792912605870766
Position 6878: 0.17242945167848167
Position 1071: 0.136793742499592
Position 5713: 0.12559876913028462
Position 8791: 0.12190217203679504
Position 3167: 0.117038585703835
Position 1139: 0.11426634253909576
Position 745: 0.08374792335910586
Position 7056: 0.06685293556310211
Position 694: 0.06149683192383967
Position 8246: 0.05739795504816721
Position 865: 0.057051299860632995
Position 9665: 0.04869422648140808
Position 8491: 0.045903853801273486
Position 922: 0.04151025679120207
Position 5725: 0.038311153796836965
Position 7505: 0.03485276186072315
Position 9186: 0.033743059369264194
Position 9038: 0.031646211036803006
Position 9115: 0.030878737838330738
Position 3782: 0.027386735672263633
Position 8747: 0.02408847109892962
Position 357: 0.019358030020067866
Position 8690: 0.018088518923671422
Position 7360: 0.014960701306806795
Position 7053: 0.013136486862149483
Position 5872: 0.011968357869296932
Position 3241: 0.011654482907804261
Position 324: 0.010779998091985099
Position 7227: 0.010776246516981922
Position 5570: 0.01066184111507445
Position 5844: 0.009541270288436704
Position 7456: 0.009115362290197751
Position 2585: 0.008214343471213555
Position 9269: 0.00784134548858843
Position 3347: 0.007754023113712129
Position 8508: 0.007259087135495172
Position 5918: 0.007062580943495764
Position 8041: 0.007024154546341053
Position 8382: 0.006892573794669974
Position 3948: 0.006243640436266068
Position 3255: 0.005733253119702229
Position 7786: 0.005594817056222958
Position 466: 0.005324794238976621
Position 3107: 0.005176047005608001
Position 8338: 0.0050174206185892795
Position 3104: 0.004777988599263063
Position 7998: 0.0042834918630412005
Position 9198: 0.0037687389188180713
Position 8839: 0.003768350656497038
Position 6863: 0.0037273204742336464
Position 8255: 0.0037035900025019523
Position 959: 0.0034149790447777053
Position 924: 0.003055421831710613
Position 7245: 0.0030185198288768984
Position 9322: 0.0028630769071208498
Position 7484: 0.0026401493035618086
Position 1789: 0.002523705997041747
Position 9055: 0.0023597576136585147
Position 4054: 0.00227365693458357
Position 7127: 0.002157370155703929
Position 7091: 0.002093042430488964
Position 5404: 0.002039495059666973
Position 3178: 0.0019277511290467563
Position 4837: 0.0019165134683085125
Position 7802: 0.0018701209850388548
Position 7338: 0.001826121728482673
Position 1711: 0.0018140004926726163
Position 2520: 0.0016730643226421126
Position 8646: 0.0016532081625749903
Position 9355: 0.0015320755224314682
Position 1947: 0.001516617147590484
Position 9299: 0.0013879532882779683
Position 3007: 0.001297067164546899
Position 9526: 0.0012450090615049119
Position 6628: 0.0012085419180208248
Position 4297: 0.001204185930673008
Position 6908: 0.001134435825205734
Position 1752: 0.0011257560405081987
Position 8878: 0.0010957975630164387
Position 2313: 0.0010955690989009042
Position 3415: 0.0010765383592330386
Position 7151: 0.001037138430361398
Position 5885: 0.0009723786228506531
Position 532: 0.0009498842570784438
Position 8433: 0.0009416080479989539
Position 7729: 0.0009276823184970585
Position 7955: 0.0008566845222534467
Position 8131: 0.000698005841614636
Position 4096: 0.0006864703371437561
Position 1621: 0.0006584252712968719
Position 8113: 0.0006547183730724644
Position 1994: 0.0006443739897762894
Position 873: 0.0006277556518708524
Position 1649: 0.0006196024605310134
Position 3273: 0.0005549681476171723
Position 8602: 0.0005107401522849851
Position 8259: 0.000466267988295215
Position 8011: 0.000452557252458603
Position 5803: 0.0004456939610465416
Position 2285: 0.0004443797250043252
Position 8760: 0.0004284847473793179
Position 3999: 0.00042759514724031913
Position 5985: 0.00040474869502010914
Position 7176: 0.0004006300866276289
Position 7515: 0.0003879364731197479
Position 1391: 0.0003430068314054627
Position 8173: 0.00030226390321496814
Position 8299: 0.00030117881781037425
Position 7189: 0.00028398870734153923
Position 4904: 0.00026025351496314505
Position 2250: 0.00024679872617251655
Position 306: 0.0002425763894294627
Position 2555: 0.00023980137265636596
Position 367: 0.0002041742921823074
Position 3191: 0.00018650610576123722
Position 6280: 0.00018579067716414897
Position 3022: 0.00018140541763186888
Position 1769: 0.00017482847521704576
Position 892: 0.00014518169527890138
Position 9302: 0.00010658598516375691
Position 8017: 9.764652363032936e-05
Position 7819: 9.37426153846164e-05
Position 6710: 8.753200713745882e-05
Position 9498: 8.75062605646444e-05
Position 7137: 8.54740667817197e-05
Position 1179: 8.511154674873017e-05
Position 7507: 7.95625750796187e-05
Position 334: 7.276130242251007e-05
Position 593: 6.081197854439544e-05
Position 7745: 5.959517815462821e-05
Position 2021: 4.9023708346586486e-05
Position 480: 4.109263704717974e-05
Position 2658: 3.431455190422774e-05
Position 8083: 3.391394130172316e-05
Position 1412: 3.312858484071861e-05
Position 8218: 3.312123038339387e-05
Position 8047: 3.1076148430577954e-05
Position 2339: 2.8992314788529275e-05
Position 1663: 2.744381902703248e-05
Position 6718: 2.5076502479041044e-05
Position 2120: 2.31379212942453e-05
Position 2387: 2.2831565450185812e-05
Position 7579: 2.124274159424907e-05
Position 1570: 2.1233360429415153e-05
Position 2201: 2.0008915872320494e-05
Position 293: 1.9681445068579708e-05
Position 2160: 1.9031238562001e-05
Position 1567: 1.8835495085047047e-05
Position 1146: 1.8454993243260035e-05
Position 2254: 1.5828808337327227e-05
Position 584: 1.321501512534083e-05
Position 1725: 1.1586884029998836e-05
Position 557: 1.0291394558137163e-05
Position 407: 1.0130272246713996e-05
Position 538: 9.759106592665701e-06
Position 137: 9.590145805176489e-06
Position 1596: 9.149781778505884e-06
Position 2452: 9.09308648112014e-06
Position 2143: 8.093384720218062e-06
Position 2041: 6.714815321920241e-06
Position 3466: 6.058041305681521e-06
Position 374: 6.013883758177094e-06
Position 4361: 5.510387514067382e-06
Position 303: 5.384179735622237e-06
Position 2986: 4.924060161374378e-06
Position 7873: 4.639138843638229e-06
Position 218: 4.437592385524006e-06
Position 835: 3.709077679941273e-06
Position 555: 3.6455365918663084e-06
Position 1163: 3.4453672258532926e-06
Position 499: 3.431105671898503e-06
Position 309: 2.9148358321182704e-06
Position 561: 2.546390871021638e-06
Position 1149: 2.2183442043787777e-06
Position 380: 1.7014665328446726e-06
Position 1257: 1.6137493247291879e-06
Position 1286: 1.5687943887043628e-06
Position 931: 1.561626686151973e-06
Position 4187: 1.0256143312455284e-06
Position 415: 7.49056951419814e-07
Position 598: 5.837425618073343e-07
Position 496: 5.131505024612765e-07
Position 393: 4.341588727347761e-07
Position 1235: 3.792087878133721e-07
Position 418: 3.4397159978499716e-07
Position 1728: 2.8453137040579555e-07
Position 1688: 9.538712618022144e-08
Position 3802: 9.439946272423058e-08
Position 1954: 7.409955071204204e-08
Position 395: 2.2751506352905626e-08
Position 389: 1.2623209327372587e-08
Position 563: 1.2234681995560755e-08
Position 878: 8.193770354484579e-09
Position 275: 2.4900151266880078e-09
Position 568: 1.0686711971349375e-09
Position 238: 9.282695471090545e-10
Position 234: 8.575907261500966e-10
Position 267: 7.817764225222915e-11
Position 95: 2.323131296791243e-15
