Gene = EFCC1
index = 487
Annotated 5SS: [  696  2449 29232 31338 32701 35489 37272]
Annotated 3SS: [ 2164 29073 31192 32534 35347 37201 38082]
SMsplice 5SS: [  301  2449 29232 31338 32701 35489 37272 37987]
SMsplice 3SS: [ 2164 29073 31189 32534 35347 37201 37824 38082]
top_k =  1000
Partition function (log Z): -16.770387196465208

Sorted 5' Splice Sites (High to Low Probability):
Position 2449: 0.9020131756010094
Position 14627: 0.7673080919197895
Position 301: 0.4564987071722338
Position 696: 0.423321076734195
Position 10624: 0.3136213335335002
Position 10507: 0.2973766411035401
Position 5979: 0.20789557014441015
Position 11522: 0.1971220753749209
Position 13084: 0.17539949399459948
Position 3261: 0.1673923681917708
Position 14291: 0.16258058359355973
Position 11578: 0.11562051481182503
Position 10598: 0.10213532629761833
Position 183: 0.08156368787509392
Position 14584: 0.06648892652170212
Position 2309: 0.05374666381926362
Position 1317: 0.0481932501202653
Position 4651: 0.047106299419302035
Position 11096: 0.04652029516918081
Position 5342: 0.03885217260756256
Position 589: 0.03838814616264414
Position 4850: 0.03802250589490848
Position 12068: 0.037419636220115404
Position 7695: 0.033905381582593715
Position 3566: 0.03303509633105122
Position 2393: 0.0277509951834536
Position 723: 0.02765038517751088
Position 2228: 0.027583943888503795
Position 14295: 0.026707878476141145
Position 1689: 0.024665372290681692
Position 1866: 0.022345994233658125
Position 13809: 0.0211641185743864
Position 1526: 0.018120853254552784
Position 8272: 0.017854292840719158
Position 9365: 0.01612566785641019
Position 8192: 0.01523990988546314
Position 6902: 0.013742582191664144
Position 1212: 0.011258459759616419
Position 4655: 0.009132766007386125
Position 12819: 0.00834076719000114
Position 49: 0.007794508973136332
Position 2414: 0.0072997910978385115
Position 3129: 0.007077530945049593
Position 2071: 0.00696143016688345
Position 3170: 0.006190189508768633
Position 9: 0.005716853145832028
Position 7154: 0.004042374736589645
Position 7024: 0.003884442979655392
Position 1601: 0.0038045712884187738
Position 1870: 0.0032021247726764187
Position 11132: 0.002765639708994635
Position 5110: 0.002702771647899076
Position 8411: 0.0026621797379996893
Position 6536: 0.0025316470987451207
Position 3229: 0.002181707487648633
Position 7484: 0.0019657052785507024
Position 8487: 0.0017385926444732254
Position 2339: 0.0015516371180451054
Position 147: 0.0014212225515255036
Position 4114: 0.0011343636312201055
Position 170: 0.001081886193809667
Position 144: 0.0010762438519105908
Position 1412: 0.0005064973099080155
Position 1660: 0.00045767472321184873
Position 1143: 0.0004524748673262848
Position 1078: 0.0003690522530474919
Position 321: 0.0003645896388933807
Position 252: 0.00036414449433727636
Position 1014: 0.00028444690169994046
Position 1540: 0.0002721298594645391
Position 4437: 0.00023725333406580525
Position 1844: 0.00018622391340364385
Position 635: 0.000175024063069427
Position 3608: 0.00015198981247061306
Position 580: 0.00015065679481513609
Position 3381: 0.00011810444446025784
Position 466: 8.870815291448476e-05
Position 3081: 8.204080769210236e-05
Position 2514: 7.73081935773474e-05
Position 217: 7.408695968017739e-05
Position 4427: 6.7550292640525e-05
Position 670: 6.707004504177757e-05
Position 720: 6.643108250753393e-05
Position 4747: 6.310878180412684e-05
Position 3364: 4.7631475060681154e-05
Position 3133: 4.668414310382837e-05
Position 4965: 4.5742802351774244e-05
Position 1753: 4.5545070423746186e-05
Position 3990: 4.2038575936646905e-05
Position 1267: 3.9018259997412026e-05
Position 5228: 3.67208646414683e-05
Position 1936: 3.601658571998125e-05
Position 3721: 3.220123325295134e-05
Position 639: 2.632515377702167e-05
Position 532: 2.2947658281236642e-05
Position 1717: 2.2601920770621962e-05
Position 2363: 2.2060879317621455e-05
Position 1908: 2.1861383173658973e-05
Position 3558: 2.1154984792761462e-05
Position 2165: 2.0075978214385806e-05
Position 4689: 1.8320146589716935e-05
Position 3392: 1.813669517584344e-05
Position 56: 1.7773414174455668e-05
Position 4027: 1.5296530582898174e-05
Position 3897: 1.3837566520850334e-05
Position 3124: 1.2731649112388347e-05
Position 2342: 1.2484463524588562e-05
Position 784: 1.132646182434897e-05
Position 1636: 1.1055020270124583e-05
Position 2104: 9.321396729305889e-06
Position 3889: 8.578142068830404e-06
Position 3267: 6.994140944706047e-06
Position 1228: 6.619973159440125e-06
Position 347: 5.9073959383040915e-06
Position 2592: 2.843334052939748e-06
Position 2992: 2.0466193804889735e-06
Position 3043: 1.200266861722196e-06
Position 1093: 3.613326267941532e-07
Position 1095: 2.8956076117940583e-07
Position 83: 6.576971731101577e-08
Position 431: 4.326125808010402e-08
Position 448: 3.185957498787681e-08
Position 129: 2.6445883528506975e-08
Position 2241: 2.4869430701412063e-08
Position 2574: 7.54703671211204e-09
Position 878: 9.250867463098192e-11
Position 1008: 3.5256941624784e-11
Position 1017: 3.133329578419584e-11
Position 597: 1.957138320643862e-11
Position 857: 6.356884038115596e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2164: 0.9989779065892871
Position 14542: 0.8143016366829449
Position 10388: 0.7311714104963004
Position 11325: 0.2855420859332356
Position 26476: 0.2434244642242363
Position 24218: 0.22773772373250553
Position 14221: 0.21921087471184833
Position 12945: 0.17971090703794215
Position 3157: 0.16575822380172137
Position 5796: 0.1472995765311749
Position 24239: 0.08707973862339949
Position 4574: 0.07697129188369274
Position 21075: 0.0703912082379745
Position 499: 0.06817666132876815
Position 15398: 0.0668931549580621
Position 14456: 0.0563234489275077
Position 11867: 0.04333722331612832
Position 10908: 0.040960999271826705
Position 17328: 0.03799236458436016
Position 7580: 0.0345865191232032
Position 8105: 0.03226568274531108
Position 13556: 0.030254346833389442
Position 11384: 0.028869081614426858
Position 5627: 0.025031702249514003
Position 15995: 0.024199128585454383
Position 17107: 0.022354100073572566
Position 18184: 0.01981153161957577
Position 17638: 0.018400819327531383
Position 3484: 0.018117234123652667
Position 1122: 0.017805238034659297
Position 5154: 0.016289348675768662
Position 20594: 0.016215160143016345
Position 5807: 0.016106235148134317
Position 1171: 0.015727648095278195
Position 9180: 0.014822307807455562
Position 12729: 0.013490172802883763
Position 5220: 0.012584788809151752
Position 1205: 0.012581740290589368
Position 1699: 0.011609830818750765
Position 1066: 0.010488110638020272
Position 2978: 0.009503296897708522
Position 5910: 0.008508169637277794
Position 4714: 0.008197927032677532
Position 5252: 0.008034079695515804
Position 2302: 0.007963008085165073
Position 6793: 0.007383832688658252
Position 6827: 0.007235526156586804
Position 1409: 0.007214609361458867
Position 577: 0.007139508470453442
Position 2407: 0.007111911157503806
Position 15521: 0.006951209413056064
Position 11510: 0.006831659881261226
Position 10771: 0.0063592364395780665
Position 1538: 0.0059911451792518215
Position 10703: 0.005315326582768104
Position 14953: 0.005200976758936615
Position 2018: 0.0051441192937176725
Position 3068: 0.004949979029833709
Position 3425: 0.004157750336892627
Position 7255: 0.004053855143480941
Position 2916: 0.00396764000582107
Position 1491: 0.003948563928841484
Position 15775: 0.003738175290300059
Position 5683: 0.003469843424629276
Position 16598: 0.0031654738615717205
Position 4782: 0.003154220219731599
Position 4710: 0.0030020559877032478
Position 5830: 0.0029482147085727983
Position 431: 0.002938120682664667
Position 6715: 0.0026222356287762846
Position 4600: 0.0025599602572585456
Position 2338: 0.0024781879247783144
Position 10546: 0.0024329035971870387
Position 7070: 0.0023424640342787953
Position 5271: 0.002302345310572093
Position 16046: 0.002299255387605106
Position 6939: 0.0022489219659213577
Position 3108: 0.0022448677980964928
Position 10836: 0.0022112590725615554
Position 3291: 0.002049764979743287
Position 8386: 0.001972141425656618
Position 1799: 0.0018694570326094732
Position 8323: 0.0018113266075643257
Position 1824: 0.0017818697101798175
Position 2392: 0.0017289896028390068
Position 4732: 0.00171851153714587
Position 1560: 0.0016434386114554233
Position 9280: 0.0015657650255976284
Position 13658: 0.0015434692136874777
Position 5771: 0.0015389989048451862
Position 15419: 0.001457859769834513
Position 11724: 0.0013383286182643123
Position 6253: 0.001334915769062678
Position 3384: 0.0013033874493845496
Position 1444: 0.0012438577213390795
Position 5940: 0.0012312540419927946
Position 3496: 0.0011760247441977613
Position 6396: 0.0011497253544030849
Position 1601: 0.0011092194863511636
Position 9972: 0.0010694372933465453
Position 665: 0.0010624250865823599
Position 8271: 0.0010613480008100145
Position 3856: 0.001058869440495781
Position 5881: 0.0010500542687355411
Position 5746: 0.001006180818397721
Position 1688: 0.0008900148706829382
Position 4964: 0.0008786883490019031
Position 3551: 0.0008562473465602517
Position 14712: 0.0008404386001266384
Position 4950: 0.0008089793367777088
Position 6740: 0.0007901955061999346
Position 1544: 0.0007676535171697854
Position 5553: 0.0007612070921381136
Position 3319: 0.0007448417106487974
Position 1994: 0.000716873993784874
Position 1753: 0.0006946226512609333
Position 1146: 0.0006640096780410607
Position 2352: 0.0006579056322145476
Position 2329: 0.0006311856461167975
Position 2308: 0.0006032643789069613
Position 11981: 0.0005820114273017497
Position 8124: 0.0005654952896490618
Position 8080: 0.0005548126117424041
Position 996: 0.0005493813572121415
Position 3193: 0.000520604600202251
Position 4991: 0.0005204261243701148
Position 83: 0.000499416963894869
Position 5749: 0.0004344958986885628
Position 6226: 0.00041097275236941694
Position 1556: 0.0003968775945890006
Position 10597: 0.0003950211208454672
Position 1844: 0.0003926690146145148
Position 4455: 0.00038804343207285885
Position 4462: 0.0003832025585613802
Position 1746: 0.00037938637730126684
Position 878: 0.00035598491168536923
Position 3523: 0.0003466724549966479
Position 369: 0.000344236883329128
Position 3169: 0.0003434339236436698
Position 3128: 0.00030722767816649966
Position 1496: 0.0003038565467455802
Position 6360: 0.00028595570527316047
Position 1248: 0.0002766298336255584
Position 3116: 0.0002705752887791907
Position 2038: 0.0002530615672181562
Position 1379: 0.000251505514699024
Position 407: 0.0002059002606521682
Position 4211: 0.00020536194161316864
Position 2596: 0.00019560430037463808
Position 7223: 0.00019338349327780807
Position 2326: 0.00019214870953932706
Position 1368: 0.00019151113515959017
Position 2035: 0.00017845207219176003
Position 8634: 0.00015236067048274933
Position 1986: 0.00014720443556147242
Position 5978: 0.0001330218109597782
Position 1391: 0.0001325635043324701
Position 518: 0.00013211073229245707
Position 11690: 9.910016179944973e-05
Position 2552: 8.621802548554508e-05
Position 1222: 8.102158241369085e-05
Position 1176: 7.72787662139306e-05
Position 1760: 7.710876565045887e-05
Position 1454: 7.368243588455727e-05
Position 1041: 7.291137800787222e-05
Position 4338: 7.19466218349486e-05
Position 6512: 6.963929536289021e-05
Position 5268: 6.929946722706722e-05
Position 1396: 6.676750565912867e-05
Position 2920: 6.467149195366814e-05
Position 3228: 6.457228029025039e-05
Position 3036: 6.233390100552122e-05
Position 1083: 6.21449671169417e-05
Position 6650: 5.97977330791178e-05
Position 4922: 5.7562464675237994e-05
Position 4871: 5.226714082871719e-05
Position 1671: 5.057275878782347e-05
Position 4325: 4.9353518137865546e-05
Position 1847: 4.7926155063071095e-05
Position 4020: 4.75258193164482e-05
Position 4335: 4.489187328806208e-05
Position 3244: 4.016564750907503e-05
Position 503: 3.919378059721187e-05
Position 512: 3.6635360534096776e-05
Position 1207: 3.657647362820063e-05
Position 3202: 3.599782717416146e-05
Position 3256: 3.58311823785886e-05
Position 1717: 3.5670595434619866e-05
Position 3528: 3.566258369458969e-05
Position 1283: 3.4663686032937886e-05
Position 3814: 3.458921755387697e-05
Position 6183: 3.292951475450765e-05
Position 4868: 2.9770568848726768e-05
Position 416: 2.776155948933092e-05
Position 2377: 2.5819104175479832e-05
Position 4026: 2.531209510015207e-05
Position 1154: 2.449007083093687e-05
Position 5005: 2.3163656804288578e-05
Position 1506: 2.196651591287074e-05
Position 3399: 2.193211646948243e-05
Position 8336: 2.1535285055905732e-05
Position 6212: 2.0818442332990236e-05
Position 179: 2.0603397132663356e-05
Position 611: 1.880481961533839e-05
Position 3882: 1.8760860668736136e-05
Position 3395: 1.8526008900255246e-05
Position 1017: 1.8202425946931463e-05
Position 1303: 1.7476170719633786e-05
Position 1325: 1.7273852953862497e-05
Position 1306: 1.720378592626594e-05
Position 687: 1.652868238154572e-05
Position 3862: 1.6140045973404257e-05
Position 1199: 1.5979624990312674e-05
Position 3503: 1.560542306090463e-05
Position 670: 1.4992660663026326e-05
Position 4022: 1.4805506857569087e-05
Position 2612: 1.472450574021388e-05
Position 170: 1.438444579015904e-05
Position 5397: 1.383510157674898e-05
Position 836: 1.3519746126910524e-05
Position 6474: 1.3492686817102649e-05
Position 7409: 1.3159391464417254e-05
Position 593: 1.1759559921292256e-05
Position 617: 1.140812503804044e-05
Position 6159: 1.0893750120258698e-05
Position 6277: 9.344928264404305e-06
Position 3565: 8.940890323568682e-06
Position 2245: 8.632665136188826e-06
Position 3673: 7.944456713316114e-06
Position 1513: 7.758210462203754e-06
Position 381: 7.328149320934734e-06
Position 614: 7.303735539251188e-06
Position 383: 6.36167319945117e-06
Position 3043: 5.67448456462237e-06
Position 4506: 5.192903347647714e-06
Position 4515: 4.929524362482022e-06
Position 3207: 4.202919470459888e-06
Position 4849: 3.972720378961362e-06
Position 3638: 3.844003860091359e-06
Position 3708: 3.4287578382033924e-06
Position 2272: 3.228316173452658e-06
Position 2985: 2.71393559614118e-06
Position 3162: 2.284682563350817e-06
Position 4056: 2.199235914495333e-06
Position 3858: 2.1787963408900627e-06
Position 3948: 2.0913150077940024e-06
Position 3923: 1.9619362128807617e-06
Position 3548: 1.6998850872376781e-06
Position 3586: 1.4412413668066085e-06
Position 3641: 1.3694795675127225e-06
Position 4096: 1.336066419674379e-06
Position 2076: 1.2907284405571849e-06
Position 3909: 1.2037346023217905e-06
Position 2251: 1.1146321263141876e-06
Position 2221: 6.078434115441576e-07
Position 2185: 4.7439992184120885e-07
Position 293: 2.5134616683388514e-07
Position 1267: 2.372921425594465e-07
Position 2428: 1.7762943814991386e-07
Position 695: 1.626484977462251e-07
Position 622: 1.503330779840207e-07
Position 1086: 1.008273259009776e-07
Position 1077: 8.934559838195864e-08
Position 644: 8.841547090489177e-08
Position 667: 8.134319744580044e-08
Position 300: 5.680860455298786e-08
Position 272: 5.634112793296383e-08
Position 714: 5.047522639809363e-08
Position 1416: 4.673705051231496e-08
Position 1090: 3.68250620506265e-08
Position 297: 3.595854195652999e-08
Position 1421: 3.376933453006109e-08
Position 140: 3.348045759219171e-08
Position 1339: 3.334893184283343e-08
Position 1432: 2.9438035844730275e-08
Position 347: 2.9410469119041137e-08
Position 134: 2.5659177461580525e-08
Position 625: 2.339349072251865e-08
Position 316: 1.91489439762124e-08
Position 240: 1.8283528758918818e-08
Position 1212: 1.7234676569115188e-08
Position 777: 1.3206785665775543e-08
Position 182: 7.016710850022482e-09
Position 318: 5.142728452127209e-09
Position 94: 3.117857399196417e-09
Position 718: 2.776017539158898e-09
Position 3889: 2.439730285995121e-09
Position 3824: 2.304639440290504e-09
Position 2448: 2.190092456423271e-09
Position 3893: 2.1845191586736082e-09
Position 2179: 2.132428221905156e-09
Position 784: 4.865571362651289e-10
Position 2478: 4.603533793042553e-10
Position 1103: 4.045421353686539e-11
Position 635: 1.6712392074328955e-11
Position 782: 9.334433092253594e-18
