Gene = EPHX1
index = 500
Annotated 5SS: [   75 18817 21864 28786 29251 29942 32379 34528]
Annotated 3SS: [18628 21682 28557 29120 29732 32269 34401 35049]
SMsplice 5SS: [   75  1357 15449 15965 18817 21864 28786 29251 29942 31039 32060 32379
 34528]
SMsplice 3SS: [ 1268 15261 15860 18628 21682 28557 29120 29732 30939 31960 32317 34401
 34994]
top_k =  1000
Partition function (log Z): 10.650052279368355

Sorted 5' Splice Sites (High to Low Probability):
Position 29251: 0.9850468929336518
Position 32379: 0.9523170200246657
Position 1357: 0.9377817609043542
Position 34528: 0.9212466966235263
Position 18817: 0.9065822544522378
Position 15449: 0.8988581040616827
Position 21864: 0.8909177109563737
Position 28786: 0.8797186080826993
Position 29942: 0.6931621239111675
Position 75: 0.6847416638486488
Position 31039: 0.6609359309848563
Position 15965: 0.6407556175252739
Position 32060: 0.5761529849495974
Position 5836: 0.48794125676325617
Position 28393: 0.4577472392749686
Position 1172: 0.3945478141686798
Position 27089: 0.3061153026724207
Position 30248: 0.2535452990112808
Position 30679: 0.2362547536692761
Position 12561: 0.22494551389095493
Position 3693: 0.19294699513132127
Position 19451: 0.17835320350173206
Position 123: 0.1753837847912874
Position 19439: 0.14116043090058145
Position 29938: 0.1262032588093401
Position 19158: 0.12258393928586996
Position 30406: 0.10831984658691413
Position 30243: 0.10531916970208002
Position 21818: 0.09750124510542144
Position 27272: 0.08918605667565113
Position 22636: 0.07628980416926558
Position 154: 0.06504778984608041
Position 30670: 0.06458823546952827
Position 27260: 0.06422200518942273
Position 34823: 0.06305131877691512
Position 6702: 0.054822992817053086
Position 15443: 0.0505654812623381
Position 28871: 0.045234390683338684
Position 29875: 0.03495477816309589
Position 1350: 0.03490656287546888
Position 33720: 0.03314083626405574
Position 26816: 0.03128404135270213
Position 34127: 0.030881309821015085
Position 1112: 0.029943790986498343
Position 22655: 0.029716178389375205
Position 32870: 0.029387713166853034
Position 15350: 0.024556492399706267
Position 621: 0.023419037501790998
Position 29025: 0.02277641999017943
Position 24992: 0.022757282225857225
Position 32117: 0.022310392787334616
Position 2103: 0.022022223343475165
Position 19278: 0.020970600235926076
Position 28998: 0.02043403305567391
Position 19511: 0.018674838002372626
Position 34714: 0.01614161638613613
Position 28632: 0.014957301930387674
Position 3697: 0.014341921063855763
Position 28832: 0.014079512483562831
Position 4842: 0.013801630778639246
Position 19140: 0.013411290036440386
Position 33858: 0.013051018051965988
Position 23032: 0.01277674732944893
Position 15686: 0.012090035169898511
Position 33492: 0.011249915648347212
Position 625: 0.011165312449646391
Position 22299: 0.010829565732532825
Position 32987: 0.010732641707629996
Position 28349: 0.010375255945192825
Position 19166: 0.01031380605382596
Position 29487: 0.010172220329642144
Position 521: 0.010118683447783338
Position 19145: 0.009784757174710107
Position 3052: 0.00820655753190485
Position 33093: 0.00790601390951561
Position 1452: 0.007626017042043101
Position 27585: 0.007626015387081823
Position 33577: 0.007458548522740163
Position 1468: 0.007114676478512024
Position 19588: 0.006274220618816762
Position 34152: 0.006177438094286231
Position 35120: 0.005768854184239408
Position 1177: 0.00538006559087914
Position 28803: 0.0052857646972077925
Position 34030: 0.0048188664686074556
Position 25571: 0.004358573170222084
Position 28228: 0.0038976197978448945
Position 19214: 0.0038570805805102524
Position 34056: 0.0035101295873450054
Position 32815: 0.003349069146524114
Position 1116: 0.003310138316025912
Position 181: 0.003287970592738363
Position 32545: 0.0032553476157859084
Position 23208: 0.0032395630352419105
Position 30978: 0.002673455965320047
Position 831: 0.0026155265263287375
Position 18861: 0.0025918084617221823
