Gene = CDCP1
index = 339
Annotated 5SS: [  217 28011 34340 35950 51076 53146 55250 57369]
Annotated 3SS: [27800 33976 35580 50853 52764 54883 57280 60354]
SMsplice 5SS: [   33 12518 19365 28011]
SMsplice 3SS: [12404 19315 27800 50853]
top_k =  1000
Partition function (log Z): -29.60783639521539

Sorted 5' Splice Sites (High to Low Probability):
Position 12518: 0.9908449514418088
Position 19365: 0.6302512525544263
Position 16719: 0.48110079834714714
Position 18573: 0.39761951410962193
Position 18903: 0.39577553742979765
Position 33: 0.39429697237451283
Position 21014: 0.38160841988381444
Position 16969: 0.34989383242879746
Position 217: 0.3346787509944676
Position 9068: 0.2973883623628594
Position 13550: 0.2308920004292592
Position 1347: 0.1689468723730104
Position 16660: 0.16470011943382334
Position 9322: 0.15355913354048972
Position 28011: 0.14455186673365286
Position 307: 0.13892968053366556
Position 11607: 0.12251601612492806
Position 9632: 0.09848261654286881
Position 14577: 0.07956413600486573
Position 20060: 0.051727452288646385
Position 4712: 0.048567409635757515
Position 2484: 0.04686405965490812
Position 14051: 0.0454185693127221
Position 316: 0.04445427744633016
Position 15904: 0.04143981382808225
Position 9223: 0.04091973163743814
Position 20356: 0.03998762768880832
Position 18239: 0.0374628409490577
Position 19816: 0.03719879444889562
Position 18785: 0.036723281068678074
Position 6135: 0.035311982541301155
Position 571: 0.032543506242724486
Position 6110: 0.02898888203823984
Position 7445: 0.02776118566607463
Position 6604: 0.02398869006389538
Position 6558: 0.01846924552285432
Position 190: 0.01637665533668201
Position 254: 0.01607409660034484
Position 8228: 0.013619727648564268
Position 4012: 0.011654872897124274
Position 7071: 0.01150231420188302
Position 8178: 0.01138356656361826
Position 325: 0.011192321750142882
Position 8541: 0.007687163796642377
Position 9484: 0.006745686685089714
Position 7318: 0.0063956732731895935
Position 18791: 0.005910805343047965
Position 16863: 0.004669484429200582
Position 19524: 0.004602501162660942
Position 543: 0.004067693185140529
Position 1064: 0.0037287494430527477
Position 14148: 0.0034179729254353087
Position 459: 0.0034142132835200305
Position 18722: 0.0030607682844904405
Position 10078: 0.0028804019835140322
Position 21095: 0.0021912856308443553
Position 16641: 0.002001932728855656
Position 12515: 0.0018220206722429355
Position 8876: 0.001625073572755859
Position 17077: 0.0014337996894647803
Position 14056: 0.0008949809644932931
Position 18712: 0.0007356333288757026
Position 9282: 0.0007082646003980906
Position 1092: 0.0006659787681343012
Position 692: 0.0006101079986919085
Position 961: 0.0003874754119597567
Position 490: 0.0003798107541130312
Position 1077: 0.0003719838635311602
Position 12488: 0.0003713656920563239
Position 3133: 0.00033235080592702133
Position 37: 0.00032947298746348086
Position 1039: 0.0003174779859966992
Position 3344: 0.00019637352616412923
Position 17: 0.00017245666927564343
Position 3122: 0.0001621750203766664
Position 3160: 0.00015004793314709513
Position 581: 0.00013913486723108134
Position 1112: 0.000135072138108256
Position 6507: 0.0001343815098712046
Position 419: 0.00011877169757425538
Position 1042: 0.00010025014846376339
Position 509: 9.254624562904596e-05
Position 1540: 9.036831082390431e-05
Position 628: 7.619872859581486e-05
Position 156: 5.250542314748835e-05
