Gene = FAM221B
index = 535
Annotated 5SS: [ 270 3169 3503 8843 9536 9843]
Annotated 3SS: [ 2570  3358  8731  9337  9722 10225]
SMsplice 5SS: [ 270 3503 8630 8843 9416 9843]
SMsplice 3SS: [ 3358  8319  8731  9337  9722 10225]
top_k =  1000
Partition function (log Z): -3.3963325193266067

Sorted 5' Splice Sites (High to Low Probability):
Position 8843: 0.9429024080877599
Position 270: 0.9205730119830697
Position 9843: 0.8815928888431932
Position 3503: 0.8479782169840828
Position 8630: 0.5145096354650139
Position 9416: 0.35462939686391803
Position 7295: 0.25783615027690504
Position 9536: 0.18970188253116302
Position 8584: 0.1692861576970262
Position 9358: 0.13191201060028185
Position 1941: 0.13106739972854473
Position 10328: 0.12825640337519206
Position 4615: 0.1073373905169041
Position 9571: 0.09756421097558247
Position 9412: 0.08996110191915477
Position 226: 0.029516961581004485
Position 967: 0.02756858619025625
Position 1308: 0.026569234640933612
Position 9616: 0.025896860121329635
Position 3199: 0.02429650960294807
Position 8669: 0.01387218181851621
Position 8158: 0.013805136920287675
Position 1945: 0.011250295913001487
Position 3707: 0.010992052902648231
Position 8150: 0.010588978090710462
Position 10645: 0.0105603624117705
Position 10260: 0.009832699610887716
Position 8994: 0.009769546179120197
Position 8511: 0.00966925977443907
Position 1203: 0.008036682946971057
Position 972: 0.0070155789387710285
Position 1184: 0.00669990393235612
Position 8540: 0.006628790433139214
Position 8598: 0.005596470356933006
Position 8402: 0.004881869409741139
Position 9555: 0.004829297582094386
Position 10819: 0.004194654545850785
Position 4779: 0.003951313597567793
Position 10158: 0.0037798157742043857
Position 3060: 0.0037199236613785795
Position 9879: 0.0037047597474141425
Position 55: 0.0033180296150949785
Position 5386: 0.0029704291202625006
Position 2379: 0.0029171040575359745
Position 8104: 0.0026394915946298717
Position 9575: 0.0025039546843703803
Position 1976: 0.0024548863766572027
Position 274: 0.0019363616996404308
Position 5229: 0.001785811473505306
Position 3192: 0.0014306109191676276
Position 988: 0.001392892908545234
Position 2714: 0.0013714043339873542
Position 10868: 0.0013189393812874785
Position 3105: 0.001262901386886007
Position 3205: 0.0007720458933528914
Position 2996: 0.0007637266482777586
Position 2979: 0.0006698377847048013
Position 8910: 0.0006188354343649521
Position 1695: 0.0005340835336955005
Position 10025: 0.00030519388064368394
Position 518: 0.00027676764366783613
Position 244: 0.00023401186573564559
Position 10149: 0.0002238238387654988
Position 10131: 0.0001972544784737785
Position 10693: 0.0001779588709894589
Position 3717: 0.00017038489220791962
Position 2168: 0.00016792919168337936
Position 3904: 0.00013878992440017455
Position 1374: 0.00012457778395173175
Position 2551: 0.00012017150431179366
Position 11006: 0.00011456353810480413
Position 4461: 4.056711087787884e-05
Position 6441: 1.9042169252672426e-05
Position 5922: 1.675250609049731e-05
Position 220: 1.5876384259911134e-05
Position 730: 9.568991718467403e-06
Position 79: 9.16851046254303e-06
Position 4954: 7.820302052693624e-06
Position 9664: 7.326766506173593e-06
Position 482: 6.980728714719141e-06
Position 3645: 4.246365053468603e-06
Position 524: 3.753939607237598e-06
Position 96: 3.4514983204706714e-06
Position 277: 2.7555888621859288e-06
Position 659: 2.519419872144498e-06
Position 1146: 2.3963633716943513e-06
