Gene = CTNNBIP1
index = 420
Annotated 5SS: [  169 26559 32359 38295 39077]
Annotated 3SS: [26524 32273 38174 38985 59486]
SMsplice 5SS: [  169 16193 16445 17255 26559 32359 38295 39077 51059 51579]
SMsplice 3SS: [16156 16316 17170 26524 32273 38174 38985 50928 51367 59486]
top_k =  1000
Partition function (log Z): 1.9935566090151067

Sorted 5' Splice Sites (High to Low Probability):
Position 26559: 1.0000000000000024
Position 38295: 0.99828682260671
Position 17255: 0.996639090622878
Position 39077: 0.9961807700120013
Position 169: 0.9850065162816806
Position 32359: 0.959242865499758
Position 16445: 0.9365314395465796
Position 51059: 0.8748460271373284
Position 47316: 0.7377020310786413
Position 16193: 0.6908300757602355
Position 49524: 0.6134714273835286
Position 51579: 0.6038109240068914
Position 39284: 0.528792597719108
Position 38529: 0.4660916347743123
Position 19546: 0.4031258932178449
Position 39635: 0.37603320878887253
Position 54874: 0.28992342325958764
Position 59727: 0.27055960496849063
Position 59518: 0.2438436508902737
Position 34647: 0.2326735372321544
Position 16126: 0.21839533875852643
Position 40546: 0.20180425986236086
Position 57958: 0.1903859775335506
Position 26182: 0.14149693692719106
Position 20605: 0.13785351304828758
Position 23650: 0.12716938175775785
Position 51555: 0.12185440886919825
Position 35407: 0.11537333225359551
Position 26419: 0.10508814006369456
Position 54660: 0.10246071721846925
Position 41832: 0.08928430181597319
Position 5327: 0.08783240075864435
Position 43496: 0.08058098690052741
Position 618: 0.07781403208641355
Position 4083: 0.07359315543030072
Position 1553: 0.07091044662907285
Position 25714: 0.07012104002086236
Position 19304: 0.064476797841361
Position 37540: 0.06254070848803951
Position 21019: 0.061920847614283674
Position 51493: 0.061499015893577
Position 20092: 0.053781427179831004
Position 60108: 0.05351535735729465
Position 48798: 0.05323314388845457
Position 25772: 0.05254668950558997
Position 19699: 0.049301203025524376
Position 21291: 0.04269605757997007
Position 19091: 0.040891770713485896
Position 16764: 0.038923998598395106
Position 60163: 0.0365444446498783
Position 19526: 0.03616531168689038
Position 54896: 0.03234169636120211
