Gene = PTPDC1
index = 1098
Annotated 5SS: [  346   994  3483  3835 11026 14151 17323 19957]
Annotated 3SS: [  821  3401  3715 10887 12891 17136 19845 23398]
SMsplice 5SS: [  276   994  3483  3835 11026 17323]
SMsplice 3SS: [  821  3401  3715 10887 17136 23398]
top_k =  1000
Partition function (log Z): -0.18304790820090489

Sorted 5' Splice Sites (High to Low Probability):
Position 11026: 0.9882061435080427
Position 17323: 0.9785570994676206
Position 3835: 0.9770298766842811
Position 3483: 0.8174758299710102
Position 994: 0.797573302445158
Position 276: 0.7012568833617795
Position 10330: 0.5822081690740195
Position 13008: 0.5158860792773727
Position 19275: 0.36416425093623406
Position 21957: 0.2884185669768737
Position 54: 0.2873649939380099
Position 15759: 0.27796277582343626
Position 15426: 0.25141259248798503
Position 19957: 0.21239900622931085
Position 7301: 0.2077937552846682
Position 10516: 0.1944066474386907
Position 9691: 0.11369207530928332
Position 5744: 0.1052282384991691
Position 9286: 0.08777548939019393
Position 706: 0.08076150318745688
Position 346: 0.060311716318643974
Position 24026: 0.05988789030971464
Position 7845: 0.057492987161618554
Position 14136: 0.054717118327021995
Position 9723: 0.05422108900481345
Position 16683: 0.04927632272662402
Position 3509: 0.0484511547369571
Position 340: 0.04629198423638064
Position 1945: 0.04124965600781186
Position 4020: 0.0384360161551486
Position 14151: 0.03581761987478227
Position 20056: 0.03466706466764045
Position 11967: 0.028595506662604693
Position 23528: 0.026917322699277362
Position 6374: 0.025573465409803868
Position 19297: 0.02494121800884338
Position 15458: 0.024768278397705096
Position 14591: 0.023054478930428297
Position 931: 0.02277146159522128
Position 609: 0.02075770222956354
Position 16164: 0.017120116661658715
Position 9055: 0.015595107482853525
Position 9891: 0.015545444664643939
Position 108: 0.01469133734930916
Position 10710: 0.014390236110895854
Position 1369: 0.013659562489278748
Position 12064: 0.013618472900816943
Position 918: 0.012730161760062968
Position 20641: 0.012231979485498251
Position 11518: 0.011903756493562382
Position 6078: 0.011630595056499108
Position 10415: 0.011428428806422516
Position 2264: 0.011330693174461578
Position 954: 0.011139211180319259
Position 16298: 0.010620141088272058
Position 20168: 0.008673339836885351
Position 20062: 0.0072614427824887195
Position 10479: 0.007254796756631924
Position 10074: 0.006625820645461659
Position 23558: 0.0065658250057533275
Position 10574: 0.006500214873933068
Position 20315: 0.006286076524235468
Position 15751: 0.005983582765986274
Position 3999: 0.005535126311032653
Position 1180: 0.0052819540429168204
Position 10959: 0.005120586195959061
Position 2223: 0.004740826344929926
Position 11590: 0.004639445241098557
Position 22373: 0.004621092944743387
Position 10350: 0.004593969558577024
Position 11647: 0.003548796560547398
Position 22212: 0.003244583500738725
Position 14683: 0.003116826236561594
Position 14733: 0.003114110657729334
Position 1118: 0.0030864962038081797
Position 2290: 0.0030780487787952994
Position 11471: 0.0029736316707932656
Position 3115: 0.002901698095357852
Position 16121: 0.0026514086302026623
Position 12383: 0.002362439835910509
Position 5937: 0.0022508399358428096
Position 3754: 0.0022147222662211316
Position 22503: 0.0021902333799942164
Position 10392: 0.0021871815690882286
Position 2937: 0.0017058573365938527
Position 22426: 0.0017008861922818187
Position 11030: 0.0016121235028346437
Position 1906: 0.0014570371141758116
Position 17850: 0.0014392320581765726
Position 1185: 0.0012409605025394401
Position 2665: 0.0012165167848948635
Position 12703: 0.0012094437149387748
Position 857: 0.001100027827169327
Position 282: 0.0010486219372098531
Position 2894: 0.00095556886178812
Position 12339: 0.0008780195039445945
Position 19250: 0.0008748687343914736
Position 545: 0.0007877397679916914
Position 1050: 0.0007741687390987644
Position 7297: 0.0007135578407858775
Position 22132: 0.0006569256107076017
Position 2397: 0.0006537861787313432
Position 2193: 0.0006437683043632742
Position 11040: 0.0006430934282897536
Position 1816: 0.0006290429163771961
Position 4772: 0.000583832420561785
Position 12013: 0.000577271551953757
Position 3948: 0.000557515243179245
Position 192: 0.000554035394667002
Position 378: 0.0005522468733205945
Position 9112: 0.0005278261534206376
Position 3627: 0.0005089881936942488
Position 2954: 0.0005054764098501458
Position 1365: 0.00045232360607916296
Position 2067: 0.00044110624720001
Position 3984: 0.00041218452357482055
Position 3009: 0.0003734308207926786
Position 9913: 0.0003500633681118677
Position 20928: 0.000220377269319359
Position 138: 0.00020390703071274707
Position 5064: 0.0001996665729776891
Position 11100: 0.0001741801961034481
Position 4225: 0.0001707774902371424
Position 10953: 0.00016904817164066385
Position 297: 0.00016137100427711685
Position 288: 0.0001590529798918628
Position 3492: 0.00012753421534122557
Position 11501: 0.00011603279185691843
Position 5359: 0.00011261221921082037
Position 631: 0.00011254729126011422
Position 386: 9.85302625165946e-05
Position 12437: 9.566344286829126e-05
Position 3953: 8.659770065712043e-05
Position 6022: 8.030853823820612e-05
Position 3554: 7.904679188882943e-05
Position 1849: 6.958685757215613e-05
Position 1897: 6.787623189868409e-05
Position 22185: 6.514932249468423e-05
Position 2343: 6.104897898193919e-05
Position 2282: 5.631732641215221e-05
Position 484: 5.175354404891002e-05
Position 58: 4.5843789876815154e-05
Position 613: 4.350480534647987e-05
Position 466: 4.1985529909150704e-05
Position 410: 4.018974424857266e-05
Position 22832: 3.97038421942684e-05
Position 568: 3.4283695283809385e-05
Position 4704: 2.400839956797009e-05
Position 5991: 2.374782241791266e-05
Position 36: 2.362625192328237e-05
Position 5755: 2.0420509162693196e-05
Position 440: 1.3635207632428251e-05
Position 1098: 1.2874214326758085e-05
Position 1006: 9.412245703605987e-06
Position 681: 7.967248153613118e-06
Position 470: 6.87444583978193e-06
