Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  1000
Partition function (log Z): 5.387430258731367

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9765665420747001
Position 92: 0.9672627688023024
Position 1456: 0.8228504768357132
Position 4842: 0.7855504521138214
Position 1169: 0.7128922339595223
Position 5635: 0.708619063270987
Position 5089: 0.5244910221689313
Position 1092: 0.18338791194475565
Position 3503: 0.13053734493944924
Position 1482: 0.10797468509305676
Position 8209: 0.10201351717444192
Position 5136: 0.07662884533269697
Position 8128: 0.07349679869928187
Position 5816: 0.06837939899054458
Position 5653: 0.06765563775343629
Position 4215: 0.06655158628880586
Position 4780: 0.056255905067694234
Position 1412: 0.044381045251721624
Position 894: 0.040857664610617496
Position 4688: 0.036224176703602326
Position 5336: 0.03563384936788205
Position 432: 0.02908245984935327
Position 581: 0.02500900503854619
Position 6146: 0.017844031663614358
Position 4696: 0.015853890149164513
Position 1031: 0.01541698269989256
Position 2679: 0.013403618317393744
Position 6925: 0.011916700472842535
Position 5500: 0.011870756743797091
Position 4642: 0.011747338533407013
Position 3036: 0.011630806207764232
Position 5549: 0.010986499078548366
Position 6423: 0.01084706400444931
Position 8465: 0.009698291913605031
Position 4291: 0.009259521479957077
Position 1524: 0.008804094654223391
Position 3344: 0.007924026614561893
Position 4328: 0.006501900624659473
Position 4418: 0.006179350254942578
Position 8308: 0.005548083975465974
Position 3950: 0.00497321348542893
Position 7556: 0.004383946079123979
Position 6985: 0.004156755671369228
Position 2619: 0.003940849762645883
Position 735: 0.0034077979777977
Position 8419: 0.00279439677839849
Position 435: 0.0024626749143840084
Position 1740: 0.0024425569557739997
Position 4440: 0.002345633550900472
Position 6332: 0.002292092872319852
Position 4378: 0.002052157661138671
Position 1542: 0.00191854627880092
Position 3301: 0.0018357686816806646
Position 8039: 0.0018084689551990769
Position 2957: 0.001747821974942001
Position 4467: 0.0017186932074988654
Position 6702: 0.001403721952977075
Position 1520: 0.001378216196038976
Position 6794: 0.0013255299610529805
Position 6498: 0.001305518954597552
Position 1108: 0.0010270622251202814
Position 7150: 0.0007728235872366665
Position 5133: 0.0007698365993971253
Position 2556: 0.0006785428655098816
Position 1068: 0.0006449603028871038
Position 5285: 0.0006302388352971018
Position 3443: 0.0005802571077105526
Position 3411: 0.0005800623828155351
Position 8472: 0.0005417638776584286
Position 800: 0.00046721373482957134
Position 5299: 0.000432565610193943
Position 620: 0.0004002915980520974
Position 7285: 0.00039220180060942154
Position 5017: 0.0003131930266871229
Position 5612: 0.00027762154056847733
Position 5741: 0.00026502942134515165
Position 401: 0.00025608227603884486
Position 5881: 0.00024735102816070005
Position 22: 0.000238550742080478
Position 5609: 0.00022255444255222747
Position 7241: 0.00018378901371406814
Position 7859: 0.0001835854524367385
Position 409: 0.0001809003306225325
Position 769: 0.00015795457113026745
Position 5127: 0.00010115950025191351
Position 406: 9.584940964780111e-05
Position 3311: 8.959052282499913e-05
Position 3290: 8.67079518930039e-05
Position 6645: 5.681943562694866e-05
Position 387: 5.233266661547126e-05
Position 940: 5.050451211539757e-05
Position 1727: 4.781637406710572e-05
Position 8160: 4.6905017784672334e-05
Position 1043: 4.4675559038840795e-05
Position 219: 3.844419195019554e-05
Position 6960: 3.490467014989851e-05
Position 2663: 3.4657946346971595e-05
Position 5748: 3.454847834950848e-05
Position 740: 3.365702606560048e-05
Position 2365: 3.118354911743931e-05
Position 5515: 3.107599558935124e-05
Position 2283: 2.8927042784142558e-05
Position 363: 2.8145724064235648e-05
Position 859: 2.7467979453598802e-05
Position 1173: 2.1689962465478615e-05
Position 7875: 2.1117848744121366e-05
Position 869: 1.963560235914388e-05
Position 226: 1.8354916888051917e-05
Position 1218: 1.8131943482021916e-05
Position 914: 1.6249281285531413e-05
Position 365: 1.4907048916445594e-05
Position 1183: 1.4170034378228625e-05
Position 842: 1.1946597757157099e-05
Position 781: 1.0081032328262318e-05
Position 1856: 8.85128471983182e-06
Position 2073: 8.686292259848678e-06
Position 2239: 6.851253454470054e-06
Position 975: 5.3030533838346045e-06
Position 328: 5.185613331559817e-06
Position 1680: 4.088710805193538e-06
Position 898: 4.044092592333662e-06
Position 2735: 3.0715407852148247e-06
Position 1437: 2.75263714806881e-06
Position 2134: 2.3108208093138744e-06
Position 242: 1.8700045796339246e-06
Position 519: 1.4856185287598045e-06
Position 7277: 1.4503169693325406e-06
Position 384: 1.4401246483583585e-06
Position 2306: 1.2300457429536742e-06
Position 2066: 9.844774357037625e-07
Position 8: 8.497186669489797e-07
Position 2423: 7.268182964812836e-07
Position 7156: 7.151097275645832e-07
Position 1852: 6.964231783465843e-07
Position 2058: 5.168762704995067e-07
Position 317: 5.000095491985097e-07
Position 1499: 4.887748601437245e-07
Position 404: 4.687830935195799e-07
Position 1496: 4.3790863206840616e-07
Position 948: 3.745675845779065e-07
Position 1743: 3.4545749185732506e-07
Position 314: 1.891399386776697e-07
Position 942: 1.8451931527062098e-07
Position 7263: 1.8139730531934112e-07
Position 844: 1.7164771288595392e-07
Position 6069: 1.6570186749316588e-07
Position 997: 1.6348656848274698e-07
Position 358: 1.5439978760335234e-07
Position 2706: 1.4043924563842294e-07
Position 6251: 1.2959928768935922e-07
Position 305: 3.5582004599390056e-08
Position 1546: 1.1540959515501298e-08
Position 339: 8.047486702673199e-10
Position 289: 1.2398920960365382e-10
Position 516: 8.334861543240765e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.997358307842384
Position 1023: 0.880641290119017
Position 1314: 0.7586626448438247
Position 5409: 0.7132993724231347
Position 4599: 0.6680352323258101
Position 4999: 0.5287976297260442
Position 8915: 0.4374984012545897
Position 1284: 0.2271813653432867
Position 8064: 0.1387590183003265
Position 8307: 0.11908750403097593
Position 7434: 0.11716219149130416
Position 7968: 0.08056463287349017
Position 3418: 0.07881500746645016
Position 8193: 0.06615886965001022
Position 5036: 0.0599509583548628
Position 4030: 0.05941215918169548
Position 8558: 0.05530436130469262
Position 5562: 0.054226342582789036
Position 4779: 0.052434702525225314
Position 4674: 0.0482420072872942
Position 4813: 0.04623008715896039
Position 5512: 0.0382800610341899
Position 4692: 0.03357045988204032
Position 6701: 0.029425135451822074
Position 7607: 0.02709932506399651
Position 4581: 0.026378282997895682
Position 5215: 0.022151388234951847
Position 7676: 0.0220608229214448
Position 3261: 0.020704334473247345
Position 5016: 0.019216175506968507
Position 4734: 0.01807627545952268
Position 5515: 0.017670376457611107
Position 6312: 0.017478120768938586
Position 479: 0.01680625671532042
Position 2533: 0.016276756032013732
Position 5745: 0.015971997295153896
Position 4214: 0.014422562643147386
Position 5500: 0.012915170274651208
Position 7583: 0.012213626818259691
Position 8714: 0.011656366564505792
Position 8117: 0.011559192494619324
Position 817: 0.011409808217007981
Position 363: 0.010664395409240992
Position 798: 0.01049809786070064
Position 3208: 0.010329722683570472
Position 2908: 0.00988143911785421
Position 4137: 0.009810180992817342
Position 863: 0.009085551045522418
Position 4272: 0.008865605244851497
Position 3145: 0.008723448363192577
Position 5447: 0.008032126470024268
Position 6589: 0.007717850504319203
Position 981: 0.007667716388100223
Position 482: 0.007582478219470815
Position 557: 0.007389071337634383
Position 1026: 0.006906431914694063
Position 7991: 0.006530031380352005
Position 4528: 0.006416905382403335
Position 3865: 0.006184205466158561
Position 8361: 0.005748121105721783
Position 5231: 0.005578950051632592
Position 1127: 0.005337838687955441
Position 3397: 0.004912333731219001
Position 7144: 0.004534702850183955
Position 8037: 0.004488522033533259
Position 2941: 0.004172729814797452
Position 6563: 0.0039023820327001428
Position 3328: 0.003845989295804932
Position 5708: 0.0036287566084147256
Position 6855: 0.0034497172485330892
Position 8440: 0.003439076784615807
Position 5330: 0.00341755917946189
Position 6834: 0.0032018939490507667
Position 3385: 0.0031103459770738975
Position 576: 0.0031006120260541207
Position 8561: 0.003065411108119357
Position 7496: 0.0029223346735288308
Position 1091: 0.002852700584294425
Position 8783: 0.002824725768552629
Position 7362: 0.002591751755150405
Position 6360: 0.002305322234357679
Position 4671: 0.002075184734963191
Position 6924: 0.0019338162388279243
Position 4513: 0.0019083344745826714
Position 7473: 0.0018920112487013645
Position 2774: 0.0018724234936399581
Position 8009: 0.0018142336417799427
Position 8263: 0.0018031776248457194
Position 4695: 0.0016993688496483323
Position 820: 0.0014904915258089938
Position 6779: 0.001482943103946124
Position 2517: 0.001478848502876237
Position 1549: 0.0014650620512137833
Position 6207: 0.0013616667761841346
Position 7745: 0.0012492333283746825
Position 8530: 0.0012157321259501468
Position 3331: 0.0012091666401084689
Position 2760: 0.001192949781631068
Position 6219: 0.001183881065782614
Position 6876: 0.001154327384592301
Position 5859: 0.0011413026844288572
Position 7042: 0.0010364279552039688
Position 3171: 0.0010256354326022973
Position 3215: 0.0009967081780412816
Position 662: 0.0009052168651713085
Position 4965: 0.0009050743992816924
Position 4072: 0.0008955824469022019
Position 3175: 0.0008714039879842922
Position 6348: 0.0007830460272825289
Position 6442: 0.0007748386198405075
Position 3439: 0.0007734136339611463
Position 6366: 0.0007673363357543821
Position 6789: 0.0007255466875011354
Position 8080: 0.0007186633226999861
Position 1286: 0.0006497641207626037
Position 3947: 0.0006356807447121888
Position 7090: 0.0006123595463410759
Position 3311: 0.0005765550528963971
Position 6897: 0.0005691537199950323
Position 3036: 0.0005501841861858142
Position 6321: 0.0005203344799037046
Position 6515: 0.0005173445719784312
Position 5770: 0.0004980098891340361
Position 7442: 0.0004888202576798351
Position 7721: 0.0004816698867152057
Position 6191: 0.0004792689951366485
Position 5934: 0.0004791905284965399
Position 6392: 0.00046461157901687516
Position 5751: 0.00045273025746308187
Position 1365: 0.00044103224970333977
Position 6422: 0.0004389253615234856
Position 3190: 0.00040764061001531216
Position 5913: 0.000403052197682042
Position 8403: 0.0003884100859408593
Position 6861: 0.0003650887893705689
Position 6230: 0.00035205268904510135
Position 5581: 0.00034759508735473496
Position 6792: 0.00033332212391395385
Position 2986: 0.00032734131399892526
Position 1056: 0.0003053864257206748
Position 4933: 0.0002999672653221282
Position 7314: 0.0002993564953445278
Position 5765: 0.00029400144686491574
Position 1136: 0.00027348402704937327
Position 4547: 0.00025737823546357903
Position 3274: 0.0002499461298172652
Position 749: 0.00023836475998792898
Position 5170: 0.00022817343883679953
Position 8935: 0.00021937540016809444
Position 1059: 0.0002163423861477172
Position 1702: 0.00021471979352339165
Position 8390: 0.00019255853701685276
Position 1354: 0.00018060161141723142
Position 4487: 0.00016644653383411493
Position 6204: 0.0001643155966888076
Position 6343: 0.00015635841535393966
Position 4551: 0.00015261927788012456
Position 953: 0.00013878864649888474
Position 7891: 0.00013680137703360454
Position 5791: 0.00013582759954724327
Position 1578: 0.00013578253518802308
Position 2555: 0.00013272460652411655
Position 989: 0.00012794889699120694
Position 1621: 0.00012437739146176974
Position 5045: 0.00012387659733388407
Position 4007: 0.00012321498439596613
Position 2238: 0.00011942280014309257
Position 1555: 0.00011898719266866248
Position 248: 0.00011492122578198657
Position 1323: 9.934084053111625e-05
Position 3049: 9.604807557242451e-05
Position 6620: 9.230185055603939e-05
Position 431: 9.107056363035319e-05
Position 2735: 8.994600843660062e-05
Position 4439: 8.682563398010543e-05
Position 2706: 8.62461399107485e-05
Position 7329: 8.581864677455976e-05
Position 5175: 8.200862743589955e-05
Position 7214: 8.193633154189456e-05
Position 2846: 7.913013932025458e-05
Position 3908: 7.58704930517195e-05
Position 2564: 7.282631447871568e-05
Position 2386: 7.02636487461037e-05
Position 6027: 5.605992670027747e-05
Position 7941: 5.538145904203581e-05
Position 2450: 5.2789942755807386e-05
Position 1350: 4.3903628552829776e-05
Position 1369: 4.163507152559893e-05
Position 1006: 3.159104177946983e-05
Position 7390: 3.114006341765206e-05
Position 957: 3.0378343583954154e-05
Position 7527: 2.955663844047131e-05
Position 1668: 2.7864106797822748e-05
Position 6981: 2.621218458936535e-05
Position 6234: 2.5765928106614743e-05
Position 760: 2.548060769856316e-05
Position 1106: 2.4303259158270816e-05
Position 6249: 2.3061838869255518e-05
Position 674: 2.275711482549928e-05
Position 8015: 2.1901401196171133e-05
Position 1566: 2.1861620166100717e-05
Position 445: 1.841645490309765e-05
Position 4357: 1.7491803585153825e-05
Position 6396: 1.6560220311838472e-05
Position 2094: 1.5610024617265377e-05
Position 774: 1.4851654640162107e-05
Position 869: 1.16817845264169e-05
Position 1053: 9.689954767141667e-06
Position 2830: 9.031487347722203e-06
Position 1972: 8.501559160259706e-06
Position 87: 7.5025400411772235e-06
Position 824: 6.1392962478713626e-06
Position 1296: 6.0657561969155955e-06
Position 6236: 5.088709075841864e-06
Position 831: 4.9167247242700775e-06
Position 1371: 4.688377396182335e-06
Position 130: 4.32680517989425e-06
Position 678: 4.267461159225837e-06
Position 2849: 3.7362901784771738e-06
Position 3053: 3.6715112540553564e-06
Position 1512: 3.5283553005424518e-06
Position 1707: 3.518907276569619e-06
Position 684: 3.385163350849627e-06
Position 2635: 3.359182840613752e-06
Position 2282: 3.03339333132073e-06
Position 968: 2.596522888490022e-06
Position 1142: 2.1300542416078754e-06
Position 1152: 1.926051163196873e-06
Position 997: 1.778382024730939e-06
Position 5815: 1.6935797045309578e-06
Position 1524: 1.5547423489959975e-06
Position 6106: 1.435048714024093e-06
Position 2015: 1.2176790976724939e-06
Position 584: 1.2074234312874932e-06
Position 6033: 8.868088264229019e-07
Position 1038: 7.515242721391926e-07
Position 835: 7.033761217038004e-07
Position 1833: 6.438800932600339e-07
Position 4872: 6.426329144522999e-07
Position 6412: 5.010437709590454e-07
Position 2133: 4.6503587066956926e-07
Position 596: 4.426793231639997e-07
Position 6327: 4.189937083563891e-07
Position 2253: 3.965120770129806e-07
Position 1585: 3.649319432080673e-07
Position 5881: 3.630764006637637e-07
Position 1536: 3.5812087165387197e-07
Position 1040: 3.4053186872438416e-07
Position 2457: 2.4271111897062846e-07
Position 2340: 2.341003984313792e-07
Position 1196: 2.135510387039327e-07
Position 146: 1.7137517372700364e-07
Position 1725: 1.695436896309206e-07
Position 605: 1.551496617007041e-07
Position 1035: 1.5374099734963793e-07
Position 732: 1.361380678174316e-07
Position 2049: 1.2981221958400984e-07
Position 687: 1.2686749018012079e-07
Position 611: 1.1479122395388344e-07
Position 607: 1.0177272775436361e-07
Position 2389: 9.358686656937297e-08
Position 6117: 8.8975762195141e-08
Position 1910: 8.556313331574919e-08
Position 6837: 7.623479116457328e-08
Position 718: 7.42918086692444e-08
Position 720: 7.314285559729024e-08
Position 6733: 6.952558196345168e-08
Position 231: 6.865385560497219e-08
Position 2260: 6.655900928911516e-08
Position 2052: 5.844790841374245e-08
Position 617: 5.559997273692787e-08
Position 6428: 5.0584587834900415e-08
Position 1655: 4.548547124933793e-08
Position 1923: 3.524992314285998e-08
Position 1733: 3.43960248786783e-08
Position 2100: 3.40874249772492e-08
Position 1979: 3.328875949893209e-08
Position 2418: 1.4401073281723393e-08
Position 1173: 4.487535770132057e-09
Position 2346: 4.4705154142956135e-09
Position 1392: 3.2680617816848214e-09
Position 1416: 7.436774688397159e-10
Position 1328: 5.749592751120138e-10
Position 1422: 4.401827868127444e-10
Position 1168: 1.618704625541822e-10
Position 1444: 1.4395004529631295e-10
Position 602: 8.99007432450996e-11
Position 1405: 8.911304027946941e-11
Position 1456: 4.624013996260675e-11
Position 101: 1.6422205963261626e-11
Position 692: 2.5932326035711137e-12
Position 689: 1.787903601256046e-13
Position 96: 1.3956688769619188e-13
Position 697: 1.3472669981256477e-13
