Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  1000
Partition function (log Z): 6.802530464536305

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 0.9959534160049452
Position 11599: 0.9838037213615429
Position 2738: 0.9835306052790814
Position 17508: 0.945031714269034
Position 16780: 0.9331551941820334
Position 554: 0.9327190483988435
Position 4364: 0.9240963372944256
Position 22585: 0.9073620424107461
Position 180: 0.874871011293177
Position 24780: 0.8687121240020523
Position 28906: 0.8626970927491155
Position 24536: 0.8462369350400512
Position 21825: 0.6210758745235162
Position 4198: 0.6125745311855597
Position 21649: 0.5799052112483128
Position 5464: 0.5235980591794133
Position 18205: 0.3864359253480716
Position 21666: 0.3307798135822264
Position 4806: 0.26931988590256534
Position 30039: 0.22890343497495486
Position 3163: 0.17545120708006756
Position 30461: 0.172451960298992
Position 13345: 0.16140938919376752
Position 24307: 0.14446012220187174
Position 17650: 0.13553856206330792
Position 37120: 0.1328928427303227
Position 24828: 0.12708599020751488
Position 24220: 0.12004443849794127
Position 16032: 0.09609550826257027
Position 23470: 0.08282540526459466
Position 24027: 0.07494958116126439
Position 32968: 0.06982196315143167
Position 12020: 0.06687358107630761
Position 28265: 0.06501460817302848
Position 17003: 0.06407379248761205
Position 28590: 0.06071531485878774
Position 5122: 0.0576700458783499
Position 6932: 0.0564386622820616
Position 16036: 0.05373630975141706
Position 7936: 0.05312802402365033
Position 1988: 0.050772790392540866
Position 293: 0.050628191781777326
Position 31411: 0.0437524529633591
Position 7437: 0.03509436655916678
Position 2178: 0.03406357093370939
Position 4694: 0.03205269048272781
Position 14887: 0.03202436873877396
Position 30272: 0.03186420305585775
