Gene = PRRT3
index = 1081
Annotated 5SS: [  73 3294 3637]
Annotated 3SS: [2221 3480 4392]
SMsplice 5SS: [  73  253 3637]
SMsplice 3SS: [ 186 3480 4392]
top_k =  1000
Partition function (log Z): -2.3711760614036184

Sorted 5' Splice Sites (High to Low Probability):
Position 3637: 0.9822048156873906
Position 73: 0.9442934008045152
Position 253: 0.7470315717049912
Position 3294: 0.5978992887573538
Position 1360: 0.2318449627178533
Position 952: 0.22798659716740236
Position 2303: 0.0819462461427427
Position 415: 0.05882181608825723
Position 1892: 0.041887839892563665
Position 2925: 0.03267875370565829
Position 47: 0.01671964819929822
Position 2245: 0.010359040660969394
Position 3056: 0.009830846892246538
Position 4269: 0.008507202192778085
Position 3452: 0.0067152680253281674
Position 442: 0.006671463712821136
Position 2958: 0.006248933853772264
Position 917: 0.006009819706967378
Position 3134: 0.005806316589258142
Position 3525: 0.005406387362569219
Position 3298: 0.004207592501552625
Position 1227: 0.0038062504932496236
Position 3164: 0.003596490516764898
Position 3989: 0.002849979431531293
Position 2566: 0.00239245763629636
Position 6033: 0.0023330941957645625
Position 552: 0.002084281003525349
Position 4659: 0.002024980948755669
Position 4306: 0.0015312301543482553
Position 1247: 0.001488375340969001
Position 3050: 0.0011799689599973364
Position 4153: 0.0010991911515526752
Position 4653: 0.0010847358491812018
Position 3189: 0.0010272984788225346
Position 2994: 0.0008217997667103298
Position 6232: 0.0007843512229920401
Position 3654: 0.0005812240167653202
Position 1527: 0.0005512101566240541
Position 535: 0.00043556429211810156
Position 4032: 0.00042326318926670144
Position 1733: 0.00038344757084109507
Position 568: 0.00028303063348218146
Position 2771: 0.00028044875965806365
Position 3041: 0.00021553784477585256
Position 432: 0.0001651786282030839
Position 1008: 0.00016112301842669303
Position 2231: 0.00013684110367447874
Position 3176: 0.00013654588798602172
Position 6765: 0.00011998123110888357
Position 1014: 7.335371412751297e-05
Position 374: 7.253574943164548e-05
Position 566: 7.017834573645847e-05
Position 4617: 6.917243558635784e-05
Position 3597: 6.461284639550892e-05
Position 5707: 4.4340499294217894e-05
Position 5883: 4.42666581311352e-05
Position 2717: 3.958556083859028e-05
Position 554: 3.493344108666905e-05
